,POP_2015,active_living,community_space,education,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
94,45.941,849,364,570,313,114,1247,6672.0,73.04190999323886,24.03013052333481
95,124.971,733,481,453,304,231,1130,6672.0,73.04296530629185,24.03013052333481
96,129.619,720,498,440,0,296,1117,6672.0,73.04402061934485,24.03013052333481
97,98.017,633,36,377,0,593,1031,6672.0,73.04507593239785,24.030130523334815
98,111.879,669,0,414,36,629,1065,6672.0,73.04613124545084,24.030130523334808
99,96.052,595,37,516,0,736,885,6672.0,73.04718655850381,24.03013052333481
100,91.219,533,70,591,70,814,776,6672.0,73.04824187155681,24.030130523334815
101,118.651,667,225,731,225,958,910,6672.0,73.04929718460981,24.030130523334808
102,95.388,756,315,821,315,1048,999,6672.0,73.05035249766281,24.030130523334815
103,68.009,791,466,855,403,1082,1034,6672.0,73.05140781071577,24.030130523334808
104,51.359,1117,143,1182,729,1409,1361,6672.0,73.05457374987478,24.030130523334808
105,28.999,1193,67,1258,805,1485,1436,6672.0,73.05562906292776,24.030130523334808
106,29.663,865,235,565,311,20,1263,6672.0,73.04161498119221,24.029293288434964
107,131.982,842,299,522,256,98,1239,6672.0,73.04267028998285,24.029293288434964
108,98.575,949,312,417,364,205,1347,6672.0,73.04372559877352,24.029293288434957
109,113.313,793,123,535,0,627,1189,6672.0,73.04478090756413,24.029293288434957
110,109.117,743,73,488,11,670,1139,6672.0,73.0458362163548,24.029293288434964
111,93.529,711,238,720,163,895,954,6672.0,73.04794683393608,24.02929328843496
112,104.63,775,333,839,333,1066,1018,6672.0,73.04900214272674,24.029293288434964
113,119.368,824,383,889,383,1116,1068,6672.0,73.05005745151738,24.02929328843496
114,102.691,929,488,994,488,1221,1173,6672.0,73.05111276030802,24.029293288434953
115,68.169,953,624,1017,565,1244,1196,6672.0,73.05216806909866,24.029293288434957
116,5.444,1024,696,1089,636,1316,1267,6672.0,73.05322337788931,24.029293288434957
117,9.985,1193,67,1258,805,1485,1436,6672.0,73.05427868667994,24.029293288434964
118,51.89,1217,67,1281,829,1508,1460,6672.0,73.05533399547059,24.029293288434957
119,61.45,1370,0,1434,982,1661,1613,6672.0,73.05638930426123,24.02929328843496
120,0.212,1370,0,1434,982,1661,1613,6672.0,73.05744461305187,24.02929328843496
121,5.311,943,157,525,382,92,1340,6672.0,73.0413199827626,24.028456055608082
122,99.77,906,223,460,320,158,1303,6672.0,73.0423752872911,24.028456055608082
123,133.761,999,261,367,369,252,1397,6672.0,73.04343059181959,24.02845605560808
124,95.68,818,148,562,77,710,1213,6672.0,73.04448589634808,24.028456055608082
125,85.164,876,206,620,135,768,1271,6672.0,73.04554120087657,24.02845605560808
126,78.1,950,280,694,209,842,1345,6672.0,73.04659650540505,24.028456055608082
127,48.199,790,317,690,85,960,1033,6672.0,73.04765180993354,24.028456055608082
128,127.308,858,408,779,127,1049,1101,6672.0,73.04870711446205,24.02845605560808
129,91.697,890,449,955,449,1182,1134,6672.0,73.04976241899053,24.028456055608082
130,85.855,941,500,1005,493,1233,1184,6672.0,73.05081772351902,24.028456055608086
131,119.74,1047,639,1111,623,1338,1290,6672.0,73.05187302804752,24.028456055608082
132,57.998,1091,733,1155,693,1383,1334,6672.0,73.05292833257602,24.028456055608082
133,43.525,1152,762,1217,746,1444,1396,6672.0,73.0539836371045,24.02845605560808
134,74.834,1370,0,1434,982,1661,1613,6672.0,73.05609424616148,24.02845605560808
135,23.21,1370,0,1434,982,1661,1613,6672.0,73.05714955068997,24.028456055608082
136,0.0,1076,23,391,458,225,1474,6672.0,73.04102499794955,24.027618824854095
137,88.006,1100,23,367,434,249,1498,6672.0,73.04208029821608,24.02761882485409
138,129.565,1070,164,269,270,380,1465,6672.0,73.04313559848264,24.027618824854095
139,112.251,1161,244,267,279,478,1469,6672.0,73.04419089874916,24.0276188248541
140,78.472,1060,270,477,216,687,1380,6672.0,73.0452461990157,24.027618824854095
141,116.42,950,280,694,209,842,1345,6672.0,73.04630149928225,24.02761882485409
142,62.672,851,378,628,23,898,1094,6672.0,73.0473567995488,24.0276188248541
143,131.531,919,468,720,69,991,1162,6672.0,73.0484120998153,24.027618824854095
144,135.062,976,526,839,187,1109,1220,6672.0,73.04946740008184,24.027618824854095
145,86.625,1039,598,1013,362,1284,1283,6672.0,73.05052270034838,24.027618824854095
146,133.974,1093,651,1084,432,1351,1336,6672.0,73.05157800061492,24.027618824854095
147,109.755,1152,762,1217,746,1444,1396,6672.0,73.05263330088147,24.02761882485409
148,50.695,1152,762,1217,746,1444,1396,6672.0,73.05368860114801,24.027618824854095
149,18.748,1146,93,437,504,295,1544,6672.0,73.04073002675266,24.026781596172903
150,57.493,1158,81,421,488,307,1555,6672.0,73.04178532275742,24.026781596172903
151,90.183,1151,180,187,352,429,1547,6672.0,73.04284061876221,24.026781596172903
152,101.682,1202,216,217,338,487,1528,6672.0,73.04389591476699,24.026781596172906
153,103.089,1202,217,217,281,549,1471,6672.0,73.04495121077177,24.02678159617291
154,118.598,947,474,484,0,755,1190,6672.0,73.04706180278133,24.026781596172906
155,54.094,1026,576,830,178,1100,1270,6672.0,73.04917239479089,24.026781596172906
156,101.31,1115,674,958,306,1228,1359,6672.0,73.05022769079567,24.02678159617291
157,92.255,1145,704,1099,447,1369,1388,6672.0,73.05128298680044,24.026781596172903
158,113.712,1238,798,1193,541,1463,1481,6672.0,73.05233828280521,24.02678159617291
159,79.322,1320,911,1306,654,1576,1563,6672.0,73.05339357881,24.02678159617291
160,35.133,1404,995,1390,738,1661,1647,6672.0,73.05444887481477,24.026781596172906
161,116.102,1259,128,128,414,537,1604,6672.0,73.04360094440112,24.02594436956443
162,96.504,1282,148,148,357,593,1548,6672.0,73.04465623614433,24.025944369564435
163,65.008,1226,784,1179,528,1450,1469,6672.0,73.05204327834686,24.02594436956443
164,98.947,1269,840,1235,584,1506,1512,6672.0,73.05309857009007,24.02594436956443
165,124.812,1339,0,0,484,617,1675,6672.0,73.0433059876511,24.025107145028574
166,33.566,1315,278,278,368,895,1558,6672.0,73.04512161095788,24.024269922565246
167,84.421,1315,278,278,368,895,1558,6672.0,73.04617689417857,24.02426992256524
168,56.484,1315,278,278,368,895,1558,6672.0,73.04482667291634,24.02343270217435
169,17.394,1315,278,278,368,895,1558,6672.0,73.04588195187605,24.02343270217435
