,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,5.156,468,1076,1068,1339,440,8123.0,82.20653624418198,26.811608221805646
1,0.54,468,1076,1068,1339,440,8123.0,82.20760677421165,26.81160822180565
2,150.255,468,1076,1068,1339,440,8123.0,82.20615609747843,26.810763618872897
3,123.248,468,1076,1068,1339,440,8123.0,82.20722662255768,26.8107636188729
4,85.144,310,917,909,1445,281,8123.0,82.20829714763694,26.810763618872908
5,13.258,253,879,870,1407,226,8123.0,82.20936767271618,26.8107636188729
6,0.147,1038,485,830,746,1033,8123.0,82.20042336703422,26.809919018326607
7,67.32,1038,485,830,746,1033,8123.0,82.20149388716324,26.809919018326607
8,149.371,870,587,663,629,821,8123.0,82.20256440729226,26.8099190183266
9,110.285,870,587,663,629,821,8123.0,82.20363492742126,26.809919018326607
10,64.079,696,515,559,749,601,8123.0,82.20470544755028,26.809919018326603
11,102.428,696,515,559,749,601,8123.0,82.20577596767932,26.809919018326607
12,187.278,257,881,873,1409,228,8123.0,82.20791700793735,26.809919018326607
13,166.753,249,876,868,1404,223,8123.0,82.20898752806637,26.809919018326603
14,51.116,108,959,951,1487,306,8123.0,82.2100580481954,26.809919018326603
15,5.843,271,1095,1087,1623,442,8123.0,82.21112856832443,26.809919018326607
16,0.0,271,1095,1087,1623,442,8123.0,82.21219908845345,26.809919018326607
17,15.811,977,362,769,685,1155,8123.0,82.20004327888888,26.809074420166652
18,201.223,923,405,715,632,1147,8123.0,82.20111379406791,26.809074420166652
19,128.257,870,587,663,629,821,8123.0,82.20218430924693,26.809074420166652
20,181.926,870,587,663,629,821,8123.0,82.20325482442594,26.809074420166656
21,144.117,696,515,559,749,601,8123.0,82.20432533960498,26.809074420166652
22,111.611,696,515,559,749,601,8123.0,82.205395854784,26.809074420166652
23,76.502,568,418,462,857,473,8123.0,82.20646636996302,26.809074420166652
24,124.574,512,362,407,882,417,8123.0,82.20753688514203,26.809074420166656
25,174.02,206,661,652,1188,8,8123.0,82.20860740032107,26.809074420166652
26,108.272,22,829,821,1357,176,8123.0,82.2096779155001,26.809074420166652
27,82.836,228,990,982,1518,337,8123.0,82.21074843067912,26.809074420166652
28,90.644,279,1086,1078,1614,433,8123.0,82.21181894585814,26.809074420166652
29,8.298,442,1265,1257,1793,612,8123.0,82.21288946103715,26.809074420166652
30,0.295,455,1279,1270,1806,625,8123.0,82.21395997621619,26.809074420166656
31,160.321,939,218,731,647,1187,8123.0,82.19966320764566,26.808229824392953
32,152.17,911,221,704,620,1159,8123.0,82.20073371787488,26.80822982439295
33,105.817,784,313,577,493,1032,8123.0,82.20180422810414,26.80822982439295
34,147.505,755,472,548,514,873,8123.0,82.20287473833338,26.808229824392953
35,146.817,631,395,440,557,735,8123.0,82.20394524856262,26.80822982439295
36,117.896,579,382,427,658,676,8123.0,82.20501575879186,26.80822982439295
37,189.635,474,314,358,835,476,8123.0,82.20608626902111,26.80822982439295
38,135.426,437,398,443,929,350,8123.0,82.20715677925037,26.80822982439295
39,97.665,226,648,640,1176,28,8123.0,82.20822728947961,26.80822982439295
40,159.142,255,612,593,1129,61,8123.0,82.20929779970885,26.80822982439295
41,178.39,307,669,648,1184,109,8123.0,82.21036830993808,26.808229824392953
42,88.14,5000,5000,5000,5000,5000,8123.0,82.21143882016733,26.808229824392946
43,28.823,5000,5000,5000,5000,5000,8123.0,82.21250933039656,26.80822982439295
44,19.69,455,1279,1270,1806,625,8123.0,82.21357984062583,26.808229824392953
45,25.828,778,1401,1393,1929,748,8123.0,82.21465035085507,26.80822982439295
46,0.0,2455,2039,2947,2224,2168,8123.0,82.2200029020013,26.808229824392953
47,0.982,647,109,944,761,1503,8123.0,82.19714214274453,26.807385231005394
48,65.061,647,109,944,761,1503,8123.0,82.19821264802422,26.807385231005394
49,209.325,857,0,719,593,1312,8123.0,82.1992831533039,26.80738523100539
50,189.684,856,247,649,565,1104,8123.0,82.20035365858358,26.80738523100539
51,232.895,808,299,600,516,1056,8123.0,82.2014241638633,26.807385231005394
52,160.026,650,382,442,409,960,8123.0,82.20249466914296,26.80738523100539
53,227.69,527,275,319,436,856,8123.0,82.20356517442265,26.807385231005398
54,172.449,494,269,314,627,640,8123.0,82.20463567970232,26.807385231005394
55,230.096,404,233,277,764,500,8123.0,82.20570618498202,26.807385231005394
