,POP_2015,active_living,community_space,education,food_choices,mobility,ID_HDC_G0,lng,lat
88,30.468,3500,3828,3904,2487,595,11127.0,105.59746891722367,20.911766044171035
89,27.28,3500,3828,3904,2487,595,11127.0,105.59850960934897,20.911766044171035
90,0.0,3758,4087,4163,2746,620,11127.0,105.60267237785023,20.911766044171035
91,5.052,4498,4826,4902,3485,503,11127.0,105.61099791485272,20.911766044171035
92,58.376,4588,4917,4986,3576,264,11127.0,105.61307929910333,20.91176604417103
93,119.312,4725,5000,5000,3712,442,11127.0,105.61411999122866,20.911766044171035
94,84.893,4867,5000,5000,3854,0,11127.0,105.61516068335398,20.91176604417104
95,88.26,4973,5000,5000,3960,84,11127.0,105.61620137547928,20.91176604417103
96,109.366,5000,5000,5000,4145,304,11127.0,105.6172420676046,20.911766044171035
97,63.001,5000,5000,5000,4145,304,11127.0,105.61828275972987,20.911766044171035
98,2.874,5000,5000,5000,4534,683,11127.0,105.6193234518552,20.911766044171035
99,0.0,5000,5000,5000,4535,684,11127.0,105.62036414398051,20.911766044171035
100,0.0,5000,5000,5000,4562,711,11127.0,105.62140483610582,20.91176604417103
101,39.696,5000,5000,5000,4732,448,11127.0,105.62244552823113,20.911766044171035
102,75.507,5000,5000,5000,4732,448,11127.0,105.62348622035644,20.91176604417103
103,35.048,5000,5000,5000,4993,540,11127.0,105.62452691248178,20.91176604417104
104,1.796,5000,5000,5000,4996,495,11127.0,105.62556760460707,20.911766044171035
105,0.988,5000,5000,5000,5000,374,11127.0,105.62660829673239,20.911766044171035
106,10.418,5000,5000,5000,5000,237,11127.0,105.62973037310834,20.91176604417104
107,8.375,0,449,247,319,604,11127.0,105.57213044554774,20.910935950742612
108,37.742,63,389,187,259,544,11127.0,105.57317113410595,20.910935950742612
109,66.369,257,192,64,136,347,11127.0,105.57421182266421,20.910935950742612
110,64.865,366,118,118,122,238,11127.0,105.57525251122244,20.91093595074262
111,49.058,484,34,236,173,119,11127.0,105.57629319978066,20.91093595074262
112,44.613,394,154,356,92,0,11127.0,105.57733388833888,20.910935950742612
113,4.109,286,262,338,0,108,11127.0,105.57837457689715,20.91093595074262
114,32.152,2986,3314,3390,1973,927,11127.0,105.58774077392121,20.910935950742623
115,72.544,3064,3392,3468,2051,1005,11127.0,105.58878146247943,20.91093595074262
116,55.637,2826,3154,3230,1813,767,11127.0,105.58982215103767,20.91093595074262
117,60.419,2826,3154,3230,1813,767,11127.0,105.59086283959593,20.91093595074262
118,21.083,3291,3619,3695,2278,557,11127.0,105.59710697094532,20.91093595074262
119,103.663,3379,3707,3783,2366,461,11127.0,105.59814765950352,20.910935950742623
120,12.259,3457,3785,3861,2444,340,11127.0,105.59918834806177,20.910935950742612
121,0.0,3628,3957,4033,2616,490,11127.0,105.60231041373648,20.91093595074262
122,4.625,3628,3957,4033,2616,490,11127.0,105.60335110229467,20.91093595074262
123,24.114,4498,4826,4902,3485,503,11127.0,105.6106359222023,20.91093595074262
124,3.39,4424,4752,4828,3411,428,11127.0,105.61167661076055,20.91093595074262
125,25.371,4624,4952,5000,3611,341,11127.0,105.61271729931877,20.910935950742623
126,41.986,4725,5000,5000,3712,442,11127.0,105.61375798787702,20.910935950742616
127,82.176,5000,5000,5000,4003,348,11127.0,105.61479867643524,20.91093595074262
128,82.76,5000,5000,5000,4030,156,11127.0,105.61583936499348,20.91093595074262
129,106.761,5000,5000,5000,4084,208,11127.0,105.61688005355171,20.91093595074262
130,51.191,5000,5000,5000,4084,208,11127.0,105.61792074210994,20.91093595074262
131,0.0,5000,5000,5000,4562,711,11127.0,105.62000211922638,20.910935950742612
132,19.825,5000,5000,5000,4473,597,11127.0,105.62104280778465,20.910935950742623
133,35.205,5000,5000,5000,4473,597,11127.0,105.62208349634284,20.910935950742612
134,73.846,5000,5000,5000,4784,750,11127.0,105.62312418490109,20.91093595074262
135,14.931,5000,5000,5000,4925,609,11127.0,105.62416487345932,20.910935950742612
136,0.0,5000,5000,5000,4993,540,11127.0,105.62520556201754,20.910935950742612
137,0.0,5000,5000,5000,5000,449,11127.0,105.62624625057582,20.910935950742623
138,7.499,485,602,83,328,644,11127.0,105.57280928770722,20.910105859064043
139,22.25,122,327,125,197,481,11127.0,105.57384997269853,20.91010585906404
140,58.601,323,277,75,3,319,11127.0,105.57489065768988,20.910105859064043
141,16.368,301,247,323,14,93,11127.0,105.57697202767251,20.91010585906404
142,36.575,286,262,338,0,108,11127.0,105.57801271266386,20.910105859064043
143,9.565,3097,3425,3501,2084,1038,11127.0,105.58633819259447,20.91010585906404
144,33.634,2956,3284,3360,1943,896,11127.0,105.58737887758578,20.91010585906404
145,45.646,2939,3267,3343,1926,880,11127.0,105.58841956257714,20.910105859064043
146,52.09,2744,3073,3149,1732,685,11127.0,105.58946024756845,20.91010585906404
147,72.656,2678,3006,3082,1666,619,11127.0,105.59050093255979,20.910105859064043
148,23.597,2756,3085,3161,1744,563,11127.0,105.59258230254245,20.910105859064043
149,4.131,3397,3725,3801,2384,747,11127.0,105.59362298753378,20.910105859064043
150,53.818,3397,3725,3801,2384,747,11127.0,105.59466367252509,20.91010585906404
151,26.157,3230,3558,3634,2217,496,11127.0,105.59674504250773,20.91010585906404
152,90.214,3230,3558,3634,2217,496,11127.0,105.59778572749907,20.91010585906404
153,96.792,3288,3617,3692,2276,387,11127.0,105.59882641249041,20.91010585906404
154,70.433,3455,3783,3859,2442,317,11127.0,105.59986709748172,20.910105859064043
155,4.446,3455,3783,3859,2442,317,11127.0,105.60090778247307,20.91010585906404
156,0.067,3628,3957,4033,2616,490,11127.0,105.60194846746435,20.91010585906404
157,19.219,3628,3957,4033,2616,490,11127.0,105.60298915245572,20.910105859064043
158,98.252,3886,4214,4290,2873,0,11127.0,105.60611120742969,20.91010585906404
159,25.259,3886,4214,4290,2873,0,11127.0,105.60715189242103,20.91010585906404
160,10.148,4073,4402,4478,3061,187,11127.0,105.60819257741232,20.91010585906404
161,8.173,4094,4423,4499,3082,208,11127.0,105.60923326240369,20.91010585906404
162,15.088,4763,5000,5000,3750,428,11127.0,105.61339600236899,20.91010585906404
163,22.205,4845,5000,5000,3832,346,11127.0,105.61443668736031,20.91010585906404
164,89.473,4962,5000,5000,3949,229,11127.0,105.61547737235165,20.910105859064043
165,54.739,5000,5000,5000,4150,281,11127.0,105.61651805734296,20.91010585906404
166,30.064,5000,5000,5000,4473,597,11127.0,105.6206807973083,20.910105859064043
167,51.641,5000,5000,5000,4576,700,11127.0,105.62172148229962,20.91010585906404
168,5.793,5000,5000,5000,4750,784,11127.0,105.62276216729093,20.91010585906404
169,0.0,5000,5000,5000,5000,670,11127.0,105.62588422226493,20.910105859064043
170,0.0,5000,5000,5000,5000,670,11127.0,105.62692490725624,20.91010585906404
171,0.606,5000,5000,5000,5000,815,11127.0,105.62796559224758,20.91010585906404
172,5.613,5000,5000,5000,5000,776,11127.0,105.62900627723889,20.91010585906404
173,23.889,498,615,91,341,657,11127.0,105.57244745914475,20.909275769135228
174,50.001,417,535,46,261,576,11127.0,105.57348814056932,20.909275769135224
175,67.245,310,420,108,146,461,11127.0,105.57452882199392,20.909275769135224
176,39.673,285,346,144,72,388,11127.0,105.57556950341852,20.909275769135228
177,53.033,0,549,430,168,394,11127.0,105.5766101848431,20.909275769135224
178,26.718,110,438,514,175,284,11127.0,105.5776508662677,20.909275769135224
179,1.751,110,438,514,175,284,11127.0,105.57869154769232,20.909275769135228
180,0.0,3097,3425,3501,2084,1038,11127.0,105.5859763176645,20.909275769135228
181,13.741,2922,3251,3327,1910,863,11127.0,105.5880576805137,20.909275769135228
182,28.672,2673,3001,3077,1660,614,11127.0,105.5901390433629,20.909275769135228
183,43.805,2611,2939,3015,1598,552,11127.0,105.59117972478748,20.909275769135224
184,27.19,2662,2990,3066,1649,527,11127.0,105.5922204062121,20.909275769135228
185,25.888,2698,3026,3102,1685,503,11127.0,105.59326108763669,20.909275769135228
186,31.029,3397,3725,3801,2384,747,11127.0,105.59430176906129,20.909275769135224
187,48.003,3153,3482,3558,2141,431,11127.0,105.59742381333508,20.909275769135228
188,86.756,3235,3563,3639,2222,339,11127.0,105.5984644947597,20.909275769135224
189,89.226,3310,3638,3714,2297,193,11127.0,105.59950517618428,20.909275769135224
190,61.138,3376,3705,3780,2364,238,11127.0,105.60054585760889,20.909275769135224
191,38.888,3486,3814,3890,2473,288,11127.0,105.60262722045807,20.909275769135224
192,29.211,3886,4214,4290,2873,0,11127.0,105.60574926473188,20.909275769135224
193,4.064,3886,4214,4290,2873,0,11127.0,105.60678994615648,20.909275769135228
194,10.238,4831,5000,5000,3819,516,11127.0,105.61303403470409,20.909275769135228
195,24.159,4900,5000,5000,3887,455,11127.0,105.61407471612868,20.909275769135228
196,52.179,5000,5000,5000,4010,332,11127.0,105.6151153975533,20.909275769135228
197,79.549,5000,5000,5000,4123,309,11127.0,105.61615607897787,20.909275769135224
198,20.521,5000,5000,5000,4123,309,11127.0,105.61719676040248,20.909275769135224
199,0.449,5000,5000,5000,4576,700,11127.0,105.62135948610089,20.909275769135224
200,0.0,5000,5000,5000,5000,670,11127.0,105.62552221179925,20.909275769135224
201,8.801,5000,5000,5000,5000,720,11127.0,105.62656289322386,20.909275769135224
202,66.504,5000,5000,5000,5000,815,11127.0,105.62760357464845,20.909275769135224
203,66.414,463,580,52,307,622,11127.0,105.57208564841801,20.90844568095609
204,61.452,463,580,52,307,622,11127.0,105.57312632627605,20.908445680956092
205,82.108,311,606,404,0,648,11127.0,105.5741670041341,20.90844568095609
206,56.76,168,463,261,0,505,11127.0,105.57520768199214,20.90844568095609
207,47.869,0,549,430,168,394,11127.0,105.57624835985017,20.90844568095609
208,69.108,110,438,514,175,284,11127.0,105.57728903770823,20.90844568095609
209,33.566,110,438,514,175,284,11127.0,105.5783297155663,20.90844568095609
210,19.668,2481,2809,2885,1468,422,11127.0,105.59081784986283,20.90844568095609
211,29.211,2481,2809,2885,1468,422,11127.0,105.59185852772087,20.908445680956092
212,24.99,2582,2911,2987,1570,367,11127.0,105.5928992055789,20.90844568095609
213,21.554,3042,3370,3446,2029,387,11127.0,105.59706191701112,20.90844568095609
214,109.59,3136,3464,3540,2123,293,11127.0,105.59810259486915,20.908445680956092
215,74.43,3231,3559,3635,2218,114,11127.0,105.59914327272719,20.90844568095609
216,82.355,3242,3570,3646,2229,44,11127.0,105.60018395058526,20.908445680956092
217,54.223,3298,3627,3703,2286,101,11127.0,105.60122462844328,20.90844568095609
218,7.791,3486,3814,3890,2473,288,11127.0,105.60226530630133,20.90844568095609
219,0.0,3486,3814,3890,2473,288,11127.0,105.6033059841594,20.90844568095609
220,0.0,4831,5000,5000,3819,516,11127.0,105.61267208488181,20.908445680956092
221,1.549,4831,5000,5000,3819,516,11127.0,105.61371276273985,20.90844568095609
222,25.573,5000,5000,5000,4111,375,11127.0,105.61579411845594,20.90844568095609
223,14.1,5000,5000,5000,4257,522,11127.0,105.61683479631397,20.90844568095609
224,30.782,5000,5000,5000,4235,499,11127.0,105.61787547417204,20.908445680956092
225,29.413,5000,5000,5000,4418,542,11127.0,105.6189161520301,20.90844568095609
226,46.746,5000,5000,5000,4780,904,11127.0,105.62203818560421,20.90844568095609
227,7.342,5000,5000,5000,4950,1067,11127.0,105.62307886346225,20.908445680956092
228,0.269,5000,5000,5000,4991,1026,11127.0,105.6241195413203,20.90844568095609
229,16.3,5000,5000,5000,5000,909,11127.0,105.62516021917835,20.90844568095609
230,50.63,5000,5000,5000,5000,837,11127.0,105.62620089703638,20.90844568095609
231,104.269,5000,5000,5000,5000,891,11127.0,105.62724157489444,20.90844568095609
232,86.105,5000,5000,5000,5000,895,11127.0,105.62828225275248,20.908445680956092
233,22.767,402,697,495,0,738,11127.0,105.57276452981819,20.907615594526547
234,77.528,285,579,378,0,621,11127.0,105.57380520410986,20.907615594526543
235,64.079,355,649,448,70,691,11127.0,105.57484587840153,20.907615594526547
236,15.245,804,1098,897,401,640,11127.0,105.5758865526932,20.907615594526547
237,34.554,116,666,547,285,303,11127.0,105.57692722698486,20.907615594526543
238,77.483,300,628,704,80,108,11127.0,105.57796790127654,20.907615594526547
239,67.604,424,752,828,204,232,11127.0,105.5790085755682,20.907615594526543
240,87.587,424,752,828,204,232,11127.0,105.58004924985988,20.907615594526547
241,14.325,2029,2358,2434,1017,319,11127.0,105.58629329560989,20.907615594526547
242,42.682,2095,2424,2500,1083,253,11127.0,105.58733396990158,20.907615594526547
243,31.186,2083,2411,2487,1070,191,11127.0,105.58837464419321,20.907615594526543
244,60.532,2254,2582,2658,1241,362,11127.0,105.58941531848492,20.907615594526547
245,59.027,2438,2766,2842,1425,379,11127.0,105.59045599277657,20.907615594526547
246,45.96,2582,2911,2987,1570,367,11127.0,105.59149666706823,20.907615594526547
247,61.587,2582,2911,2987,1570,367,11127.0,105.59253734135991,20.907615594526547
248,0.022,2764,3092,3168,1751,161,11127.0,105.5956593642349,20.907615594526547
249,5.748,2821,3150,3226,1809,219,11127.0,105.59670003852659,20.907615594526543
250,71.893,2955,3283,3359,1942,301,11127.0,105.59774071281826,20.907615594526547
251,52.0,3044,3372,3448,2031,186,11127.0,105.59878138710992,20.90761559452655
252,47.958,3161,3489,3565,2148,36,11127.0,105.5998220614016,20.907615594526547
253,47.262,3242,3570,3646,2229,44,11127.0,105.60086273569327,20.907615594526547
254,40.976,3414,3742,3818,2401,216,11127.0,105.60190340998491,20.907615594526543
255,0.0,4380,4708,4784,3367,493,11127.0,105.60918813002661,20.907615594526543
256,0.0,4380,4708,4784,3367,493,11127.0,105.61022880431828,20.907615594526547
257,28.941,5000,5000,5000,4288,552,11127.0,105.6154321757766,20.907615594526543
258,39.314,5000,5000,5000,4376,640,11127.0,105.61647285006828,20.907615594526543
259,41.761,5000,5000,5000,4343,607,11127.0,105.61751352435998,20.907615594526547
260,68.839,5000,5000,5000,4476,599,11127.0,105.61855419865161,20.907615594526547
261,19.219,5000,5000,5000,4795,918,11127.0,105.62167622152663,20.907615594526543
262,46.679,5000,5000,5000,4950,1067,11127.0,105.62271689581833,20.907615594526547
263,50.451,5000,5000,5000,4991,1063,11127.0,105.62375757010997,20.907615594526547
264,74.093,5000,5000,5000,5000,915,11127.0,105.62479824440165,20.907615594526547
265,106.357,5000,5000,5000,5000,899,11127.0,105.62583891869332,20.90761559452655
266,89.473,5000,5000,5000,5000,928,11127.0,105.626879592985,20.907615594526547
267,89.989,5000,5000,5000,5000,975,11127.0,105.62792026727666,20.907615594526547
268,51.932,3079,3373,1741,2676,2272,11127.0,105.55679269031327,20.90678550984652
269,1.055,3079,3373,1741,2676,2272,11127.0,105.55783336103875,20.906785509846515
270,52.584,2929,3223,1591,2526,2122,11127.0,105.56095537321512,20.906785509846518
271,28.919,2976,3271,1639,2574,2196,11127.0,105.56199604394061,20.90678550984652
272,4.58,826,1121,919,424,932,11127.0,105.57136208046983,20.90678550984652
273,6.309,764,1059,858,362,871,11127.0,105.57240275119528,20.906785509846515
274,55.862,542,837,635,140,648,11127.0,105.57344342192076,20.90678550984652
275,52.584,542,837,635,140,648,11127.0,105.57448409264624,20.906785509846518
276,43.782,739,1034,832,337,588,11127.0,105.57552476337167,20.906785509846518
277,45.646,799,1107,905,410,589,11127.0,105.57656543409715,20.906785509846518
278,86.374,300,628,704,80,108,11127.0,105.57760610482264,20.90678550984652
279,72.117,380,708,784,0,28,11127.0,105.57864677554811,20.906785509846518
280,61.407,424,752,828,204,232,11127.0,105.57968744627357,20.90678550984652
281,87.991,1936,2265,2341,924,315,11127.0,105.58593147062635,20.906785509846518
282,88.754,2090,2418,2494,1077,198,11127.0,105.58697214135184,20.906785509846518
283,49.53,2083,2411,2487,1070,191,11127.0,105.58801281207732,20.906785509846518
284,61.475,2232,2560,2636,1219,340,11127.0,105.5890534828028,20.90678550984652
285,76.024,2321,2649,2725,1308,410,11127.0,105.59009415352826,20.906785509846518
286,42.255,2374,2702,2778,1361,294,11127.0,105.59113482425371,20.90678550984652
287,84.533,2486,2814,2890,1473,226,11127.0,105.59217549497922,20.90678550984652
288,79.639,2507,2836,2912,1495,183,11127.0,105.59321616570467,20.906785509846515
289,47.756,2602,2931,3007,1590,0,11127.0,105.59425683643013,20.90678550984652
290,32.174,2672,3000,3076,1659,69,11127.0,105.59529750715556,20.906785509846518
291,0.022,2784,3113,3189,1772,181,11127.0,105.59633817788105,20.90678550984652
292,1.796,2944,3272,3348,1931,253,11127.0,105.59737884860652,20.906785509846515
293,0.741,3031,3359,3435,2018,166,11127.0,105.59841951933198,20.90678550984652
294,52.696,3414,3742,3818,2401,216,11127.0,105.6015415315084,20.90678550984652
295,0.0,4318,4646,4722,3305,431,11127.0,105.60882622658667,20.906785509846518
296,0.0,4318,4646,4722,3305,431,11127.0,105.60986689731214,20.90678550984652
297,17.288,4635,4963,5000,3622,748,11127.0,105.61194823876308,20.90678550984652
298,25.192,4735,5000,5000,3722,848,11127.0,105.61298890948856,20.90678550984652
299,14.123,5000,5000,5000,4288,552,11127.0,105.61507025093948,20.906785509846515
300,62.62,5000,5000,5000,4317,581,11127.0,105.61611092166495,20.906785509846518
301,88.058,5000,5000,5000,4515,779,11127.0,105.61819226311587,20.906785509846518
302,68.345,5000,5000,5000,4638,762,11127.0,105.61923293384136,20.90678550984652
303,58.556,5000,5000,5000,5000,1152,11127.0,105.6202736045668,20.906785509846518
304,29.57,5000,5000,5000,5000,1072,11127.0,105.6244362874687,20.90678550984652
305,47.958,5000,5000,5000,5000,1072,11127.0,105.62547695819417,20.906785509846515
306,103.146,5000,5000,5000,5000,1031,11127.0,105.62651762891963,20.906785509846518
307,90.64,5000,5000,5000,5000,1094,11127.0,105.62755829964512,20.906785509846515
308,0.067,3079,3373,1741,2676,2272,11127.0,105.5574716501746,20.905955426915916
309,12.484,2929,3223,1591,2526,2122,11127.0,105.56059365165298,20.905955426915916
310,19.332,2929,3223,1591,2526,2122,11127.0,105.5616343188124,20.905955426915916
311,1.931,897,1192,990,495,1003,11127.0,105.57100032324738,20.905955426915913
312,1.729,864,1158,957,461,970,11127.0,105.57204099040682,20.905955426915916
313,35.475,669,963,762,266,752,11127.0,105.57308165756626,20.905955426915916
314,89.72,542,837,635,140,648,11127.0,105.57412232472572,20.905955426915916
315,86.509,675,1039,837,342,476,11127.0,105.57516299188515,20.905955426915913
316,34.307,737,1045,843,348,527,11127.0,105.5762036590446,20.905955426915916
317,32.04,314,842,745,133,105,11127.0,105.57724432620404,20.905955426915916
318,71.017,409,737,813,28,0,11127.0,105.57828499336348,20.905955426915913
319,93.043,1870,2199,2275,858,249,11127.0,105.58556966347957,20.905955426915913
320,81.794,1853,2182,2258,841,232,11127.0,105.58661033063902,20.905955426915916
321,55.457,1892,2220,2296,879,0,11127.0,105.58765099779845,20.905955426915913
322,72.184,2132,2460,2536,1119,240,11127.0,105.58869166495792,20.905955426915916
323,55.615,2132,2460,2536,1119,240,11127.0,105.58973233211736,20.905955426915916
324,61.767,2279,2608,2683,1267,199,11127.0,105.59077299927678,20.905955426915913
325,56.288,2223,2551,2627,1210,0,11127.0,105.59181366643624,20.905955426915913
326,87.385,2411,2740,2816,1399,129,11127.0,105.59285433359568,20.905955426915916
327,55.727,2602,2931,3007,1590,0,11127.0,105.59389500075511,20.90595542691591
328,86.666,2669,2998,3074,1657,117,11127.0,105.59493566791457,20.905955426915916
329,0.269,2715,3043,3119,1702,112,11127.0,105.59597633507401,20.905955426915916
330,26.943,3459,3787,3863,2446,334,11127.0,105.60117967087123,20.905955426915913
331,64.349,3565,3893,3969,2552,401,11127.0,105.60222033803065,20.905955426915913
332,15.694,3824,4152,4068,2811,653,11127.0,105.60326100519012,20.905955426915916
333,0.0,3824,4152,4068,2811,653,11127.0,105.60430167234955,20.90595542691591
334,0.0,4378,4706,4622,3365,651,11127.0,105.60846434098733,20.905955426915916
335,6.287,4592,4921,4969,3580,706,11127.0,105.61158634246564,20.905955426915913
336,71.646,4689,5000,5000,3676,802,11127.0,105.61262700962507,20.905955426915916
337,16.39,5000,5000,5000,4470,734,11127.0,105.6157490111034,20.905955426915913
338,31.344,5000,5000,5000,4527,791,11127.0,105.61678967826286,20.905955426915916
339,70.231,5000,5000,5000,4517,781,11127.0,105.6178303454223,20.905955426915913
340,73.621,5000,5000,5000,4646,819,11127.0,105.61887101258176,20.905955426915913
341,85.072,5000,5000,5000,4788,951,11127.0,105.6199116797412,20.905955426915916
342,50.608,5000,5000,5000,4788,951,11127.0,105.62095234690064,20.905955426915916
343,56.647,5000,5000,5000,5000,1251,11127.0,105.62407434837895,20.905955426915916
