,POP_2015,active_living,community_space,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,0.0,4914,126,2108,5000,5099.0,39.95726338917443,21.504904457984903
1,0.194,4881,259,2075,5000,5099.0,39.9583066733789,21.504904457984903
2,1.445,4881,259,2075,5000,5099.0,39.95934995758336,21.504904457984903
3,2.135,5000,381,2233,5000,5099.0,39.960393241787834,21.504904457984903
4,2.587,5000,313,2250,5000,5099.0,39.96143652599231,21.504904457984903
5,10.371,5000,261,2286,5000,5099.0,39.96247981019678,21.504904457984903
6,0.755,5000,262,2320,5000,5099.0,39.96352309440126,21.504904457984903
7,0.0,4921,486,2115,5000,5099.0,39.95294879274775,21.50407309398111
8,0.0,4943,402,2137,5000,5099.0,39.95399207325832,21.50407309398111
9,5.196,4923,324,2117,5000,5099.0,39.9550353537689,21.50407309398111
10,16.667,4949,298,2143,5000,5099.0,39.956078634279464,21.50407309398111
11,27.641,4895,161,2090,5000,5099.0,39.95712191479004,21.50407309398111
12,56.878,4914,126,2108,5000,5099.0,39.95816519530061,21.504073093981106
13,56.468,4911,302,2105,5000,5099.0,39.9592084758112,21.504073093981113
14,54.787,4996,402,2212,5000,5099.0,39.96025175632177,21.50407309398111
15,68.348,5000,347,2241,5000,5099.0,39.96129503683235,21.50407309398111
16,81.953,5000,261,2266,5000,5099.0,39.96233831734292,21.50407309398111
17,13.238,5000,262,2320,5000,5099.0,39.963381597853484,21.504073093981106
18,8.754,4011,983,3161,4308,5099.0,39.937158187757234,21.503241731786595
19,0.0,5000,869,2339,5000,5099.0,39.94967750955954,21.503241731786595
20,0.927,5000,775,2244,5000,5099.0,39.950720786376394,21.503241731786595
21,24.105,4974,699,2168,5000,5099.0,39.95176406319326,21.503241731786595
22,47.801,4868,646,2063,5000,5099.0,39.95280734001011,21.503241731786595
23,77.857,4879,525,2073,5000,5099.0,39.95385061682696,21.503241731786595
24,57.719,4943,402,2137,5000,5099.0,39.954893893643835,21.503241731786595
25,65.61,4845,180,2039,5000,5099.0,39.9559371704607,21.5032417317866
26,81.22,4760,78,1954,5000,5099.0,39.95698044727755,21.503241731786595
27,95.321,4803,23,1998,5000,5099.0,39.9580237240944,21.5032417317866
28,92.518,4733,153,1927,5000,5099.0,39.95906700091127,21.5032417317866
29,105.024,4789,255,1983,5000,5099.0,39.96011027772813,21.503241731786595
30,91.613,5000,0,2085,5000,5099.0,39.962196831361844,21.503241731786595
31,73.372,5000,0,2085,5000,5099.0,39.9632401081787,21.5032417317866
32,3.083,5000,168,2096,5000,5099.0,39.96428338499556,21.503241731786595
33,22.035,4011,983,3161,4308,5099.0,39.93701679729364,21.50241037140128
34,0.0,5000,1245,2506,5000,5099.0,39.946406255403524,21.50241037140128
35,0.367,5000,1122,2402,5000,5099.0,39.94744952852684,21.50241037140128
36,21.41,5000,999,2414,5000,5099.0,39.94849280165017,21.502410371401275
37,47.025,5000,926,2344,5000,5099.0,39.9495360747735,21.50241037140128
38,71.259,5000,859,2230,5000,5099.0,39.950579347896806,21.502410371401275
39,86.654,4940,758,2134,5000,5099.0,39.951622621020135,21.50241037140128
40,95.558,4794,654,1988,5000,5099.0,39.95266589414345,21.50241037140128
41,88.573,4836,564,2030,5000,5099.0,39.95370916726677,21.50241037140128
42,90.578,4758,322,1953,5000,5099.0,39.954752440390095,21.50241037140128
43,82.622,4755,284,1949,5000,5099.0,39.95579571351342,21.50241037140128
44,95.192,4679,156,1873,4975,5099.0,39.95683898663674,21.50241037140128
45,100.712,4699,112,1893,4988,5099.0,39.957882259760055,21.50241037140128
46,70.03,4658,188,1852,4955,5099.0,39.95892553288338,21.50241037140128
47,105.649,4736,256,1930,5000,5099.0,39.9599688060067,21.502410371401282
48,140.923,4736,251,1930,5000,5099.0,39.96101207913003,21.50241037140128
49,85.856,4854,149,1954,5000,5099.0,39.96205535225335,21.502410371401282
50,78.116,4932,100,1985,5000,5099.0,39.96309862537667,21.50241037140128
51,32.773,5000,179,2084,5000,5099.0,39.96414189849999,21.502410371401282
52,18.801,3871,1198,2991,4167,5099.0,39.936875413698125,21.501579012825058
53,64.36,3871,1198,2991,4167,5099.0,39.93791868312808,21.50157901282506
54,0.129,5000,1240,2501,5000,5099.0,39.94626483856779,21.501579012825058
55,51.746,5000,1318,2413,5000,5099.0,39.94730810799774,21.50157901282506
56,63.993,5000,1218,2323,5000,5099.0,39.94835137742771,21.501579012825058
57,81.156,5000,1024,2288,5000,5099.0,39.94939464685769,21.501579012825065
58,97.952,5000,898,2232,5000,5099.0,39.95043791628765,21.501579012825058
59,127.943,4923,816,2117,5000,5099.0,39.951481185717604,21.50157901282506
60,86.115,4854,731,2048,5000,5099.0,39.95252445514757,21.501579012825058
61,83.614,4654,592,1848,4951,5099.0,39.953567724577525,21.50157901282506
62,82.406,4680,409,1874,4976,5099.0,39.95461099400749,21.501579012825058
63,87.969,4650,346,1844,4946,5099.0,39.95565426343746,21.50157901282506
64,68.305,4609,225,1804,4906,5099.0,39.95669753286743,21.501579012825058
65,84.67,4631,173,1825,4927,5099.0,39.95774080229739,21.501579012825065
66,70.828,4594,240,1788,4890,5099.0,39.95878407172735,21.501579012825058
67,97.068,4576,256,1770,4872,5099.0,39.95982734115731,21.50157901282506
68,88.292,4684,95,1815,4980,5099.0,39.96087061058727,21.501579012825058
69,66.473,4789,184,1919,5000,5099.0,39.961913880017235,21.501579012825058
70,87.214,4862,145,1949,5000,5099.0,39.9629571494472,21.50157901282506
71,78.331,4984,206,1987,5000,5099.0,39.964000418877156,21.501579012825058
72,28.935,3830,1157,2950,4126,5099.0,39.9367340369705,21.50074765605786
73,98.793,3813,1140,2934,4110,5099.0,39.937777302707275,21.500747656057865
74,72.078,3864,1191,2984,4160,5099.0,39.93882056844406,21.50074765605786
75,91.332,3874,1200,2994,4170,5099.0,39.93986383418085,21.50074765605786
76,15.416,3820,1147,2941,4117,5099.0,39.94090709991763,21.50074765605786
77,10.565,5000,1343,2371,5000,5099.0,39.94716669433833,21.50074765605786
78,69.168,5000,1327,2288,5000,5099.0,39.94820996007512,21.500747656057865
79,76.757,5000,1173,2222,5000,5099.0,39.94925322581191,21.500747656057865
80,71.561,4951,1045,2145,5000,5099.0,39.950296491548684,21.50074765605786
81,79.086,4873,917,2067,5000,5099.0,39.951339757285474,21.50074765605786
82,82.191,4803,768,1997,5000,5099.0,39.95238302302226,21.50074765605786
83,65.912,4674,713,1869,4971,5099.0,39.95342628875903,21.500747656057865
84,73.523,4578,525,1772,4875,5099.0,39.95446955449583,21.50074765605786
85,73.674,4543,410,1737,4840,5099.0,39.955512820232606,21.500747656057865
86,79.733,4561,306,1755,4858,5099.0,39.95655608596939,21.50074765605786
87,78.374,4523,276,1718,4820,5099.0,39.95759935170617,21.500747656057865
88,103.881,4491,330,1685,4787,5099.0,39.958642617442955,21.50074765605786
89,97.37,4533,262,1727,4830,5099.0,39.959685883179745,21.500747656057865
90,81.738,4596,186,1747,4893,5099.0,39.96072914891653,21.50074765605786
91,96.507,4723,24,1744,5000,5099.0,39.96177241465331,21.50074765605786
92,123.674,4867,174,1870,5000,5099.0,39.962815680390094,21.50074765605786
93,85.77,4962,263,1965,5000,5099.0,39.963858946126884,21.50074765605786
94,26.434,5000,409,2089,5000,5099.0,39.96490221186367,21.50074765605786
95,86.999,3657,984,2778,3954,5099.0,39.937635929154325,21.499916301099596
96,93.316,3657,984,2778,3954,5099.0,39.93867919119812,21.4999163010996
97,107.546,3791,1118,2912,4088,5099.0,39.939722453241906,21.4999163010996
98,85.425,3862,1188,2982,4158,5099.0,39.940765715285686,21.499916301099596
99,46.076,3903,1230,3024,4200,5099.0,39.941808977329465,21.4999163010996
100,0.0,5000,1368,2328,5000,5099.0,39.9470252875484,21.4999163010996
101,37.43,5000,1327,2288,5000,5099.0,39.94806854959217,21.499916301099592
102,104.614,4902,1143,2096,5000,5099.0,39.949111811635966,21.4999163010996
103,88.357,4882,1073,2076,5000,5099.0,39.95015507367975,21.4999163010996
104,133.743,4802,985,1997,5000,5099.0,39.95119833572353,21.499916301099596
105,72.165,4767,872,1962,5000,5099.0,39.95224159776731,21.4999163010996
106,77.49,4638,750,1832,4934,5099.0,39.9532848598111,21.4999163010996
107,77.275,4478,638,1673,4775,5099.0,39.954328121854886,21.499916301099596
108,76.132,4461,559,1656,4758,5099.0,39.95537138389867,21.499916301099596
109,85.144,4429,497,1623,4726,5099.0,39.956414645942466,21.4999163010996
110,96.399,4396,475,1591,4693,5099.0,39.957457907986246,21.4999163010996
111,65.804,4373,398,1567,4669,5099.0,39.95850117003003,21.499916301099596
112,78.956,4487,325,1652,4784,5099.0,39.95954443207381,21.4999163010996
113,100.086,4637,143,1777,4934,5099.0,39.9605876941176,21.4999163010996
114,81.285,4714,21,1717,5000,5099.0,39.961630956161386,21.4999163010996
115,104.118,4928,235,1931,5000,5099.0,39.962674218205166,21.4999163010996
116,68.952,4937,321,1925,5000,5099.0,39.96371748024896,21.4999163010996
117,87.883,4932,375,1909,5000,5099.0,39.96476074229274,21.499916301099596
118,4.075,5000,551,1989,5000,5099.0,39.96580400433652,21.4999163010996
119,91.138,3657,984,2778,3954,5099.0,39.937494562469055,21.499084947950188
120,81.716,3576,902,2696,3872,5099.0,39.93853782082002,21.499084947950188
121,106.792,3663,989,2783,3959,5099.0,39.93958107917097,21.499084947950188
122,139.564,3825,1152,2945,4121,5099.0,39.94062433752195,21.499084947950188
123,48.642,3903,1230,3024,4200,5099.0,39.94166759587291,21.499084947950184
124,0.539,4996,1266,2191,5000,5099.0,39.9479271459787,21.499084947950184
125,51.682,4981,1261,2175,5000,5099.0,39.948970404329664,21.49908494795019
126,91.397,4841,1131,2036,5000,5099.0,39.95001366268063,21.499084947950188
127,70.634,4740,1042,1934,5000,5099.0,39.9510569210316,21.499084947950188
128,94.502,4672,869,1866,4968,5099.0,39.95210017938256,21.499084947950188
129,100.41,4457,830,1651,4753,5099.0,39.953143437733516,21.49908494795019
130,73.782,4510,788,1705,4807,5099.0,39.9541866960845,21.499084947950188
131,85.813,4357,690,1552,4654,5099.0,39.95522995443546,21.49908494795019
132,79.97,4295,640,1489,4591,5099.0,39.95627321278642,21.499084947950188
133,91.203,4297,624,1491,4594,5099.0,39.95731647113739,21.49908494795019
134,62.505,4246,508,1440,4543,5099.0,39.95835972948836,21.49908494795019
135,88.163,4453,317,1589,4750,5099.0,39.95940298783932,21.499084947950188
136,92.648,4549,167,1552,4845,5099.0,39.96044624619029,21.499084947950188
137,79.366,4662,186,1664,4959,5099.0,39.96148950454125,21.499084947950188
138,119.75,4673,191,1657,4970,5099.0,39.9625327628922,21.499084947950188
139,68.241,4910,427,1852,5000,5099.0,39.96357602124317,21.499084947950188
140,60.63,4910,427,1852,5000,5099.0,39.96461927959414,21.49908494795019
141,40.858,5000,648,1961,5000,5099.0,39.96566253794511,21.499084947950188
142,0.0,4991,667,1904,5000,5099.0,39.966705796296075,21.499084947950184
143,16.796,3492,818,2612,3788,5099.0,39.937353202651245,21.49825359660955
144,81.048,3533,860,2654,3830,5099.0,39.93839645730958,21.49825359660955
145,69.276,3691,1017,2811,3987,5099.0,39.9394397119679,21.49825359660955
146,65.869,3757,1083,2877,4053,5099.0,39.94048296662621,21.49825359660955
147,16.602,4901,1190,2095,5000,5099.0,39.948829003892826,21.498253596609555
148,54.398,4901,1190,2095,5000,5099.0,39.94987225855114,21.49825359660955
149,96.184,4769,1072,1964,5000,5099.0,39.950915513209466,21.49825359660955
150,57.848,4581,960,1775,4877,5099.0,39.95195876786779,21.498253596609548
151,71.712,4495,934,1689,4791,5099.0,39.953002022526114,21.49825359660955
152,93.014,4417,870,1611,4713,5099.0,39.95404527718445,21.49825359660955
153,88.314,4243,843,1437,4539,5099.0,39.95508853184276,21.49825359660955
154,89.694,4166,766,1360,4462,5099.0,39.956131786501096,21.49825359660955
155,114.079,4230,567,1425,4527,5099.0,39.95717504115942,21.49825359660955
156,36.524,4207,531,1401,4503,5099.0,39.95821829581774,21.49825359660955
157,77.275,4406,346,1494,4703,5099.0,39.95926155047606,21.498253596609548
158,86.115,4444,289,1429,4741,5099.0,39.96030480513439,21.49825359660955
159,103.881,4590,308,1571,4886,5099.0,39.96134805979271,21.49825359660955
160,106.555,4646,259,1590,4942,5099.0,39.962391314451025,21.49825359660955
161,87.818,4874,470,1788,5000,5099.0,39.96343456910936,21.49825359660955
162,95.17,4851,493,1765,5000,5099.0,39.96447782376769,21.498253596609555
163,74.041,4995,663,1908,5000,5099.0,39.96552107842601,21.49825359660955
164,0.237,4991,667,1904,5000,5099.0,39.96656433308433,21.49825359660955
165,33.786,3421,748,2542,3718,5099.0,39.93721184970072,21.497422247077598
166,28.417,3421,748,2542,3718,5099.0,39.938255100666574,21.497422247077598
167,43.187,4795,1174,1989,5000,5099.0,39.95077411225694,21.497422247077598
168,92.26,4485,1069,1679,4781,5099.0,39.95390386515452,21.497422247077598
169,83.765,4243,843,1437,4539,5099.0,39.954947116120394,21.4974222470776
170,59.077,4119,742,1314,4416,5099.0,39.95599036708626,21.497422247077598
171,78.525,4122,705,1316,4419,5099.0,39.95703361805213,21.497422247077598
172,35.295,4086,629,1281,4383,5099.0,39.95807686901798,21.4974222470776
173,3.687,4363,379,1340,4659,5099.0,39.95912011998384,21.4974222470776
174,60.565,4384,381,1361,4680,5099.0,39.96016337094971,21.497422247077598
175,107.934,4403,454,1380,4699,5099.0,39.96120662191557,21.497422247077598
176,113.777,4556,348,1501,4853,5099.0,39.962249872881436,21.4974222470776
177,108.301,4648,503,1477,4944,5099.0,39.9632931238473,21.497422247077598
178,89.198,4780,587,1634,5000,5099.0,39.964336374813165,21.497422247077598
