,POP_2015,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,152.819,610,162,9420.0,87.21266695617891,24.836524267075674
1,231.615,610,162,9420.0,87.21372646169684,24.836524267075667
2,189.361,447,0,9420.0,87.2147859672148,24.836524267075667
3,123.995,754,669,9420.0,87.20912177469468,24.835684995680694
4,178.742,754,669,9420.0,87.21018127575802,24.83568499568069
5,166.115,610,162,9420.0,87.2123002778847,24.835684995680683
6,200.605,610,162,9420.0,87.21335977894802,24.83568499568069
7,170.086,447,0,9420.0,87.21441928001137,24.835684995680694
8,197.17,315,0,9420.0,87.21547878107468,24.835684995680687
9,136.176,363,144,9420.0,87.21653828213802,24.835684995680687
10,172.094,363,144,9420.0,87.21759778320136,24.835684995680687
11,27.664,754,669,9420.0,87.2087551264748,24.83484572644689
12,174.325,724,639,9420.0,87.20981462308376,24.83484572644689
13,181.553,530,410,9420.0,87.21193361630162,24.83484572644689
14,135.774,315,0,9420.0,87.21511210612843,24.834845726446886
15,188.915,325,171,9420.0,87.21617160273736,24.834845726446883
16,172.139,363,144,9420.0,87.21723109934632,24.834845726446886
17,216.266,1874,749,9420.0,87.1988530655723,24.834006459374187
18,136.265,1874,749,9420.0,87.19991255772703,24.834006459374187
19,122.969,1271,146,9420.0,87.20626951065547,24.834006459374187
20,108.869,1271,146,9420.0,87.20732900281023,24.834006459374187
21,193.243,787,702,9420.0,87.20944798711972,24.834006459374187
22,196.099,903,818,9420.0,87.21050747927444,24.834006459374187
23,216.668,517,431,9420.0,87.21156697142918,24.834006459374187
24,132.071,425,305,9420.0,87.21262646358392,24.834006459374187
25,206.763,364,230,9420.0,87.21368595573865,24.834006459374187
26,159.244,147,0,9420.0,87.21580494004814,24.834006459374184
27,200.382,232,123,9420.0,87.21686443220288,24.834006459374187
28,154.425,312,0,9420.0,87.21792392435762,24.834006459374187
29,89.996,1874,749,9420.0,87.1984864908578,24.833167194462476
30,158.53,1874,749,9420.0,87.19954597855856,24.83316719446248
31,89.728,1271,146,9420.0,87.20590290476305,24.833167194462476
32,176.154,1271,146,9420.0,87.2069623924638,24.833167194462476
33,156.299,986,901,9420.0,87.21014085556604,24.83316719446248
34,164.643,974,889,9420.0,87.21120034326678,24.833167194462476
35,228.537,515,328,9420.0,87.21225983096757,24.833167194462476
36,153.399,335,261,9420.0,87.2133193186683,24.833167194462476
37,133.856,172,148,9420.0,87.21437880636906,24.83316719446248
38,206.718,85,61,9420.0,87.21543829406977,24.833167194462476
39,188.558,177,116,9420.0,87.21649778177054,24.833167194462476
40,169.64,265,47,9420.0,87.21755726947129,24.833167194462476
41,154.247,1124,0,9420.0,87.20659579882609,24.832327931711674
42,218.81,1034,0,9420.0,87.20765528207303,24.83232793171168
43,178.028,900,0,9420.0,87.20871476532,24.832327931711674
44,131.0,1000,915,9420.0,87.20977424856694,24.832327931711674
45,162.144,671,147,9420.0,87.21083373181392,24.83232793171167
46,198.731,575,388,9420.0,87.21189321506088,24.83232793171167
47,197.214,338,172,9420.0,87.21295269830784,24.83232793171168
48,156.433,344,167,9420.0,87.2140121815548,24.832327931711667
49,194.403,2,62,9420.0,87.21507166480175,24.83232793171168
50,169.818,60,0,9420.0,87.2161311480487,24.832327931711674
51,174.771,163,103,9420.0,87.2171906312957,24.832327931711678
52,192.797,1124,0,9420.0,87.20622922189652,24.831488671121697
53,141.709,1154,0,9420.0,87.20728870068989,24.831488671121694
54,107.62,900,0,9420.0,87.20834817948325,24.831488671121694
55,155.897,700,36,9420.0,87.21046713707003,24.831488671121697
56,75.138,664,0,9420.0,87.21152661586339,24.831488671121697
57,119.444,439,71,9420.0,87.21258609465677,24.831488671121697
58,142.423,413,41,9420.0,87.21364557345014,24.831488671121697
59,196.099,396,0,9420.0,87.2147050522435,24.831488671121697
60,162.367,126,124,9420.0,87.21576453103688,24.8314886711217
61,195.697,178,121,9420.0,87.21682400983025,24.831488671121697
62,114.67,1154,0,9420.0,87.20692213601453,24.83064941269243
63,39.844,1126,74,9420.0,87.20798161035451,24.830649412692427
64,39.889,664,0,9420.0,87.21010055903449,24.83064941269243
65,128.055,626,38,9420.0,87.21116003337448,24.830649412692434
66,92.227,518,146,9420.0,87.2122195077145,24.83064941269243
67,146.929,353,97,9420.0,87.21327898205448,24.830649412692434
68,162.233,313,83,9420.0,87.21433845639446,24.830649412692434
69,143.761,130,190,9420.0,87.21539793073445,24.830649412692434
70,148.089,178,121,9420.0,87.21645740507442,24.830649412692434
71,189.585,393,337,9420.0,87.21751687941442,24.830649412692434
72,105.211,393,337,9420.0,87.21857635375441,24.83064941269243
73,174.013,1126,74,9420.0,87.2065555880464,24.829810156423793
74,181.107,1126,74,9420.0,87.20761505793321,24.8298101564238
75,205.96,822,107,9420.0,87.2097339977068,24.8298101564238
76,86.739,715,0,9420.0,87.21079346759362,24.82981015642379
77,78.707,518,146,9420.0,87.21185293748043,24.829810156423793
78,93.922,399,193,9420.0,87.21291240736724,24.829810156423797
79,115.875,357,345,9420.0,87.21397187725407,24.829810156423793
80,206.45,343,359,9420.0,87.21503134714087,24.829810156423793
81,208.726,403,425,9420.0,87.21609081702768,24.829810156423797
82,165.981,393,337,9420.0,87.21715028691449,24.829810156423793
83,185.569,393,337,9420.0,87.21820975680129,24.829810156423797
84,74.335,1290,237,9420.0,87.20724852221879,24.828970902315696
85,190.075,851,136,9420.0,87.21042691852028,24.828970902315696
86,106.014,880,171,9420.0,87.21148638395412,24.828970902315696
87,14.769,357,345,9420.0,87.21360531482178,24.828970902315692
88,77.324,351,365,9420.0,87.21466478025559,24.828970902315696
89,213.099,403,425,9420.0,87.21572424568942,24.828970902315696
90,182.356,535,508,9420.0,87.21678371112324,24.828970902315696
91,45.065,1313,260,9420.0,87.2068820032107,24.828131650368046
92,142.423,1415,363,9420.0,87.20794146419175,24.82813165036804
93,107.575,1457,430,9420.0,87.2090009251728,24.828131650368046
94,112.171,851,136,9420.0,87.21006038615386,24.828131650368043
95,133.856,821,230,9420.0,87.21111984713492,24.828131650368046
96,124.575,806,277,9420.0,87.21217930811598,24.828131650368046
97,33.107,573,412,9420.0,87.21429823007807,24.828131650368043
98,143.36,493,456,9420.0,87.21535769105914,24.828131650368046
99,143.137,570,459,9420.0,87.2164171520402,24.828131650368046
100,114.313,682,514,9420.0,87.21747661302126,24.828131650368043
101,178.831,1451,411,9420.0,87.20757495743688,24.82729240058073
102,135.998,1457,430,9420.0,87.20863441396534,24.827292400580735
103,142.378,838,309,9420.0,87.2107533270223,24.82729240058073
104,116.722,838,309,9420.0,87.21181278355078,24.827292400580735
105,81.251,572,411,9420.0,87.21393169660776,24.827292400580735
106,116.767,559,390,9420.0,87.21605060966472,24.827292400580735
107,111.77,682,514,9420.0,87.21711006619321,24.827292400580735
108,197.259,1340,399,9420.0,87.2082679194635,24.826453152953686
109,167.454,1318,420,9420.0,87.20932737153962,24.826453152953686
110,137.113,1189,452,9420.0,87.21038682361575,24.82645315295369
111,140.192,1038,301,9420.0,87.21144627569186,24.826453152953686
112,63.135,1038,301,9420.0,87.21250572776799,24.82645315295368
113,118.373,664,317,9420.0,87.2135651798441,24.826453152953686
114,171.335,743,244,9420.0,87.21462463192022,24.826453152953682
115,137.336,720,229,9420.0,87.21568408399631,24.826453152953686
116,134.837,1759,365,9420.0,87.20684199404279,24.82561390748679
117,195.296,1340,399,9420.0,87.20790144166676,24.8256139074868
118,220.773,1340,399,9420.0,87.20896088929071,24.825613907486797
119,196.233,1189,452,9420.0,87.21002033691465,24.825613907486794
120,162.099,1038,301,9420.0,87.2110797845386,24.825613907486797
121,70.319,1038,301,9420.0,87.21213923216257,24.825613907486794
122,140.281,765,216,9420.0,87.21319867978652,24.825613907486794
123,42.923,743,244,9420.0,87.21425812741045,24.825613907486794
124,124.263,880,69,9420.0,87.2153175750344,24.825613907486797
125,161.609,880,69,9420.0,87.21637702265836,24.825613907486797
126,186.684,1759,365,9420.0,87.20647553740251,24.824774664179976
127,113.867,880,69,9420.0,87.21495108277841,24.824774664179973
128,132.294,949,0,9420.0,87.21601052595042,24.82477466417998
129,94.279,1620,164,9420.0,87.20716853618624,24.823935423033138
130,169.952,1620,164,9420.0,87.20822797490646,24.82393542303314
131,178.876,982,0,9420.0,87.21246572978738,24.823935423033138
132,149.205,982,0,9420.0,87.2135251685076,24.82393542303314
133,65.009,1720,264,9420.0,87.20680210850136,24.823096184046193
134,119.533,1720,264,9420.0,87.20786154277006,24.82309618404619
135,193.868,1476,18,9420.0,87.20892097703872,24.823096184046193
136,183.516,1458,18,9420.0,87.20998041130741,24.8230961840462
137,194.894,1246,0,9420.0,87.21103984557607,24.823096184046193
138,158.218,1100,118,9420.0,87.21209927984472,24.823096184046193
139,177.85,1100,99,9420.0,87.21315871411339,24.823096184046197
140,181.509,1476,0,9420.0,87.20855455715402,24.82225694721903
141,168.569,1476,0,9420.0,87.20961398697133,24.82225694721904
142,140.95,1100,118,9420.0,87.21173284660598,24.822256947219035
143,166.784,1202,0,9420.0,87.21279227642327,24.822256947219035
144,190.298,1289,339,9420.0,87.21597056587522,24.82225694721903
145,82.5,1265,316,9420.0,87.21702999569256,24.822256947219035
146,105.568,1374,425,9420.0,87.21808942550986,24.822256947219035
147,167.364,1798,322,9420.0,87.20712872860585,24.821417712551575
148,181.018,1733,257,9420.0,87.20818815397203,24.82141771255158
149,155.808,1202,0,9420.0,87.21242585543668,24.82141771255158
150,237.148,1289,339,9420.0,87.21560413153517,24.821417712551575
151,247.812,1339,390,9420.0,87.21666355690132,24.82141771255158
152,168.078,1374,425,9420.0,87.2177229822675,24.82141771255158
153,152.64,1733,257,9420.0,87.20676234657697,24.82057848004372
154,223.048,1733,257,9420.0,87.20782176749218,24.820578480043718
155,235.676,1485,318,9420.0,87.21523771389867,24.820578480043725
156,180.572,1502,443,9420.0,87.21629713481391,24.82057848004372
157,161.832,1511,561,9420.0,87.21735655572913,24.820578480043718
158,186.774,1520,352,9420.0,87.21487131296524,24.819739249695385
159,180.795,1574,445,9420.0,87.2159307294297,24.819739249695388
160,189.897,1593,467,9420.0,87.21699014589417,24.819739249695388
161,142.423,1612,489,9420.0,87.21662375276212,24.818900021506476
162,160.225,1847,606,9420.0,87.20847519481019,24.817221571606527
163,99.098,1847,606,9420.0,87.20953459792362,24.817221571606524
164,164.107,1720,0,9420.0,87.212712807264,24.817221571606524
165,164.063,1720,0,9420.0,87.21377221037744,24.817221571606527
166,125.646,2016,437,9420.0,87.20916828159646,24.816382349895317
167,118.819,2016,437,9420.0,87.20880198196873,24.81554313034316
168,106.415,2016,437,9420.0,87.20986137618253,24.81554313034316
169,139.478,2686,966,9420.0,87.21328769642301,24.808829451640534
170,122.523,2686,966,9420.0,87.21434705504628,24.808829451640538
171,134.257,2686,966,9420.0,87.21292151593,24.807990251515644
172,131.179,2686,966,9420.0,87.21398087010536,24.807990251515644
