,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
68,138.323,591,617,1522,1026,226,5609.0,43.94123597483675,15.666799036240553
69,177.26,675,503,1407,1111,338,5609.0,43.94225735335622,15.666799036240555
70,185.312,640,467,1371,1075,338,5609.0,43.94327873187567,15.666799036240555
71,77.874,583,411,1315,1019,371,5609.0,43.944300110395126,15.666799036240551
72,27.677,661,489,1325,1096,471,5609.0,43.94532148891459,15.666799036240551
73,149.897,306,324,1036,1026,686,5609.0,43.947364245953494,15.666799036240551
74,188.96,339,1184,876,997,667,5609.0,43.9545138955897,15.666799036240553
75,53.09,165,1339,1040,1218,887,5609.0,43.95553527410915,15.666799036240551
76,12.958,165,1339,1040,1218,887,5609.0,43.95655665262862,15.666799036240553
77,21.953,270,1477,1145,1323,992,5609.0,43.957578031148074,15.666799036240553
78,91.775,417,1605,1291,1470,1139,5609.0,43.95859940966753,15.666799036240555
79,2.579,476,1679,1293,1549,1219,5609.0,43.95962078818699,15.666799036240553
80,87.183,2676,2623,3697,833,994,5609.0,43.922742108063154,15.66597847194327
81,103.349,2586,2533,3607,743,904,5609.0,43.923763484046674,15.665978471943271
82,91.083,2470,2417,3491,627,788,5609.0,43.92478486003022,15.665978471943271
83,96.241,2266,2383,3287,667,1057,5609.0,43.92580623601376,15.665978471943271
84,145.683,2149,2266,3170,550,965,5609.0,43.9268276119973,15.665978471943271
85,137.317,2067,2184,3088,468,976,5609.0,43.92784898798084,15.665978471943271
86,69.822,1905,2022,2926,523,1031,5609.0,43.928870363964386,15.665978471943273
87,119.012,1676,1793,2697,702,1158,5609.0,43.93091311593145,15.665978471943273
88,48.687,1618,1734,2639,644,1100,5609.0,43.93193449191499,15.665978471943273
89,45.353,1056,1173,2077,741,538,5609.0,43.93601999584914,15.665978471943271
90,225.192,1056,1173,2077,741,538,5609.0,43.93704137183267,15.665978471943271
91,106.306,887,1004,1908,762,369,5609.0,43.93806274781622,15.665978471943268
92,110.835,841,957,1862,787,323,5609.0,43.93908412379975,15.665978471943273
93,177.134,718,768,1672,1038,312,5609.0,43.9401054997833,15.665978471943273
94,168.705,591,617,1522,1026,226,5609.0,43.94112687576683,15.66597847194327
95,128.259,512,589,1493,948,147,5609.0,43.94214825175036,15.665978471943271
96,106.243,547,375,1279,982,242,5609.0,43.9431696277339,15.665978471943273
97,65.041,543,371,1275,979,411,5609.0,43.944191003717435,15.665978471943271
98,107.627,281,80,1011,914,511,5609.0,43.94521237970098,15.665978471943273
99,106.872,224,136,954,944,568,5609.0,43.94623375568452,15.66597847194327
100,87.12,170,189,900,890,551,5609.0,43.94725513166806,15.66597847194327
101,134.235,55,268,691,806,472,5609.0,43.94827650765159,15.665978471943273
102,192.797,412,1048,740,861,531,5609.0,43.95338338756928,15.66597847194327
103,186.947,328,1173,865,986,655,5609.0,43.95440476355281,15.665978471943271
104,159.836,248,1220,855,1033,702,5609.0,43.95542613953636,15.66597847194327
105,55.606,114,1354,988,1167,836,5609.0,43.9564475155199,15.665978471943271
106,73.533,249,1489,1124,1302,972,5609.0,43.95746889150344,15.665978471943273
107,161.409,477,1665,1312,1530,1200,5609.0,43.95849026748697,15.665978471943273
108,23.4,386,1681,1184,1530,1199,5609.0,43.959511643470506,15.665978471943273
109,61.771,2676,2623,3697,833,994,5609.0,43.922633061108876,15.665157908904451
110,175.31,2532,2479,3553,689,850,5609.0,43.923654434556646,15.665157908904455
111,115.552,2348,2295,3369,505,666,5609.0,43.924675808004416,15.665157908904453
112,21.827,2348,2295,3369,505,666,5609.0,43.9256971814522,15.665157908904451
113,81.522,2195,2263,3216,473,819,5609.0,43.92671855489996,15.665157908904453
114,116.622,2108,2182,3129,392,900,5609.0,43.927739928347734,15.665157908904455
115,93.159,1996,2113,3017,427,935,5609.0,43.9287613017955,15.665157908904451
116,75.295,1069,1186,2090,558,551,5609.0,43.935910915929874,15.665157908904453
117,157.383,1069,1186,2090,558,551,5609.0,43.93693228937764,15.665157908904453
118,188.142,891,1008,1912,736,373,5609.0,43.937953662825414,15.665157908904453
119,198.962,841,957,1862,787,323,5609.0,43.938975036273185,15.665157908904455
120,106.872,461,578,1482,897,56,5609.0,43.941017783168725,15.665157908904455
121,49.253,418,517,1421,854,54,5609.0,43.94203915661648,15.665157908904455
122,48.938,513,341,1245,948,212,5609.0,43.943060530064244,15.665157908904451
123,104.607,402,230,1134,838,322,5609.0,43.94408190351202,15.665157908904451
124,114.169,354,153,1082,948,438,5609.0,43.9451032769598,15.665157908904453
125,146.941,247,40,977,874,532,5609.0,43.946124650407555,15.665157908904453
126,80.704,97,115,827,817,477,5609.0,43.94714602385533,15.665157908904455
127,243.623,0,212,742,770,430,5609.0,43.948167397303095,15.665157908904451
128,210.599,262,462,490,611,280,5609.0,43.94918877075085,15.665157908904455
129,59.695,262,462,490,611,280,5609.0,43.950210144198635,15.665157908904451
130,266.708,438,988,680,801,470,5609.0,43.953274264541946,15.665157908904453
131,228.337,374,1048,740,861,531,5609.0,43.9542956379897,15.665157908904453
132,222.047,144,1247,797,1060,729,5609.0,43.95531701143747,15.665157908904455
133,123.981,0,1386,890,1204,874,5609.0,43.956338384885235,15.665157908904453
134,134.109,49,1336,840,1186,855,5609.0,43.957359758333006,15.665157908904451
135,167.636,103,1463,967,1313,982,5609.0,43.958381131780776,15.665157908904455
136,133.983,283,1647,1150,1496,1166,5609.0,43.95940250522855,15.665157908904455
137,80.767,2348,2295,3369,505,666,5609.0,43.924566762447874,15.664337347124025
138,61.142,2263,2198,3315,408,569,5609.0,43.92558813336004,15.664337347124029
139,92.341,2017,2134,3038,406,914,5609.0,43.927630875184335,15.664337347124027
140,9.624,2017,2134,3038,406,914,5609.0,43.928652246096476,15.664337347124025
141,176.002,1578,1639,2599,558,1040,5609.0,43.93171635883293,15.664337347124025
142,215.253,1025,1141,2046,483,507,5609.0,43.93580184248153,15.664337347124025
143,166.818,979,1096,2000,529,461,5609.0,43.93682321339367,15.664337347124025
144,160.088,923,1039,1944,585,405,5609.0,43.93784458430583,15.664337347124023
145,144.802,824,941,1845,604,307,5609.0,43.93886595521797,15.664337347124025
146,146.123,517,634,1538,911,0,5609.0,43.940908697042275,15.664337347124025
147,100.707,364,553,1439,800,22,5609.0,43.941930067954424,15.664337347124025
148,184.62,342,552,1428,778,22,5609.0,43.942951438866565,15.664337347124025
149,191.916,390,177,1082,889,375,5609.0,43.943972809778714,15.664337347124025
150,115.741,274,61,965,773,492,5609.0,43.94499418069087,15.664337347124027
151,145.117,274,61,965,773,492,5609.0,43.946015551603026,15.664337347124025
152,50.511,211,230,712,702,363,5609.0,43.94703692251517,15.664337347124027
153,82.717,240,259,683,673,333,5609.0,43.948058293427316,15.664337347124025
154,186.192,251,414,541,594,254,5609.0,43.949079664339465,15.664337347124025
155,103.223,262,462,490,611,280,5609.0,43.95010103525163,15.664337347124027
156,189.086,323,851,543,664,334,5609.0,43.952143777075925,15.664337347124025
157,268.909,482,1010,702,823,492,5609.0,43.95316514798807,15.664337347124025
158,274.634,329,1062,709,874,544,5609.0,43.954186518900215,15.664337347124025
159,259.789,237,1148,652,991,661,5609.0,43.955207889812364,15.664337347124025
160,118.069,49,1336,840,1186,855,5609.0,43.95622926072452,15.664337347124025
161,53.216,49,1336,840,1186,855,5609.0,43.95725063163666,15.664337347124027
162,145.557,71,1495,999,1345,1014,5609.0,43.95827200254881,15.664337347124025
163,207.705,176,1743,1246,1592,1261,5609.0,43.959293373460966,15.664337347124027
164,141.343,2471,2407,3523,617,716,5609.0,43.922414986607116,15.663516786601914
165,58.311,2471,2407,3523,617,716,5609.0,43.9234363549838,15.66351678660191
166,78.629,2243,2178,3295,388,488,5609.0,43.924457723360476,15.66351678660191
167,97.185,2243,2178,3295,388,488,5609.0,43.92547909173715,15.663516786601912
168,133.48,2075,2010,3127,220,728,5609.0,43.92650046011384,15.66351678660191
169,62.714,2029,1964,3081,199,707,5609.0,43.927521828490526,15.66351678660191
170,70.891,2107,2043,3141,303,811,5609.0,43.928543196867196,15.66351678660191
171,183.865,1568,1629,2593,549,1031,5609.0,43.93160730199724,15.663516786601912
172,171.221,1559,1620,2586,539,1021,5609.0,43.93262867037393,15.66351678660191
173,189.086,1326,1436,2347,612,808,5609.0,43.93365003875061,15.66351678660191
174,63.406,1008,1181,2094,361,629,5609.0,43.935692775503966,15.66351678660191
175,179.399,953,1127,2039,506,518,5609.0,43.93671414388066,15.66351678660191
176,222.739,834,951,1855,595,316,5609.0,43.93773551225734,15.663516786601912
177,180.908,824,941,1845,604,307,5609.0,43.93875688063402,15.66351678660191
178,105.865,431,773,1517,468,658,5609.0,43.94079961738738,15.66351678660191
179,119.641,431,773,1517,468,658,5609.0,43.94182098576406,15.66351678660191
180,284.698,215,426,1301,651,148,5609.0,43.94284235414074,15.66351678660191
181,132.959,211,421,1297,647,153,5609.0,43.94386372251743,15.663516786601914
182,130.649,207,267,915,722,565,5609.0,43.94590645927078,15.66351678660191
183,157.32,285,189,837,644,487,5609.0,43.94692782764747,15.66351678660191
184,92.907,306,325,641,607,267,5609.0,43.94794919602413,15.66351678660191
185,37.867,239,506,460,426,86,5609.0,43.94897056440082,15.66351678660191
186,193.3,71,599,292,412,81,5609.0,43.949991932777515,15.663516786601912
187,156.062,73,602,294,415,84,5609.0,43.95101330115419,15.66351678660191
188,184.808,429,957,572,770,440,5609.0,43.95203466953087,15.66351678660191
189,232.174,433,962,654,775,444,5609.0,43.953056037907544,15.663516786601912
190,255.637,357,1061,570,881,550,5609.0,43.95407740628423,15.66351678660191
191,223.179,301,1085,589,962,631,5609.0,43.955098774660904,15.66351678660191
192,123.667,0,1567,1070,1416,1085,5609.0,43.958162879790954,15.66351678660191
193,203.176,2495,2430,3547,640,690,5609.0,43.922305959059344,15.662696227338042
194,110.269,2495,2430,3547,640,690,5609.0,43.9233273249007,15.662696227338044
195,176.694,2364,2299,3416,509,584,5609.0,43.92434869074207,15.662696227338046
196,128.636,2219,2155,3271,365,464,5609.0,43.925370056583425,15.662696227338042
197,120.836,1984,1919,3036,129,637,5609.0,43.9263914224248,15.662696227338046
198,177.26,1963,1898,3015,108,616,5609.0,43.92741278826616,15.662696227338044
199,111.338,1932,1867,2983,161,656,5609.0,43.92843415410753,15.662696227338046
200,82.717,1326,1436,2347,612,808,5609.0,43.93354098331434,15.662696227338044
201,91.964,1008,1181,2094,361,629,5609.0,43.93558371499707,15.662696227338044
202,76.238,1008,1181,2094,361,629,5609.0,43.93660508083843,15.662696227338046
203,188.52,762,935,1847,420,491,5609.0,43.937626446679786,15.662696227338046
204,129.706,427,769,1512,464,654,5609.0,43.94069054420388,15.662696227338047
205,168.454,431,773,1517,468,658,5609.0,43.94171191004524,15.662696227338044
206,301.619,202,545,1288,531,430,5609.0,43.94273327588661,15.662696227338046
207,221.481,68,463,1154,504,301,5609.0,43.94375464172797,15.662696227338042
208,162.289,0,408,1085,572,364,5609.0,43.94477600756934,15.662696227338046
209,136.31,207,267,915,722,565,5609.0,43.9457973734107,15.662696227338044
210,113.728,207,267,915,722,565,5609.0,43.94681873925206,15.662696227338046
211,6.29,376,420,597,289,224,5609.0,43.94784010509343,15.662696227338047
212,55.858,376,420,597,289,224,5609.0,43.94886147093478,15.662696227338044
213,147.004,152,593,373,493,0,5609.0,43.94988283677615,15.662696227338042
214,205.944,3,531,223,344,154,5609.0,43.950904202617515,15.662696227338047
215,171.473,472,1000,529,813,483,5609.0,43.95192556845887,15.662696227338044
216,206.95,555,942,446,896,566,5609.0,43.95294693430024,15.662696227338046
217,300.738,464,1003,506,978,648,5609.0,43.953968300141604,15.662696227338046
218,204.874,444,942,446,995,688,5609.0,43.95498966598297,15.662696227338046
219,63.406,560,988,492,1054,865,5609.0,43.956011031824325,15.662696227338044
220,217.518,2307,2242,3359,452,503,5609.0,43.923218301286326,15.661875669332344
221,179.273,2340,2275,3392,485,585,5609.0,43.92423966459252,15.661875669332344
222,175.813,2078,2006,3122,226,281,5609.0,43.92526102789871,15.661875669332344
223,188.079,2058,1994,3110,204,303,5609.0,43.926282391204914,15.661875669332343
224,129.202,1854,1789,2906,0,507,5609.0,43.927303754511115,15.661875669332344
225,98.569,1791,1737,2834,72,545,5609.0,43.9283251178173,15.661875669332343
226,67.495,1298,1359,2384,535,971,5609.0,43.93241057104209,15.661875669332343
227,126.057,1152,1213,2238,388,825,5609.0,43.93343193434829,15.661875669332344
228,84.353,1145,1206,2231,382,818,5609.0,43.93445329765448,15.661875669332346
229,144.991,986,1047,2072,222,659,5609.0,43.93547466096067,15.661875669332344
230,249.535,877,1019,1963,226,685,5609.0,43.93649602426686,15.661875669332344
231,275.64,722,896,1808,380,530,5609.0,43.937517387573074,15.661875669332348
232,67.621,713,893,1799,390,522,5609.0,43.93853875087925,15.661875669332344
233,77.182,513,766,1599,394,722,5609.0,43.93956011418546,15.661875669332343
234,148.388,387,696,1473,351,614,5609.0,43.940581477491655,15.661875669332343
235,123.289,326,669,1412,407,554,5609.0,43.941602840797856,15.661875669332344
236,221.984,202,545,1288,531,430,5609.0,43.94262420410405,15.661875669332343
237,299.669,150,381,1236,422,378,5609.0,43.94364556741025,15.661875669332344
238,266.834,159,384,1061,464,398,5609.0,43.94466693071643,15.661875669332343
239,156.628,257,286,963,473,496,5609.0,43.945688294022624,15.661875669332346
240,116.307,307,185,778,372,459,5609.0,43.946709657328825,15.661875669332344
241,5.976,376,420,597,289,224,5609.0,43.94773102063502,15.661875669332343
242,37.301,288,343,509,156,356,5609.0,43.94875238394122,15.661875669332344
243,111.464,288,343,509,156,356,5609.0,43.949773747247406,15.661875669332346
244,194.999,663,938,442,1004,751,5609.0,43.951816473859814,15.661875669332344
245,176.82,618,893,396,959,706,5609.0,43.952837837166,15.661875669332343
246,242.868,524,799,302,865,675,5609.0,43.953859200472195,15.661875669332343
247,165.434,506,884,388,951,761,5609.0,43.95488056377839,15.661875669332343
248,165.686,560,988,492,1054,865,5609.0,43.95590192708458,15.661875669332344
249,14.153,665,1093,597,1159,970,5609.0,43.95692329039078,15.661875669332343
250,114.798,2705,2631,3748,853,885,5609.0,43.919023841055804,15.661055112584746
251,174.996,2705,2631,3748,853,885,5609.0,43.92004520182699,15.661055112584744
252,266.897,2349,2276,3392,498,529,5609.0,43.92310928414051,15.661055112584743
253,302.625,2336,2263,3379,507,0,5609.0,43.92413064491169,15.661055112584744
254,243.056,2134,2061,3177,306,201,5609.0,43.92515200568286,15.661055112584746
255,170.781,1850,1776,2893,100,486,5609.0,43.92719472722522,15.661055112584744
256,170.278,1850,1776,2893,100,486,5609.0,43.928216087996404,15.661055112584744
257,93.788,1442,1273,2384,438,203,5609.0,43.93230153108112,15.661055112584743
258,163.862,1148,1210,2234,385,822,5609.0,43.93332289185229,15.661055112584744
259,146.249,1105,1107,2191,282,540,5609.0,43.934344252623475,15.661055112584746
260,223.242,1014,1019,2100,194,631,5609.0,43.93536561339465,15.661055112584746
261,216.26,1035,892,2009,68,716,5609.0,43.93638697416583,15.661055112584746
262,250.164,610,632,1671,259,837,5609.0,43.93945105647937,15.661055112584743
263,225.381,482,587,1543,214,710,5609.0,43.940472417250554,15.661055112584744
264,188.016,407,525,1468,232,634,5609.0,43.941493778021716,15.661055112584744
265,178.707,288,406,1349,292,516,5609.0,43.942515138792906,15.661055112584744
266,218.399,277,270,1181,310,505,5609.0,43.94353649956408,15.661055112584743
267,218.399,259,338,1064,451,498,5609.0,43.94455786033526,15.661055112584744
268,108.382,267,208,885,395,534,5609.0,43.945579221106435,15.661055112584744
269,154.112,286,164,799,351,480,5609.0,43.94660058187761,15.66105511258474
270,145.557,304,223,525,36,456,5609.0,43.94864330341997,15.661055112584746
271,46.234,270,324,467,137,422,5609.0,43.94966466419115,15.661055112584746
272,168.894,223,652,2,565,375,5609.0,43.951707385733506,15.661055112584743
273,218.21,663,938,442,1004,751,5609.0,43.9527287465047,15.661055112584743
274,187.891,470,745,249,811,622,5609.0,43.953750107275866,15.661055112584744
275,168.139,640,969,473,1035,846,5609.0,43.95477146804704,15.661055112584744
276,78.88,632,1060,563,1126,936,5609.0,43.95579282881822,15.661055112584746
277,108.57,671,1099,603,1165,976,5609.0,43.9568141895894,15.661055112584744
278,0.944,780,1208,712,1274,1084,5609.0,43.957835550360585,15.661055112584744
279,196.634,2336,2263,3379,507,0,5609.0,43.92300027346313,15.660234557095169
280,206.573,2336,2263,3379,507,0,5609.0,43.924021631699446,15.660234557095169
281,266.079,2288,2215,3331,459,226,5609.0,43.925042989935754,15.66023455709517
282,131.53,1880,1704,2820,0,235,5609.0,43.929128422881,15.660234557095167
283,165.434,1705,1528,2644,175,59,5609.0,43.93014978111731,15.660234557095169
284,45.101,1599,1422,2539,281,106,5609.0,43.93117113935364,15.66023455709517
285,243.685,1560,1383,2500,556,321,5609.0,43.93219249758994,15.66023455709517
286,188.708,1195,1019,2135,198,451,5609.0,43.93423521406256,15.660234557095169
287,223.431,1190,970,2087,175,497,5609.0,43.935256572298876,15.66023455709517
288,139.204,1034,819,1935,14,657,5609.0,43.936277930535184,15.660234557095169
289,195.565,878,658,1775,165,811,5609.0,43.9372992887715,15.660234557095167
290,257.272,802,673,1789,295,744,5609.0,43.938320647007814,15.660234557095169
291,265.513,694,615,1732,333,850,5609.0,43.93934200524412,15.660234557095169
292,208.963,549,571,1610,198,776,5609.0,43.94036336348044,15.660234557095169
293,203.302,429,499,1490,152,656,5609.0,43.94138472171674,15.660234557095169
294,177.449,354,472,1415,227,581,5609.0,43.94240607995305,15.660234557095169
295,231.231,336,221,1150,262,566,5609.0,43.94342743818936,15.660234557095167
296,204.497,312,305,1054,357,551,5609.0,43.944448796425675,15.660234557095169
297,66.362,415,200,950,387,685,5609.0,43.945470154662,15.66023455709517
298,190.595,408,0,749,187,644,5609.0,43.946491512898305,15.660234557095169
299,210.536,449,41,708,145,639,5609.0,43.947512871134606,15.660234557095169
300,194.244,359,278,556,91,511,5609.0,43.94853422937093,15.660234557095169
301,189.589,410,330,518,143,562,5609.0,43.949555587607236,15.66023455709517
302,77.37,306,660,85,562,458,5609.0,43.951598304079866,15.66023455709517
303,222.424,306,581,85,639,458,5609.0,43.952619662316174,15.660234557095167
304,67.243,747,1047,550,1113,923,5609.0,43.9546623787888,15.660234557095169
305,42.019,721,1047,551,1113,923,5609.0,43.95568373702512,15.660234557095173
306,34.785,712,1140,644,1207,1017,5609.0,43.95670509526142,15.660234557095169
307,2.013,807,1235,739,1301,1111,5609.0,43.95772645349773,15.660234557095169
308,211.794,2442,2368,3485,613,142,5609.0,43.92391262495565,15.659414002863546
309,224.689,2288,2215,3331,459,226,5609.0,43.92493398065725,15.659414002863548
310,81.774,1880,1704,2820,0,235,5609.0,43.92901940346363,15.659414002863551
311,141.28,1705,1528,2644,175,59,5609.0,43.93004075916522,15.659414002863546
312,21.072,1645,1468,2585,235,59,5609.0,43.93106211486683,15.65941400286355
313,211.102,1560,1383,2500,556,321,5609.0,43.93208347056842,15.659414002863546
314,143.23,1488,1307,2423,490,502,5609.0,43.93310482627002,15.659414002863551
315,170.026,1342,1161,2277,345,592,5609.0,43.934126181971614,15.659414002863548
316,193.678,1342,1161,2277,345,592,5609.0,43.9351475376732,15.659414002863546
317,193.992,1032,813,1929,18,655,5609.0,43.9361688933748,15.659414002863551
318,155.873,878,658,1775,165,811,5609.0,43.93719024907639,15.65941400286355
319,227.205,852,632,1748,208,799,5609.0,43.938211604778,15.659414002863548
320,217.392,671,451,1568,176,899,5609.0,43.939232960479586,15.659414002863546
321,203.868,602,365,1481,89,829,5609.0,43.94025431618118,15.659414002863548
322,213.87,572,454,1412,0,800,5609.0,43.94127567188278,15.659414002863546
323,155.684,572,454,1412,0,800,5609.0,43.942297027584374,15.659414002863551
324,265.827,447,329,1286,125,675,5609.0,43.94331838328597,15.65941400286355
325,314.262,226,82,1033,208,842,5609.0,43.944339738987566,15.659414002863546
326,190.281,388,174,924,361,711,5609.0,43.945361094689154,15.659414002863544
327,243.497,344,312,1253,337,1071,5609.0,43.946382450390765,15.659414002863548
328,249.032,532,123,686,273,767,5609.0,43.947403806092346,15.659414002863544
329,220.286,449,294,551,107,601,5609.0,43.94842516179395,15.659414002863551
330,275.703,410,330,518,143,562,5609.0,43.94944651749554,15.65941400286355
331,195.376,481,527,295,352,633,5609.0,43.950467873197134,15.659414002863546
332,210.032,780,1055,559,1121,932,5609.0,43.953531940301914,15.659414002863544
333,11.889,740,1015,519,1081,892,5609.0,43.95455329600351,15.659414002863551
334,78.314,700,975,479,1041,852,5609.0,43.955574651705106,15.65941400286355
335,19.751,807,1235,739,1301,1111,5609.0,43.95659600740671,15.659414002863551
336,64.979,924,1352,855,1418,1228,5609.0,43.957617363108305,15.659414002863546
337,13.272,924,1352,855,1418,1228,5609.0,43.9586387188099,15.65941400286355
338,151.722,2475,2401,3518,646,179,5609.0,43.92380362468018,15.658593449889807
339,137.38,2372,2298,3415,543,282,5609.0,43.9248249778472,15.658593449889807
340,178.455,2056,1879,2995,401,412,5609.0,43.927889037348294,15.658593449889807
341,150.338,2056,1879,2995,401,412,5609.0,43.92891039051532,15.658593449889807
342,181.789,1792,1615,2732,384,149,5609.0,43.92993174368235,15.658593449889807
343,61.393,1722,1545,2661,390,154,5609.0,43.93095309684938,15.658593449889809
344,129.391,1516,1296,2413,501,509,5609.0,43.93299580318344,15.658593449889807
345,94.732,1395,1194,2311,389,585,5609.0,43.93401715635047,15.658593449889809
346,126.875,1350,1130,2247,335,672,5609.0,43.935038509517504,15.658593449889807
347,101.777,1186,966,2083,171,808,5609.0,43.93605986268453,15.658593449889807
348,170.781,671,451,1568,176,899,5609.0,43.93912392218562,15.65859344988981
349,229.344,701,451,1567,23,929,5609.0,43.94014527535265,15.658593449889809
350,249.095,507,222,1339,205,958,5609.0,43.94116662851968,15.658593449889807
351,254.568,507,222,1339,205,958,5609.0,43.94218798168671,15.658593449889807
352,234.376,378,93,1210,219,853,5609.0,43.943209334853734,15.658593449889807
353,230.539,255,41,1075,166,800,5609.0,43.94423068802077,15.658593449889807
354,256.014,269,231,1182,256,990,5609.0,43.94525204118779,15.658593449889809
355,250.479,334,302,1243,327,1061,5609.0,43.94627339435483,15.65859344988981
