,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,50.57,3651,2239,1611,2632,1611,5345.0,44.41904404968419,33.56281053503424
1,39.59,3613,2201,1573,2594,1573,5345.0,44.42016127100917,33.56281053503424
2,28.364,3503,2091,1463,2484,1463,5345.0,44.42127849233415,33.56281053503424
3,30.746,3394,1983,1355,2375,1355,5345.0,44.422395713659164,33.56281053503424
4,2.875,3281,1870,1241,2262,1241,5345.0,44.42351293498416,33.56281053503423
5,0.274,2611,1199,571,1592,571,5345.0,44.42909904160911,33.56281053503424
6,6.708,2611,1199,571,1592,571,5345.0,44.43021626293411,33.562810535034245
7,11.773,4206,2794,2166,3187,2166,5345.0,44.413180224266085,33.56194371997892
8,15.223,4206,2794,2166,3187,2166,5345.0,44.41429743860506,33.56194371997891
9,33.347,3831,2419,1791,2812,1791,5345.0,44.41764908162197,33.56194371997891
10,34.36,3725,2313,1685,2706,1685,5345.0,44.418766295960936,33.561943719978906
11,27.379,3632,2220,1592,2613,1592,5345.0,44.419883510299904,33.56194371997892
12,11.746,3503,2092,1463,2484,1463,5345.0,44.42100072463889,33.56194371997892
13,78.03,3394,1983,1355,2375,1355,5345.0,44.42211793897785,33.56194371997892
14,11.773,2611,1199,571,1592,571,5345.0,44.42882122501168,33.56194371997892
15,0.164,2611,1199,571,1592,571,5345.0,44.42993843935064,33.56194371997891
16,1.506,2745,2090,1057,1251,3128,5345.0,44.38832395575481,33.5610769082037
17,36.167,4206,2794,2166,3187,2166,5345.0,44.41290251752635,33.56107690820371
18,18.316,4213,2802,2174,3194,2174,5345.0,44.41401972487961,33.5610769082037
19,23.196,4127,2715,2087,3108,2087,5345.0,44.41625413958611,33.56107690820371
20,13.965,3874,2462,1834,2855,1834,5345.0,44.41737134693936,33.56107690820371
21,17.324,3975,2563,1935,2956,1935,5345.0,44.41848855429262,33.56107690820371
22,27.132,3635,2224,1596,2617,1596,5345.0,44.42072296899912,33.5610769082037
23,14.045,3674,2263,1635,2655,1635,5345.0,44.42184017635238,33.56107690820371
24,27.707,2565,1333,693,1202,693,5345.0,44.42630900576538,33.56107690820371
25,54.73,2628,1261,621,1275,621,5345.0,44.427426213118636,33.5610769082037
26,73.266,2596,1185,556,1413,556,5345.0,44.42854342047189,33.5610769082037
27,7.201,2475,1063,435,1456,435,5345.0,44.42966062782515,33.56107690820371
28,0.0,2278,858,507,1542,507,5345.0,44.4307778351784,33.5610769082037
29,0.0,2177,756,601,1508,601,5345.0,44.43189504253165,33.56107690820371
30,1.917,2173,680,686,1503,686,5345.0,44.4330122498849,33.5610769082037
31,31.458,2241,544,813,1572,813,5345.0,44.43412945723815,33.5610769082037
32,24.504,2241,544,813,1572,813,5345.0,44.43524666459141,33.56107690820371
33,4.463,2277,360,988,1737,988,5345.0,44.436363871944664,33.56107690820371
34,20.069,2315,282,1038,1779,1038,5345.0,44.43748107929791,33.561076908203695
35,23.327,2388,200,1111,1853,1111,5345.0,44.438598286651164,33.56107690820371
36,13.388,2402,10,1301,2043,1301,5345.0,44.43971549400441,33.56107690820371
37,0.027,2406,0,1312,2053,1312,5345.0,44.44083270135767,33.5610769082037
38,38.029,2736,2081,1048,1243,3137,5345.0,44.388046414747045,33.56021009970848
39,36.961,2658,2003,970,1165,3085,5345.0,44.389163615114875,33.56021009970847
40,33.977,4287,2875,2247,3268,2247,5345.0,44.4137420232073,33.56021009970847
41,28.145,4287,2875,2247,3268,2247,5345.0,44.414859223575135,33.560210099708485
42,20.489,4127,2715,2087,3108,2087,5345.0,44.41597642394298,33.56021009970848
43,24.005,4043,2631,2003,3024,2003,5345.0,44.41709362431082,33.56021009970848
44,11.731,3975,2563,1935,2956,1935,5345.0,44.418210824678646,33.56021009970848
45,26.216,3934,2523,1895,2915,1895,5345.0,44.4193280250465,33.560210099708485
46,24.395,3727,2315,1687,2708,1687,5345.0,44.42044522541433,33.56021009970847
47,10.021,3674,2263,1635,2655,1635,5345.0,44.42156242578218,33.56021009970847
48,42.246,2325,1443,709,983,709,5345.0,44.42491402688568,33.560210099708485
49,87.119,2404,1363,648,1041,648,5345.0,44.42603122725353,33.560210099708485
