,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,87.606,150,1468,854,543,7372.0,74.82560525934302,16.172508651085828
1,38.781,150,1468,854,543,7372.0,74.82662822870218,16.172508651085824
2,102.922,1463,2199,1483,0,7372.0,74.83583495293445,16.172508651085828
3,80.721,1463,2199,1483,0,7372.0,74.8368579222936,16.172508651085824
4,129.451,392,970,701,0,7372.0,74.8213210784192,16.17168729770624
5,136.809,392,970,701,0,7372.0,74.82234404514917,16.171687297706235
6,109.144,150,1468,854,543,7372.0,74.82541294533898,16.171687297706235
7,64.994,1463,2199,1483,0,7372.0,74.83564261263847,16.171687297706235
8,36.129,1463,2199,1483,0,7372.0,74.83666557936841,16.17168729770624
9,94.175,392,970,701,0,7372.0,74.82112878608103,16.170865945630148
10,123.134,392,970,701,0,7372.0,74.82215175018193,16.170865945630148
11,101.533,212,1146,707,179,7372.0,74.82317471428281,16.17086594563015
12,96.733,0,1317,704,392,7372.0,74.82522064248464,16.17086594563015
13,100.933,619,744,474,226,7372.0,74.8207442348508,16.169223245388178
14,125.377,619,744,474,226,7372.0,74.82176719369409,16.16922324538818
15,112.428,533,783,344,356,7372.0,74.82279015253734,16.169223245388178
16,62.436,748,1485,769,94,7372.0,74.82995086444022,16.169223245388178
17,56.593,842,1579,863,0,7372.0,74.8309738232835,16.16922324538818
18,10.295,842,1579,863,0,7372.0,74.83199678212675,16.169223245388174
19,49.645,619,744,474,226,7372.0,74.82055197595828,16.16840189722215
20,123.355,533,783,344,356,7372.0,74.82157493217296,16.168401897222147
21,111.039,492,825,386,397,7372.0,74.82259788838766,16.16840189722215
22,86.627,345,971,358,544,7372.0,74.82362084460232,16.16840189722215
23,86.595,345,971,358,544,7372.0,74.82464380081701,16.16840189722215
24,83.69,909,1324,608,254,7372.0,74.82873562567572,16.16840189722215
25,70.173,909,1324,608,254,7372.0,74.8297585818904,16.168401897222154
26,68.878,842,1579,863,0,7372.0,74.8307815381051,16.16840189722215
27,71.468,842,1579,863,0,7372.0,74.83180449431977,16.16840189722215
28,90.543,345,971,358,544,7372.0,74.82342858897258,16.16758055035933
29,87.511,450,970,253,570,7372.0,74.8244515425588,16.16758055035933
30,84.953,909,1324,608,254,7372.0,74.8285433569038,16.16758055035933
31,78.668,909,1324,608,254,7372.0,74.82956631049002,16.16758055035933
32,68.314,949,414,152,414,7372.0,74.82016749161721,16.16675920479964
33,97.901,450,970,253,570,7372.0,74.82425929544907,16.16675920479964
34,81.921,1020,1033,316,0,7372.0,74.82732814832293,16.166759204799636
35,81.668,949,414,152,414,7372.0,74.81997526616819,16.165937860543007
36,96.038,878,439,0,439,7372.0,74.82099821449802,16.165937860543007
37,71.12,878,439,0,439,7372.0,74.82202116282787,16.165937860543007
38,81.29,1020,1033,316,0,7372.0,74.82713590447699,16.16593786054301
39,5.621,1888,1007,1357,1007,7372.0,74.80853064914612,16.165116517589368
40,47.34,1888,1007,1357,1007,7372.0,74.809553594848,16.165116517589368
41,95.912,878,439,0,439,7372.0,74.82080599756834,16.165116517589368
42,74.279,878,439,0,439,7372.0,74.8218289432702,16.165116517589365
43,90.195,704,716,0,316,7372.0,74.8238748346739,16.165116517589368
44,31.139,704,716,0,316,7372.0,74.82489778037574,16.165116517589368
45,12.253,1888,1007,1357,1007,7372.0,74.80833847489764,16.164295175938637
46,35.308,1888,1007,1357,1007,7372.0,74.80936141797166,16.164295175938637
47,68.847,1071,349,0,0,7372.0,74.82163673485995,16.16429517593864
48,70.236,2417,3153,2437,1276,7372.0,74.84516442556249,16.16429517593864
49,115.902,1317,0,349,0,7372.0,74.81837571625782,16.163473835590747
50,83.026,1071,349,0,0,7372.0,74.82144453759686,16.163473835590743
51,58.962,1317,0,349,0,7372.0,74.81818353802421,16.16265249654562
52,70.931,1244,522,173,173,7372.0,74.82125235148068,16.162652496545615
53,119.692,1032,822,328,473,7372.0,74.82329822711837,16.162652496545615
54,112.618,1032,822,328,473,7372.0,74.82432116493719,16.162652496545615
55,71.815,1244,522,173,173,7372.0,74.82106017651121,16.16183115880318
56,113.344,1032,822,328,473,7372.0,74.82310604689415,16.161831158803185
57,136.462,1032,822,328,473,7372.0,74.8241289820856,16.161831158803185
58,114.039,2064,464,1096,746,7372.0,74.81581568303918,16.156903159700995
59,12.285,2102,426,1134,785,7372.0,74.81562359659488,16.156081831075348
60,128.724,2102,426,1134,785,7372.0,74.81664651339902,16.156081831075348
61,93.322,2070,0,998,998,7372.0,74.81952317800663,16.1552605037518
62,117.923,2070,0,998,998,7372.0,74.82054609218464,16.1552605037518
63,98.533,2070,0,998,998,7372.0,74.81933110334634,16.154439177730286
