,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,104.585,2219,1408,346,1404,975,10394.0,104.4127761925083,29.464871601159658
1,190.815,2219,1408,346,1404,975,10394.0,104.41386332166397,29.464871601159658
2,188.284,2219,1408,346,1404,975,10394.0,104.41223063070576,29.464019034337237
3,83.623,2219,1408,346,1404,975,10394.0,104.41331775418112,29.464019034337234
4,88.911,2519,2663,945,1534,2046,10394.0,104.39211327859793,29.4614613501439
5,99.334,2476,2621,902,1491,2003,10394.0,104.39320038503388,29.461461350143896
6,58.279,2307,1718,0,1757,1101,10394.0,104.40189723652149,29.4614613501439
7,49.592,1872,1096,0,1329,628,10394.0,104.41059408800915,29.461461350143903
8,114.972,1872,1096,0,1329,628,10394.0,104.41168119444508,29.4614613501439
9,178.313,2603,1542,777,1281,1907,10394.0,104.43016200385632,29.461461350143903
10,126.039,2603,1542,777,1281,1907,10394.0,104.43124911029227,29.461461350143903
11,132.422,2512,2657,938,1527,2039,10394.0,104.39156790848122,29.460608794170398
12,36.977,2476,2621,902,1491,2003,10394.0,104.39265500923787,29.460608794170398
13,141.411,2307,1718,0,1757,1101,10394.0,104.40135181529102,29.460608794170398
14,154.895,1930,795,503,0,1249,10394.0,104.41983252815392,29.460608794170398
15,157.048,1995,860,444,81,1314,10394.0,104.42091962891057,29.460608794170398
16,162.26,2057,922,379,147,1376,10394.0,104.4220067296672,29.460608794170398
17,141.109,2237,1136,0,800,1542,10394.0,104.42418093118046,29.460608794170398
18,147.757,2237,1136,0,800,1542,10394.0,104.42526803193714,29.460608794170398
19,156.482,2603,1542,777,1281,1907,10394.0,104.42961643496368,29.460608794170394
20,75.993,2603,1542,777,1281,1907,10394.0,104.43070353572033,29.460608794170398
21,165.055,1930,795,503,0,1249,10394.0,104.41928703415937,29.45975624090885
22,127.927,1900,764,411,97,1218,10394.0,104.42037412923695,29.459756240908845
23,123.168,1994,859,316,195,1313,10394.0,104.42146122431453,29.45975624090885
24,155.99,1911,776,233,277,1230,10394.0,104.4225483193921,29.45975624090885
25,112.215,1541,765,271,998,296,10394.0,104.41221902755554,29.45890369035914
26,139.561,1540,752,199,939,296,10394.0,104.41330611695429,29.45890369035914
27,167.813,1697,801,43,796,453,10394.0,104.41439320635305,29.45890369035914
28,161.429,1740,757,0,753,496,10394.0,104.41548029575182,29.458903690359143
29,181.825,1741,605,152,601,648,10394.0,104.41656738515059,29.45890369035914
30,190.626,1741,605,152,601,648,10394.0,104.41765447454938,29.458903690359147
31,165.811,1573,437,395,357,891,10394.0,104.41874156394812,29.458903690359147
32,177.897,1782,646,355,148,1101,10394.0,104.41982865334685,29.458903690359147
33,136.237,1911,776,233,277,1230,10394.0,104.42091574274563,29.458903690359143
34,165.018,1911,776,233,277,1230,10394.0,104.42200283214439,29.458903690359147
35,162.147,1941,839,0,503,1246,10394.0,104.42308992154315,29.458903690359147
36,144.659,1969,868,28,532,1274,10394.0,104.4241770109419,29.458903690359147
