,POP_2015,active_living,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,216.031,2633,1842,2594,3437,1062,2067,12398.0,115.38246056984072,22.80242036644311
1,131.02,2633,1842,2594,3437,1062,2067,12398.0,115.3835098303867,22.802420366443105
2,299.399,2633,1842,2594,3437,1062,2067,12398.0,115.38202291458857,22.801586080385366
3,79.304,2637,1836,2599,3441,1056,2071,12398.0,115.38307217115462,22.80158608038537
4,96.111,0,0,5000,517,4493,5000,12398.0,115.41516136276087,22.800751796270138
5,24.776,5000,5000,5000,5000,5000,5000,12398.0,115.4277523937966,22.800751796270138
6,49.208,2879,1468,2871,3186,1307,2343,12398.0,115.38534466049818,22.79991751409734
7,72.731,2879,1468,2871,3186,1307,2343,12398.0,115.38639390910492,22.79991751409734
8,106.703,1073,675,5000,675,3651,4672,12398.0,115.40737888124002,22.79991751409734
9,144.696,0,0,5000,517,4493,5000,12398.0,115.41472362148728,22.799917514097345
10,19.342,5000,5000,5000,5000,5000,5000,12398.0,115.42731460476838,22.799917514097345
11,121.247,3218,1835,3238,2819,1674,2710,12398.0,115.38910402982371,22.79908323386688
12,150.824,3218,1835,3238,2819,1674,2710,12398.0,115.39015327445111,22.79908323386688
13,142.071,1172,773,5000,773,3715,4736,12398.0,115.4058919438619,22.79908323386688
14,50.468,1080,681,5000,681,3631,4652,12398.0,115.40694118848928,22.79908323386688
15,109.119,1073,675,5000,675,3651,4672,12398.0,115.40799043311668,22.79908323386688
16,0.0,2333,1816,5000,1816,5000,5000,12398.0,115.42163061327267,22.79908323386688
17,2.118,2333,1816,5000,1816,5000,5000,12398.0,115.42267985790008,22.799083233866877
18,29.151,5000,5000,5000,5000,5000,5000,12398.0,115.42687683640962,22.79908323386688
19,9.258,5000,0,5000,5000,199,5000,12398.0,115.31417033936184,22.798248955578668
20,296.978,2130,1455,2092,2934,559,1564,12398.0,115.37922325955056,22.798248955578675
21,151.862,2141,1442,2102,2945,550,1574,12398.0,115.38027250019876,22.79824895557867
22,149.44,3218,1835,3238,2819,1674,2710,12398.0,115.38866642538439,22.798248955578675
23,47.219,3218,1835,3238,2819,1674,2710,12398.0,115.38971566603257,22.798248955578675
24,370.055,2040,1641,4434,1641,2886,3907,12398.0,115.39915883186646,22.798248955578675
25,269.563,2040,1641,4434,1641,2886,3907,12398.0,115.40020807251466,22.798248955578675
26,160.25,1753,1355,4462,1355,2913,3934,12398.0,115.40230655381107,22.798248955578675
27,57.251,1753,1355,4462,1355,2913,3934,12398.0,115.40335579445926,22.798248955578675
28,68.02,1172,773,5000,773,3715,4736,12398.0,115.40440503510746,22.798248955578675
29,54.584,1172,773,5000,773,3715,4736,12398.0,115.40545427575566,22.798248955578675
30,82.733,1086,688,5000,688,3630,4650,12398.0,115.40650351640389,22.798248955578675
31,80.703,966,567,5000,567,3526,4547,12398.0,115.40755275705209,22.798248955578675
32,151.419,824,426,5000,426,3668,4688,12398.0,115.40860199770029,22.798248955578675
33,147.965,711,312,5000,312,3781,4802,12398.0,115.40965123834847,22.798248955578675
34,184.024,290,226,5000,226,4202,5000,12398.0,115.41384820094129,22.798248955578675
35,34.447,1994,1477,5000,1477,5000,5000,12398.0,115.42014364483052,22.798248955578675
36,2.026,2003,1486,5000,1486,5000,5000,12398.0,115.42119288547873,22.798248955578675
37,0.0,2096,1579,5000,1579,5000,5000,12398.0,115.42224212612696,22.79824895557867
38,0.0,5000,0,5000,5000,199,5000,12398.0,115.3137330380925,22.797414679232627
39,2.297,5000,0,5000,5000,199,5000,12398.0,115.31478227476173,22.797414679232627
40,156.569,2457,1046,2449,3261,886,1921,12398.0,115.3829826582605,22.79741467923263
41,163.796,2457,1046,2449,3261,886,1921,12398.0,115.38403189492972,22.797414679232627
42,134.342,2040,1641,4434,1641,2886,3907,12398.0,115.39977044496787,22.797414679232627
43,143.272,1883,1484,4277,1484,2729,3750,12398.0,115.4008196816371,22.797414679232627
44,260.127,1753,1355,4462,1355,2913,3934,12398.0,115.40186891830633,22.79741467923263
45,171.925,1753,1355,4462,1355,2913,3934,12398.0,115.40291815497552,22.797414679232627
46,19.342,1088,690,4990,690,3442,4462,12398.0,115.4071151016524,22.797414679232627
47,16.395,1088,690,4990,690,3442,4462,12398.0,115.40816433832158,22.797414679232627
48,73.868,711,312,5000,312,3781,4802,12398.0,115.4092135749908,22.79741467923263
49,129.452,711,312,5000,312,3781,4802,12398.0,115.41026281166002,22.797414679232627
50,21.921,2045,1528,5000,1528,5000,5000,12398.0,115.42075517835212,22.797414679232627
51,0.0,2033,1516,5000,1516,5000,5000,12398.0,115.42180441502136,22.79741467923263
52,0.502,5000,199,5000,5000,0,5000,12398.0,115.3132957574707,22.79658040482866
53,3.804,5000,137,5000,5000,76,5000,12398.0,115.31434499016112,22.796580404828664
54,40.923,5000,188,5000,5000,128,5000,12398.0,115.31539422285152,22.796580404828656
55,167.508,2457,1046,2449,3261,886,1921,12398.0,115.38254511503757,22.796580404828664
56,138.386,2457,1046,2449,3261,886,1921,12398.0,115.38359434772796,22.79658040482866
57,76.277,1817,1418,4242,1418,2694,3714,12398.0,115.40038207077447,22.79658040482866
58,187.922,1792,1394,4248,1394,2700,3721,12398.0,115.40143130346488,22.79658040482866
59,157.829,1631,1233,4414,1233,2865,3886,12398.0,115.40248053615531,22.796580404828664
60,79.995,1569,1170,4510,1170,2961,3982,12398.0,115.40352976884571,22.796580404828664
61,0.276,1219,821,4821,821,3273,4293,12398.0,115.40562823422653,22.79658040482866
62,4.099,1134,735,4906,735,3358,4379,12398.0,115.40667746691693,22.79658040482866
63,7.737,1180,781,4900,781,3352,4372,12398.0,115.40772669960734,22.796580404828664
64,1.842,1219,820,4989,820,3441,4461,12398.0,115.40877593229774,22.796580404828664
65,174.584,517,0,5000,0,4094,5000,12398.0,115.41192363036897,22.796580404828664
66,176.057,517,0,5000,0,4094,5000,12398.0,115.41297286305937,22.796580404828664
67,35.414,1904,1387,5000,1387,5000,5000,12398.0,115.42031749189222,22.79658040482866
68,0.046,2044,1527,5000,1527,5000,5000,12398.0,115.42136672458265,22.796580404828664
69,15.059,2159,1581,5000,1642,5000,5000,12398.0,115.42241595727305,22.796580404828664
70,0.0,5000,199,5000,5000,0,5000,12398.0,115.31285849749581,22.795746132366688
71,3.158,5000,185,5000,5000,111,5000,12398.0,115.3139077262076,22.795746132366684
72,3.66,4984,283,5000,5000,0,5000,12398.0,115.31495695491938,22.79574613236668
73,23.981,4811,417,4939,5000,206,5000,12398.0,115.31600618363119,22.795746132366684
74,92.651,4783,451,4911,5000,178,5000,12398.0,115.31705541234295,22.79574613236668
75,142.386,4676,553,4803,5000,70,5000,12398.0,115.31810464105473,22.79574613236668
76,119.95,1725,1073,1687,2529,135,1159,12398.0,115.37686144891497,22.795746132366684
77,128.273,2025,1625,4015,1627,2467,3487,12398.0,115.3978460231508,22.795746132366688
78,165.699,2025,1625,4015,1627,2467,3487,12398.0,115.39889525186258,22.795746132366684
79,272.763,3408,2612,4965,3010,3454,4437,12398.0,115.39994448057438,22.795746132366688
80,318.771,3465,2669,4990,3067,3511,4494,12398.0,115.40099370928615,22.795746132366688
81,222.431,3506,2710,5000,3107,3551,4535,12398.0,115.40204293799793,22.795746132366684
82,27.435,1184,785,4897,785,3349,4369,12398.0,115.4062398528451,22.795746132366684
83,96.293,1190,792,4888,792,3340,4360,12398.0,115.40728908155688,22.795746132366684
84,62.815,1219,820,4989,820,3441,4461,12398.0,115.4083383102687,22.795746132366684
85,26.019,1904,1387,5000,1387,5000,5000,12398.0,115.41987982609838,22.795746132366684
86,0.0,2154,1637,5000,1637,5000,5000,12398.0,115.42092905481016,22.795746132366684
87,0.0,2153,1636,5000,1636,5000,5000,12398.0,115.42197828352195,22.795746132366684
88,0.0,2408,1578,5000,1890,5000,5000,12398.0,115.42302751223374,22.795746132366688
89,12.344,4811,417,4939,5000,206,5000,12398.0,115.31556893236727,22.79491186184661
90,79.231,4811,417,4939,5000,206,5000,12398.0,115.3166181571006,22.794911861846607
91,50.883,4676,553,4803,5000,70,5000,12398.0,115.31766738183399,22.794911861846614
92,32.654,4619,613,4754,5000,10,5000,12398.0,115.31871660656734,22.794911861846607
93,38.395,808,23,626,754,2270,1154,12398.0,115.36488249483521,22.79491186184661
94,24.82,810,10,618,757,2262,1146,12398.0,115.36593171956856,22.79491186184661
95,72.317,1646,1052,1607,2450,68,1080,12398.0,115.37642396690218,22.79491186184661
96,180.66,1699,991,1660,2502,62,1132,12398.0,115.37747319163553,22.79491186184661
97,350.078,3426,2630,4983,3028,3471,4455,12398.0,115.39950691103611,22.79491186184661
98,315.831,3384,2588,4941,2986,3430,4413,12398.0,115.40055613576946,22.79491186184661
99,320.847,3265,2469,4822,2867,3310,4294,12398.0,115.40160536050284,22.79491186184661
100,85.134,1377,979,5000,979,3526,4547,12398.0,115.40685148416964,22.79491186184661
101,152.34,1475,1076,5000,1076,3624,4644,12398.0,115.407900708903,22.794911861846614
102,6.401,1582,1184,5000,1184,3784,4805,12398.0,115.41104838310306,22.79491186184661
103,51.348,1582,1184,5000,1184,3798,4819,12398.0,115.41209760783644,22.794911861846607
104,0.0,2285,1455,5000,1768,5000,5000,12398.0,115.4215406304367,22.79491186184661
105,20.677,2294,1464,5000,1777,5000,5000,12398.0,115.42258985517006,22.79491186184661
106,50.165,4138,1094,4272,4897,11,5000,12398.0,115.32247624703538,22.794077593268348
107,74.135,4131,1105,4272,4899,22,5000,12398.0,115.32352546779049,22.79407759326835
108,117.411,4026,1203,4153,4776,118,5000,12398.0,115.32457468854565,22.79407759326835
109,94.015,1078,415,277,277,2760,1644,12398.0,115.35919897346456,22.79407759326835
110,31.865,1075,422,282,271,2758,1642,12398.0,115.36024819421971,22.794077593268348
111,26.267,970,0,514,504,2433,1316,12398.0,115.36234663572992,22.79407759326835
112,58.562,964,6,508,497,2426,1310,12398.0,115.36339585648501,22.79407759326835
113,58.884,797,13,615,744,2259,1143,12398.0,115.36444507724016,22.794077593268348
114,114.329,797,13,615,744,2259,1143,12398.0,115.36549429799528,22.79407759326835
115,189.481,1996,586,1989,2800,425,1461,12398.0,115.38018338856692,22.794077593268348
116,203.405,1996,586,1989,2800,425,1461,12398.0,115.38123260932208,22.79407759326835
117,216.291,2447,1213,3602,2048,2054,3075,12398.0,115.39487247913861,22.79407759326835
118,86.136,2387,1268,3658,1989,2109,3130,12398.0,115.39592169989373,22.79407759326835
119,251.143,2408,1325,3714,2010,2166,3187,12398.0,115.39697092064885,22.79407759326835
120,360.974,3159,2363,4716,2761,3205,4188,12398.0,115.3990693621591,22.79407759326835
121,384.67,3159,2363,4716,2761,3205,4188,12398.0,115.40011858291423,22.794077593268348
122,364.434,3210,2414,4767,2812,3256,4239,12398.0,115.40116780366932,22.79407759326835
123,204.529,3138,2342,4695,2740,3183,4167,12398.0,115.40221702442443,22.79407759326835
124,148.702,1377,979,5000,979,3526,4547,12398.0,115.40641390744491,22.79407759326835
125,239.056,1475,1076,5000,1076,3624,4644,12398.0,115.40746312820005,22.79407759326835
126,41.493,1598,1199,5000,1199,3785,4806,12398.0,115.41061079046538,22.79407759326835
127,8.796,1582,1184,5000,1184,3798,4819,12398.0,115.4116600112205,22.794077593268355
128,8.658,2399,1341,5000,1882,5000,5000,12398.0,115.4221522187717,22.79407759326835
129,142.992,2399,1341,5000,1882,5000,5000,12398.0,115.42320143952684,22.794077593268348
130,143.913,2561,1267,5000,2044,5000,5000,12398.0,115.42425066028194,22.79407759326835
131,0.144,4131,1105,4272,4899,22,5000,12398.0,115.32203900921688,22.79324332663182
132,27.128,4131,1105,4272,4899,22,5000,12398.0,115.32308822599394,22.793243326631817
133,72.198,4026,1203,4153,4776,118,5000,12398.0,115.32413744277105,22.793243326631814
134,0.0,1364,0,743,754,2590,1931,12398.0,115.35456472930592,22.793243326631817
135,23.109,1427,0,680,691,2653,1994,12398.0,115.35561394608297,22.793243326631817
136,138.869,1080,408,271,282,2763,1647,12398.0,115.35876159641417,22.79324332663182
137,71.336,1075,422,282,271,2758,1642,12398.0,115.35981081319126,22.793243326631817
138,134.635,958,12,501,491,2420,1304,12398.0,115.36295846352245,22.793243326631817
139,164.697,1981,573,1973,2785,410,1446,12398.0,115.37974593195545,22.793243326631814
140,47.392,1989,579,1981,2793,417,1453,12398.0,115.38079514873256,22.79324332663181
141,281.238,2235,334,2227,3039,676,1700,12398.0,115.38289358228668,22.793243326631814
142,18.569,2447,1213,3602,2048,2054,3075,12398.0,115.39443496683442,22.793243326631817
143,31.546,2425,1306,3696,2026,2147,3168,12398.0,115.39548418361147,22.79324332663181
144,98.644,2408,1325,3714,2010,2166,3187,12398.0,115.39653340038858,22.793243326631817
145,186.741,3121,2325,4677,2722,3166,4150,12398.0,115.3975826171656,22.793243326631814
146,191.439,3030,2234,4587,2632,3075,4059,12398.0,115.39863183394269,22.793243326631817
147,174.63,3099,2303,4656,2700,3144,4128,12398.0,115.39968105071974,22.793243326631814
148,195.307,3138,2342,4695,2740,3183,4167,12398.0,115.40073026749678,22.79324332663181
149,128.301,3086,2290,4643,2688,3131,4115,12398.0,115.40177948427386,22.793243326631817
150,114.532,2561,1267,5000,2044,5000,5000,12398.0,115.42381303659225,22.793243326631817
151,0.861,1364,0,743,754,2590,1931,12398.0,115.35412738881985,22.792409061936933
152,18.488,1364,0,743,754,2590,1931,12398.0,115.35517660161901,22.792409061936933
