,POP_2015,active_living,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,65.274,5000,2467,4223,820,5000,4223,8462.0,83.20228817732749,26.099602460195268
1,145.838,5000,3531,4085,1453,5000,4085,8462.0,83.17168453782229,26.097917214875007
2,30.411,5000,3531,4085,1453,5000,4085,8462.0,83.17275095768262,26.097917214875007
3,15.542,5000,2776,3433,536,5000,3433,8462.0,83.1823487364257,26.09791721487501
4,48.683,5000,2776,3433,536,5000,3433,8462.0,83.18341515628603,26.097917214875007
5,77.372,5000,2692,3579,363,5000,3579,8462.0,83.18448157614637,26.097917214875007
6,34.989,5000,2533,3419,146,5000,3419,8462.0,83.18661441586707,26.09791721487501
7,44.23,5000,2387,3273,0,5000,3273,8462.0,83.18768083572739,26.097917214875007
8,26.883,5000,2387,3273,0,5000,3273,8462.0,83.18874725558776,26.09791721487501
9,40.576,5000,2317,3941,668,5000,3941,8462.0,83.1930129350291,26.09791721487501
10,20.162,5000,2391,4024,751,5000,4024,8462.0,83.19407935488944,26.097917214875007
11,53.555,5000,2191,3947,691,5000,3947,8462.0,83.19621219461013,26.09791721487501
12,0.21,5000,2257,4013,610,5000,4013,8462.0,83.2004778740515,26.097917214875007
13,143.402,5000,2257,4013,610,5000,4013,8462.0,83.20154429391184,26.09791721487501
14,72.331,5000,3610,3763,1045,5000,3763,8462.0,83.17024633950054,26.097074595670264
15,2.394,5000,3553,3953,1236,5000,3953,8462.0,83.17131275459393,26.097074595670275
16,4.536,5000,3531,4085,1453,5000,4085,8462.0,83.17237916968729,26.097074595670268
17,25.496,5000,3632,4186,1553,5000,4186,8462.0,83.17344558478065,26.097074595670268
18,22.472,5000,3312,3866,1237,5000,3866,8462.0,83.17451199987404,26.097074595670268
19,70.777,5000,3312,3866,1237,5000,3866,8462.0,83.17557841496739,26.097074595670268
20,62.712,5000,2827,3381,795,5000,3381,8462.0,83.17984407534088,26.097074595670268
21,17.18,5000,2779,3333,747,5000,3333,8462.0,83.18091049043424,26.097074595670268
22,45.91,5000,2785,3339,630,5000,3339,8462.0,83.18197690552762,26.097074595670268
23,80.732,5000,2756,3439,551,5000,3439,8462.0,83.183043320621,26.097074595670268
24,101.818,5000,2643,3518,443,5000,3518,8462.0,83.18410973571436,26.097074595670268
25,178.937,5000,2531,3417,404,5000,3417,8462.0,83.18517615080773,26.097074595670268
26,55.991,5000,2533,3419,146,5000,3419,8462.0,83.18624256590111,26.09707459567027
27,86.906,5000,2387,3273,0,5000,3273,8462.0,83.18730898099447,26.09707459567027
28,146.468,5000,2357,3243,0,5000,3243,8462.0,83.18837539608785,26.097074595670268
29,41.584,5000,2428,3497,224,5000,3497,8462.0,83.19050822627457,26.097074595670268
30,24.11,5000,2272,3881,607,5000,3881,8462.0,83.19264105646133,26.097074595670268
31,130.633,5000,2293,3901,628,5000,3901,8462.0,83.1937074715547,26.097074595670275
32,57.378,5000,2208,3964,708,5000,3964,8462.0,83.19477388664806,26.09707459567027
33,90.687,5000,2191,3947,691,5000,3947,8462.0,83.19584030174144,26.09707459567027
34,26.757,5000,2120,3876,473,5000,3876,8462.0,83.19903954702156,26.097074595670268
35,52.253,5000,2124,3880,478,5000,3880,8462.0,83.20010596211492,26.097074595670268
36,95.223,5000,2163,3919,516,5000,3919,8462.0,83.2011723772083,26.097074595670268
37,14.785,5000,3705,3667,950,5000,3667,8462.0,83.16987457770169,26.096231978769
38,29.991,5000,3486,3886,1169,5000,3886,8462.0,83.1709409880283,26.096231978769
39,3.528,5000,3367,3921,1288,5000,3921,8462.0,83.1720073983549,26.096231978769005
40,6.553,5000,3312,3866,1237,5000,3866,8462.0,83.17414021900814,26.096231978769005
41,25.034,5000,3312,3866,1237,5000,3866,8462.0,83.17520662933475,26.096231978769
42,15.079,5000,3004,3558,1088,5000,3558,8462.0,83.17733944998798,26.096231978769
43,128.197,5000,2904,3458,988,5000,3458,8462.0,83.17840586031461,26.09623197876901
44,78.17,5000,2860,3414,944,5000,3414,8462.0,83.17947227064121,26.096231978769005
45,92.367,5000,2827,3381,795,5000,3381,8462.0,83.18053868096781,26.096231978769
46,31.083,5000,2681,3235,734,5000,3235,8462.0,83.18160509129443,26.096231978769
47,17.18,5000,2743,3345,667,5000,3345,8462.0,83.18267150162106,26.096231978769005
48,44.776,5000,2743,3345,667,5000,3345,8462.0,83.18373791194766,26.096231978769
49,20.708,5000,2531,3417,404,5000,3417,8462.0,83.18480432227427,26.096231978769005
50,44.818,5000,2410,3296,283,5000,3296,8462.0,83.18587073260089,26.096231978769
