,POP_2015,active_living,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
83,65.949,2531,2615,2661,804,3195,8312.0,81.36511534658302,23.309193729075773
84,48.967,2509,2594,2683,825,3174,8312.0,81.3661670578375,23.309193729075773
85,10.421,2411,2496,2799,47,3076,8312.0,81.36932219160093,23.30919372907578
86,52.181,2366,2451,2843,92,3031,8312.0,81.3703739028554,23.309193729075773
87,54.425,2509,2594,2683,825,3174,8312.0,81.36479853439776,23.30835824774646
88,47.978,2246,2330,2896,212,2911,8312.0,81.37005707019482,23.30835824774646
89,31.13,2323,2408,2902,1007,2988,8312.0,81.3655334400883,23.30752276841298
90,21.545,2306,2391,2886,990,2971,8312.0,81.36658514315285,23.307522768412984
91,27.859,2109,2194,2769,349,2774,8312.0,81.36974025234647,23.30752276841298
92,69.524,2163,2248,2823,847,2828,8312.0,81.3662683524003,23.306687291075242
93,1.978,2191,2276,2851,800,2856,8312.0,81.36732005137017,23.306687291075242
94,37.215,2052,2136,2711,406,2716,8312.0,81.36942344930989,23.306687291075242
95,72.167,1120,962,0,0,2627,8312.0,81.35543462770461,23.305851815733156
96,82.036,1120,962,0,0,2627,8312.0,81.35648632258,23.305851815733153
97,43.3,2128,2213,2788,882,2793,8312.0,81.36595157645847,23.305851815733163
98,46.248,2191,2276,2851,800,2856,8312.0,81.36700327133384,23.305851815733156
99,30.312,2078,2162,2737,686,2742,8312.0,81.36805496620923,23.30585181573316
100,46.59,1925,2009,2584,533,2589,8312.0,81.3691066610846,23.305851815733153
101,58.855,1363,1204,242,0,2869,8312.0,81.35301452595378,23.305016342386622
102,66.405,1363,1204,242,0,2869,8312.0,81.35406621673488,23.305016342386633
103,47.75,1120,962,0,0,2627,8312.0,81.35511790751596,23.305016342386626
104,58.247,1120,962,0,0,2627,8312.0,81.35616959829704,23.30501634238663
105,14.909,1968,2052,2627,1043,2632,8312.0,81.36563481532689,23.30501634238663
106,38.793,2093,2178,2753,917,2758,8312.0,81.36668650610797,23.305016342386633
107,65.226,2095,2180,2755,704,2760,8312.0,81.36773819688905,23.305016342386626
108,64.655,1925,2009,2584,533,2589,8312.0,81.36878988767016,23.305016342386626
109,65.264,1925,2009,2584,533,2589,8312.0,81.36984157845124,23.305016342386626
110,40.98,2029,2114,2689,936,2694,8312.0,81.37299665079452,23.305016342386626
111,67.641,2135,2219,2794,847,2799,8312.0,81.37404834157563,23.305016342386633
112,68.44,2224,2309,2884,860,2889,8312.0,81.3751000323567,23.305016342386626
113,32.594,923,765,196,0,2430,8312.0,81.3558528888222,23.304180871035584
114,39.991,923,765,196,0,2430,8312.0,81.35690457550918,23.30418087103558
115,48.834,1028,770,531,0,2535,8312.0,81.35900794888319,23.304180871035584
116,51.705,1028,770,531,0,2535,8312.0,81.36005963557015,23.30418087103558
117,68.288,1955,2040,2615,1055,2620,8312.0,81.36531806900513,23.304180871035577
118,16.563,1943,2028,2603,1067,2608,8312.0,81.36636975569209,23.30418087103558
119,48.016,1959,2043,2618,866,2624,8312.0,81.37162818912704,23.304180871035584
120,76.274,1994,2079,2653,901,2659,8312.0,81.37267987581403,23.304180871035577
121,56.269,2104,2189,2764,1011,2769,8312.0,81.37373156250102,23.304180871035584
122,8.767,923,765,196,0,2430,8312.0,81.35553619415495,23.30334540167991
123,41.303,923,765,196,0,2430,8312.0,81.35658787674801,23.303345401679913
124,71.178,962,704,597,65,2469,8312.0,81.3586912419342,23.30334540167991
125,51.306,962,704,597,65,2469,8312.0,81.35974292452728,23.303345401679913
126,70.608,909,599,702,0,2415,8312.0,81.36079460712035,23.303345401679902
127,57.353,1823,1908,2482,1065,2488,8312.0,81.36500133749269,23.303345401679913
128,58.932,1822,1906,2481,1064,2486,8312.0,81.36605302008576,23.30334540167991
129,48.682,1634,1718,2293,824,2298,8312.0,81.369208067865,23.30334540167991
130,85.117,1634,1718,2293,824,2298,8312.0,81.37025975045806,23.303345401679913
131,63.572,2049,2133,2708,1100,2713,8312.0,81.37236311564423,23.303345401679913
132,88.312,2049,2133,2708,1100,2713,8312.0,81.37341479823729,23.30334540167991
133,85.402,1173,1015,512,270,2680,8312.0,81.35206447879678,23.30250993431954
134,63.191,1173,1015,512,270,2680,8312.0,81.35311615729613,23.30250993431954
135,56.288,746,588,373,0,2253,8312.0,81.35627119279421,23.30250993431953
136,54.539,746,588,373,0,2253,8312.0,81.35732287129356,23.30250993431954
137,93.37,909,599,702,0,2415,8312.0,81.35942622829229,23.302509934319534
138,88.483,909,599,702,0,2415,8312.0,81.36047790679164,23.30250993431954
139,31.624,1743,1827,2402,985,2407,8312.0,81.36573629928846,23.30250993431954
140,77.073,1634,1718,2293,824,2298,8312.0,81.36889133478654,23.30250993431954
141,73.403,1634,1718,2293,824,2298,8312.0,81.3699430132859,23.30250993431954
142,79.431,1794,1879,2454,985,2459,8312.0,81.37099469178526,23.30250993431954
143,90.232,1966,2050,2625,1117,2631,8312.0,81.37204637028462,23.302509934319534
144,73.422,2092,2176,2751,1037,2756,8312.0,81.37309804878397,23.30250993431954
145,36.359,2123,2208,2782,1006,2788,8312.0,81.37414972728335,23.30250993431954
146,14.643,746,588,373,0,2253,8312.0,81.35595452364727,23.30167446895437
147,73.631,746,588,373,0,2253,8312.0,81.35700619805313,23.30167446895437
148,77.625,774,615,785,254,2280,8312.0,81.35805787245896,23.30167446895437
149,98.371,774,615,785,254,2280,8312.0,81.35910954686479,23.301674468954364
150,104.704,830,520,975,272,2179,8312.0,81.36226457008227,23.30167446895437
151,15.917,1430,1515,2090,672,2095,8312.0,81.36752294211144,23.30167446895437
152,56.688,1447,1531,2106,689,2111,8312.0,81.36857461651728,23.301674468954374
153,100.026,1854,1939,2514,1045,2519,8312.0,81.37067796532895,23.30167446895437
154,71.444,1856,1940,2515,962,2520,8312.0,81.37172963973478,23.30167446895437
155,41.456,1969,2054,2629,1160,2634,8312.0,81.37278131414061,23.30167446895437
156,44.631,2247,2332,2907,881,2743,8312.0,81.37383298854644,23.30167446895437
157,75.095,2282,2366,2941,826,2688,8312.0,81.37488466295228,23.30167446895437
158,34.02,2365,2450,3025,839,2700,8312.0,81.37593633735813,23.301674468954367
159,60.7,529,371,590,217,2036,8312.0,81.35668953961928,23.300839005584333
160,8.025,672,514,801,355,2179,8312.0,81.35774120993177,23.30083900558433
161,44.384,672,514,801,355,2179,8312.0,81.35879288024427,23.300839005584336
162,67.013,789,631,918,472,2296,8312.0,81.35984455055676,23.300839005584333
163,91.221,652,342,959,256,2159,8312.0,81.36089622086925,23.30083900558433
164,77.168,775,464,987,284,2159,8312.0,81.36194789118176,23.300839005584333
165,72.319,774,640,1095,392,2059,8312.0,81.36299956149425,23.300839005584333
166,46.0,1015,934,1508,632,2055,8312.0,81.36405123180676,23.300839005584333
167,35.408,1015,934,1508,632,2055,8312.0,81.36510290211925,23.300839005584333
168,71.425,1586,1671,2246,828,2251,8312.0,81.36930958336923,23.300839005584333
169,83.995,1655,1739,2314,897,2319,8312.0,81.37036125368174,23.30083900558433
170,36.321,1831,1915,2490,991,2495,8312.0,81.37141292399423,23.300839005584333
171,44.878,2130,2214,2789,685,2546,8312.0,81.37351626461921,23.300839005584333
172,68.269,2170,2255,2830,644,2505,8312.0,81.37456793493172,23.30083900558433
173,94.074,2379,2464,3044,827,2689,8312.0,81.37561960524424,23.300839005584333
174,60.7,2393,2477,3064,816,2678,8312.0,81.37667127555675,23.30083900558433
175,98.143,823,853,870,0,2413,8312.0,81.35216623111417,23.300003544209318
176,32.195,823,853,870,0,2413,8312.0,81.35321789733354,23.300003544209314
177,40.714,532,562,781,290,2164,8312.0,81.35532122977223,23.300003544209318
178,54.33,529,371,590,217,2036,8312.0,81.35637289599157,23.300003544209318
179,38.413,495,337,624,250,2002,8312.0,81.35742456221095,23.300003544209314
180,25.216,789,631,918,472,2296,8312.0,81.35952789464964,23.30000354420932
181,49.709,719,409,999,297,2139,8312.0,81.36057956086898,23.300003544209318
182,72.186,634,495,1086,383,2053,8312.0,81.36163122708834,23.30000354420932
183,81.903,774,640,1095,392,2059,8312.0,81.3626828933077,23.300003544209318
184,78.328,1015,934,1508,632,2055,8312.0,81.36373455952705,23.300003544209318
185,51.515,1015,934,1508,632,2055,8312.0,81.3647862257464,23.300003544209318
186,63.895,1161,1246,1821,403,1826,8312.0,81.36794122440443,23.300003544209318
187,34.153,1747,1832,2406,989,2412,8312.0,81.37004455684315,23.300003544209318
188,1.483,1701,1785,2360,943,2365,8312.0,81.37109622306251,23.300003544209314
189,50.127,2170,2255,2830,644,2505,8312.0,81.37319955550122,23.300003544209318
190,61.48,2175,2260,2850,624,2485,8312.0,81.37425122172056,23.30000354420932
191,66.405,2104,2188,2947,527,2389,8312.0,81.37530288793992,23.300003544209314
192,24.607,823,853,870,0,2413,8312.0,81.35184961866399,23.299168084829244
193,19.302,823,853,870,0,2413,8312.0,81.35290128079036,23.29916808482924
194,29.932,688,718,938,134,2279,8312.0,81.35395294291678,23.299168084829244
195,71.083,466,527,814,356,2098,8312.0,81.35500460504316,23.29916808482924
196,49.062,432,492,779,390,2064,8312.0,81.35605626716958,23.299168084829244
197,80.04,472,557,1247,544,1892,8312.0,81.36026291567515,23.299168084829237
198,98.333,649,530,1121,418,2052,8312.0,81.36131457780155,23.299168084829233
199,77.149,698,585,1175,473,2005,8312.0,81.36236623992797,23.29916808482924
200,80.173,774,651,1225,507,1929,8312.0,81.36341790205437,23.299168084829237
201,59.654,884,803,1377,501,1923,8312.0,81.36446956418077,23.29916808482924
202,77.149,1161,1246,1821,403,1826,8312.0,81.36657288843355,23.299168084829244
203,87.627,1161,1246,1821,403,1826,8312.0,81.36762455055995,23.299168084829244
204,55.68,1274,1359,2023,493,1916,8312.0,81.36867621268635,23.299168084829244
205,42.939,1872,1956,2766,295,2156,8312.0,81.37288286119195,23.29916808482924
206,45.487,2104,2188,2947,527,2389,8312.0,81.37393452331834,23.299168084829244
207,73.593,2066,2151,2961,490,2351,8312.0,81.37498618544475,23.299168084829244
208,7.721,560,868,1107,302,2111,8312.0,81.35258467905187,23.29833262744403
209,25.843,688,718,938,134,2279,8312.0,81.35363633708552,23.298332627444026
210,81.466,304,614,1022,558,1922,8312.0,81.35468799511915,23.298332627444022
211,66.785,234,75,886,512,1740,8312.0,81.3588946272537,23.298332627444022
212,41.475,310,0,962,588,1816,8312.0,81.35994628528735,23.29833262744403
213,75.647,472,557,1247,544,1892,8312.0,81.36099794332098,23.298332627444026
214,89.947,622,592,1182,479,2041,8312.0,81.36204960135463,23.29833262744403
215,78.385,811,730,1304,427,1850,8312.0,81.36310125938826,23.29833262744403
216,78.994,727,812,1387,344,1767,8312.0,81.3641529174219,23.298332627444026
217,56.992,954,1038,1613,350,1773,8312.0,81.36520457545554,23.29833262744403
218,88.597,1026,1111,1775,245,1668,8312.0,81.36625623348915,23.298332627444022
219,72.376,1026,1111,1775,245,1668,8312.0,81.3673078915228,23.29833262744403
220,71.292,1274,1359,2023,493,1916,8312.0,81.36835954955643,23.298332627444026
221,67.204,1734,1819,2629,859,2059,8312.0,81.37151452365735,23.298332627444022
222,56.231,1872,1956,2766,295,2156,8312.0,81.372566181691,23.29833262744403
223,40.999,596,907,1156,352,2147,8312.0,81.3522680921176,23.297497172053575
224,17.039,418,728,1136,445,1968,8312.0,81.35331974605866,23.29749717205357
225,76.084,353,663,1071,540,1922,8312.0,81.35437139999972,23.297497172053575
226,79.868,275,585,993,584,1850,8312.0,81.35542305394078,23.29749717205357
227,79.868,175,485,1036,647,1829,8312.0,81.35647470788184,23.29749717205357
228,63.096,42,352,1123,742,1731,8312.0,81.35752636182292,23.297497172053575
229,76.446,112,197,1007,633,1619,8312.0,81.358578015764,23.29749717205357
230,55.166,112,197,1007,633,1619,8312.0,81.35962966970506,23.297497172053575
231,75.628,306,391,1201,579,1725,8312.0,81.36068132364613,23.297497172053575
232,89.757,498,583,1391,462,1812,8312.0,81.36173297758718,23.29749717205357
233,90.08,498,583,1391,462,1812,8312.0,81.36278463152824,23.297497172053575
234,84.604,727,812,1387,344,1767,8312.0,81.36383628546933,23.297497172053575
235,67.641,864,948,1523,260,1683,8312.0,81.3648879394104,23.297497172053575
236,64.351,1026,1111,1775,245,1668,8312.0,81.36593959335146,23.29749717205357
237,103.03,1026,1111,1775,245,1668,8312.0,81.36699124729253,23.297497172053575
238,85.878,1177,1262,1926,396,1819,8312.0,81.36804290123358,23.29749717205357
239,18.75,1734,1819,2629,859,2059,8312.0,81.37119786305678,23.29749717205357
240,44.802,1719,1804,2614,142,2004,8312.0,81.37224951699784,23.29749717205358
241,61.898,1717,1801,2612,140,2001,8312.0,81.37330117093892,23.29749717205357
242,51.135,2438,2523,3333,861,2392,8312.0,81.37435282488,23.29749717205357
243,56.174,2277,2361,3171,700,2230,8312.0,81.37540447882107,23.297497172053575
244,75.78,2277,2361,3171,700,2230,8312.0,81.37645613276212,23.29749717205357
245,83.234,353,663,1071,540,1873,8312.0,81.3540548196844,23.29666171865779
246,43.471,303,613,1021,592,1821,8312.0,81.3551064695331,23.296661718657795
247,78.67,277,587,1118,689,1724,8312.0,81.35615811938179,23.296661718657795
248,87.95,246,557,1211,781,1632,8312.0,81.35720976923048,23.296661718657795
249,86.905,104,302,1112,738,1605,8312.0,81.35826141907916,23.296661718657795
250,54.634,203,288,1098,724,1528,8312.0,81.35931306892785,23.296661718657795
251,47.522,267,351,1162,541,1684,8312.0,81.36036471877654,23.296661718657795
252,106.681,422,506,1317,386,1735,8312.0,81.36141636862521,23.2966617186578
253,67.945,480,565,1375,327,1675,8312.0,81.3624680184739,23.29666171865779
254,70.551,551,635,1446,257,1679,8312.0,81.3635196683226,23.2966617186578
255,76.769,838,923,1660,57,1480,8312.0,81.36562296801996,23.2966617186578
256,82.683,882,966,1630,101,1523,8312.0,81.36667461786865,23.29666171865779
257,38.907,1719,1804,2614,142,2004,8312.0,81.3719328671121,23.29666171865779
258,89.738,1687,1772,2582,110,1972,8312.0,81.37298451696078,23.29666171865779
259,68.744,2438,2523,3333,861,2392,8312.0,81.37403616680946,23.296661718657795
260,31.225,2044,2129,2939,467,1998,8312.0,81.37719111635553,23.29666171865779
261,6.846,2044,2129,2939,467,1998,8312.0,81.37824276620422,23.29666171865779
262,51.439,96,407,1217,843,1591,8312.0,81.35689319144225,23.29582626725661
263,90.727,146,456,1267,881,1541,8312.0,81.35794483719874,23.295826267256615
264,60.947,203,288,1098,724,1528,8312.0,81.35899648295526,23.29582626725661
265,38.432,355,440,1250,614,1591,8312.0,81.36004812871174,23.29582626725661
266,42.673,501,585,1396,468,1534,8312.0,81.36109977446826,23.295826267256615
267,28.429,501,585,1396,468,1534,8312.0,81.36215142022475,23.29582626725661
268,70.075,808,893,1703,0,1422,8312.0,81.36530635749423,23.29582626725661
269,70.646,1087,1171,1982,212,1412,8312.0,81.36846129476375,23.295826267256615
270,38.451,1299,1384,2194,0,1584,8312.0,81.36951294052024,23.29582626725661
271,73.783,1299,1384,2194,0,1584,8312.0,81.37056458627674,23.29582626725661
272,53.892,1468,1552,2362,593,1793,8312.0,81.37161623203326,23.29582626725661
273,59.065,1576,1661,2471,0,1861,8312.0,81.37266787778974,23.29582626725661
274,98.771,1576,1661,2471,0,1861,8312.0,81.37371952354624,23.29582626725661
275,90.366,2044,2129,2939,467,1998,8312.0,81.37687446081574,23.29582626725661
276,50.279,2044,2129,2939,467,1998,8312.0,81.37792610657225,23.29582626725661
277,8.805,749,1060,1467,776,2300,8312.0,81.35237006179977,23.294990817849918
278,46.058,749,1060,1467,776,2300,8312.0,81.35342170346426,23.294990817849918
279,66.405,524,835,1369,939,1910,8312.0,81.35552498679327,23.294990817849918
280,63.077,207,518,1328,937,1480,8312.0,81.35762827012229,23.294990817849918
281,77.739,306,391,1201,827,1425,8312.0,81.35867991178677,23.294990817849918
282,17.989,566,651,1461,591,1380,8312.0,81.36078319511579,23.294990817849918
283,1.217,566,651,1461,591,1380,8312.0,81.36183483678032,23.29499081784992
284,52.219,1037,1122,1932,0,1193,8312.0,81.36604140343832,23.29499081784992
285,69.657,1037,1122,1932,0,1193,8312.0,81.36709304510282,23.294990817849918
286,74.563,1121,1205,2016,181,1378,8312.0,81.36814468676731,23.29499081784992
287,50.64,1299,1384,2194,0,1584,8312.0,81.37024797009633,23.294990817849925
288,83.729,822,1132,1540,849,2325,8312.0,81.35205352998584,23.294155370437643
289,38.584,773,1083,1491,800,2324,8312.0,81.35310516755854,23.294155370437647
290,10.877,1131,1397,2208,1447,1573,8312.0,81.35415680513124,23.294155370437643
291,70.912,1061,1327,2137,1376,1502,8312.0,81.35520844270394,23.294155370437643
292,62.031,1061,1327,2137,1376,1502,8312.0,81.35626008027664,23.294155370437643
293,95.272,310,620,1430,909,1378,8312.0,81.35731171784933,23.294155370437647
294,90.594,310,620,1430,909,1378,8312.0,81.35836335542203,23.294155370437643
295,82.645,447,575,1385,772,1241,8312.0,81.35941499299473,23.294155370437643
296,91.183,566,651,1461,591,1380,8312.0,81.36046663056743,23.294155370437643
297,47.674,566,651,1461,591,1380,8312.0,81.36151826814012,23.294155370437643
298,62.906,780,864,1674,377,1372,8312.0,81.36256990571283,23.294155370437643
299,61.118,780,864,1674,377,1372,8312.0,81.36362154328553,23.294155370437643
300,79.64,953,1037,1848,215,1394,8312.0,81.36467318085822,23.294155370437647
301,73.821,1037,1122,1932,0,1193,8312.0,81.36572481843089,23.294155370437636
302,78.956,1037,1122,1932,0,1193,8312.0,81.3667764560036,23.294155370437643
303,74.43,1155,1239,2050,151,1345,8312.0,81.36782809357632,23.294155370437647
304,22.839,921,1231,1639,948,2233,8312.0,81.35173701297398,23.293319925019695
305,80.23,921,1231,1639,948,2233,8312.0,81.35278864645507,23.293319925019684
306,11.125,992,1259,2069,1308,1434,8312.0,81.35489191341726,23.293319925019684
307,67.546,1061,1327,2137,1376,1502,8312.0,81.35594354689833,23.293319925019695
308,115.752,508,818,1629,1095,1221,8312.0,81.35804681386051,23.293319925019695
309,92.59,447,575,1385,772,1241,8312.0,81.35909844734158,23.293319925019684
310,92.362,540,669,1479,679,1212,8312.0,81.36015008082268,23.29331992501969
311,65.72,601,729,1540,618,1157,8312.0,81.36120171430377,23.29331992501969
312,96.622,764,848,1658,499,1240,8312.0,81.36225334778483,23.293319925019695
313,82.341,919,1003,1813,379,1230,8312.0,81.36330498126591,23.293319925019688
314,79.945,953,1037,1848,215,1394,8312.0,81.36435661474701,23.293319925019695
315,46.419,1174,1259,2069,136,1056,8312.0,81.36645988170918,23.293319925019695
316,60.301,1174,1259,2069,136,1056,8312.0,81.36751151519026,23.293319925019688
317,11.638,1138,1448,1856,1165,2016,8312.0,81.35036888137411,23.292484481595977
318,55.261,1011,1321,1729,1038,2143,8312.0,81.35142051076377,23.292484481595977
319,87.513,508,818,1629,1095,1221,8312.0,81.35773028710173,23.292484481595974
320,93.161,605,734,1544,614,1152,8312.0,81.35983354588109,23.292484481595977
321,53.056,712,840,1650,507,1046,8312.0,81.36088517527074,23.292484481595977
322,53.759,804,932,1742,577,1116,8312.0,81.3619368046604,23.292484481595974
323,89.586,919,1003,1813,379,1230,8312.0,81.36298843405005,23.292484481595974
324,78.994,919,1003,1813,379,1230,8312.0,81.3640400634397,23.292484481595977
325,64.37,1350,1435,2245,312,880,8312.0,81.36824658099836,23.292484481595977
326,9.394,1138,1448,1856,1165,2016,8312.0,81.35005239805628,23.29164904016641
327,66.88,1273,1583,1991,1300,1881,8312.0,81.35110402335471,23.29164904016641
328,83.12,1273,1583,1991,1300,1881,8312.0,81.35215564865314,23.291649040166405
329,83.063,927,1114,1924,1163,1290,8312.0,81.35531052454843,23.29164904016641
330,79.888,927,1114,1924,1163,1290,8312.0,81.35636214984687,23.291649040166405
331,56.764,681,947,1757,996,1123,8312.0,81.3574137751453,23.291649040166405
332,45.259,689,817,1627,872,999,8312.0,81.35846540044372,23.291649040166405
333,61.765,748,876,1687,813,940,8312.0,81.35951702574218,23.291649040166405
334,14.586,729,858,1668,490,1029,8312.0,81.3605686510406,23.29164904016641
335,12.532,729,858,1668,490,1029,8312.0,81.36162027633904,23.29164904016641
336,87.76,1281,1366,2176,359,867,8312.0,81.36582677753273,23.29164904016641
337,101.699,1281,1366,2176,359,867,8312.0,81.36687840283116,23.291649040166405
338,74.107,1350,1435,2245,312,880,8312.0,81.36793002812962,23.291649040166405
339,20.633,1491,1694,2210,1518,1870,8312.0,81.35078755074633,23.290813600730893
340,70.893,1491,1694,2210,1518,1870,8312.0,81.35183917195373,23.290813600730893
341,45.867,1388,1590,2106,1415,1766,8312.0,81.35289079316111,23.290813600730893
342,81.219,1089,1276,2086,1325,1452,8312.0,81.3549940355759,23.290813600730893
343,78.309,994,1181,1991,1230,1357,8312.0,81.35604565678328,23.290813600730896
344,87.798,644,910,1720,959,1086,8312.0,81.35709727799069,23.290813600730893
345,62.868,701,888,1698,937,1064,8312.0,81.35814889919807,23.290813600730893
