,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,20.446,2167,233,2054,1792,1906,1614,1982,4583.0,44.733291616808046,48.82665324178415
1,43.62,2808,1405,2695,2434,2547,1760,2623,4583.0,44.71980900301141,48.82570672321036
2,36.645,2368,965,2255,1993,2107,1319,2183,4583.0,44.7262840350831,48.82570672321036
3,1.673,2112,539,1999,1738,1851,1559,1927,4583.0,44.72887404791177,48.82570672321037
4,9.258,2112,539,1999,1738,1851,1559,1927,4583.0,44.73016905432609,48.82570672321036
5,21.237,3987,1531,3637,1296,3688,1334,4000,4583.0,44.74570913129811,48.82570672321036
6,5.672,3987,1531,3637,1296,3688,1334,4000,4583.0,44.747004137712445,48.82570672321036
7,16.659,3549,1093,3198,529,3250,638,3562,4583.0,44.75477417619847,48.82570672321036
8,8.826,3519,1063,3168,475,3220,584,3532,4583.0,44.75606918261279,48.82570672321036
9,40.542,3344,888,2994,275,3045,384,3357,4583.0,44.75736418902712,48.82570672321035
10,42.221,3313,857,2962,243,3014,353,3326,4583.0,44.758659195441446,48.82570672321036
11,19.635,3281,825,2931,212,2982,321,3294,4583.0,44.75995420185578,48.82570672321035
12,67.426,3204,748,2853,8,2905,244,3217,4583.0,44.76124920827014,48.82570672321036
13,22.789,3231,787,2880,379,2932,283,3257,4583.0,44.76254421468447,48.82570672321036
14,0.153,3401,958,3051,358,3102,454,3427,4583.0,44.7638392210988,48.82570672321036
15,0.0,3444,1000,3093,453,3145,496,3469,4583.0,44.76513422751314,48.82570672321036
16,0.0,3425,997,3074,491,3126,535,3458,4583.0,44.76642923392747,48.82570672321036
17,9.479,4171,5000,2962,2348,4062,1483,5000,4583.0,44.81045945201485,48.82570672321035
18,18.565,4171,5000,2962,2348,4062,1483,5000,4583.0,44.81175445842917,48.82570672321036
19,0.0,4691,5000,3482,2868,4582,2003,5000,4583.0,44.83376956747288,48.82570672321036
20,12.299,4691,5000,3482,2868,4582,2003,5000,4583.0,44.83506457388721,48.82570672321036
21,28.637,2452,1364,2548,2262,2484,1196,2544,4583.0,44.71927663580302,48.824760211245774
22,15.36,2452,1364,2548,2262,2484,1196,2544,4583.0,44.72057162680095,48.82476021124577
23,15.945,2209,806,2096,1834,1948,1160,2024,4583.0,44.72704658179056,48.824760211245774
24,12.592,2209,806,2096,1834,1948,1160,2024,4583.0,44.72834157278848,48.82476021124577
25,5.572,2056,557,1943,1681,1795,1503,1871,4583.0,44.729636563786414,48.824760211245774
26,15.566,1980,577,1867,1605,1719,1427,1795,4583.0,44.730931554784334,48.824760211245774
27,24.442,1933,0,1820,1558,1672,1380,1748,4583.0,44.733521536780174,48.824760211245774
28,50.436,1933,0,1820,1558,1672,1380,1748,4583.0,44.7348165277781,48.824760211245774
29,29.727,2230,827,2117,1855,1969,1626,2045,4583.0,44.738701500771874,48.824760211245774
30,24.763,2230,827,2117,1855,1969,1626,2045,4583.0,44.73999649176981,48.824760211245774
