,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,20.965,1791,2373,693,1704,2212,3214.0,15.739763256862652,-17.058701149670156
1,22.078,895,4555,108,2691,2957,3214.0,15.69979621340505,-17.059523952632738
2,8.344,899,4555,113,2691,2953,3214.0,15.700822109194469,-17.059523952632738
3,39.531,706,3900,515,2077,2291,3214.0,15.705951588141572,-17.059523952632734
4,123.009,1133,2325,1162,954,1013,3214.0,15.72134002498289,-17.059523952632738
5,47.284,1791,2373,693,1704,2212,3214.0,15.739806149192471,-17.059523952632738
6,137.924,1079,4739,293,2875,3142,3214.0,15.69881310050882,-17.060346756978976
7,92.135,1079,4739,293,2875,3142,3214.0,15.699838999094053,-17.06034675697898
8,28.301,786,4446,0,2582,2849,3214.0,15.700864897679283,-17.060346756978976
9,6.015,786,4446,0,2582,2849,3214.0,15.701890796264514,-17.060346756978976
10,23.851,706,3900,515,2077,2291,3214.0,15.705994390605442,-17.06034675697898
11,0.104,706,3900,515,2077,2291,3214.0,15.707020289190673,-17.060346756978976
12,87.858,1133,2325,1162,954,1013,3214.0,15.721382869383918,-17.06034675697898
13,164.313,845,2037,946,882,941,3214.0,15.72343466655438,-17.060346756978976
14,171.753,845,2037,946,882,941,3214.0,15.724460565139612,-17.06034675697898
15,121.583,1053,1771,679,1102,1198,3214.0,15.726512362310078,-17.060346756978976
16,141.609,1085,1803,711,1134,1276,3214.0,15.72753826089531,-17.06034675697898
17,101.939,1100,1818,727,1149,1434,3214.0,15.731641855236237,-17.060346756978976
18,101.348,1585,2132,453,1464,2006,3214.0,15.737797246747624,-17.06034675697898
19,68.945,1603,2150,470,1481,2024,3214.0,15.738823145332855,-17.060346756978976
20,118.871,1233,4893,447,3029,3296,3214.0,15.697829984410426,-17.061169562708955
21,135.803,1143,4803,356,2939,3206,3214.0,15.698855885791627,-17.061169562708958
22,107.12,986,4646,199,2782,3048,3214.0,15.699881787172826,-17.061169562708958
23,22.286,607,4267,179,2403,2669,3214.0,15.701933589935223,-17.061169562708958
24,6.502,607,4267,179,2403,2669,3214.0,15.70295949131642,-17.061169562708958
25,88.415,533,3992,342,2128,2385,3214.0,15.706037195460018,-17.061169562708958
26,141.609,845,2037,946,882,941,3214.0,15.723477518940392,-17.061169562708958
27,155.795,834,2026,935,871,930,3214.0,15.724503420321597,-17.061169562708958
28,121.166,978,1696,604,1027,1160,3214.0,15.726555223083988,-17.061169562708955
29,165.46,867,1585,493,916,1086,3214.0,15.727581124465187,-17.061169562708958
30,98.306,924,1642,550,973,1185,3214.0,15.728607025846383,-17.061169562708955
31,104.443,953,1672,580,1003,1287,3214.0,15.730658828608785,-17.061169562708958
32,94.186,1089,1807,716,1139,1423,3214.0,15.731684729989983,-17.061169562708958
33,7.197,1100,1818,727,1149,1434,3214.0,15.732710631371182,-17.061169562708958
34,117.029,1585,2132,453,1464,2006,3214.0,15.737840138277173,-17.061169562708958
35,78.367,1603,2150,470,1481,2024,3214.0,15.73886603965837,-17.061169562708958
36,124.121,1233,4893,447,3029,3296,3214.0,15.697872769286779,-17.061992369822747
37,145.295,1142,4802,356,2938,3205,3214.0,15.698898673464102,-17.06199236982275
38,115.707,975,4635,320,2771,3037,3214.0,15.699924577641427,-17.06199236982275
39,29.726,948,4608,293,2744,3011,3214.0,15.700950481818746,-17.061992369822747
40,8.722,607,4267,179,2403,2669,3214.0,15.701976385996069,-17.06199236982275
41,18.983,436,4096,350,2232,2498,3214.0,15.70300229017339,-17.06199236982275
42,2.434,436,4096,350,2232,2498,3214.0,15.704028194350709,-17.06199236982275
43,5.354,452,4034,384,2170,2427,3214.0,15.705054098528032,-17.061992369822747
44,29.866,506,3992,342,2128,2385,3214.0,15.706080002705354,-17.06199236982275
45,61.609,933,2196,926,718,777,3214.0,15.72146856536518,-17.06199236982275
46,101.696,933,2196,926,718,777,3214.0,15.722494469542502,-17.06199236982275
47,175.126,785,1977,886,822,881,3214.0,15.72352037371982,-17.061992369822747
48,161.67,721,1927,835,758,816,3214.0,15.724546277897144,-17.06199236982275
49,142.027,878,1769,677,915,974,3214.0,15.725572182074467,-17.06199236982275
50,148.563,882,1677,585,919,977,3214.0,15.726598086251787,-17.061992369822747
51,92.147,792,1510,419,842,1099,3214.0,15.727623990429112,-17.061992369822747
52,30.876,879,1597,505,928,1190,3214.0,15.728649894606429,-17.061992369822747
53,98.341,801,1520,428,851,1135,3214.0,15.729675798783752,-17.061992369822747
54,111.605,953,1672,580,1003,1287,3214.0,15.730701702961076,-17.06199236982275
55,131.561,1419,1966,286,1297,1840,3214.0,15.737883032202323,-17.06199236982275
56,103.608,1419,1966,286,1297,1840,3214.0,15.738908936379646,-17.061992369822747
57,106.355,1088,4748,434,2884,3151,3214.0,15.6989414635263,-17.062815178320424
58,155.899,1050,4710,395,2846,3112,3214.0,15.699967370499898,-17.062815178320424
59,132.361,777,4437,464,2573,2840,3214.0,15.700993277473499,-17.06281517832042
60,41.061,777,4437,464,2573,2840,3214.0,15.702019184447103,-17.062815178320424
61,43.668,436,4096,350,2232,2498,3214.0,15.703045091420703,-17.062815178320424
62,9.526,429,4081,365,2217,2483,3214.0,15.704070998394304,-17.062815178320424
63,4.728,304,3956,238,2092,2349,3214.0,15.705096905367906,-17.062815178320424
64,33.829,452,4034,384,2170,2427,3214.0,15.706122812341507,-17.062815178320424
65,41.791,369,3828,178,1964,2221,3214.0,15.707148719315105,-17.062815178320424
