,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,40.872,46,1869,3486,1646,3360,1724,222.0,-97.93577754210156,22.42551973203217
1,73.281,46,1869,3486,1646,3360,1724,222.0,-97.93473006142,22.425519732032175
2,42.942,622,2340,3605,1616,3368,2195,222.0,-97.93158761937538,22.425519732032175
3,60.24,653,2341,3550,1562,3313,2196,222.0,-97.93054013869381,22.42551973203217
4,75.421,1105,2767,3886,1859,3053,2622,222.0,-97.92739769664917,22.42551973203217
5,40.386,420,1585,3345,1362,3328,1440,222.0,-97.93855574940977,22.42468631513932
6,29.999,321,1637,3397,1414,3379,1491,222.0,-97.93750827262383,22.424686315139322
7,51.172,195,1642,3403,1419,3377,1497,222.0,-97.93646079583783,22.42468631513932
8,9.693,30,1844,3470,1621,3344,1699,222.0,-97.93541331905188,22.424686315139322
9,36.519,153,1929,3396,1661,3270,1784,222.0,-97.93436584226592,22.42468631513932
10,2.564,389,2107,3527,1594,3348,1962,222.0,-97.93331836547999,22.424686315139322
11,4.492,410,2127,3547,1574,3327,1982,222.0,-97.93227088869398,22.424686315139322
12,17.764,609,2297,3522,1533,3286,2152,222.0,-97.93122341190804,22.42468631513932
13,44.496,729,2391,3556,1555,3213,2246,222.0,-97.93017593512204,22.424686315139322
14,69.867,836,2498,3650,1623,3163,2353,222.0,-97.9291284583361,22.42468631513932
15,27.864,982,2644,3763,1735,3086,2499,222.0,-97.92808098155012,22.424686315139322
16,63.432,1082,2744,3863,1835,3035,2599,222.0,-97.92703350476414,22.42468631513932
17,27.569,1164,2827,3896,1869,2915,2681,222.0,-97.9259860279782,22.424686315139326
18,81.083,1229,2892,3923,1934,2844,2746,222.0,-97.92493855119223,22.42468631513932
19,89.648,1329,2992,3845,2034,2766,2846,222.0,-97.92389107440627,22.42468631513932
20,60.205,1871,3312,4034,2325,2955,3167,222.0,-97.92074864404836,22.424686315139326
21,79.619,1904,3332,4054,2345,2975,3187,222.0,-97.91970116726237,22.42468631513932
22,59.67,1972,3378,4099,2391,3021,3232,222.0,-97.91865369047643,22.424686315139322
23,22.473,422,1535,3296,1313,3278,1390,222.0,-97.93819153200351,22.4238529001498
24,60.484,246,1636,3396,1413,3379,1491,222.0,-97.93714405911295,22.4238529001498
25,44.166,171,1666,3426,1443,3353,1521,222.0,-97.93609658622239,22.4238529001498
26,30.953,73,1788,3426,1565,3300,1643,222.0,-97.93504911333181,22.4238529001498
27,11.268,112,1867,3345,1613,3219,1722,222.0,-97.93400164044122,22.4238529001498
28,0.0,389,2107,3527,1594,3348,1962,222.0,-97.93295416755065,22.4238529001498
29,11.377,410,2127,3527,1574,3327,1982,222.0,-97.9319066946601,22.4238529001498
30,19.816,587,2227,3435,1446,3200,2081,222.0,-97.93085922176952,22.4238529001498
31,38.283,692,2344,3496,1489,3145,2198,222.0,-97.92981174887896,22.4238529001498
32,26.152,785,2447,3579,1551,3055,2302,222.0,-97.92876427598836,22.4238529001498
33,24.086,911,2573,3692,1664,2966,2428,222.0,-97.92771680309781,22.4238529001498
34,76.862,1010,2673,3767,1739,2866,2527,222.0,-97.9266693302072,22.4238529001498
35,58.68,1222,2885,3921,1924,2842,2740,222.0,-97.92562185731666,22.4238529001498
36,32.055,1277,2939,3845,1975,2766,2794,222.0,-97.9245743844261,22.4238529001498
37,97.713,1398,3047,3861,2071,2783,2902,222.0,-97.9235269115355,22.4238529001498
38,117.77,1499,3107,3877,2119,2798,2961,222.0,-97.92247943864494,22.4238529001498
39,51.069,1624,3157,3910,2170,2831,3012,222.0,-97.92143196575438,22.4238529001498
40,95.286,1774,3190,3912,2203,2833,3045,222.0,-97.92038449286382,22.4238529001498
41,37.686,1785,3190,3912,2203,2833,3045,222.0,-97.91933701997323,22.4238529001498
42,43.966,2050,3455,4177,2468,3098,3310,222.0,-97.91828954708265,22.4238529001498
43,20.224,460,1530,3291,1307,3273,1385,222.0,-97.93782733192684,22.423019487063524
44,49.698,323,1533,3293,1310,3275,1387,222.0,-97.93677986293149,22.423019487063524
45,44.808,221,1614,3348,1391,3221,1468,222.0,-97.93573239393612,22.423019487063524
46,58.819,188,1727,3277,1478,3151,1582,222.0,-97.93468492494078,22.423019487063527
47,1.414,251,1787,3207,1474,3081,1642,222.0,-97.9336374559454,22.423019487063524
48,2.222,687,2174,3352,1351,3116,2029,222.0,-97.93154251795468,22.423019487063524
49,15.511,722,2197,3362,1361,3108,2052,222.0,-97.93049504895933,22.423019487063524
50,51.92,836,2299,3443,1416,3022,2154,222.0,-97.92944757996393,22.423019487063524
51,22.758,888,2430,3522,1495,2931,2285,222.0,-97.92840011096858,22.423019487063524
52,10.892,975,2499,3576,1548,2826,2354,222.0,-97.92735264197323,22.423019487063527
53,18.639,1090,2614,3683,1655,2759,2469,222.0,-97.92630517297785,22.423019487063524
