,POP_2015,active_living,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.0,3166,3280,706,992,3998,10261.0,96.2666958911585,16.853043624087384
1,75.934,3002,3116,200,828,3834,10261.0,96.27079668703887,16.853043624087384
2,6.698,2972,3085,138,796,3875,10261.0,96.27182188600895,16.853043624087384
3,15.223,2947,3061,185,772,3851,10261.0,96.27284708497903,16.853043624087384
4,77.152,2891,3005,330,715,3794,10261.0,96.27387228394915,16.853043624087384
5,0.609,2912,3015,546,736,3815,10261.0,96.27489748291922,16.853043624087384
6,32.578,2912,3015,546,736,3815,10261.0,96.27592268188931,16.853043624087384
7,258.493,3128,3022,762,952,4031,10261.0,96.27694788085941,16.853043624087384
8,66.983,3138,2970,822,1011,4031,10261.0,96.27797307982952,16.853043624087384
9,0.122,3081,2913,880,1070,3974,10261.0,96.2789982787996,16.85304362408738
10,9.378,3090,3204,788,916,3921,10261.0,96.2664370476443,16.852221166056943
11,0.0,3025,3139,727,852,3857,10261.0,96.2674622438578,16.852221166056943
12,56.448,3002,3116,200,828,3834,10261.0,96.27053783249839,16.852221166056943
13,155.583,2947,3061,185,772,3851,10261.0,96.2715630287119,16.852221166056943
14,155.583,2947,3061,185,772,3851,10261.0,96.27258822492541,16.852221166056943
15,94.994,2864,2978,359,688,3767,10261.0,96.27361342113895,16.852221166056943
16,6.455,2852,2959,487,677,3756,10261.0,96.27463861735247,16.85222116605694
17,176.652,2912,3015,546,736,3815,10261.0,96.27566381356597,16.852221166056943
18,187.004,3081,2913,880,1070,3974,10261.0,96.27771420599302,16.85222116605694
19,27.28,3081,2913,880,1070,3974,10261.0,96.27873940220655,16.852221166056943
20,0.0,3171,3285,870,997,3959,10261.0,96.26617821870916,16.851398709391322
21,0.122,3041,3154,743,867,3872,10261.0,96.26720341216624,16.851398709391315
22,77.396,2867,2981,65,693,3698,10261.0,96.27027899253753,16.85139870939132
23,231.091,2819,2933,25,643,3722,10261.0,96.27130418599465,16.85139870939132
24,113.749,2804,2918,51,628,3707,10261.0,96.27232937945175,16.85139870939132
25,158.201,2728,2841,189,552,3631,10261.0,96.27335457290884,16.85139870939132
26,128.546,2775,2889,410,599,3679,10261.0,96.27437976636595,16.85139870939132
27,75.934,2774,2780,439,598,3677,10261.0,96.27540495982308,16.851398709391322
28,120.447,2979,2812,750,939,3873,10261.0,96.27643015328016,16.85139870939132
29,197.234,2896,2728,833,1008,3789,10261.0,96.27745534673726,16.851398709391315
30,0.0,3107,3221,819,943,3872,10261.0,96.26591940435266,16.850576254090434
31,5.663,3022,3136,734,858,3787,10261.0,96.2669445950535,16.850576254090434
32,36.232,2789,2903,491,616,3621,10261.0,96.26796978575436,16.850576254090434
33,1.888,2789,2903,491,616,3621,10261.0,96.2689949764552,16.850576254090434
34,38.789,2761,2875,301,588,3593,10261.0,96.27002016715603,16.850576254090434
35,247.471,2726,2840,129,551,3630,10261.0,96.27104535785688,16.850576254090434
