,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,5.898,2462,3364,871,2249,5202.0,40.50488263443442,21.45585707469981
1,6.4,405,4171,405,802,5202.0,40.48283528129437,21.455025817299582
2,35.616,405,4171,405,802,5202.0,40.48387834418245,21.455025817299582
3,13.253,1968,3172,652,1755,5202.0,40.50146739879514,21.454194561703684
4,57.541,2368,3175,733,2155,5202.0,40.505639635614955,21.45419456170368
5,23.97,51,3742,0,245,5202.0,40.48672161395727,21.453363307912017
6,23.732,0,3710,51,213,5202.0,40.48776466947926,21.453363307912017
7,30.935,1968,3172,652,1755,5202.0,40.501324391265186,21.453363307912017
8,58.595,2098,3028,507,1885,5202.0,40.502367446787176,21.453363307912014
9,67.016,2098,3028,507,1885,5202.0,40.50341050230917,21.453363307912017
10,19.026,979,4169,979,1190,5202.0,40.48136340574498,21.452532055924515
11,25.69,101,3867,101,498,5202.0,40.483449509423394,21.452532055924515
12,35.83,227,3869,227,372,5202.0,40.48449256126261,21.45253205592451
13,41.578,274,3790,306,293,5202.0,40.485535613101824,21.45253205592451
14,18.674,70,3674,67,177,5202.0,40.48657866494104,21.45253205592451
15,12.55,0,3710,51,213,5202.0,40.487621716780254,21.452532055924515
16,71.291,1995,2925,404,1782,5202.0,40.50222444252921,21.452532055924515
17,65.121,1995,2925,404,1782,5202.0,40.50326749436842,21.45253205592451
18,47.213,2111,2991,470,1898,5202.0,40.50431054620764,21.45253205592451
19,13.064,2196,2895,453,1983,5202.0,40.50535359804685,21.45253205592451
20,11.257,951,4142,951,1163,5202.0,40.48122048209384,21.45170080574109
21,26.179,0,3765,0,600,5202.0,40.48330657840706,21.45170080574109
22,50.827,227,3869,227,372,5202.0,40.48434962656365,21.45170080574109
23,42.72,342,3722,289,225,5202.0,40.485392674720266,21.45170080574109
24,42.707,170,3563,129,66,5202.0,40.48643572287688,21.45170080574109
25,29.931,192,3531,172,34,5202.0,40.487478771033494,21.45170080574109
26,4.581,331,3378,278,118,5202.0,40.48852181919011,21.45170080574109
27,13.064,1637,2965,444,1424,5202.0,40.499995348912805,21.45170080574109
28,58.507,1796,2891,371,1583,5202.0,40.5010383970694,21.45170080574109
29,63.289,1879,2975,454,1666,5202.0,40.50208144522602,21.45170080574109
30,50.852,1962,2865,344,1749,5202.0,40.50312449338263,21.451700805741087
31,68.987,2196,2895,453,1983,5202.0,40.50416754153923,21.451700805741087
32,0.678,2196,2895,453,1983,5202.0,40.50521058969585,21.45170080574109
33,16.917,807,3997,807,1018,5202.0,40.48107756539367,21.450869557361642
34,16.265,0,3765,0,600,5202.0,40.483163654342036,21.450869557361642
35,37.361,264,3638,206,141,5202.0,40.4852497432904,21.450869557361642
36,28.563,267,3456,208,0,5202.0,40.4862927877646,21.450869557361642
37,41.264,201,3512,145,15,5202.0,40.48733583223878,21.450869557361642
38,33.069,362,3347,310,149,5202.0,40.48837887671297,21.450869557361642
39,25.74,449,3285,397,236,5202.0,40.489421921187144,21.450869557361642
40,10.943,517,3201,465,304,5202.0,40.49046496566133,21.450869557361646
41,17.243,657,3153,605,444,5202.0,40.491508010135526,21.450869557361646
42,11.496,756,3128,704,543,5202.0,40.49255105460971,21.450869557361642
43,14.47,1637,2965,444,1424,5202.0,40.499852365929016,21.450869557361642
44,57.83,1753,2849,328,1540,5202.0,40.50089541040319,21.450869557361642
45,67.242,1814,2788,267,1601,5202.0,40.50193845487738,21.450869557361642
46,54.705,1943,2776,256,1730,5202.0,40.50298149935156,21.450869557361642
47,34.173,2029,2777,293,1816,5202.0,40.50402454382575,21.450869557361642
48,15.148,683,3873,683,894,5202.0,40.480934655644276,21.450038310786102
49,20.155,439,3813,380,316,5202.0,40.484063778020094,21.450038310786105
50,20.845,439,3813,380,316,5202.0,40.48510681881204,21.450038310786102
51,22.941,304,3421,133,109,5202.0,40.486149859603984,21.450038310786105
52,51.517,397,3354,338,129,5202.0,40.487192900395925,21.450038310786102
53,37.875,446,3285,390,196,5202.0,40.488235941187874,21.450038310786105
54,48.405,503,3236,451,290,5202.0,40.48927898197981,21.450038310786102
55,44.063,559,3175,506,346,5202.0,40.49032202277174,21.450038310786105
56,62.348,726,3051,674,513,5202.0,40.49136506356369,21.450038310786105
57,51.806,820,3049,768,607,5202.0,40.492408104355626,21.450038310786105
58,11.044,886,3009,833,673,5202.0,40.49345114514758,21.450038310786105
59,1.431,1167,2909,915,954,5202.0,40.49553722673146,21.450038310786105
60,7.078,1236,2918,889,1023,5202.0,40.4965802675234,21.450038310786102
61,27.886,1268,2882,863,1055,5202.0,40.49762330831534,21.450038310786105
62,56.186,1941,2661,140,1728,5202.0,40.501795471483106,21.450038310786105
63,63.778,1934,2724,203,1721,5202.0,40.50283851227504,21.450038310786102
64,14.872,2070,2660,218,1857,5202.0,40.50388155306698,21.450038310786105
65,40.611,5000,5000,3127,272,5202.0,40.504924593858924,21.450038310786102
