,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,107.188,142,142,2029,1236,12950.0,121.59710868691407,-0.860137048258353
1,100.205,0,0,2172,1379,12950.0,121.59810653368585,-0.860137048258355
2,87.406,0,0,2172,1379,12950.0,121.59910438045762,-0.860137048258354
3,84.759,166,166,2338,1546,12950.0,121.60010222722943,-0.860137048258355
4,36.447,521,365,1650,1076,12950.0,121.59413105025438,-0.8609458511187027
5,87.588,430,365,1741,1076,12950.0,121.59512889715667,-0.8609458511187027
6,93.195,356,161,1880,1023,12950.0,121.59612674405896,-0.8609458511187038
7,104.877,0,0,2172,1379,12950.0,121.59812243786357,-0.8609458511187038
8,76.503,0,0,2172,1379,12950.0,121.59912028476589,-0.8609458511187027
9,73.18,166,166,2338,1546,12950.0,121.60011813166818,-0.8609458511187027
10,15.031,680,510,1492,918,12950.0,121.5931491218304,-0.8617546540447897
11,131.278,513,357,1659,1068,12950.0,121.59414696886336,-0.8617546540447876
12,96.207,476,319,1696,1031,12950.0,121.59514481589628,-0.8617546540447897
13,112.717,383,141,1853,996,12950.0,121.5961426629292,-0.8617546540447868
14,51.374,680,510,1492,918,12950.0,121.59316505526195,-0.862563457036672
15,67.911,669,420,1567,833,12950.0,121.59416290242564,-0.8625634570366758
16,105.5,458,209,1778,921,12950.0,121.59516074958933,-0.862563457036672
17,73.077,311,0,1978,1114,12950.0,121.596158596753,-0.8625634570366739
18,106.279,311,0,1978,1114,12950.0,121.59715644391672,-0.8625634570366718
19,42.937,872,696,1300,726,12950.0,121.59218315635205,-0.8633722600944191
20,109.472,769,558,1435,781,12950.0,121.59318100364666,-0.8633722600944203
21,84.291,607,358,1629,772,12950.0,121.5941788509412,-0.8633722600944183
22,61.499,504,193,1785,921,12950.0,121.59517669823578,-0.8633722600944191
23,87.51,504,193,1785,921,12950.0,121.59617454553036,-0.8633722600944203
24,67.989,452,141,2119,1255,12950.0,121.59717239282492,-0.8633722600944201
25,51.971,452,141,2119,1255,12950.0,121.5981702401195,-0.8633722600944183
26,39.874,984,789,1188,614,12950.0,121.59120127213345,-0.8641810632180873
27,64.38,984,789,1188,614,12950.0,121.59219911955903,-0.8641810632180884
28,97.868,860,611,1376,645,12950.0,121.59319696698459,-0.8641810632180874
