,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.108,1472,3041,1530,1643,6603.0,71.6742651701568,22.184741116671095
1,25.186,1397,1752,641,704,6603.0,71.66144567776216,22.18390824626375
2,18.628,1397,1752,641,704,6603.0,71.66249203647047,22.183908246263748
3,0.0,1472,3041,1530,1643,6603.0,71.67400198226206,22.18390824626375
4,45.4,2308,467,966,1667,6603.0,71.65176535476296,22.18307537773493
5,19.434,2246,521,972,1605,6603.0,71.65281170962922,22.18307537773493
6,53.84,1972,728,927,1331,6603.0,71.65490441936176,22.18307537773493
7,136.791,1898,802,1000,1257,6603.0,71.655950774228,22.183075377734927
8,133.485,1774,850,916,1133,6603.0,71.65699712909426,22.183075377734927
9,97.412,1626,997,778,985,6603.0,71.65804348396054,22.18307537773493
10,35.911,1595,981,747,954,6603.0,71.6590898388268,22.183075377734927
11,119.373,1348,1704,592,656,6603.0,71.66118254855935,22.18307537773493
12,87.628,1271,1626,515,578,6603.0,71.66222890342561,22.183075377734927
13,1.048,1410,1765,654,717,6603.0,71.66327525829188,22.183075377734927
14,49.351,934,1824,78,155,6603.0,71.66432161315814,22.18307537773493
15,58.087,934,1824,78,155,6603.0,71.66536796802441,22.183075377734927
16,55.91,860,2428,918,1031,6603.0,71.66641432289067,22.183075377734927
17,71.688,946,2515,1005,1117,6603.0,71.66746067775695,22.183075377734927
18,133.539,946,2515,1005,1117,6603.0,71.66850703262322,22.183075377734927
19,117.088,976,2544,1034,1147,6603.0,71.66955338748947,22.183075377734927
20,0.0,1246,2814,1304,1417,6603.0,71.67164609722202,22.183075377734927
21,0.0,1262,2831,1321,1434,6603.0,71.67269245208827,22.18307537773493
22,0.0,1262,2831,1321,1434,6603.0,71.67373880695453,22.183075377734927
23,113.057,2406,346,893,1810,6603.0,71.65045592169729,22.182242511084535
24,114.293,2344,353,877,1733,6603.0,71.65150227272167,22.182242511084535
25,101.391,2261,483,969,1620,6603.0,71.65254862374606,22.182242511084528
26,62.173,2160,521,941,1519,6603.0,71.65359497477046,22.182242511084535
27,83.838,1992,663,897,1351,6603.0,71.65464132579483,22.182242511084528
28,114.239,1898,768,965,1257,6603.0,71.65568767681923,22.182242511084535
29,109.105,1747,829,883,1106,6603.0,71.65673402784363,22.182242511084528
30,116.551,1611,909,759,970,6603.0,71.65778037886803,22.182242511084535
31,99.025,1560,1006,744,919,6603.0,71.65882672989241,22.18224251108453
32,65.882,1306,1236,572,635,6603.0,71.65987308091678,22.182242511084528
33,70.828,1348,1704,592,656,6603.0,71.6609194319412,22.182242511084535
34,91.445,1184,1539,428,491,6603.0,71.66196578296558,22.182242511084535
35,66.581,1388,1744,632,696,6603.0,71.66301213398998,22.18224251108453
36,39.352,1013,1746,0,233,6603.0,71.66405848501435,22.18224251108453
37,70.506,849,1769,176,70,6603.0,71.66510483603874,22.18224251108453
38,59.324,900,1863,287,54,6603.0,71.66615118706314,22.18224251108453
39,71.151,946,2515,1005,1117,6603.0,71.66719753808752,22.18224251108453
40,59.136,914,2482,972,1085,6603.0,71.66824388911192,22.18224251108453
41,132.571,949,2518,1007,1120,6603.0,71.66929024013632,22.182242511084535
42,84.779,1012,2581,1071,1183,6603.0,71.6703365911607,22.182242511084535
43,3.656,1246,2814,1304,1417,6603.0,71.67138294218509,22.182242511084535
44,0.0,1246,2814,1304,1417,6603.0,71.67242929320949,22.18224251108453
45,0.0,1262,2831,1321,1434,6603.0,71.67347564423387,22.182242511084535
46,106.552,2398,294,841,1816,6603.0,71.65019285608031,22.181409646312478
47,95.074,2292,292,820,1706,6603.0,71.65123920326302,22.181409646312474
48,108.836,2226,407,858,1585,6603.0,71.65228555044573,22.181409646312478
49,126.55,2108,454,837,1467,6603.0,71.65333189762842,22.181409646312478
50,115.314,1976,563,826,1335,6603.0,71.65437824481113,22.18140964631248
51,124.346,1840,652,749,1198,6603.0,71.6554245919938,22.181409646312474
52,102.627,1737,720,774,1096,6603.0,71.6564709391765,22.181409646312478
53,96.714,1615,835,745,974,6603.0,71.65751728635922,22.181409646312478
54,110.1,1521,935,672,880,6603.0,71.65856363354192,22.181409646312478
55,131.98,1399,1050,641,758,6603.0,71.65960998072461,22.181409646312474
56,71.662,1277,1190,567,630,6603.0,71.6606563279073,22.181409646312474
57,119.4,1164,1295,450,513,6603.0,71.66170267509,22.181409646312474
58,127.222,1082,1438,326,390,6603.0,71.6627490222727,22.181409646312478
59,108.326,967,1564,199,262,6603.0,71.6637953694554,22.181409646312478
60,74.323,851,1673,165,135,6603.0,71.66484171663812,22.181409646312478
61,82.87,743,1792,269,146,6603.0,71.6658880638208,22.18140964631248
62,65.748,769,2337,827,940,6603.0,71.66693441100352,22.181409646312478
63,80.183,810,2379,869,981,6603.0,71.6679807581862,22.18140964631248
64,122.653,869,2437,927,1040,6603.0,71.6690271053689,22.181409646312478
65,43.33,927,2495,985,1098,6603.0,71.67007345255159,22.181409646312478
66,12.66,2344,231,778,1827,6603.0,71.64992980304544,22.180576783418672
67,32.659,2253,172,719,1748,6603.0,71.65097614638664,22.180576783418672
