,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,29.744,2985,5000,5000,5000,5000,352,12939.0,122.1848793441661,-8.590536866277256
1,40.289,2767,5000,5000,5000,5000,257,12939.0,122.18905986617345,-8.591349136458977
2,86.002,2633,5000,5000,5000,5000,0,12939.0,122.18721191138155,-8.592161407306607
3,19.108,2705,5000,5000,5000,5000,195,12939.0,122.18821666193075,-8.592161407306609
4,78.018,2736,5000,5000,5000,5000,226,12939.0,122.18922141247992,-8.592161407306609
5,72.806,2590,5000,5000,5000,5000,42,12939.0,122.18737347090055,-8.592973678820215
6,43.763,2537,5000,4981,5000,5000,96,12939.0,122.18837822277827,-8.592973678820211
7,57.69,2434,5000,4878,5000,5000,198,12939.0,122.1885397994954,-8.593785950999859
8,47.451,2460,5000,4904,5000,5000,397,12939.0,122.18954455270175,-8.593785950999859
9,4.846,2460,5000,4904,5000,5000,397,12939.0,122.19054930590808,-8.593785950999859
10,9.722,2348,5000,4792,5000,5000,285,12939.0,122.18870139208234,-8.594598223845608
11,24.868,2383,5000,4827,5000,5000,320,12939.0,122.18970614661747,-8.59459822384561
12,25.508,2188,5000,4632,5000,5000,820,12939.0,122.19171565568769,-8.594598223845608
13,111.023,2212,5000,4656,5000,5000,844,12939.0,122.1927204102228,-8.59459822384561
14,46.841,2196,5000,4640,5000,5000,468,12939.0,122.18986775640326,-8.595410497357527
15,103.722,2131,5000,4574,5000,5000,502,12939.0,122.19087251226729,-8.595410497357532
16,44.373,2042,5000,4486,5000,5000,674,12939.0,122.19187726813131,-8.59541049735753
17,43.915,2188,5000,4632,5000,5000,820,12939.0,122.19288202399532,-8.595410497357529
18,67.229,2322,5000,4766,5000,5000,694,12939.0,122.18902462486635,-8.596222771535682
19,105.385,2131,5000,4574,5000,5000,502,12939.0,122.1900293820594,-8.596222771535686
20,71.069,2020,5000,4464,5000,5000,613,12939.0,122.19103413925244,-8.596222771535682
21,77.134,2042,5000,4486,5000,5000,674,12939.0,122.1920388964455,-8.596222771535684
22,44.098,2369,5000,4813,5000,5000,741,12939.0,122.1891862650638,-8.597035046380139
23,22.125,2417,5000,4861,5000,5000,788,12939.0,122.190191023586,-8.597035046380135
24,115.259,2014,5000,4458,5000,5000,619,12939.0,122.19119578210821,-8.597035046380139
25,98.741,1850,5000,4294,4969,5000,783,12939.0,122.19220054063044,-8.597035046380135
26,43.275,2417,5000,4861,5000,5000,788,12939.0,122.18934792113177,-8.597847321890953
27,8.411,2417,5000,4861,5000,5000,788,12939.0,122.19035268098328,-8.597847321890953
28,43.58,1850,5000,4294,4969,5000,783,12939.0,122.1923622006863,-8.597847321890955
29,100.874,1763,5000,4207,4882,5000,910,12939.0,122.1933669605378,-8.597847321890955
30,28.129,1736,5000,4180,4855,5000,978,12939.0,122.1943717203893,-8.597847321890955
31,69.088,1668,5000,4112,4787,5000,964,12939.0,122.1935286377942,-8.5986595980682
32,4.876,1736,5000,4180,4855,5000,978,12939.0,122.19453339897512,-8.598659598068199
33,62.627,1503,5000,3947,4622,4917,1129,12939.0,122.19369033092204,-8.59947187491194
34,8.807,1503,5000,3947,4622,4917,1129,12939.0,122.19469509343254,-8.599471874911943
35,38.948,1503,5000,3947,4622,4917,1129,12939.0,122.1938520399215,-8.60028415242224
36,30.11,1503,5000,3947,4622,4917,1129,12939.0,122.19485680376167,-8.600284152422239
37,32.518,1100,4902,3645,4320,4614,1533,12939.0,122.19586156760184,-8.600284152422239
38,130.009,805,4834,3577,4252,4546,1769,12939.0,122.1978710952822,-8.600284152422239
39,104.562,805,4834,3577,4252,4546,1769,12939.0,122.19887585912232,-8.600284152422239
40,40.38,0,4932,3675,4350,4644,1867,12939.0,122.20189015064287,-8.600284152422239
41,146.009,0,4932,3675,4350,4644,1867,12939.0,122.202894914483,-8.600284152422239
42,42.3,1336,5000,3780,4455,4749,1297,12939.0,122.19401376479279,-8.601096430599158
43,46.293,1100,4902,3645,4320,4614,1533,12939.0,122.19501852996278,-8.60109643059916
44,111.297,1125,4876,3620,4295,4589,1508,12939.0,122.19602329513276,-8.601096430599162
45,29.768,144,4788,3531,4206,4500,1723,12939.0,122.20104712098265,-8.60109643059916
46,169.536,144,4788,3531,4206,4500,1723,12939.0,122.20205188615265,-8.60109643059916
47,74.848,0,4932,3675,4350,4644,1867,12939.0,122.20305665132263,-8.60109643059916
48,8.381,1548,5000,3992,4667,4962,1510,12939.0,122.19216597253619,-8.601908709442775
49,26.453,1548,5000,3992,4667,4962,1510,12939.0,122.19317073903609,-8.601908709442775
50,5.516,1304,4998,3748,4423,4718,1328,12939.0,122.19417550553602,-8.601908709442775
51,59.214,1239,4940,3683,4358,4652,1394,12939.0,122.19518027203594,-8.601908709442775
52,85.972,1084,4716,3459,4134,4429,1617,12939.0,122.19618503853589,-8.601908709442773
53,103.343,1070,4702,3445,4120,4414,1632,12939.0,122.19718980503583,-8.601908709442771
54,115.093,624,4653,3396,4071,4365,1588,12939.0,122.19819457153577,-8.601908709442775
55,96.722,214,4717,3460,4135,4429,1652,12939.0,122.20120887103553,-8.601908709442775
56,81.858,232,4876,3619,4294,4588,1811,12939.0,122.20221363753546,-8.601908709442775
57,4.968,280,4924,3668,4342,4637,1860,12939.0,122.2032184040354,-8.601908709442775
58,64.944,1622,5000,4066,4741,5000,1584,12939.0,122.19232772649143,-8.602720988953138
59,30.872,1548,5000,3992,4667,4962,1510,12939.0,122.19333249432148,-8.602720988953138
60,52.601,1239,4940,3683,4358,4652,1394,12939.0,122.19534202998146,-8.602720988953138
61,112.242,1070,4702,3445,4120,4414,1632,12939.0,122.19634679781147,-8.602720988953134
62,99.96,903,4535,3278,3953,4248,1471,12939.0,122.19735156564148,-8.602720988953138
63,80.517,903,4535,3278,3953,4248,1471,12939.0,122.19835633347151,-8.602720988953138
64,76.098,317,4614,3357,4032,4327,1549,12939.0,122.20036586913149,-8.602720988953134
65,145.917,317,4614,3357,4032,4327,1549,12939.0,122.20137063696151,-8.602720988953138
66,8.35,280,4924,3668,4342,4637,1860,12939.0,122.2023754047915,-8.602720988953136
67,0.0,280,4924,3668,4342,4637,1860,12939.0,122.20338017262151,-8.602720988953138
68,34.072,1693,5000,4137,4811,5000,1654,12939.0,122.19248949631884,-8.603533269130319
69,66.346,903,4535,3278,3953,4248,1471,12939.0,122.19751334211989,-8.603533269130317
70,85.088,764,4396,3139,3814,4109,1332,12939.0,122.19851811128011,-8.603533269130319
71,26.605,1367,4711,3455,4130,4424,1647,12939.0,122.19466082299962,-8.604345549974385
72,21.668,1165,4543,3287,3961,4256,1479,12939.0,122.19566559349016,-8.604345549974381
73,71.984,1165,4543,3287,3961,4256,1479,12939.0,122.19667036398072,-8.604345549974381
74,38.369,764,4396,3139,3814,4109,1332,12939.0,122.1986799049618,-8.604345549974381
75,98.193,1305,4649,3393,4068,4362,1585,12939.0,122.19482262723268,-8.605157831485396
76,77.317,1182,4543,3287,3961,4256,1479,12939.0,122.19582739905373,-8.605157831485398
77,64.243,1165,4543,3287,3961,4256,1479,12939.0,122.19683217087474,-8.605157831485398
78,25.965,1069,4349,3092,3767,4061,1284,12939.0,122.19783694269577,-8.605157831485398
79,56.169,650,4282,3025,3700,3994,1217,12939.0,122.19884171451676,-8.605157831485398
80,100.996,1018,4339,3082,3757,4051,1274,12939.0,122.2008512581588,-8.605157831485398
81,87.496,1109,4426,3170,3845,4139,1362,12939.0,122.20185602997984,-8.605157831485398
82,44.464,1423,4730,3473,4148,4442,1665,12939.0,122.19397967418709,-8.605970113663425
83,75.732,1423,4730,3473,4148,4442,1665,12939.0,122.19498444733868,-8.605970113663426
84,27.245,1069,4349,3092,3767,4061,1284,12939.0,122.19699399364193,-8.605970113663425
85,60.647,1025,4305,3048,3723,4017,1240,12939.0,122.19799876679353,-8.605970113663421
86,107.823,805,4126,2869,3544,3839,1061,12939.0,122.19900353994515,-8.605970113663425
87,101.789,942,4262,3006,3680,3975,1198,12939.0,122.20000831309676,-8.605970113663425
88,89.629,942,4262,3006,3680,3975,1198,12939.0,122.20101308624838,-8.605970113663425
89,51.412,1131,4404,3147,3822,4117,1339,12939.0,122.20201785940002,-8.605970113663423
90,63.786,1436,4590,3333,4008,4302,1525,12939.0,122.19514628331778,-8.606782396508523
91,23.771,1368,4586,3329,4004,4298,1521,12939.0,122.19615105780014,-8.606782396508525
92,61.866,981,4261,3004,3679,3973,1196,12939.0,122.19816060676484,-8.606782396508528
93,78.14,816,4116,2859,3534,3828,1051,12939.0,122.19916538124716,-8.606782396508523
94,126.444,1060,4263,3006,3681,3975,1198,12939.0,122.20117493021188,-8.606782396508528
95,84.966,1153,4382,3125,3800,4094,1317,12939.0,122.20217970469423,-8.606782396508526
96,85.179,1414,4477,3220,3895,4190,1412,12939.0,122.1953081351702,-8.607594680020771
97,75.153,1246,4309,3052,3727,4021,1244,12939.0,122.19631291098341,-8.607594680020775
98,81.218,1246,4309,3052,3727,4021,1244,12939.0,122.1973176867966,-8.607594680020771
99,134.885,1083,4145,2889,3564,3858,1081,12939.0,122.1983224626098,-8.607594680020771
100,90.086,942,3989,2733,3408,3702,925,12939.0,122.19932723842301,-8.607594680020773
101,72.989,1139,4171,2915,3589,3884,1107,12939.0,122.20133679004942,-8.607594680020773
102,85.88,1246,4309,3052,3727,4021,1244,12939.0,122.19647478004026,-8.608406964200226
103,37.18,1210,4273,3016,3691,3985,1208,12939.0,122.19747955718444,-8.608406964200226
104,83.016,1100,4163,2906,3581,3875,1098,12939.0,122.19848433432863,-8.608406964200224
105,89.629,1015,3916,2660,3334,3629,852,12939.0,122.19948911147286,-8.608406964200224
106,1.859,2809,2805,1694,2336,3423,1134,12939.0,122.210541660059,-8.608406964200224
107,17.097,2704,2700,1589,2231,3396,1239,12939.0,122.2115464372032,-8.608406964200224
108,91.488,1096,3836,2579,3254,3548,771,12939.0,122.19965100039686,-8.609219249046953
109,28.55,2743,2909,1712,2388,3300,875,12939.0,122.20869400667472,-8.609219249046953
110,16.914,2740,2737,1626,2268,3317,1087,12939.0,122.21070356362536,-8.609219249046951
111,108.219,2628,2625,1514,2155,3320,1200,12939.0,122.21170834210066,-8.609219249046951
112,90.635,2577,2574,1463,2105,3332,1362,12939.0,122.21271312057598,-8.609219249046951
113,21.089,2574,2571,1460,2101,3329,1359,12939.0,122.2137178990513,-8.609219249046951
114,26.087,1732,4484,3227,3902,4196,1419,12939.0,122.1947890061624,-8.610031534561017
115,11.246,1513,4264,3007,3682,3977,1200,12939.0,122.19579378596896,-8.610031534561015
116,32.975,1513,4264,3007,3682,3977,1200,12939.0,122.19679856577552,-8.610031534561015
117,62.81,2231,3088,1891,2567,3423,575,12939.0,122.20584158403464,-8.610031534561017
118,14.476,2423,2896,1699,2375,3238,733,12939.0,122.2078511436478,-8.610031534561015
119,62.048,2699,2795,1597,2274,3207,853,12939.0,122.20885592345435,-8.610031534561017
120,130.192,2724,2748,1551,2227,3182,900,12939.0,122.20986070326094,-8.610031534561015
121,123.365,2700,2696,1536,2212,3207,1087,12939.0,122.21086548306751,-8.610031534561017
122,78.17,2581,2578,1467,2109,3274,1153,12939.0,122.21187026287407,-8.610031534561017
123,99.412,2467,2464,1353,1995,3223,1267,12939.0,122.21287504268064,-8.610031534561013
124,89.903,2407,2404,1293,1934,3250,1416,12939.0,122.21387982248721,-8.610031534561017
125,97.431,2513,2509,1398,2040,3356,1522,12939.0,122.21488460229376,-8.610031534561017
126,49.919,2613,2610,1499,2141,3457,1622,12939.0,122.21588938210033,-8.610031534561017
127,0.0,1847,4599,3342,4017,4311,1534,12939.0,122.19294135790251,-8.610843820742481
128,25.295,1839,4590,3334,4008,4303,1526,12939.0,122.19394613904049,-8.610843820742481
129,57.538,1660,4412,3155,3830,4124,1347,12939.0,122.19495092017841,-8.610843820742481
130,94.84,1536,4287,3031,3706,4000,1223,12939.0,122.19595570131641,-8.610843820742483
131,75.884,1513,4264,3007,3682,3977,1200,12939.0,122.19696048245433,-8.610843820742481
132,67.351,1310,3621,2364,3039,3334,556,12939.0,122.19997482586817,-8.610843820742481
133,72.624,1373,3558,2301,2976,3271,493,12939.0,122.20097960700615,-8.610843820742481
134,31.207,1735,3326,2129,2805,3429,652,12939.0,122.20298916928202,-8.610843820742481
135,79.084,1871,3191,1993,2670,3458,609,12939.0,122.20399395041999,-8.610843820742481
136,42.727,1871,3191,1993,2670,3458,609,12939.0,122.20499873155794,-8.610843820742481
137,115.32,2231,3088,1891,2567,3423,575,12939.0,122.2060035126959,-8.610843820742481
138,38.521,2494,2825,1628,2304,3167,662,12939.0,122.20700829383384,-8.610843820742481
139,84.661,2568,2770,1573,2249,3160,701,12939.0,122.20801307497179,-8.610843820742481
140,134.306,2634,2802,1604,2281,3192,767,12939.0,122.20901785610972,-8.610843820742481
141,115.271,2618,2643,1445,2122,3075,870,12939.0,122.2100226372477,-8.610843820742481
142,109.528,2575,2600,1402,2079,3074,953,12939.0,122.21102741838564,-8.610843820742481
143,99.442,2552,2577,1379,2056,3051,1216,12939.0,122.2120321995236,-8.610843820742481
144,120.318,2356,2352,1204,1881,3158,1323,12939.0,122.21303698066154,-8.610843820742481
145,88.035,2341,2337,1202,1868,3193,1358,12939.0,122.21404176179948,-8.610843820742481
146,158.992,2575,2572,1461,2103,3419,1584,12939.0,122.21504654293743,-8.610843820742481
147,107.549,2613,2610,1499,2141,3457,1622,12939.0,122.21605132407541,-8.610843820742483
148,6.491,1847,4599,3342,4017,4311,1534,12939.0,122.19310328512964,-8.611656107591413
149,18.986,1847,4599,3342,4017,4311,1534,12939.0,122.1941080675991,-8.611656107591413
150,76.585,1721,4472,3215,3890,4185,1408,12939.0,122.19511285006858,-8.611656107591411
151,50.529,1615,4367,3110,3785,4079,1302,12939.0,122.19611763253805,-8.611656107591413
152,70.46,1373,3558,2301,2976,3271,493,12939.0,122.20013676241588,-8.611656107591411
153,66.986,1470,3462,2205,2880,3174,397,12939.0,122.20114154488533,-8.611656107591413
154,12.495,1735,3326,2129,2805,3429,652,12939.0,122.20315110982426,-8.611656107591415
155,43.702,1864,3197,2000,2677,3464,616,12939.0,122.20415589229373,-8.611656107591417
156,113.248,1871,3191,1993,2670,3458,609,12939.0,122.20516067476319,-8.611656107591411
157,128.821,2071,2997,1799,2476,3264,415,12939.0,122.20616545723266,-8.611656107591415
158,53.241,2494,2825,1628,2304,3167,662,12939.0,122.20717023970212,-8.611656107591411
159,65.614,2521,2737,1539,2216,3078,653,12939.0,122.20817502217156,-8.611656107591413
160,123.579,2594,2618,1421,2097,3030,783,12939.0,122.20917980464104,-8.611656107591413
161,135.617,2507,2532,1334,2011,3006,890,12939.0,122.2101845871105,-8.611656107591413
162,105.665,2417,2441,1244,1920,2916,960,12939.0,122.21118936957998,-8.611656107591413
163,136.622,2479,2503,1306,1983,2978,1142,12939.0,122.21219415204943,-8.611656107591411
164,122.268,2281,2305,1108,1785,3062,1227,12939.0,122.21319893451889,-8.611656107591415
165,127.971,2123,2120,1009,1651,3036,1539,12939.0,122.21420371698835,-8.611656107591415
166,118.428,2123,2120,1009,1651,3036,1539,12939.0,122.21520849945783,-8.611656107591415
