,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,44.989,676,1335,1499,343,606,8629.0,80.56687132756223,16.439517977451096
1,1.552,1244,1276,1674,1308,2197,8629.0,80.5820179586614,16.438696196532337
2,16.262,1322,1788,1952,1172,1084,8629.0,80.55825911124356,16.437874416941042
3,23.46,1186,1652,1816,1035,947,8629.0,80.55928293782868,16.43787441694104
4,38.93,1132,1598,1762,981,893,8629.0,80.56030676441382,16.437874416941042
5,0.0,1098,1129,1527,1161,2051,8629.0,80.58078329611646,16.43787441694104
6,1.222,1098,1129,1527,1161,2051,8629.0,80.58180712270159,16.43787441694104
7,2.196,1470,1928,2092,1319,1231,8629.0,80.55702452506812,16.437052638677127
8,61.4,1322,1788,1952,1172,1084,8629.0,80.55804834897464,16.43705263867713
9,49.281,1266,1732,1896,1115,1027,8629.0,80.55907217288117,16.43705263867713
10,32.59,1076,1542,1706,926,838,8629.0,80.56009599678771,16.43705263867713
11,46.491,908,1374,1538,758,670,8629.0,80.5611198206942,16.43705263867713
12,14.33,908,1374,1538,758,670,8629.0,80.56214364460074,16.437052638677127
13,44.18,300,1106,1179,0,417,8629.0,80.56623894022684,16.43705263867713
14,80.6,275,1103,1177,53,424,8629.0,80.56726276413336,16.43705263867713
15,84.678,226,1089,1163,148,495,8629.0,80.5682865880399,16.43705263867713
16,14.842,201,1131,1159,240,537,8629.0,80.56931041194642,16.437052638677127
17,0.0,149,1442,1278,536,1017,8629.0,80.57135805975946,16.43705263867713
18,0.0,149,1442,1278,536,1017,8629.0,80.57238188366597,16.43705263867713
19,0.0,891,953,1320,954,1843,8629.0,80.57954865101165,16.437052638677127
20,0.0,1098,1129,1527,1161,2051,8629.0,80.58057247491816,16.437052638677127
21,9.815,1098,1129,1527,1161,2051,8629.0,80.58159629882469,16.43705263867713
22,1.849,1629,1934,2098,1479,1391,8629.0,80.5557899563287,16.43623086174053
23,15.486,1526,1900,2064,1375,1287,8629.0,80.55681377755675,16.436230861740526
24,89.268,1427,1842,2006,1276,1189,8629.0,80.55783759878483,16.436230861740526
25,47.713,1361,1797,1961,1211,1123,8629.0,80.55886142001292,16.43623086174053
26,21.892,1320,1699,1863,1169,1082,8629.0,80.55988524124098,16.43623086174053
27,73.732,908,1374,1538,757,670,8629.0,80.56090906246905,16.436230861740526
28,75.945,861,1327,1491,710,622,8629.0,80.56193288369712,16.436230861740526
29,11.177,813,1278,1442,662,574,8629.0,80.56295670492518,16.436230861740526
30,17.847,635,1132,1296,252,397,8629.0,80.56398052615324,16.43623086174053
31,56.793,398,957,1121,0,234,8629.0,80.56602816860939,16.436230861740526
32,84.893,198,999,1078,41,316,8629.0,80.56705198983748,16.436230861740526
33,90.754,128,1019,1065,117,397,8629.0,80.56807581106553,16.436230861740526
34,48.984,120,1059,1077,199,493,8629.0,80.5690996322936,16.436230861740526
35,44.411,0,1293,1129,387,867,8629.0,80.57012345352166,16.436230861740526
36,20.356,112,1181,1017,275,785,8629.0,80.57114727474975,16.436230861740526
37,34.406,149,1182,985,276,823,8629.0,80.57217109597781,16.436230861740526
38,30.161,678,1040,1107,741,1631,8629.0,80.57626638089008,16.43623086174053
39,0.0,678,1040,1107,741,1631,8629.0,80.57729020211816,16.43623086174053
40,3.075,745,916,1174,808,1698,8629.0,80.57831402334624,16.436230861740526
41,42.419,885,943,1314,948,1838,8629.0,80.5793378445743,16.43623086174053
42,0.0,988,966,1417,1051,1941,8629.0,80.58036166580236,16.436230861740526
43,32.099,935,910,1365,998,1888,8629.0,80.58138548703043,16.43623086174053
44,85.344,964,939,1394,1027,1917,8629.0,80.58240930825849,16.436230861740526
45,0.198,1547,1851,2015,1396,1308,8629.0,80.55660304212411,16.435409086131163
46,35.281,1512,1778,1942,1361,1273,8629.0,80.55762686067388,16.435409086131163
47,37.097,1470,1696,1860,1319,1231,8629.0,80.55865067922366,16.435409086131166
48,37.741,1388,1605,1769,1264,1176,8629.0,80.55967449777341,16.43540908613116
49,18.59,909,1375,1539,758,670,8629.0,80.56069831632318,16.435409086131163
50,55.093,806,1272,1436,655,567,8629.0,80.56172213487294,16.435409086131163
51,23.526,725,1190,1354,574,486,8629.0,80.56274595342273,16.435409086131163
52,54.317,606,1099,1263,455,367,8629.0,80.56376977197249,16.435409086131166
53,32.243,517,1013,1177,366,278,8629.0,80.56479359052226,16.435409086131163
54,52.171,325,884,1048,72,149,8629.0,80.56581740907204,16.435409086131163
55,72.923,212,929,1027,96,208,8629.0,80.56684122762178,16.435409086131163
56,85.372,79,939,1004,65,326,8629.0,80.56786504617155,16.43540908613116
57,58.494,123,947,954,207,464,8629.0,80.56888886472133,16.435409086131166
58,55.803,263,991,995,256,564,8629.0,80.5699126832711,16.435409086131166
59,62.291,240,1071,969,178,690,8629.0,80.57093650182087,16.43540908613116
60,208.937,235,1155,904,250,811,8629.0,80.57196032037062,16.435409086131166
61,63.524,470,1228,905,391,933,8629.0,80.5729841389204,16.435409086131163
62,176.712,678,1040,1107,741,1631,8629.0,80.5760555945697,16.435409086131163
63,26.665,655,1017,1084,718,1607,8629.0,80.57707941311945,16.435409086131163
64,10.236,727,899,1157,791,1680,8629.0,80.57810323166925,16.435409086131163
65,109.355,704,847,1134,767,1657,8629.0,80.57912705021901,16.435409086131166
66,35.932,783,828,1212,846,1736,8629.0,80.58015086876878,16.435409086131163
67,1.896,877,852,1306,940,1830,8629.0,80.58117468731854,16.435409086131163
68,130.46,1108,852,1320,1099,1999,8629.0,80.5821985058683,16.435409086131166
69,0.0,1777,2081,2245,1626,1538,8629.0,80.55639231876988,16.434587311848958
70,2.542,1445,1662,1826,1310,1222,8629.0,80.5584399505131,16.43458731184896
71,21.264,1383,1600,1764,1269,1181,8629.0,80.55946376638472,16.43458731184896
