,POP_2015,education,health_wellbeing,ID_HDC_G0,lng,lat
0,0.0,2201,1078,6685.0,75.45368812838443,29.527969080611637
1,0.104,2201,1078,6685.0,75.45329275848258,29.527116312768026
2,15.801,1037,106,6685.0,75.44775664259757,29.524558025559774
3,71.06,1054,122,6685.0,75.44884416999044,29.524558025559774
4,42.176,1012,729,6685.0,75.44192375593619,29.523705268597535
5,23.814,939,612,6685.0,75.44409879932655,29.52370526859753
6,69.623,870,408,6685.0,75.44518632102174,29.52370526859753
7,80.717,943,328,6685.0,75.44627384271693,29.52370526859753
8,47.419,976,44,6685.0,75.44736136441213,29.52370526859754
9,61.23,1009,0,6685.0,75.44844888610731,29.52370526859753
10,73.569,1347,337,6685.0,75.44953640780248,29.52370526859753
11,49.548,1347,337,6685.0,75.45062392949768,29.52370526859753
12,58.201,1423,413,6685.0,75.45171145119286,29.523705268597535
13,54.792,1051,769,6685.0,75.44044100746875,29.52285251435535
14,75.335,1012,729,6685.0,75.44152852346654,29.52285251435535
15,84.074,1012,729,6685.0,75.4426160394643,29.52285251435535
16,80.025,939,612,6685.0,75.44370355546208,29.52285251435535
17,74.314,870,408,6685.0,75.44479107145986,29.522852514355357
18,73.327,870,408,6685.0,75.44587858745763,29.522852514355353
19,61.143,884,88,6685.0,75.4469661034554,29.522852514355353
20,75.75,914,62,6685.0,75.44805361945318,29.522852514355357
21,87.103,1240,231,6685.0,75.44914113545094,29.52285251435535
22,100.654,1300,291,6685.0,75.45022865144873,29.52285251435535
23,87.086,1485,476,6685.0,75.45131616744648,29.522852514355353
24,72.635,1535,581,6685.0,75.45240368344426,29.522852514355353
25,27.188,1681,558,6685.0,75.45349119944206,29.522852514355353
26,11.007,1610,487,6685.0,75.45457871543981,29.52285251435535
27,68.654,1051,769,6685.0,75.4400457979231,29.52199976283313
28,95.67,1003,721,6685.0,75.44113330822371,29.521999762833126
29,93.766,875,593,6685.0,75.44222081852432,29.52199976283313
30,72.669,760,471,6685.0,75.44330832882491,29.521999762833126
31,62.407,812,444,6685.0,75.44439583912552,29.52199976283313
32,44.685,670,277,6685.0,75.44548334942614,29.52199976283313
33,77.533,820,156,6685.0,75.44657085972673,29.521999762833126
34,81.409,987,159,6685.0,75.44765837002736,29.521999762833126
35,94.96,1045,185,6685.0,75.44874588032795,29.521999762833126
36,97.002,1332,322,6685.0,75.44983339062856,29.52199976283313
37,101.623,1371,396,6685.0,75.45092090092918,29.521999762833126
38,110.345,1398,464,6685.0,75.45200841122976,29.521999762833126
39,45.62,1568,593,6685.0,75.45309592153036,29.52199976283313
40,0.45,1610,487,6685.0,75.45418343183098,29.52199976283313
41,26.444,1047,764,6685.0,75.43856310099964,29.521147014030763
42,74.902,1013,731,6685.0,75.43965060560335,29.521147014030763
43,76.581,881,599,6685.0,75.44073811020702,29.521147014030763
44,101.969,790,507,6685.0,75.44182561481072,29.521147014030763
45,101.138,650,367,6685.0,75.44291311941438,29.521147014030763
46,29.369,787,469,6685.0,75.44400062401809,29.521147014030763
47,43.127,664,277,6685.0,75.44508812862178,29.521147014030763
48,62.926,739,352,6685.0,75.44617563322548,29.521147014030756
49,60.59,927,220,6685.0,75.44726313782917,29.521147014030756
50,85.113,1014,284,6685.0,75.44835064243286,29.52114701403076
