,POP_2015,community_space,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
193,246.799,1243,2109,999,3513,2200,5169.0,39.464694868921114,15.616746914475176
194,307.767,1270,2136,1008,3540,2227,5169.0,39.46571609302464,15.61674691447518
195,328.343,1417,2283,906,3687,2374,5169.0,39.46673731712817,15.616746914475176
196,11.371,5000,5000,5000,5000,5000,5169.0,39.477970782267015,15.616746914475176
197,36.819,1191,942,1788,1311,1838,5169.0,39.44008790612049,15.615926426811038
198,28.589,1171,962,1767,1331,1818,5169.0,39.441109127697274,15.615926426811038
199,202.399,739,821,1336,1499,1386,5169.0,39.44417279242762,15.615926426811038
200,112.949,744,662,1447,1716,1498,5169.0,39.4451940140044,15.615926426811038
201,151.61,640,559,1306,1933,1390,5169.0,39.44621523558118,15.615926426811038
202,16.677,630,548,1295,1921,1380,5169.0,39.44723645715796,15.615926426811038
203,364.296,537,597,1268,2088,1353,5169.0,39.448257678734755,15.615926426811036
204,124.861,457,547,1188,2167,1273,5169.0,39.44927890031153,15.615926426811038
205,62.268,313,674,1116,2300,1200,5169.0,39.45030012188832,15.615926426811038
206,76.888,228,758,1062,2384,1147,5169.0,39.45132134346509,15.615926426811038
207,81.869,138,845,1001,2399,1086,5169.0,39.45234256504189,15.615926426811038
208,73.639,10,876,881,2279,966,5169.0,39.45336378661866,15.615926426811034
209,397.542,1269,2135,1044,3539,2226,5169.0,39.46459722396326,15.615926426811038
210,260.335,1270,2136,1008,3540,2227,5169.0,39.465618445540045,15.615926426811036
211,303.327,1417,2283,915,3687,2374,5169.0,39.46663966711684,15.615926426811036
212,410.862,1573,2439,1062,3843,2530,5169.0,39.46766088869362,15.615926426811036
213,324.336,1682,2548,1170,3951,2638,5169.0,39.4686821102704,15.615926426811038
214,127.893,1816,2682,1305,4086,2773,5169.0,39.469703331847185,15.615926426811038
215,212.145,1939,2805,1428,4209,2896,5169.0,39.47072455342396,15.615926426811038
216,208.896,2085,2951,1573,4354,3041,5169.0,39.47174577500075,15.615926426811038
217,280.911,2085,2951,1573,4354,3041,5169.0,39.47276699657753,15.615926426811038
218,249.614,1215,1053,1812,1421,1862,5169.0,39.43999032760692,15.615105940400928
219,153.667,1146,1122,1743,1491,1793,5169.0,39.44101154665711,15.615105940400927
220,153.992,1058,1075,1655,1443,1706,5169.0,39.442032765707296,15.615105940400927
221,8.23,735,817,1332,1503,1382,5169.0,39.44407520380767,15.615105940400928
222,111.433,570,488,1273,1890,1324,5169.0,39.44509642285786,15.615105940400927
223,404.689,640,559,1306,1933,1390,5169.0,39.44611764190803,15.615105940400928
224,320.113,555,473,1220,1972,1305,5169.0,39.44713886095821,15.615105940400927
225,340.472,511,429,1119,2108,1204,5169.0,39.44816008000841,15.615105940400927
226,398.192,517,466,1080,2229,1165,5169.0,39.44918129905859,15.615105940400928
227,435.336,414,603,1029,2366,1114,5169.0,39.45020251810877,15.615105940400928
228,431.004,329,675,959,2357,1044,5169.0,39.45122373715895,15.615105940400928
229,315.348,223,777,896,2294,981,5169.0,39.45224495620913,15.615105940400927
230,160.706,101,764,770,2168,855,5169.0,39.453266175259316,15.615105940400928
231,104.719,1446,2312,953,3715,2402,5169.0,39.4665420229117,15.615105940400927
232,467.499,1553,2419,1060,3823,2510,5169.0,39.46756324196189,15.615105940400925
233,501.178,1656,2522,1163,3925,2612,5169.0,39.468584461012064,15.615105940400928
234,455.803,1816,2682,1305,4086,2773,5169.0,39.46960568006225,15.615105940400927
235,451.796,1939,2805,1428,4209,2896,5169.0,39.47062689911242,15.615105940400928
236,226.223,1939,2805,1428,4209,2896,5169.0,39.47164811816261,15.615105940400927
237,502.802,2119,2985,1608,4389,3076,5169.0,39.47266933721281,15.615105940400925
238,29.997,1179,1164,1776,1532,1826,5169.0,39.43989275489554,15.614285455244767
239,196.226,1114,1154,1710,1523,1761,5169.0,39.44091397141927,15.614285455244767
240,66.383,936,1018,1533,1580,1583,5169.0,39.44193518794302,15.614285455244767
241,85.226,891,973,1488,1611,1538,5169.0,39.44295640446676,15.614285455244765
242,38.769,539,457,1242,1921,1292,5169.0,39.44499883751423,15.614285455244767
243,352.167,456,374,1159,2004,1210,5169.0,39.44602005403796,15.614285455244767
244,570.81,467,385,1154,2061,1224,5169.0,39.44704127056169,15.614285455244769
245,557.273,404,322,1046,2155,1127,5169.0,39.44806248708542,15.614285455244765
246,700.003,377,296,961,2231,1046,5169.0,39.44908370360917,15.614285455244767
247,405.231,474,514,980,2344,1065,5169.0,39.4501049201329,15.614285455244767
248,464.033,414,607,917,2315,1002,5169.0,39.45112613665663,15.614285455244767
249,549.368,299,722,841,2238,925,5169.0,39.452147353180365,15.614285455244767
250,217.235,198,732,738,2136,823,5169.0,39.45316856970408,15.614285455244767
251,0.325,259,606,611,2009,696,5169.0,39.45418978622784,15.614285455244767
252,476.27,1699,2565,1206,3968,2655,5169.0,39.46848681756013,15.614285455244767
253,312.424,1844,2710,1351,4114,2801,5169.0,39.46950803408386,15.614285455244767
254,463.384,1899,2765,1397,4169,2856,5169.0,39.47052925060759,15.614285455244767
255,34.677,306,911,998,2679,3504,5169.0,39.48074141584494,15.614285455244767
256,17.652,1250,1155,1846,1523,1897,5169.0,39.43979518798621,15.613464971342493
257,41.259,1066,1148,1663,1645,1714,5169.0,39.44081640198365,15.613464971342493
258,206.514,895,977,1492,1607,1543,5169.0,39.441837615981086,15.613464971342493
259,311.774,867,949,1464,1635,1514,5169.0,39.442858829978526,15.613464971342493
260,207.055,746,828,1343,1755,1393,5169.0,39.44388004397597,15.613464971342493
261,91.615,362,280,1065,2098,1116,5169.0,39.44592247197083,15.613464971342493
262,309.5,347,265,1034,2181,1104,5169.0,39.44694368596827,15.613464971342493
263,688.849,322,240,1006,2224,1080,5169.0,39.447964899965704,15.613464971342495
264,786.42,346,288,901,2287,986,5169.0,39.44898611396315,15.613464971342493
265,432.412,389,407,858,2256,943,5169.0,39.450007327960584,15.613464971342493
266,297.913,479,541,851,2249,936,5169.0,39.451028541958024,15.613464971342493
267,60.86,378,656,761,2159,846,5169.0,39.45204975595545,15.613464971342493
268,11.046,259,606,611,2009,696,5169.0,39.45307096995289,15.613464971342493
269,3.032,259,606,611,2009,696,5169.0,39.45409218395032,15.613464971342491
270,300.837,1900,2766,1407,4170,2857,5169.0,39.47043160790931,15.613464971342493
271,2.166,248,592,680,2361,3186,5169.0,39.477580105891356,15.613464971342493
272,51.8,250,691,778,2459,3284,5169.0,39.478601319888796,15.613464971342493
273,103.106,241,754,841,2522,3347,5169.0,39.47962253388624,15.613464971342493
274,104.45,247,927,1022,2703,3528,5169.0,39.480643747883676,15.613464971342493
275,35.303,1105,1187,1701,1835,1752,5169.0,39.44071883835011,15.612644488694027
276,312.749,1100,1182,1697,1839,1748,5169.0,39.4417400498214,15.612644488694029
277,352.059,833,915,1430,1842,1480,5169.0,39.442761261292695,15.612644488694029
278,440.534,746,828,1343,1755,1393,5169.0,39.44378247276398,15.61264448869403
279,90.689,305,228,970,2192,1021,5169.0,39.44582489570655,15.61264448869403
280,390.828,260,178,933,2218,984,5169.0,39.44684610717785,15.612644488694027
281,610.661,203,121,909,2274,961,5169.0,39.44786731864912,15.612644488694029
282,684.95,218,212,824,2222,909,5169.0,39.44888853012042,15.612644488694027
283,482.01,278,306,765,2163,850,5169.0,39.4499097415917,15.612644488694029
284,264.125,424,451,749,2147,834,5169.0,39.45093095306299,15.61264448869403
285,3.574,410,360,597,1995,682,5169.0,39.451952164534276,15.612644488694027
286,28.264,311,298,519,1917,604,5169.0,39.452973376005566,15.612644488694027
287,76.13,275,558,645,2326,3152,5169.0,39.47748245131649,15.61264448869403
288,188.865,198,666,753,2434,3259,5169.0,39.478503662787766,15.612644488694029
289,206.217,172,783,870,2551,3376,5169.0,39.47952487425906,15.61264448869403
290,114.805,220,922,1025,2706,3532,5169.0,39.480546085730346,15.612644488694027
291,35.845,1361,1398,1818,1767,1868,5169.0,39.43960007157324,15.6118240072993
292,62.918,1188,1270,1719,1962,1770,5169.0,39.440621280518535,15.611824007299301
293,254.487,1114,1196,1711,1983,1761,5169.0,39.44164248946383,15.611824007299301
294,163.305,859,941,1456,1868,1506,5169.0,39.44266369840911,15.611824007299298
295,198.067,519,601,1116,1982,1166,5169.0,39.44470611629969,15.611824007299301
296,324.553,335,416,931,2008,982,5169.0,39.44572732524499,15.611824007299301
297,206.839,276,358,873,1997,923,5169.0,39.44674853419026,15.6118240072993
298,597.341,91,16,798,2162,849,5169.0,39.44776974313557,15.6118240072993
299,371.335,131,181,793,2156,843,5169.0,39.448790952080856,15.6118240072993
300,391.369,373,368,650,2048,735,5169.0,39.449812161026145,15.611824007299298
301,320.004,397,396,635,2033,720,5169.0,39.450833369971434,15.611824007299301
302,377.508,353,303,540,1938,625,5169.0,39.45185457891672,15.611824007299301
303,361.805,243,298,450,1848,535,5169.0,39.45287578786201,15.611824007299301
304,128.543,299,382,388,1786,473,5169.0,39.45389699680731,15.6118240072993
305,85.551,353,339,426,2107,2932,5169.0,39.47636359360368,15.611824007299298
306,155.998,252,574,661,2342,3167,5169.0,39.47738480254897,15.6118240072993
307,91.252,147,648,766,2447,3272,5169.0,39.478406011494265,15.6118240072993
308,39.015,15,780,898,2579,3404,5169.0,39.47942722043956,15.6118240072993
309,8.447,1326,1385,1782,1803,1832,5169.0,39.439502522069354,15.611003527158243
310,113.815,1184,1266,1716,1964,1766,5169.0,39.4405237284888,15.61100352715824
311,331.267,1104,1186,1701,2000,1751,5169.0,39.44154493490824,15.61100352715824
312,283.293,1052,1134,1649,2061,1699,5169.0,39.44256614132768,15.611003527158244
313,426.781,1014,1096,1610,2023,1661,5169.0,39.44358734774713,15.611003527158243
314,176.842,524,606,1121,1988,1171,5169.0,39.44460855416657,15.611003527158237
315,295.205,268,350,864,2015,915,5169.0,39.44562976058601,15.611003527158243
316,345.995,306,388,903,2054,953,5169.0,39.446650967005446,15.61100352715824
317,332.35,97,137,742,2092,793,5169.0,39.44767217342489,15.611003527158243
318,532.583,590,540,764,2162,849,5169.0,39.448693379844336,15.611003527158243
319,723.177,425,375,599,1997,684,5169.0,39.44971458626378,15.611003527158244
320,441.509,327,276,513,1911,598,5169.0,39.450735792683226,15.611003527158243
321,441.942,249,198,435,1833,520,5169.0,39.451756999102656,15.61100352715824
322,516.88,174,211,385,1783,470,5169.0,39.452778205522094,15.61100352715824
323,308.383,205,291,319,1717,404,5169.0,39.453799411941546,15.611003527158243
324,0.0,178,161,248,1929,2755,5169.0,39.474223540330385,15.61100352715824
325,15.269,266,251,338,2019,2845,5169.0,39.47524474674984,15.611003527158243
326,162.33,353,339,426,2107,2932,5169.0,39.47626595316927,15.611003527158244
327,225.378,285,511,657,2338,3164,5169.0,39.47728715958871,15.61100352715824
328,132.329,310,544,717,2398,3224,5169.0,39.478308366008164,15.611003527158244
329,66.018,73,782,899,2581,3406,5169.0,39.4793295724276,15.611003527158243
330,59.959,558,645,968,2618,3443,5169.0,39.48035077884705,15.611003527158243
331,495.655,498,397,589,1987,674,5169.0,39.449617017304476,15.610183048270772
332,752.85,287,182,412,1810,497,5169.0,39.45063822119822,15.610183048270773
333,545.036,189,139,376,1774,461,5169.0,39.45165942509196,15.610183048270772
334,694.372,83,146,295,1693,380,5169.0,39.45268062898571,15.610183048270772
335,279.805,196,289,271,1669,356,5169.0,39.453701832879446,15.610183048270772
336,112.733,330,623,227,1266,2091,5169.0,39.466977483498134,15.610183048270772
337,395.051,324,618,222,1260,2086,5169.0,39.46799868739188,15.610183048270772
338,308.309,341,634,239,1277,2102,5169.0,39.469019891285626,15.610183048270772
339,54.688,195,136,116,1797,2622,5169.0,39.4731047068606,15.610183048270772
