,POP_2015,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,251.368,745,617,1979,8821.0,84.74022315867064,25.789671662736968
1,492.463,745,617,1979,8821.0,84.74128784803017,25.789671662736968
2,51.741,1259,360,2811,8821.0,84.74874067354685,25.789671662736968
3,204.453,3304,0,2225,8821.0,84.70790939256716,25.788829880151628
4,180.286,3201,102,2122,8821.0,84.7089740772374,25.788829880151624
5,143.994,2604,657,1525,8821.0,84.71536218525895,25.788829880151628
6,69.512,2604,657,1525,8821.0,84.71642686992921,25.78882988015163
7,323.611,930,433,1794,8821.0,84.73878524800456,25.788829880151628
8,330.063,745,617,1979,8821.0,84.73984993267482,25.788829880151624
9,266.054,745,617,1979,8821.0,84.74091461734508,25.788829880151624
10,366.482,880,846,2260,8821.0,84.74304398668562,25.788829880151628
11,351.965,815,782,2367,8821.0,84.74410867135586,25.78882988015163
12,6.282,815,782,2367,8821.0,84.74517335602611,25.78882988015162
13,70.631,1259,360,2811,8821.0,84.74836741003686,25.788829880151628
14,165.456,1259,360,2811,8821.0,84.74943209470713,25.788829880151624
15,177.699,3304,0,2225,8821.0,84.70753632403327,25.78798809983448
16,99.862,3201,102,2122,8821.0,84.70860100401447,25.78798809983448
17,130.9,2983,320,1904,8821.0,84.71073036397686,25.787988099834482
18,117.806,2849,454,1770,8821.0,84.71179504395806,25.787988099834482
19,149.329,2823,480,1744,8821.0,84.71285972393925,25.78798809983448
20,142.256,2700,604,1621,8821.0,84.71392440392046,25.787988099834486
21,153.936,2604,657,1525,8821.0,84.71498908390163,25.787988099834482
22,148.601,2604,657,1525,8821.0,84.71605376388285,25.787988099834482
23,143.63,2517,570,1438,8821.0,84.71711844386404,25.787988099834482
24,72.745,2398,451,1319,8821.0,84.71818312384525,25.787988099834482
25,90.365,2325,229,958,8821.0,84.71924780382645,25.787988099834482
26,100.683,2199,601,770,8821.0,84.72031248380763,25.78798809983448
27,192.112,2199,601,770,8821.0,84.72137716378882,25.787988099834482
28,31.495,1632,894,2256,8821.0,84.73095928361961,25.787988099834482
29,9.253,1571,834,2195,8821.0,84.7320239636008,25.787988099834482
30,101.702,1024,338,1700,8821.0,84.73841204348798,25.787988099834482
31,278.703,930,433,1794,8821.0,84.7394767234692,25.787988099834486
32,384.055,571,537,2153,8821.0,84.74054140345038,25.787988099834482
33,305.444,546,513,2178,8821.0,84.74160608343158,25.787988099834482
34,384.649,785,752,2354,8821.0,84.74267076341279,25.787988099834482
35,403.912,725,691,2458,8821.0,84.74373544339399,25.787988099834482
36,92.986,725,691,2458,8821.0,84.74480012337519,25.787988099834482
37,117.56,1408,210,2961,8821.0,84.74799416331877,25.787988099834482
38,184.387,1408,210,2961,8821.0,84.74905884329996,25.787988099834482
39,147.025,3180,181,2370,8821.0,84.70716327228266,25.78714632178543
40,120.271,3087,259,2278,8821.0,84.708227947575,25.78714632178543
41,101.277,3062,420,2176,8821.0,84.70929262286735,25.78714632178543
42,142.701,2952,454,2039,8821.0,84.71035729815969,25.787146321785425
43,143.065,2862,541,1878,8821.0,84.71142197345205,25.78714632178542
44,204.372,2831,555,1889,8821.0,84.71248664874439,25.78714632178542
45,167.353,2659,644,1580,8821.0,84.71355132403674,25.78714632178542
46,93.517,2628,677,1549,8821.0,84.71461599932908,25.78714632178542
47,121.928,2500,553,1421,8821.0,84.71568067462145,25.787146321785425
48,136.154,2384,437,1305,8821.0,84.7167453499138,25.78714632178543
49,150.42,2314,366,1235,8821.0,84.71781002520615,25.787146321785425
50,151.228,2284,78,1057,8821.0,84.7188747004985,25.78714632178542
51,93.275,2213,62,915,8821.0,84.71993937579083,25.78714632178542
52,220.636,2199,601,770,8821.0,84.7210040510832,25.78714632178543
53,263.762,1935,337,521,8821.0,84.7231334016679,25.787146321785425
54,233.658,1883,456,21,8821.0,84.72419807696025,25.78714632178542
55,154.807,1873,445,10,8821.0,84.72526275225259,25.787146321785425
56,175.813,1725,297,136,8821.0,84.72632742754494,25.787146321785425
57,255.357,1725,297,136,8821.0,84.72739210283729,25.78714632178542
58,0.085,1577,839,2201,8821.0,84.73058612871434,25.787146321785425
59,57.388,1559,822,2184,8821.0,84.73165080400669,25.78714632178542
