,POP_2015,active_living,community_space,health_wellbeing,ID_HDC_G0,lng,lat
0,143.251,104,901,670,9638.0,88.12499331232756,23.653582879698227
1,94.226,203,802,769,9638.0,88.12604672710478,23.653582879698224
2,27.143,321,727,741,9638.0,88.12710014188204,23.653582879698224
3,110.202,440,682,809,9638.0,88.12815355665927,23.653582879698224
4,127.464,440,682,809,9638.0,88.12920697143652,23.653582879698227
5,77.645,130,950,620,9638.0,88.12359068205988,23.652746568531043
6,122.884,0,896,566,9638.0,88.12464409266268,23.652746568531043
7,192.503,83,889,649,9638.0,88.1256975032655,23.65274656853104
8,194.547,282,736,735,9638.0,88.12675091386826,23.652746568531043
9,106.908,355,692,707,9638.0,88.12780432447106,23.65274656853104
10,70.149,123,274,795,9638.0,88.13201796688224,23.65274656853104
11,141.774,123,274,795,9638.0,88.13307137748504,23.652746568531047
12,217.678,300,96,972,9638.0,88.13412478808786,23.65274656853104
13,69.884,241,194,1044,9638.0,88.13517819869062,23.652746568531043
14,182.32,161,961,630,9638.0,88.12324148279356,23.651910259396345
15,140.752,30,865,535,9638.0,88.1242948892221,23.65191025939635
16,231.306,133,786,530,9638.0,88.12534829565064,23.65191025939634
17,167.252,180,684,666,9638.0,88.12640170207918,23.65191025939634
18,149.005,85,588,577,9638.0,88.1274551085077,23.65191025939634
19,91.992,166,501,516,9638.0,88.12850851493626,23.651910259396338
20,84.383,222,445,572,9638.0,88.12956192136481,23.65191025939635
21,184.439,0,232,671,9638.0,88.13061532779334,23.65191025939635
22,200.983,61,253,733,9638.0,88.13166873422189,23.65191025939635
23,231.306,123,274,795,9638.0,88.13272214065043,23.65191025939635
24,231.571,300,96,972,9638.0,88.13377554707897,23.651910259396338
25,202.156,241,194,1044,9638.0,88.13482895350752,23.651910259396345
26,130.266,148,287,951,9638.0,88.13588235993602,23.65191025939635
27,147.226,89,807,476,9638.0,88.12499910425971,23.65107395229404
28,85.216,85,588,577,9638.0,88.12605250651418,23.65107395229404
29,127.048,85,588,577,9638.0,88.12710590876868,23.65107395229404
30,120.272,135,483,485,9638.0,88.12815931102317,23.65107395229404
31,88.207,222,445,572,9638.0,88.12921271327764,23.65107395229404
32,174.256,6,225,664,9638.0,88.13026611553212,23.65107395229404
33,167.517,6,225,664,9638.0,88.13131951778661,23.65107395229405
34,176.603,214,0,881,9638.0,88.13342632229556,23.651073952294038
35,214.308,148,287,951,9638.0,88.13447972455005,23.65107395229404
36,232.517,148,287,951,9638.0,88.13553312680453,23.65107395229404
37,146.422,77,722,391,9638.0,88.12464992909223,23.650237647224046
38,112.965,0,653,369,9638.0,88.12570332717286,23.650237647224046
39,87.071,0,569,518,9638.0,88.12675672525344,23.650237647224046
40,75.865,0,569,518,9638.0,88.12781012333407,23.65023764722405
41,194.32,34,180,769,9638.0,88.13413051181776,23.650237647224046
42,194.585,98,313,901,9638.0,88.13518390989836,23.650237647224042
43,111.716,290,505,1049,9638.0,88.1372907060596,23.650237647224046
44,104.221,0,516,186,9638.0,88.1253541640546,23.649401344186273
45,73.064,208,22,416,9638.0,88.13062113358929,23.64940134418627
46,135.036,230,0,439,9638.0,88.13167452749624,23.649401344186266
47,153.964,68,146,735,9638.0,88.13378131531012,23.64940134418627
48,182.13,514,477,826,9638.0,88.13483470921707,23.649401344186273
49,156.539,475,516,865,9638.0,88.13588810312403,23.649401344186266
50,184.856,290,505,1049,9638.0,88.13694149703096,23.649401344186266
51,177.753,0,516,186,9638.0,88.12500501715891,23.648565043180632
52,159.454,186,330,0,9638.0,88.12711179662585,23.648565043180632
53,106.113,49,170,159,9638.0,88.12816518635933,23.64856504318063
54,147.491,0,121,208,9638.0,88.12921857609278,23.648565043180632
55,125.912,185,45,394,9638.0,88.13027196582625,23.648565043180632
56,200.566,514,477,826,9638.0,88.13448552476011,23.648565043180636
57,186.711,475,516,865,9638.0,88.13553891449358,23.648565043180632
58,115.017,186,330,0,9638.0,88.1267626576057,23.647728744207033
59,114.479,103,18,311,9638.0,88.12886942872606,23.647728744207033
60,147.264,121,0,330,9638.0,88.12852029758167,23.646892447265373
61,41.862,0,352,0,9638.0,88.12676871091642,23.645219859477578
62,149.857,80,327,80,9638.0,88.1278220839579,23.645219859477574
63,170.546,439,233,1089,9638.0,88.13624906828984,23.645219859477574
64,125.171,498,850,151,9638.0,88.12220615713251,23.644383568631238
65,178.847,498,850,151,9638.0,88.12325952600152,23.644383568631238
66,149.329,382,734,35,9638.0,88.12431289487051,23.644383568631238
67,136.872,347,699,0,9638.0,88.1253662637395,23.644383568631238
68,147.781,117,469,117,9638.0,88.12641963260846,23.644383568631238
69,147.63,80,327,80,9638.0,88.12747300147745,23.644383568631238
70,141.553,328,488,0,9638.0,88.12852637034644,23.64438356863124
71,143.402,328,488,0,9638.0,88.12957973921543,23.644383568631234
72,204.049,833,636,686,9638.0,88.13273984582239,23.644383568631245
73,104.22,78,208,1531,9638.0,88.13906005903631,23.64438356863124
74,43.346,0,286,1609,9638.0,88.14011342790528,23.644383568631238
75,113.431,347,699,0,9638.0,88.1239638411273,23.643547279816495
76,195.796,117,469,117,9638.0,88.12607057052065,23.643547279816488
77,176.243,164,441,164,9638.0,88.12712393521734,23.6435472798165
78,129.059,328,488,0,9638.0,88.128177299914,23.643547279816488
79,163.899,328,488,0,9638.0,88.12923066461066,23.6435472798165
80,193.714,846,657,665,9638.0,88.13239075870068,23.64354727981649
81,113.457,205,0,1322,9638.0,88.13765758218402,23.643547279816488
82,132.121,78,208,1531,9638.0,88.1387109468807,23.643547279816495
83,33.958,78,208,1531,9638.0,88.13976431157738,23.6435472798165
84,156.803,535,695,207,9638.0,88.12888160622605,23.642710993033255
85,141.547,205,0,1322,9638.0,88.13730849042246,23.642710993033255
86,5.149,260,260,1490,9638.0,88.1404685719961,23.642710993033248
87,39.523,226,370,1601,9638.0,88.14152193252065,23.64271099303325
88,134.117,686,1018,257,9638.0,88.1243191386506,23.641874708281428
89,188.511,535,695,207,9638.0,88.1285325640611,23.641874708281428
90,146.724,535,695,207,9638.0,88.12958592041373,23.641874708281428
