,POP_2015,active_living,community_space,health_wellbeing,ID_HDC_G0,lng,lat
91,44.065,541,541,688,9638.0,88.13274598947159,23.641874708281424
92,185.196,0,0,1230,9638.0,88.1380127712347,23.641874708281424
93,114.707,239,239,1470,9638.0,88.14011948393997,23.641874708281424
94,38.273,226,370,1601,9638.0,88.14117284029255,23.641874708281424
95,126.945,686,1018,257,9638.0,88.12397012939174,23.641038425560932
96,148.725,483,760,0,9638.0,88.12607683375352,23.64103842556093
97,150.726,483,760,0,9638.0,88.12713018593439,23.641038425560932
98,218.067,827,828,402,9638.0,88.13029024247709,23.64103842556093
99,143.705,541,541,688,9638.0,88.13239694683885,23.641038425560932
100,207.04,0,0,1230,9638.0,88.13766370774331,23.641038425560932
101,119.471,683,961,200,9638.0,88.12783452838812,23.64020214487167
102,148.083,683,961,200,9638.0,88.12888787639747,23.64020214487167
103,182.245,827,828,402,9638.0,88.12994122440682,23.64020214487167
104,41.182,683,961,200,9638.0,88.12748553487906,23.639365866213552
105,132.116,683,961,200,9638.0,88.12853887871705,23.639365866213556
106,183.114,141,501,1731,9638.0,88.14012566093511,23.639365866213552
107,84.648,276,536,1767,9638.0,88.14117900477314,23.639365866213556
108,70.414,276,536,1767,9638.0,88.14223234861116,23.639365866213556
109,123.208,525,1177,416,9638.0,88.12608321792075,23.638529589586497
110,128.719,525,1177,416,9638.0,88.1271365575876,23.638529589586494
111,138.481,0,360,1590,9638.0,88.138723293923,23.63852958958649
112,196.97,141,501,1731,9638.0,88.13977663358986,23.638529589586494
113,164.905,141,501,1731,9638.0,88.14082997325674,23.6385295895865
114,148.437,333,693,1924,9638.0,88.14048095795991,23.637693314990397
115,189.853,333,693,1924,9638.0,88.14153429345582,23.637693314990397
116,186.143,186,546,1776,9638.0,88.13907862755705,23.63685704242518
117,100.775,186,546,1776,9638.0,88.14013195888221,23.636857042425184
118,92.977,333,693,1924,9638.0,88.14118529020733,23.63685704242518
119,126.522,0,1655,941,9638.0,88.12644523319045,23.634348236913908
120,114.994,0,1655,941,9638.0,88.1260963490239,23.633511972471315
