,POP_2015,active_living,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,44.18,2159,946,1577,1464,847,4381.0,37.201359876234676,38.211721042666774
1,57.949,2159,946,1577,1464,847,4381.0,37.20107682785561,38.21083486153457
2,72.851,1649,613,1068,954,408,4381.0,37.19499918567998,38.20994868444992
3,58.182,1795,759,1213,1099,483,4381.0,37.19731702825025,38.20994868444991
4,36.648,1894,858,1312,1198,582,4381.0,37.19847594953538,38.20994868444991
5,51.487,1925,888,1343,1229,613,4381.0,37.1996348708205,38.20994868444991
6,73.567,1649,613,1068,954,408,4381.0,37.194716206643726,38.20906251141266
7,89.051,1706,669,1124,1010,393,4381.0,37.197034031579875,38.20906251141266
8,62.278,1795,759,1213,1099,483,4381.0,37.19819294404795,38.20906251141266
9,64.306,2557,428,2376,1881,1497,4381.0,37.212099893664856,38.20906251141266
10,52.181,1648,424,176,123,1040,4381.0,37.18516201102197,38.20817634242263
11,87.989,1559,433,258,210,948,4381.0,37.18632091467339,38.20817634242264
12,92.459,1415,289,376,336,803,4381.0,37.1874798183248,38.20817634242264
13,85.47,1363,237,421,388,752,4381.0,37.18863872197621,38.20817634242263
14,51.366,1475,104,533,517,618,4381.0,37.18979762562762,38.20817634242263
15,77.814,1584,177,643,643,494,4381.0,37.190956529279035,38.20817634242263
16,72.727,1513,251,718,718,423,4381.0,37.19211543293044,38.20817634242263
17,75.715,1420,384,839,725,330,4381.0,37.19327433658185,38.20817634242263
18,83.939,1420,384,839,725,330,4381.0,37.194433240233266,38.20817634242264
19,80.383,1449,412,867,753,137,4381.0,37.19559214388469,38.20817634242264
20,70.444,1677,641,1096,982,365,4381.0,37.1967510475361,38.20817634242263
21,59.167,1680,814,1179,954,300,4381.0,37.197909951187505,38.20817634242263
22,34.892,1843,786,1342,1118,463,4381.0,37.19906885483891,38.20817634242264
23,33.536,1843,786,1342,1118,463,4381.0,37.20022775849033,38.20817634242263
24,50.176,2056,568,1560,1335,681,4381.0,37.20138666214173,38.20817634242263
25,48.929,2056,568,1560,1335,681,4381.0,37.20254556579315,38.20817634242263
26,61.65,2171,349,1771,1495,892,4381.0,37.204863373095975,38.20817634242263
27,82.827,2123,165,1855,1447,976,4381.0,37.20602227674738,38.20817634242263
28,22.3,2557,428,2376,1881,1497,4381.0,37.211816795004445,38.20817634242263
29,53.712,2765,737,2685,2190,1806,4381.0,37.215293505958684,38.20817634242264
30,55.021,2765,737,2685,2190,1806,4381.0,37.21645240961009,38.20817634242263
31,79.642,1525,177,425,376,1303,4381.0,37.1814024432614,38.2072901774797
32,82.013,1579,231,366,313,1245,4381.0,37.182561338096534,38.2072901774797
33,65.245,1674,419,202,150,1066,4381.0,37.18372023293167,38.2072901774797
34,78.21,1661,421,189,137,1053,4381.0,37.18487912776681,38.2072901774797
35,95.397,1521,429,218,170,919,4381.0,37.18603802260195,38.2072901774797
36,77.296,1346,340,302,262,753,4381.0,37.18719691743709,38.207290177479706
37,82.877,1346,340,302,262,753,4381.0,37.188355812272235,38.207290177479706
38,113.598,1408,0,466,466,514,4381.0,37.189514707107385,38.2072901774797
39,105.053,1457,49,515,515,465,4381.0,37.19067360194252,38.207290177479706
40,71.443,1433,171,637,637,343,4381.0,37.19183249677766,38.2072901774797
41,86.946,1326,289,744,630,236,4381.0,37.19299139161281,38.2072901774797
42,50.674,1431,394,849,735,151,4381.0,37.19415028644796,38.207290177479706
43,86.235,1379,514,878,654,0,4381.0,37.195309181283086,38.2072901774797
44,92.508,1620,755,1119,895,240,4381.0,37.19646807611822,38.2072901774797
45,68.926,1680,814,1179,954,300,4381.0,37.19762697095337,38.2072901774797
46,54.185,1765,840,1264,1040,385,4381.0,37.19878586578851,38.2072901774797
47,46.162,1843,780,1342,1118,463,4381.0,37.19994476062365,38.2072901774797
48,72.481,1798,523,1448,1117,569,4381.0,37.201103655458795,38.207290177479706
49,63.182,1997,526,1503,1276,624,4381.0,37.202262550293945,38.2072901774797
50,58.019,2033,257,1703,1354,824,4381.0,37.20458033996421,38.2072901774797
51,57.663,2013,202,1757,1337,878,4381.0,37.20573923479935,38.207290177479706
52,56.848,2216,0,1948,1540,1069,4381.0,37.206898129634496,38.2072901774797
53,55.317,2217,60,2009,1541,1130,4381.0,37.208057024469646,38.2072901774797
54,26.868,2249,129,2078,1576,1199,4381.0,37.20921591930479,38.2072901774797
55,28.227,2391,261,2210,1715,1331,4381.0,37.21037481413993,38.2072901774797
56,31.066,2537,407,2356,1861,1477,4381.0,37.21153370897507,38.2072901774797
57,30.548,2514,486,2434,1932,1555,4381.0,37.212692603810204,38.207290177479706
58,36.524,2563,547,2496,1994,1617,4381.0,37.21385149864535,38.2072901774797
59,36.796,2642,664,2613,2114,1734,4381.0,37.21501039348049,38.207290177479706
60,40.105,2762,733,2682,2187,1803,4381.0,37.21616928831565,38.207290177479706
61,130.934,1525,177,425,376,1303,4381.0,37.181119599075174,38.20640401658365
62,79.79,1463,115,307,281,1186,4381.0,37.182278485094436,38.206404016583654
63,89.1,1461,113,248,196,1127,4381.0,37.1834373711137,38.206404016583654
64,53.152,1547,322,75,22,954,4381.0,37.18459625713296,38.20640401658365
65,63.362,1414,356,109,84,821,4381.0,37.18575514315223,38.206404016583654
66,61.935,1177,347,410,307,759,4381.0,37.18691402917149,38.20640401658364
67,56.922,1206,247,265,265,660,4381.0,37.188072915190766,38.206404016583654
68,78.234,1251,226,379,379,526,4381.0,37.18923180121003,38.206404016583654
69,67.591,1376,78,434,434,444,4381.0,37.19039068722928,38.206404016583654
70,63.615,1367,237,601,601,277,4381.0,37.19154957324854,38.20640401658365
71,67.502,1260,344,708,564,200,4381.0,37.192708459267806,38.20640401658365
72,85.075,1330,442,806,619,90,4381.0,37.193867345287074,38.20640401658365
