,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,82.126,1625,1823,1260,2122,428,6769.0,75.58443737220671,28.376617719790687
1,5.281,2173,1853,1335,2559,1173,6769.0,75.60063831903669,28.376617719790683
2,28.887,2173,1853,1335,2559,1173,6769.0,75.6017183821587,28.376617719790683
3,35.943,2165,1828,1326,2550,1164,6769.0,75.60279844528068,28.376617719790687
4,61.632,2467,1573,1394,2856,1510,6769.0,75.60819876089069,28.37661771979068
5,44.041,1625,1823,1260,2122,428,6769.0,75.5829814215465,28.375768533849403
6,61.514,1605,1803,1240,2102,411,6769.0,75.58406147929719,28.3757685338494
7,60.649,1558,1756,1193,2055,308,6769.0,75.58514153704787,28.375768533849403
8,40.696,1617,1793,1214,2093,227,6769.0,75.58622159479856,28.3757685338494
9,33.493,2016,1918,1306,2391,1144,6769.0,75.59918228780674,28.3757685338494
10,12.162,2113,1881,1363,2489,1202,6769.0,75.60026234555741,28.3757685338494
11,62.116,2173,1853,1335,2559,1173,6769.0,75.6013424033081,28.375768533849403
12,62.394,2199,1795,1347,2584,1199,6769.0,75.60242246105878,28.375768533849403
13,43.0,2259,1738,1343,2644,1239,6769.0,75.60350251880945,28.375768533849403
14,72.928,2248,1649,1274,2637,1179,6769.0,75.60458257656013,28.375768533849403
15,73.911,2467,1573,1394,2856,1510,6769.0,75.60782274981217,28.3757685338494
16,10.137,2790,1875,1717,3179,1833,6769.0,75.61106292306421,28.3757685338494
17,13.057,2845,1834,1783,3234,1883,6769.0,75.6121429808149,28.375768533849403
18,55.851,1526,1724,1161,2023,453,6769.0,75.58368560288088,28.37491935048332
19,55.044,1484,1682,1119,1981,360,6769.0,75.58476565526045,28.374919350483328
20,80.674,1617,1793,1214,2093,227,6769.0,75.58584570764008,28.374919350483324
21,47.137,1522,1565,986,1865,0,6769.0,75.58692576001965,28.37491935048332
22,79.75,1522,1565,986,1865,0,6769.0,75.58800581239926,28.374919350483317
23,52.374,1367,1410,831,1709,135,6769.0,75.58908586477884,28.374919350483324
24,37.425,2016,1918,1306,2391,1144,6769.0,75.59880633619525,28.374919350483324
25,76.464,2113,1881,1363,2489,1202,6769.0,75.59988638857483,28.374919350483324
26,44.922,2094,1773,1255,2479,1094,6769.0,75.60096644095445,28.374919350483317
27,73.882,2081,1744,1242,2466,1080,6769.0,75.60204649333404,28.374919350483324
28,65.241,2172,1652,1257,2557,1147,6769.0,75.60312654571364,28.374919350483324
29,48.179,2160,1560,1185,2549,1091,6769.0,75.60420659809321,28.374919350483317
30,66.517,2317,1423,1244,2706,1360,6769.0,75.60744675523203,28.37491935048332
31,70.918,2433,1539,1360,2822,1476,6769.0,75.60852680761163,28.374919350483324
32,54.296,2508,1614,1435,2896,1551,6769.0,75.60960685999122,28.37491935048332
33,63.671,2657,1763,1584,3046,1700,6769.0,75.61068691237082,28.374919350483324
34,63.759,2703,1745,1630,3091,1746,6769.0,75.61176696475042,28.374919350483317
35,53.225,1385,1583,1020,1882,459,6769.0,75.58438978996583,28.37407016969233
36,58.111,1441,1488,909,1787,405,6769.0,75.58546983697457,28.374070169692335
37,64.434,1367,1410,831,1709,135,6769.0,75.58870997800082,28.374070169692327
38,53.577,1329,1372,793,1671,0,6769.0,75.58979002500956,28.374070169692335
