,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,29.621,0,3556,2834,2410,10606.0,97.60776596976156,1.3066079468194083
1,101.073,0,3532,2810,2386,10606.0,97.60876390724177,1.3066079468194083
2,100.024,54,3581,2859,2435,10606.0,97.60976184472194,1.3066079468194074
3,120.396,5,3551,2829,2405,10606.0,97.60774658866168,1.3057990983754948
4,109.312,24,3447,2725,2301,10606.0,97.60874452594376,1.3057990983754961
5,127.212,79,3592,2871,2446,10606.0,97.60974246322577,1.3057990983754948
6,42.242,330,3407,2686,2262,10606.0,97.60672928249001,1.3049902500313069
7,123.092,330,3407,2686,2262,10606.0,97.60772721957404,1.304990250031307
8,110.173,90,3381,2659,2235,10606.0,97.60872515665805,1.304990250031306
9,66.321,92,3563,2842,2418,10606.0,97.60972309374208,1.304990250031308
10,141.255,330,3407,2686,2262,10606.0,97.60670992561245,1.3041814017867797
11,99.065,267,3344,2622,2198,10606.0,97.60770786249859,1.3041814017867797
12,108.263,197,3274,2552,2128,10606.0,97.6087057993847,1.3041814017867808
13,102.009,418,3194,2473,2049,10606.0,97.60768851743529,1.3033725536418537
14,100.747,347,3124,2402,1978,10606.0,97.60868645412361,1.3033725536418528
15,115.085,418,3194,2473,2049,10606.0,97.60766918438415,1.302563705596465
16,121.99,347,3124,2402,1978,10606.0,97.60866712087484,1.302563705596464
17,128.538,493,2978,2256,1832,10606.0,97.60864779963829,1.3017548576505513
18,51.791,493,2978,2256,1832,10606.0,97.60862849041399,1.3009460098040562
19,9.137,640,2831,2110,1685,10606.0,97.60761125730345,1.3001371620569109
20,80.027,640,2831,2110,1685,10606.0,97.60860919320189,1.3001371620569118
21,11.272,622,2672,1951,1527,10606.0,97.60759197230072,1.2993283144090584
22,59.356,622,2672,1951,1527,10606.0,97.60858990800199,1.2993283144090595
23,58.457,598,2648,1927,1503,10606.0,97.60757269931001,1.2985194668604354
24,111.446,622,2672,1951,1527,10606.0,97.60857063481423,1.2985194668604354
25,79.877,504,2554,1832,1408,10606.0,97.60755343833135,1.2977106194109778
26,89.089,419,2469,1748,1324,10606.0,97.60855137363863,1.2977106194109789
27,104.069,419,2469,1748,1324,10606.0,97.60753418936467,1.2969017720606273
28,80.177,386,2436,1714,1290,10606.0,97.60853212447516,1.2969017720606277
29,67.969,353,2403,1681,1257,10606.0,97.6085128873238,1.2960929248093205
30,78.754,905,2849,1991,1704,10606.0,97.6035039885982,1.2952840776569976
31,50.63,283,2333,1580,1188,10606.0,97.60749572746724,1.2952840776569965
