,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,26.85,2472,1691,1421,2704,2477,2400,11784.0,106.49221092903593,10.988280752915333
1,2.876,2472,1691,1421,2704,2477,2400,11784.0,106.49202942516271,10.987466235894718
2,34.822,2047,1248,980,2776,2318,1975,11784.0,106.49534046819711,10.98420817641094
3,72.199,2085,1192,924,2817,2310,1978,11784.0,106.49634969703169,10.98420817641094
4,27.869,2122,1137,868,2858,2302,1982,11784.0,106.49735892586628,10.98420817641094
5,7.623,2371,1207,943,3100,2377,2058,11784.0,106.49836815470084,10.984208176410943
6,12.175,2463,1104,1043,3184,2358,2073,11784.0,106.49937738353545,10.98420817641094
7,2.485,2506,1146,991,3080,2401,2116,11784.0,106.50038661237002,10.984208176410942
8,77.086,2778,2604,1587,3656,3516,3369,11784.0,106.51653427372332,10.98420817641094
9,2.667,2250,2537,941,945,1708,2487,11784.0,106.47800216808234,10.983393663689329
10,0.768,2195,2477,882,896,1654,2427,11784.0,106.47901139519745,10.98339366368933
11,7.385,1773,1764,1219,1409,1330,1791,11784.0,106.48405753077313,10.983393663689332
12,12.845,1773,1764,1219,1409,1330,1791,11784.0,106.48506675788825,10.983393663689329
13,79.18,2122,1137,868,2858,2302,1982,11784.0,106.49616825615466,10.98339366368933
14,65.414,2212,1003,739,2949,2173,1854,11784.0,106.49717748326981,10.98339366368933
15,52.987,2230,1021,757,2967,2191,1872,11784.0,106.49818671038493,10.983393663689332
16,39.053,2274,915,854,3004,2169,1885,11784.0,106.49919593750006,10.983393663689332
17,49.399,2506,1146,991,3080,2401,2116,11784.0,106.50020516461515,10.983393663689329
18,0.586,2537,1177,869,2958,2432,2147,11784.0,106.5012143917303,10.98339366368933
19,9.732,2576,1965,955,3027,2884,2729,11784.0,106.5052513001908,10.983393663689329
20,15.275,2576,1965,955,3027,2884,2729,11784.0,106.50626052730594,10.983393663689332
21,9.089,2678,2067,1057,3129,2986,2831,11784.0,106.50726975442109,10.983393663689332
22,47.905,2850,2249,1233,3301,3161,3014,11784.0,106.51332511711183,10.98339366368933
23,40.253,2778,2604,1587,3656,3516,3369,11784.0,106.51635279845725,10.983393663689332
24,46.523,2401,2910,1890,3759,3298,3675,11784.0,106.51736202557235,10.983393663689332
25,32.113,2401,2910,1890,3759,3298,3675,11784.0,106.51837125268749,10.983393663689332
26,20.944,2234,2546,950,930,1693,2496,11784.0,106.47782077247173,10.982579151827322
27,5.389,2195,2477,882,896,1654,2427,11784.0,106.47882999786755,10.98257915182732
28,6.569,2167,2293,638,869,1626,2243,11784.0,106.47983922326334,10.98257915182732
29,12.616,2264,2390,134,966,1723,2340,11784.0,106.48084844865916,10.982579151827318
30,27.212,2277,2403,147,978,1735,2353,11784.0,106.48185767405498,10.98257915182732
31,26.222,2395,2521,265,1096,1854,2471,11784.0,106.48286689945076,10.982579151827318
32,12.198,1773,1764,1219,1409,1330,1791,11784.0,106.4838761248466,10.98257915182732
33,5.157,1773,1764,1219,1409,1330,1791,11784.0,106.48488535024238,10.98257915182732
34,0.0,1619,1610,1313,1504,1424,1637,11784.0,106.48589457563823,10.982579151827318
35,0.0,2180,1410,1139,2403,2176,2108,11784.0,106.48690380103405,10.982579151827318
36,0.656,1866,1085,815,2099,1871,1794,11784.0,106.49094070261731,10.982579151827323
37,12.119,1866,1085,815,2099,1871,1794,11784.0,106.49194992801309,10.982579151827318
38,47.025,1767,986,716,2496,2038,1695,11784.0,106.49396837880474,10.982579151827318
39,61.365,1767,986,716,2496,2038,1695,11784.0,106.49497760420053,10.982579151827322
40,54.481,1869,885,615,2605,2049,1729,11784.0,106.49598682959635,10.982579151827318
41,69.309,2194,985,721,2931,2155,1836,11784.0,106.49699605499215,10.982579151827318
42,64.129,2256,896,836,2987,2150,1866,11784.0,106.49800528038796,10.982579151827318
43,61.099,2321,961,815,2904,2215,1931,11784.0,106.49901450578378,10.98257915182732
44,74.992,2537,1177,869,2958,2432,2147,11784.0,106.5000237311796,10.982579151827322
45,37.168,2537,1177,869,2958,2432,2147,11784.0,106.50103295657541,10.982579151827322
46,15.582,2733,2122,1112,3184,3041,2886,11784.0,106.50406063276283,10.98257915182732
47,17.034,2576,1965,955,3027,2884,2729,11784.0,106.50506985815866,10.982579151827322
48,0.028,2503,1891,881,2954,2810,2656,11784.0,106.50607908355448,10.982579151827318
49,5.752,2631,2019,1009,3082,2938,2784,11784.0,106.50708830895029,10.982579151827318
50,3.323,2730,2118,1108,3180,3037,2883,11784.0,106.50809753434606,10.982579151827318
51,30.103,2549,1948,931,3000,2860,2712,11784.0,106.5101159851377,10.98257915182732
52,45.447,2645,2044,1027,3095,2956,2808,11784.0,106.5111252105335,10.982579151827318
53,64.255,2669,2068,1051,3120,2980,2833,11784.0,106.51213443592933,10.982579151827322
54,59.298,2850,2249,1233,3301,3161,3014,11784.0,106.51314366132515,10.982579151827318
55,33.44,2889,2437,1417,3386,3337,3202,11784.0,106.51415288672095,10.98257915182732
56,13.376,2617,2671,1650,3619,3514,3436,11784.0,106.51617133751259,10.982579151827318
57,51.912,2617,2671,1650,3619,3514,3436,11784.0,106.51718056290841,10.982579151827322
58,43.437,2401,2910,1890,3759,3298,3675,11784.0,106.51818978830423,10.982579151827318
59,55.905,2646,3155,2134,4004,3543,3920,11784.0,106.52121746449161,10.982579151827318
60,28.539,5000,5000,5000,5000,5000,5000,11784.0,106.52323591528327,10.98257915182732
61,13.362,2086,2421,826,781,1544,2371,11784.0,106.47763939117719,10.98176464082484
