,POP_2015,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
209,345.098,124,351,88,717,714.0,-72.26507786492918,11.712734464953677
210,285.282,265,454,229,799,714.0,-72.264067044372,11.712734464953677
211,200.928,277,460,242,805,714.0,-72.26305622381479,11.712734464953678
212,406.032,502,686,467,1030,714.0,-72.26204540325759,11.712734464953677
213,226.734,490,606,467,951,714.0,-72.26103458270039,11.712734464953677
214,162.667,625,742,601,1087,714.0,-72.2600237621432,11.712734464953677
215,98.898,739,935,794,1280,714.0,-72.259012941586,11.712734464953678
216,26.179,739,935,794,1280,714.0,-72.2580021210288,11.712734464953677
217,20.138,447,1227,1086,1572,714.0,-72.25699130047158,11.712734464953678
218,0.0,447,1227,1086,1572,714.0,-72.25598047991441,11.712734464953677
219,7.011,1282,1449,1464,1725,714.0,-72.2780868500628,11.71191915687388
220,89.799,1282,1449,1464,1725,714.0,-72.27707603134719,11.711919156873874
221,0.0,872,522,1054,1300,714.0,-72.275054393916,11.711919156873876
222,10.293,750,400,932,1178,714.0,-72.27404357520038,11.711919156873876
223,166.843,750,400,932,1178,714.0,-72.27303275648477,11.711919156873874
224,280.359,716,275,827,1053,714.0,-72.27202193776915,11.711919156873877
225,304.748,633,192,745,970,714.0,-72.27101111905357,11.711919156873877
226,220.394,554,159,665,891,714.0,-72.27000030033794,11.711919156873876
227,183.102,512,235,623,849,714.0,-72.26898948162237,11.711919156873877
228,298.781,10,429,430,779,714.0,-72.26797866290676,11.711919156873877
229,256.12,10,348,338,698,714.0,-72.26696784419113,11.711919156873874
230,313.325,180,461,226,827,714.0,-72.26595702547553,11.711919156873876
231,238.518,212,440,177,806,714.0,-72.26494620675993,11.711919156873874
232,233.223,339,530,303,875,714.0,-72.26393538804432,11.71191915687388
233,118.961,345,528,309,873,714.0,-72.26292456932872,11.711919156873874
234,122.391,502,686,467,1030,714.0,-72.2619137506131,11.711919156873876
235,127.016,550,734,515,1078,714.0,-72.2609029318975,11.711919156873876
236,120.005,598,781,562,1126,714.0,-72.25989211318189,11.711919156873877
237,53.849,739,935,794,1280,714.0,-72.25888129446629,11.711919156873876
238,34.98,739,935,794,1280,714.0,-72.25787047575066,11.711919156873876
239,26.701,625,1118,976,1463,714.0,-72.2568596570351,11.711919156873876
240,16.259,654,1146,1005,1491,714.0,-72.25584883831948,11.711919156873876
241,48.927,1314,1481,1497,1758,714.0,-72.27795517778988,11.71110384971384
242,0.746,1314,1481,1497,1758,714.0,-72.27694436091572,11.71110384971384
243,1.193,872,522,1054,1300,714.0,-72.2749227271674,11.711103849713837
244,42.14,872,522,1054,1300,714.0,-72.27391191029325,11.711103849713837
245,155.954,716,275,827,1053,714.0,-72.27189027654495,11.711103849713837
246,251.868,633,192,745,970,714.0,-72.27087945967081,11.711103849713837
247,148.869,566,181,677,903,714.0,-72.26986864279665,11.711103849713837
248,44.974,26,455,446,797,714.0,-72.26784700904835,11.71110384971384
249,174.376,163,545,359,896,714.0,-72.2668361921742,11.711103849713837
250,260.893,190,474,226,839,714.0,-72.26582537530004,11.711103849713837
251,292.815,299,526,263,892,714.0,-72.26481455842588,11.711103849713837
252,0.0,680,1127,909,1472,714.0,-72.25773884030683,11.711103849713837
253,0.0,680,1127,909,1472,714.0,-72.25672802343269,11.71110384971384
