,POP_2015,active_living,community_space,education,food_choices,mobility,ID_HDC_G0,lng,lat
202,140.967,1817,471,713,1297,651,10360.0,99.61564406987853,21.295457728222125
203,126.543,1991,695,886,1124,824,10360.0,99.61668642888206,21.295457728222125
204,66.318,1991,695,886,1124,824,10360.0,99.61772878788558,21.29545772822212
205,77.887,2152,938,1047,990,985,10360.0,99.61877114688913,21.29545772822212
206,81.452,2038,824,933,1104,871,10360.0,99.61981350589265,21.29545772822212
207,74.685,2204,989,1093,1004,1031,10360.0,99.6208558648962,21.295457728222125
208,21.791,2232,1017,1121,1030,1059,10360.0,99.62189822389973,21.295457728222125
209,153.554,832,890,533,382,1524,10360.0,99.59757531798508,21.294626817505936
210,60.061,740,807,509,448,1433,10360.0,99.59861767333976,21.294626817505936
211,171.052,666,278,375,129,963,10360.0,99.60070238404914,21.29462681750594
212,114.993,701,62,447,241,776,10360.0,99.60174473940383,21.294626817505936
213,131.217,708,151,536,330,724,10360.0,99.6027870947585,21.294626817505936
214,150.28,827,153,656,450,681,10360.0,99.60382945011318,21.294626817505932
215,158.501,732,45,768,562,569,10360.0,99.60487180546788,21.29462681750594
216,140.894,708,166,894,564,443,10360.0,99.60591416082259,21.294626817505932
217,128.489,903,97,1089,759,615,10360.0,99.60695651617726,21.294626817505936
218,177.164,938,124,1123,793,642,10360.0,99.60799887153195,21.294626817505936
219,143.768,1055,239,1240,894,629,10360.0,99.60904122688663,21.294626817505932
220,134.455,1472,444,1000,1078,808,10360.0,99.61008358224134,21.29462681750594
221,38.925,1472,444,1000,1078,808,10360.0,99.61112593759599,21.294626817505936
222,168.542,1691,365,831,1259,785,10360.0,99.61321064830537,21.294626817505936
223,116.702,1575,361,649,1373,587,10360.0,99.61425300366004,21.294626817505932
224,117.175,1697,483,602,1403,540,10360.0,99.61529535901477,21.294626817505932
225,146.024,1687,473,583,1427,521,10360.0,99.61633771436944,21.29462681750594
226,111.282,1859,644,754,1256,692,10360.0,99.6173800697241,21.294626817505932
227,68.392,1833,619,728,1282,666,10360.0,99.61842242507882,21.29462681750594
228,35.942,2064,850,907,1131,845,10360.0,99.6194647804335,21.294626817505936
229,110.773,2223,1009,1018,1025,956,10360.0,99.62050713578817,21.294626817505932
230,89.309,2199,1064,963,1085,901,10360.0,99.62154949114286,21.294626817505936
231,100.332,996,1173,621,469,1698,10360.0,99.59409963105446,21.29379590857793
232,152.644,937,1114,562,411,1639,10360.0,99.59514198276047,21.293795908577934
233,128.162,831,1005,489,337,1549,10360.0,99.5961843344665,21.29379590857793
234,149.952,831,1005,489,337,1549,10360.0,99.59722668617252,21.293795908577934
235,55.004,764,949,421,269,1481,10360.0,99.59826903787854,21.29379590857793
236,149.916,536,179,478,0,834,10360.0,99.6003537412906,21.293795908577934
237,122.196,595,87,552,118,873,10360.0,99.60139609299661,21.29379590857793
238,156.391,639,54,547,234,739,10360.0,99.60243844470264,21.293795908577934
239,123.432,569,223,653,402,571,10360.0,99.60348079640863,21.293795908577934
240,139.221,576,230,660,410,563,10360.0,99.60452314811467,21.293795908577934
241,159.629,702,172,894,558,437,10360.0,99.60556549982068,21.293795908577934
242,175.345,806,276,1003,661,541,10360.0,99.6066078515267,21.293795908577934
243,151.371,1000,0,1129,782,517,10360.0,99.60765020323274,21.293795908577934
244,118.885,1096,147,1149,802,537,10360.0,99.60869255493876,21.293795908577934
245,128.671,1202,295,872,799,529,10360.0,99.60973490664476,21.293795908577934
246,103.279,1192,285,862,789,519,10360.0,99.6107772583508,21.293795908577934
247,109.245,1493,278,586,1291,524,10360.0,99.61390431346886,21.293795908577934
248,132.709,1584,370,482,1383,420,10360.0,99.6149466651749,21.293795908577938
249,125.542,1661,447,557,1430,495,10360.0,99.61598901688092,21.29379590857793
250,130.044,1833,619,728,1282,666,10360.0,99.61703136858691,21.293795908577938
251,74.103,1874,698,654,1361,592,10360.0,99.61807372029294,21.293795908577934
252,35.978,2065,928,829,1209,767,10360.0,99.61911607199896,21.293795908577934
253,90.801,2038,955,802,1236,740,10360.0,99.62015842370499,21.293795908577938
254,128.307,2123,1141,887,1165,825,10360.0,99.62120077541101,21.293795908577934
255,46.492,2100,1165,864,1193,802,10360.0,99.62224312711704,21.293795908577934
256,139.912,937,1114,562,411,1639,10360.0,99.5937510272078,21.292965001438038
257,109.536,937,1114,562,411,1639,10360.0,99.59479337526533,21.292965001438034
258,146.205,838,1015,463,311,1539,10360.0,99.59583572332288,21.292965001438038
259,128.089,674,859,331,180,1392,10360.0,99.59687807138039,21.292965001438034
260,20.699,694,879,351,199,1411,10360.0,99.59792041943794,21.292965001438038
261,95.312,352,290,666,187,855,10360.0,99.60000511555299,21.29296500143804
262,125.579,452,186,561,83,750,10360.0,99.60104746361054,21.292965001438038
263,128.198,531,120,630,213,808,10360.0,99.60208981166808,21.292965001438038
264,140.931,446,216,761,353,592,10360.0,99.60313215972558,21.292965001438038
265,115.065,508,247,747,395,488,10360.0,99.60417450778314,21.292965001438038
266,129.253,584,315,825,313,398,10360.0,99.60521685584068,21.292965001438038
267,144.969,821,308,1019,672,525,10360.0,99.60625920389819,21.292965001438038
268,164.395,888,204,1051,594,417,10360.0,99.60730155195571,21.29296500143804
269,83.925,958,164,965,621,353,10360.0,99.60834390001328,21.292965001438038
270,106.044,1079,285,866,677,406,10360.0,99.60938624807079,21.29296500143804
271,157.301,1232,214,791,830,559,10360.0,99.61042859612834,21.292965001438038
272,99.204,1323,287,794,921,650,10360.0,99.61147094418585,21.292965001438038
273,107.099,1444,171,584,1012,637,10360.0,99.61251329224339,21.292965001438034
274,132.964,1417,144,557,1028,588,10360.0,99.61355564030093,21.292965001438038
275,128.889,1460,245,553,1258,491,10360.0,99.61459798835848,21.292965001438038
276,140.53,1611,445,402,1441,340,10360.0,99.61564033641599,21.292965001438038
277,172.798,1663,522,430,1518,368,10360.0,99.61668268447353,21.292965001438038
278,128.744,1813,773,578,1438,516,10360.0,99.61772503253106,21.292965001438038
279,64.245,1761,826,524,1492,462,10360.0,99.61876738058861,21.292965001438038
280,51.839,1963,1028,727,1311,665,10360.0,99.61980972864612,21.292965001438038
281,123.687,2100,1165,864,1193,802,10360.0,99.62085207670367,21.292965001438038
282,75.049,2100,1165,864,1193,802,10360.0,99.62189442476122,21.292965001438034
283,99.568,1093,1233,630,520,1757,10360.0,99.59340244038052,21.292134096086166
284,28.011,1012,1143,540,431,1668,10360.0,99.59444478478972,21.292134096086166
285,119.067,804,981,429,278,1506,10360.0,99.59548712919894,21.292134096086162
286,142.277,928,1015,159,311,1539,10360.0,99.59652947360817,21.292134096086162
287,56.532,613,795,282,131,1323,10360.0,99.59757181801741,21.292134096086162
288,71.156,352,290,666,187,855,10360.0,99.59965650683586,21.292134096086162
289,101.678,272,335,746,267,813,10360.0,99.60069885124507,21.292134096086162
290,94.002,374,194,639,161,672,10360.0,99.60174119565428,21.292134096086162
291,120.304,319,120,766,235,598,10360.0,99.60278354006351,21.292134096086162
292,138.129,310,79,833,217,525,10360.0,99.60382588447274,21.292134096086162
293,138.639,584,315,825,313,398,10360.0,99.60486822888198,21.292134096086162
294,146.824,711,335,953,418,271,10360.0,99.60591057329121,21.292134096086162
295,145.769,688,214,1074,296,149,10360.0,99.60695291770044,21.292134096086162
296,125.106,968,222,947,566,295,10360.0,99.60799526210967,21.292134096086166
297,128.671,1062,275,854,659,389,10360.0,99.60903760651888,21.292134096086162
298,144.568,1194,149,726,792,521,10360.0,99.61007995092811,21.292134096086162
299,96.076,1308,142,596,811,649,10360.0,99.61112229533731,21.292134096086166
300,135.838,1415,188,614,918,667,10360.0,99.61216463974658,21.292134096086162
301,95.13,1323,56,463,1078,516,10360.0,99.6132069841558,21.292134096086162
302,132.091,1366,128,506,1141,558,10360.0,99.61424932856501,21.292134096086162
303,99.968,1535,497,302,1389,240,10360.0,99.61529167297421,21.292134096086162
304,130.926,1541,583,308,1395,246,10360.0,99.61633401738345,21.292134096086162
305,149.225,1561,626,328,1415,266,10360.0,99.61737636179268,21.292134096086166
306,79.633,1772,853,497,1519,435,10360.0,99.61841870620191,21.292134096086162
307,37.543,1754,894,440,1603,378,10360.0,99.61946105061112,21.292134096086162
308,35.869,2074,1142,751,1425,754,10360.0,99.62050339502035,21.292134096086162
309,86.435,2094,1234,771,1392,774,10360.0,99.62154573942958,21.292134096086162
310,48.274,2094,1234,771,1392,774,10360.0,99.6225880838388,21.292134096086162
311,24.337,2383,2421,1123,1435,2946,10360.0,99.580545781439,21.29130319252222
312,13.533,2383,2421,1123,1435,2946,10360.0,99.5815881222001,21.29130319252222
313,0.0,2239,2278,1264,1291,2802,10360.0,99.58263046296118,21.29130319252222
314,40.598,1012,1143,540,431,1668,10360.0,99.59305387057215,21.291303192522218
315,134.31,1023,1108,505,396,1632,10360.0,99.59409621133321,21.291303192522218
316,107.899,856,943,87,239,1467,10360.0,99.5961808928554,21.29130319252222
317,73.121,616,703,151,0,1228,10360.0,99.5972232336165,21.29130319252222
318,18.517,616,703,151,0,1228,10360.0,99.59826557437758,21.29130319252222
319,83.743,215,338,799,321,831,10360.0,99.60035025589978,21.291303192522218
320,137.729,253,315,761,283,793,10360.0,99.60139259666087,21.29130319252222
321,93.602,230,31,815,214,522,10360.0,99.60243493742195,21.29130319252222
322,135.801,263,24,841,162,471,10360.0,99.60347727818306,21.29130319252222
323,161.157,484,254,929,210,419,10360.0,99.60451961894417,21.29130319252222
324,150.134,688,214,1074,296,149,10360.0,99.60556195970526,21.29130319252222
325,110.191,746,156,1132,354,139,10360.0,99.60660430046636,21.29130319252222
326,143.441,876,133,1039,474,204,10360.0,99.60764664122742,21.291303192522225
327,75.777,876,133,1039,474,204,10360.0,99.60868898198854,21.291303192522218
328,148.497,1165,0,577,669,578,10360.0,99.6107736635107,21.29130319252222
329,134.019,1299,166,573,803,626,10360.0,99.61181600427183,21.29130319252222
330,174.544,1322,0,462,1128,515,10360.0,99.61285834503289,21.29130319252222
331,165.777,1238,84,378,1092,431,10360.0,99.613900685794,21.29130319252222
332,82.725,1261,173,401,1115,454,10360.0,99.61494302655508,21.29130319252222
333,105.825,1435,575,162,1289,100,10360.0,99.61598536731616,21.291303192522218
334,109.39,1583,691,270,1438,208,10360.0,99.61702770807727,21.29130319252222
335,128.707,1754,894,440,1603,378,10360.0,99.61807004883836,21.29130319252222
336,46.965,1779,919,465,1628,403,10360.0,99.61911238959948,21.29130319252222
337,113.21,1959,1099,636,1539,639,10360.0,99.62015473036055,21.29130319252222
338,81.997,1953,1093,630,1539,633,10360.0,99.62119707112164,21.29130319252222
339,61.662,2094,1234,771,1392,774,10360.0,99.62223941188275,21.29130319252222
340,10.55,2479,2518,969,1531,3042,10360.0,99.57915493531137,21.290472290746127
341,125.397,2443,2481,1005,1495,3006,10360.0,99.5801972724245,21.29047229074613
342,123.651,2368,2406,1108,1420,2931,10360.0,99.58123960953763,21.290472290746134
343,77.268,2216,2254,1227,1268,2779,10360.0,99.58228194665077,21.290472290746134
344,56.751,2192,2230,1181,1244,2755,10360.0,99.58332428376391,21.290472290746134
345,22.846,2039,2077,1334,1091,2602,10360.0,99.58436662087708,21.29047229074613
346,0.873,1438,1476,873,490,2001,10360.0,99.58957830644275,21.29047229074613
347,1.892,1438,1476,873,490,2001,10360.0,99.5906206435559,21.290472290746134
348,76.322,1041,1079,476,367,1604,10360.0,99.59270531778216,21.29047229074613
349,157.155,998,1036,433,324,1561,10360.0,99.59374765489532,21.290472290746134
350,82.216,958,996,393,284,1521,10360.0,99.59478999200846,21.29047229074613
