,POP_2015,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,90.44,0,515,515,1117,6802.0,72.73450302789252,19.99390532374079
1,105.224,0,515,515,1117,6802.0,72.73553987780629,19.993905323740787
2,76.769,0,515,515,1117,6802.0,72.73426624666615,19.993077117270857
3,197.581,106,409,409,1010,6802.0,72.73530309320458,19.993077117270857
4,154.403,106,409,409,1010,6802.0,72.73633993974299,19.993077117270857
5,158.548,5000,5000,5000,5000,6802.0,72.74256101897348,19.993077117270857
6,60.066,5000,5000,5000,5000,6802.0,72.7435978655119,19.993077117270857
7,227.089,5000,5000,5000,5000,6802.0,72.74232422271126,19.99224891246051
8,265.195,5000,5000,5000,5000,6802.0,72.7433610658745,19.99224891246051
9,113.328,1422,1422,346,604,6802.0,72.74647159536411,19.992248912460507
10,86.728,1422,1422,346,604,6802.0,72.7475084385273,19.992248912460507
11,28.827,198,198,198,916,6802.0,72.73482955989874,19.99142070930967
12,162.445,198,198,198,916,6802.0,72.73586639968691,19.99142070930967
13,187.498,357,357,157,756,6802.0,72.7369032394751,19.991420709309665
14,199.561,357,357,157,756,6802.0,72.73794007926325,19.99142070930967
15,113.885,817,817,483,0,6802.0,72.74312427820409,19.99142070930967
16,166.775,1129,1129,640,311,6802.0,72.74416111799226,19.991420709309665
17,155.331,1422,1422,346,604,6802.0,72.7462347975686,19.99142070930967
18,181.127,1422,1422,346,604,6802.0,72.74727163735677,19.99142070930967
19,0.0,2328,2328,1034,1600,6802.0,72.75452951587393,19.99142070930967
20,0.0,2328,2328,1034,1600,6802.0,72.75556635566213,19.99142070930967
21,160.032,198,198,198,916,6802.0,72.73562964760733,19.990592507818256
22,64.273,357,357,157,756,6802.0,72.73666648402062,19.99059250781826
23,113.885,357,357,157,756,6802.0,72.73770332043392,19.99059250781826
24,96.997,386,386,52,431,6802.0,72.73874015684721,19.990592507818256
25,176.487,453,453,119,364,6802.0,72.73977699326052,19.99059250781826
26,150.135,817,817,483,0,6802.0,72.74288750250041,19.99059250781826
27,182.488,1054,1054,669,236,6802.0,72.74392433891373,19.990592507818263
28,179.085,1090,1090,679,272,6802.0,72.74496117532703,19.990592507818256
29,249.297,1486,1486,192,758,6802.0,72.74703484815363,19.990592507818256
30,147.081,0,0,0,817,6802.0,72.73539290749292,19.989764307986192
31,85.615,217,217,0,599,6802.0,72.73746657357012,19.989764307986192
32,25.363,360,360,26,457,6802.0,72.73850340660871,19.989764307986192
33,201.355,453,453,119,364,6802.0,72.73954023964733,19.98976430798619
34,268.473,933,933,599,115,6802.0,72.74265073876313,19.989764307986192
35,166.156,933,933,599,115,6802.0,72.74368757180174,19.989764307986185
36,128.855,1486,1486,192,758,6802.0,72.74679807091755,19.989764307986192
37,296.001,0,0,0,817,6802.0,72.73515617934339,19.98893610981339
38,264.39,688,688,0,600,6802.0,72.74034032766376,19.98893610981339
39,83.078,688,688,0,600,6802.0,72.74137715732782,19.988936109813388
40,53.818,1193,1193,100,1052,6802.0,72.74552447598413,19.988936109813388
41,54.623,1293,1293,0,951,6802.0,72.74656130564821,19.98893610981339
42,237.11,688,688,0,600,6802.0,72.740103594607,19.988107913299768
43,104.42,688,688,0,600,6802.0,72.74114042089674,19.98810791329977
44,172.837,1006,1006,287,917,6802.0,72.74321407347617,19.988107913299768
45,36.374,1006,1006,287,917,6802.0,72.74425089976589,19.98810791329977
46,85.12,1193,1193,100,1052,6802.0,72.74528772605561,19.988107913299768
47,175.869,1293,1293,0,951,6802.0,72.74632455234533,19.98810791329977
48,145.99,1710,1710,0,1368,6802.0,72.7504718575042,19.988107913299768
49,193.622,1710,1710,0,1368,6802.0,72.75023510267066,19.987279718445254
50,73.614,2322,2322,0,1980,6802.0,72.7554192172483,19.987279718445254
51,51.591,2322,2322,0,1980,6802.0,72.75645604016385,19.987279718445254
52,40.58,906,906,218,818,6802.0,72.74066698392997,19.986451525249766
53,151.867,2322,2322,0,1980,6802.0,72.75621927705271,19.986451525249766
54,137.02,1022,1022,333,933,6802.0,72.739393467226,19.98562333371322
55,128.979,1022,1022,333,933,6802.0,72.74043028339366,19.98562333371322
56,126.937,2008,2008,0,1190,6802.0,72.7462679029122,19.980654219327224
57,74.603,1112,1112,1112,1930,6802.0,72.73358975184433,19.979826039401022
58,188.921,1112,1112,1112,1930,6802.0,72.73335316387585,19.978997861133116
