,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,54.729,2344,2262,1584,3066,2808,2303,11915.0,107.23277084492796,10.946741479886661
1,79.384,2263,2181,1503,3189,2727,2222,11915.0,107.23377999480819,10.946741479886661
2,53.812,2315,2233,1555,3240,2779,2274,11915.0,107.23478914468835,10.946741479886663
3,4.314,1981,1349,866,4047,2444,1939,11915.0,107.24286234372994,10.946741479886663
4,17.319,1863,1231,748,3929,2327,1821,11915.0,107.24387149361017,10.94674147988666
5,31.407,1795,1163,680,3861,2258,1753,11915.0,107.24488064349035,10.946741479886661
6,0.0,2036,1371,921,4102,2500,1995,11915.0,107.24588979337057,10.946741479886661
7,0.0,2149,1246,848,4215,2612,2107,11915.0,107.24689894325076,10.946741479886663
8,2.418,2279,1116,717,4345,2742,2237,11915.0,107.24790809313097,10.946741479886661
9,51.123,2305,1090,692,4371,2768,2263,11915.0,107.24891724301115,10.946741479886661
10,22.717,2368,825,427,4508,2832,2326,11915.0,107.25093554277156,10.94674147988666
11,7.503,2457,736,337,4598,2921,2416,11915.0,107.25194469265176,10.946741479886661
12,3.105,2550,543,144,4739,2954,2420,11915.0,107.25295384253197,10.946741479886663
13,0.042,2550,543,144,4739,2954,2420,11915.0,107.25396299241216,10.94674147988666
14,19.424,2694,398,0,4884,3099,2565,11915.0,107.25497214229236,10.946741479886663
15,66.941,2798,294,103,4988,3202,2668,11915.0,107.25598129217256,10.94674147988666
16,5.314,2888,204,194,5000,3293,2759,11915.0,107.25699044205275,10.946741479886661
17,48.289,3111,205,205,5000,3516,2981,11915.0,107.25900874181315,10.946741479886665
18,15.756,3111,205,205,5000,3516,2981,11915.0,107.26001789169335,10.946741479886663
19,101.225,2290,2208,1530,3011,2753,2248,11915.0,107.23258879814155,10.945927006637374
20,102.955,2211,2129,1451,3136,2675,2170,11915.0,107.23359794630855,10.945927006637374
