,POP_2015,community_space,education,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
121,122.805,660,609,567,2973,638,8533.0,79.2101701770848,11.965524646752979
122,19.639,695,714,632,3078,673,8533.0,79.21118157517817,11.96552464675298
123,70.938,98,271,231,3420,955,8533.0,79.19889724156816,11.964709050278254
124,72.074,0,172,132,3321,856,8533.0,79.19990863777718,11.964709050278254
125,226.16,67,240,65,3284,798,8533.0,79.20092003398621,11.964709050278254
126,185.083,250,423,118,3181,695,8533.0,79.20193143019522,11.964709050278252
127,194.5,322,624,193,3034,495,8533.0,79.20395422261326,11.964709050278252
128,251.289,129,476,0,2840,302,8533.0,79.20496561882226,11.964709050278255
129,135.488,288,551,225,2916,266,8533.0,79.20698841124032,11.964709050278254
130,131.607,373,620,310,2984,352,8533.0,79.20799980744933,11.964709050278254
131,100.705,684,703,621,3068,663,8533.0,79.20901120365835,11.964709050278254
132,193.838,695,714,632,3078,673,8533.0,79.21002259986737,11.964709050278254
133,149.59,777,796,714,3160,755,8533.0,79.21103399607641,11.964709050278254
134,0.0,98,271,231,3420,955,8533.0,79.19874969590501,11.96389345474432
135,10.459,51,224,183,3372,908,8533.0,79.19976109022981,11.963893454744317
136,155.174,51,224,183,3372,908,8533.0,79.20077248455463,11.963893454744317
137,214.139,183,356,160,3264,727,8533.0,79.20178387887945,11.963893454744317
138,242.013,324,604,194,3035,497,8533.0,79.20380666752908,11.963893454744317
139,51.062,347,648,242,3012,363,8533.0,79.20684085050351,11.963893454744317
140,141.876,408,672,345,3037,387,8533.0,79.20785224482833,11.96389345474432
141,35.54,705,724,642,3089,684,8533.0,79.20886363915314,11.963893454744317
142,90.01,996,1013,933,3378,974,8533.0,79.20987503347796,11.963893454744317
143,133.737,777,796,714,3160,755,8533.0,79.21088642780276,11.963893454744317
144,128.152,524,696,613,3845,1380,8533.0,79.1955679837459,11.963077860151103
145,54.47,325,584,196,3037,498,8533.0,79.20365912327185,11.963077860151103
146,91.335,993,1011,930,3375,972,8533.0,79.20972747791632,11.963077860151104
147,121.007,915,932,852,3297,893,8533.0,79.21073887035708,11.963077860151104
148,69.329,1480,1653,1343,4802,2337,8533.0,79.1863179503756,11.962262266498543
149,76.759,1480,1653,1343,4802,2337,8533.0,79.18732934093241,11.962262266498543
150,94.647,524,696,613,3845,1380,8533.0,79.19542046538692,11.962262266498543
151,11.547,524,696,613,3845,1380,8533.0,79.19643185594373,11.962262266498543
152,64.266,692,956,629,3320,671,8533.0,79.20957993318228,11.962262266498541
153,112.441,915,932,852,3297,893,8533.0,79.2105913237391,11.962262266498543
154,167.052,657,830,480,3978,1514,8533.0,79.1942615691804,11.961446673786574
155,10.127,657,830,480,3978,1514,8533.0,79.19527295785343,11.961446673786574
156,91.051,774,1038,711,3402,753,8533.0,79.2094323992757,11.961446673786574
157,134.305,790,1039,727,3404,769,8533.0,79.21044378794873,11.961446673786575
158,69.66,914,1178,851,3542,893,8533.0,79.21029626298578,11.960631082015118
159,113.624,927,1182,864,3547,905,8533.0,79.21130764977514,11.96063108201512
160,35.493,955,1219,892,3583,934,8533.0,79.2091373639442,11.959815491184115
161,121.196,1018,1282,955,3646,997,8533.0,79.21014874885003,11.959815491184115
162,69.471,1007,1271,944,3635,986,8533.0,79.21116013375588,11.959815491184115
163,137.664,1048,1221,89,4369,1905,8533.0,79.19280773415933,11.958999901293494
164,31.754,1048,1221,89,4369,1905,8533.0,79.1938191171818,11.958999901293492
165,82.201,1109,1373,1046,3738,1088,8533.0,79.21000124554136,11.958999901293495
166,68.146,1087,1351,1024,3716,1066,8533.0,79.21101262856385,11.958999901293492
167,99.38,1137,1310,0,4458,1994,8533.0,79.19266027369264,11.958184312343183
168,71.127,1137,1310,0,4458,1994,8533.0,79.19367165483185,11.958184312343185
169,83.763,1318,1491,0,4639,2175,8533.0,79.19049006553799,11.957368724333126
170,124.414,1318,1491,0,4639,2175,8533.0,79.19150144479413,11.957368724333127
171,91.524,1137,1310,0,4458,1994,8533.0,79.19251282405025,11.957368724333126
172,192.229,1137,1310,0,4458,1994,8533.0,79.19352420330638,11.957368724333127
173,191.377,1318,1491,0,4639,2175,8533.0,79.19034263048573,11.956553137263247
174,103.591,1318,1491,0,4639,2175,8533.0,79.19135400785889,11.95655313726325
175,50.494,1502,1765,1439,4130,1480,8533.0,79.21360431006863,11.95655313726325
176,50.731,1502,1765,1439,4130,1480,8533.0,79.21461568744179,11.95655313726325
177,42.023,1502,1765,1439,4130,1480,8533.0,79.21345684253512,11.955737551133478
178,94.837,1502,1765,1439,4130,1480,8533.0,79.21446821802546,11.955737551133478
