,POP_2015,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,92.358,2898,2701,4122,8265.0,78.128152107913,12.140899848174966
1,63.878,1677,1480,2901,8265.0,78.13928197877203,12.140899848174966
2,91.994,1676,1438,2859,8265.0,78.14029378521374,12.140899848174964
3,131.372,1814,1300,2721,8265.0,78.1413055916555,12.140899848174964
4,134.779,1875,1239,2660,8265.0,78.14231739809722,12.140899848174964
5,85.726,2096,1018,2439,8265.0,78.14332920453894,12.140899848174962
6,115.558,2096,1018,2439,8265.0,78.14434101098068,12.140899848174966
7,105.753,1162,581,948,8265.0,78.16356533337357,12.140899848174964
8,40.106,1677,1480,2901,8265.0,78.1391341558375,12.140084047851083
9,72.825,1676,1438,2859,8265.0,78.1401459603651,12.140084047851083
10,69.756,1814,1300,2721,8265.0,78.14115776489271,12.140084047851083
11,95.583,1918,1196,2617,8265.0,78.1421695694203,12.140084047851083
12,113.893,2096,1018,2439,8265.0,78.1431813739479,12.140084047851083
13,128.771,2096,1018,2439,8265.0,78.14419317847553,12.140084047851081
14,98.002,2367,715,2136,8265.0,78.14621678753073,12.140084047851083
15,79.978,2338,686,2107,8265.0,78.14722859205835,12.140084047851081
16,53.683,2114,462,1883,8265.0,78.14824039658593,12.140084047851081
17,74.516,2114,462,1883,8265.0,78.14925220111355,12.140084047851083
18,94.803,1812,160,1581,8265.0,78.15127581016878,12.140084047851081
19,106.143,1736,85,1505,8265.0,78.15228761469638,12.140084047851081
20,89.185,1690,39,1459,8265.0,78.15329941922398,12.140084047851081
21,49.157,1161,470,930,8265.0,78.15835844186203,12.14008404785108
22,74.178,1136,445,905,8265.0,78.15937024638966,12.140084047851083
23,77.117,1112,421,881,8265.0,78.16038205091726,12.140084047851083
24,6.528,1812,160,1581,8265.0,78.1511279749812,12.139268248482617
25,79.588,1736,85,1505,8265.0,78.15213977759485,12.139268248482619
26,55.087,1651,23,1420,8265.0,78.15315158020846,12.139268248482615
27,87.65,1500,151,1269,8265.0,78.15416338282208,12.139268248482619
28,83.156,1453,198,1222,8265.0,78.1551751854357,12.13926824848262
29,74.404,1258,77,1027,8265.0,78.15618698804933,12.139268248482617
30,90.311,1221,41,990,8265.0,78.15719879066297,12.139268248482617
31,41.417,1138,0,907,8265.0,78.15821059327659,12.139268248482619
32,65.387,1081,390,850,8265.0,78.15922239589021,12.139268248482617
33,135.247,1077,386,846,8265.0,78.16023419850382,12.139268248482617
34,27.96,903,316,689,8265.0,78.16225780373107,12.139268248482615
35,63.098,903,316,689,8265.0,78.16326960634468,12.139268248482617
36,129.135,907,387,734,8265.0,78.16428140895832,12.139268248482617
37,60.549,2021,726,1954,8265.0,78.14895654911037,12.138452450069504
38,7.959,1769,144,1565,8265.0,78.15300375190948,12.138452450069506
39,102.424,1326,218,1095,8265.0,78.15603915400882,12.138452450069506
40,124.167,1199,42,968,8265.0,78.1570509547086,12.138452450069504
41,76.41,1077,61,846,8265.0,78.15806275540838,12.138452450069506
42,132.88,1069,68,838,8265.0,78.15907455610815,12.138452450069504
43,108.211,895,204,664,8265.0,78.16008635680794,12.138452450069504
44,67.389,903,316,689,8265.0,78.16210995820748,12.138452450069506
45,128.927,896,323,689,8265.0,78.16312175890727,12.138452450069506
46,120.11,952,431,779,8265.0,78.16413355960704,12.138452450069506
47,14.851,2087,792,2020,8265.0,78.14779694039652,12.137636652611674
48,72.305,2031,736,1964,8265.0,78.1488087391826,12.137636652611675
49,123.491,1931,635,1863,8265.0,78.14982053796865,12.137636652611674
50,99.406,1726,431,1659,8265.0,78.15083233675475,12.137636652611672
51,96.676,1720,424,1653,8265.0,78.15184413554083,12.137636652611672
52,102.606,1694,220,1618,8265.0,78.1528559343269,12.137636652611675
53,11.288,1448,518,1372,8265.0,78.15386773311296,12.137636652611672
54,9.103,1439,582,1363,8265.0,78.15487953189903,12.137636652611674
55,74.932,1398,637,1323,8265.0,78.15589133068511,12.137636652611672
56,105.909,1218,84,988,8265.0,78.15690312947117,12.137636652611675
57,125.572,1104,135,873,8265.0,78.15791492825724,12.137636652611674
58,129.239,1001,265,770,8265.0,78.15892672704331,12.137636652611672
59,101.514,869,178,638,8265.0,78.15993852582942,12.137636652611675
60,66.999,806,115,575,8265.0,78.16095032461546,12.137636652611672
61,67.962,710,189,537,8265.0,78.16196212340154,12.137636652611675
62,88.873,741,220,568,8265.0,78.1629739221876,12.137636652611672
63,120.422,823,303,650,8265.0,78.16398572097368,12.137636652611675
64,38.857,2087,792,2020,8265.0,78.14764914309798,12.136820856109063
65,70.823,2017,776,1950,8265.0,78.14866093997048,12.136820856109061
66,92.618,1931,690,1864,8265.0,78.14967273684299,12.136820856109063
67,92.176,1689,448,1622,8265.0,78.15068453371549,12.13682085610906
68,105.493,1664,411,1597,8265.0,78.151696330588,12.13682085610906
69,75.634,1536,378,1461,8265.0,78.15270812746051,12.136820856109061
70,21.952,1504,413,1429,8265.0,78.153719924333,12.13682085610906
71,81.252,1448,518,1372,8265.0,78.15473172120551,12.136820856109061
72,65.855,1398,637,1323,8265.0,78.155743518078,12.13682085610906
73,108.692,1216,261,985,8265.0,78.15675531495053,12.13682085610906
74,101.981,1162,255,931,8265.0,78.15776711182302,12.136820856109063
75,149.318,1045,280,814,8265.0,78.15877890869554,12.136820856109061
76,111.267,855,164,624,8265.0,78.15979070556801,12.136820856109061
77,101.227,719,28,489,8265.0,78.16080250244053,12.136820856109061
78,81.746,640,50,414,8265.0,78.16181429931304,12.136820856109061
79,134.024,581,60,408,8265.0,78.16282609618554,12.13682085610906
80,143.544,823,303,650,8265.0,78.16383789305804,12.13682085610906
81,134.831,2017,776,1950,8265.0,78.14851315147386,12.136005060561597
82,86.454,2007,766,1940,8265.0,78.14952494643292,12.136005060561596
83,113.711,1742,502,1675,8265.0,78.15053674139199,12.136005060561597
84,31.211,1742,502,1675,8265.0,78.15154853635109,12.1360050605616
85,75.738,1472,442,1396,8265.0,78.15256033131016,12.136005060561597
86,100.681,1442,479,1366,8265.0,78.15357212626921,12.136005060561597
87,148.173,1329,623,1253,8265.0,78.15458392122831,12.136005060561597
88,64.372,1244,585,1168,8265.0,78.15559571618735,12.136005060561597
89,99.432,1216,261,985,8265.0,78.15660751114646,12.136005060561597
90,105.128,1109,272,953,8265.0,78.15761930610553,12.136005060561596
91,129.759,1064,227,906,8265.0,78.15863110106459,12.136005060561597
92,100.213,1005,314,774,8265.0,78.15964289602366,12.136005060561596
93,102.71,770,142,537,8265.0,78.16065469098274,12.136005060561597
94,72.747,539,76,368,8265.0,78.16166648594182,12.136005060561597
95,76.102,553,25,372,8265.0,78.16267828090089,12.136005060561597
96,93.424,433,0,247,8265.0,78.16369007585998,12.136005060561594
97,51.524,417,88,347,8265.0,78.16470187081904,12.136005060561596
98,82.813,452,123,382,8265.0,78.16571366577813,12.136005060561597
99,0.0,1068,2088,3509,8265.0,78.13723565018891,12.135189265969208
100,5.54,1059,2076,3497,8265.0,78.13824744323468,12.13518926596921
101,122.997,2093,853,2026,8265.0,78.14937716673828,12.13518926596921
102,63.306,1406,576,1338,8265.0,78.15241254587565,12.135189265969206
103,101.721,1298,633,1222,8265.0,78.15342433892143,12.135189265969212
104,115.376,1266,608,1191,8265.0,78.15443613196722,12.135189265969208
105,96.103,1164,505,1088,8265.0,78.155447925013,12.135189265969212
106,105.727,1027,358,951,8265.0,78.15645971805878,12.135189265969208
107,89.705,1044,208,888,8265.0,78.15747151110456,12.13518926596921
108,83.073,994,157,838,8265.0,78.15848330415035,12.135189265969208
109,128.797,836,0,680,8265.0,78.15949509719613,12.135189265969208
110,94.075,770,142,537,8265.0,78.1605068902419,12.13518926596921
111,81.226,450,47,285,8265.0,78.16151868328768,12.13518926596921
112,112.879,450,43,280,8265.0,78.16253047633349,12.13518926596921
113,118.731,352,39,164,8265.0,78.16354226937928,12.135189265969208
114,108.015,336,0,241,8265.0,78.16455406242507,12.13518926596921
115,121.124,452,123,382,8265.0,78.16556585547083,12.135189265969208
116,44.423,2141,900,2074,8265.0,78.14922939775893,12.134373472331834
117,97.014,1265,589,1198,8265.0,78.15226477115682,12.134373472331832
118,108.302,1286,609,1219,8265.0,78.15327656228945,12.13437347233183
119,92.878,1278,619,1202,8265.0,78.15428835342207,12.13437347233183
120,126.196,1241,582,1165,8265.0,78.15530014455472,12.13437347233183
121,75.244,999,330,924,8265.0,78.15631193568736,12.134373472331832
122,56.648,930,399,855,8265.0,78.15732372682,12.134373472331832
123,111.891,352,0,165,8265.0,78.16238268248313,12.134373472331832
124,99.641,247,97,105,8265.0,78.16339447361577,12.134373472331832
125,153.297,248,0,355,8265.0,78.1644062647484,12.13437347233183
126,130.383,1422,745,1354,8265.0,78.15110521793389,12.1335576796494
127,117.847,1265,589,1198,8265.0,78.1521170071535,12.133557679649398
128,69.574,1204,527,1137,8265.0,78.15312879637311,12.133557679649398
129,129.967,1341,683,1266,8265.0,78.15414058559274,12.1335576796494
130,107.703,1273,614,1197,8265.0,78.15515237481236,12.133557679649398
131,85.492,797,304,721,8265.0,78.15616416403198,12.133557679649398
132,88.561,828,335,752,8265.0,78.15717595325161,12.133557679649401
133,112.619,629,17,553,8265.0,78.15919953169085,12.133557679649398
134,117.743,369,163,35,8265.0,78.16021132091045,12.133557679649396
135,103.724,268,62,175,8265.0,78.16122311013008,12.1335576796494
136,94.153,207,59,158,8265.0,78.1622348993497,12.133557679649398
137,105.623,136,61,63,8265.0,78.16324668856932,12.133557679649398
138,135.611,138,77,287,8265.0,78.16425847778893,12.133557679649401
139,130.539,163,102,312,8265.0,78.16527026700855,12.1335576796494
140,1.561,724,2308,3334,8265.0,78.13679244426434,12.132741887921837
141,0.0,724,2308,3334,8265.0,78.1378042315711,12.132741887921838
142,120.474,1152,476,1085,8265.0,78.15298104117225,12.132741887921837
143,129.317,1057,380,989,8265.0,78.15399282847899,12.132741887921838
