,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,102.888,549,2676,993,1097,3382,3553.0,27.707396731978342,38.50793299779164
1,186.731,549,2676,993,1097,3382,3553.0,27.708558638200714,38.50793299779164
2,102.378,226,2414,1188,1188,3120,3553.0,27.710882450645478,38.50793299779164
3,132.106,549,2676,993,1097,3382,3553.0,27.707183295628024,38.50704545568921
4,150.013,470,2598,1052,1090,3303,3553.0,27.70834519289997,38.5070454556892
5,163.993,226,2414,1188,1188,3120,3553.0,27.710668987443878,38.5070454556892
6,93.66,1839,2842,1054,1787,4796,3553.0,27.69070343232087,38.5061579176887
7,99.511,1802,2847,1017,1749,4758,3553.0,27.691865320642798,38.5061579176887
8,128.218,1397,2865,535,1345,4354,3553.0,27.695350985608574,38.5061579176887
9,160.851,1348,2860,486,1296,4305,3553.0,27.696512873930498,38.5061579176887
10,106.541,655,2718,526,920,3488,3553.0,27.70464609218398,38.5061579176887
11,130.574,601,2664,581,865,3434,3553.0,27.705807980505913,38.50615791768869
12,181.704,247,2374,937,937,3080,3553.0,27.709293645471693,38.5061579176887
13,162.619,247,2374,937,937,3080,3553.0,27.710455533793624,38.5061579176887
14,41.273,1853,2830,1068,1800,4809,3553.0,27.690490140365085,38.50527038378997
15,161.637,1763,2829,978,1710,4719,3553.0,27.69165201973739,38.50527038378997
16,130.81,1672,2794,853,1620,4629,3553.0,27.69281389910969,38.50527038378996
17,138.31,1552,2778,699,1500,4509,3553.0,27.69397577848199,38.50527038378997
18,142.669,1444,2785,582,1391,4400,3553.0,27.69513765785429,38.50527038378996
19,172.672,1365,2844,503,1312,4321,3553.0,27.69629953722659,38.50527038378996
20,175.224,1242,2766,380,1190,4198,3553.0,27.697461416598887,38.505270383789956
21,153.901,1152,2741,290,1100,4109,3553.0,27.698623295971192,38.50527038378996
22,147.107,1069,2665,207,1017,4025,3553.0,27.69978517534349,38.50527038378996
23,86.63,1078,2674,216,1026,4035,3553.0,27.700947054715794,38.505270383789956
24,71.551,1001,2673,211,994,3797,3553.0,27.702108934088095,38.50527038378996
25,130.574,831,2683,366,885,3627,3553.0,27.703270813460392,38.505270383789956
26,167.174,746,2653,436,855,3556,3553.0,27.704432692832697,38.50527038378996
27,130.692,549,2620,612,821,3381,3553.0,27.705594572204994,38.50527038378996
28,159.438,473,2568,682,819,3306,3553.0,27.706756451577302,38.50527038378996
29,146.282,358,2477,783,861,3182,3553.0,27.7079183309496,38.50527038378997
30,144.201,301,2386,832,838,3093,3553.0,27.7090802103219,38.50527038378996
31,167.567,158,2285,935,935,2990,3553.0,27.710242089694205,38.50527038378996
32,133.362,38,2165,1020,1020,2871,3553.0,27.711403969066506,38.50527038378996
33,137.289,118,2221,1139,1139,2780,3553.0,27.712565848438807,38.50527038378996
34,148.717,300,2187,1290,1290,2706,3553.0,27.713727727811104,38.50527038378996
35,137.211,451,2278,1426,1426,2630,3553.0,27.71488960718341,38.50527038378996
36,71.354,451,2278,1426,1426,2630,3553.0,27.71605148655571,38.50527038378996
37,133.362,2279,2957,2031,1562,5000,3553.0,27.689114987529752,38.504382853992844
38,9.857,2279,2957,2031,1562,5000,3553.0,27.690276857952824,38.504382853992844
39,131.045,1716,2708,937,1664,4673,3553.0,27.6914387283759,38.504382853992844
40,150.052,1632,2703,870,1580,4589,3553.0,27.692600598798972,38.50438285399284
41,149.62,1546,2692,740,1493,4502,3553.0,27.693762469222047,38.504382853992844
42,138.271,1415,2701,650,1362,4371,3553.0,27.694924339645127,38.504382853992844
43,167.095,1373,2659,524,1320,4329,3553.0,27.696086210068206,38.504382853992844
44,135.522,1278,2658,416,1226,4235,3553.0,27.69724808049128,38.50438285399285
45,108.308,1171,2675,309,1118,4127,3553.0,27.698409950914353,38.504382853992844
46,112.627,1052,2641,190,1000,4009,3553.0,27.699571821337432,38.504382853992844
47,117.34,1062,2658,200,1009,4018,3553.0,27.7007336917605,38.50438285399284
48,97.98,1014,2641,179,962,3799,3553.0,27.701895562183577,38.504382853992844
49,165.25,917,2662,269,872,3707,3553.0,27.70305743260666,38.504382853992844
50,200.515,777,2614,390,815,3558,3553.0,27.70421930302973,38.504382853992844
51,142.159,648,2503,484,704,3429,3553.0,27.705381173452807,38.504382853992844
52,164.857,517,2531,610,747,3306,3553.0,27.70654304387589,38.504382853992844
53,186.495,396,2412,730,792,3185,3553.0,27.70770491429896,38.504382853992844
54,139.056,314,2335,780,780,3103,3553.0,27.708866784722034,38.50438285399284
55,119.853,176,2238,885,885,2965,3553.0,27.71002865514511,38.504382853992844
56,131.045,126,2140,965,965,2896,3553.0,27.711190525568192,38.504382853992844
57,159.124,134,2082,1045,1045,2806,3553.0,27.712352395991267,38.504382853992844
58,102.496,253,2099,1195,1195,2651,3553.0,27.71351426641434,38.504382853992844
59,117.497,315,2081,1223,1223,2581,3553.0,27.714676136837415,38.504382853992844
60,103.124,436,2150,1354,1354,2527,3553.0,27.715838007260487,38.504382853992844
61,13.43,463,2153,1380,1380,2506,3553.0,27.716999877683563,38.504382853992844
62,9.071,992,2273,1729,1729,2267,3553.0,27.719323618529717,38.50438285399285
63,56.353,992,2270,1729,1729,2264,3553.0,27.720485488952797,38.504382853992844
64,11.349,1031,2270,1757,1757,2264,3553.0,27.72164735937587,38.504382853992844
65,106.541,2277,2955,2029,1560,5000,3553.0,27.687739862135068,38.50349532829719
66,64.875,1736,2718,965,1683,4692,3553.0,27.691225446557816,38.50349532829719
67,157.513,1587,2582,938,1534,4543,3553.0,27.69238730803207,38.503495328297184
68,134.344,1484,2553,819,1432,4441,3553.0,27.693549169506323,38.503495328297184
69,176.049,1370,2610,701,1317,4326,3553.0,27.694711030980574,38.503495328297184
70,172.24,1264,2551,562,1212,4221,3553.0,27.695872892454823,38.503495328297184
71,155.393,1236,2545,408,1183,4192,3553.0,27.697034753929074,38.503495328297184
72,145.732,1156,2572,325,1103,4112,3553.0,27.69819661540333,38.50349532829719
73,178.68,1060,2562,198,1007,4016,3553.0,27.699358476877578,38.503495328297184
74,139.881,890,2488,28,838,3847,3553.0,27.70052033835183,38.503495328297184
75,127.432,861,2549,143,808,3777,3553.0,27.701682199826077,38.503495328297184
76,169.687,861,2550,253,809,3676,3553.0,27.702844061300333,38.503495328297184
77,160.145,768,2514,349,715,3558,3553.0,27.70400592277458,38.503495328297184
78,207.819,657,2403,535,604,3422,3553.0,27.705167784248832,38.503495328297184
79,170.433,627,2391,588,640,3322,3553.0,27.70632964572308,38.503495328297184
80,164.15,510,2303,664,664,3200,3553.0,27.707491507197332,38.503495328297184
81,123.113,360,2240,690,690,3112,3553.0,27.708653368671587,38.50349532829719
82,161.323,299,2179,765,765,3022,3553.0,27.70981523014584,38.503495328297184
83,143.965,185,2085,912,912,2906,3553.0,27.710977091620084,38.503495328297184
84,136.739,219,1997,961,961,2840,3553.0,27.712138953094335,38.50349532829719
85,131.909,268,1946,1020,1020,2759,3553.0,27.713300814568587,38.503495328297184
86,166.978,383,2028,1214,1214,2564,3553.0,27.714462676042835,38.503495328297184
87,140.863,468,2023,1250,1250,2446,3553.0,27.71562453751709,38.50349532829719
88,76.185,533,2109,1336,1336,2359,3553.0,27.716786398991342,38.503495328297184
89,0.393,808,2226,1545,1545,2233,3553.0,27.71794826046559,38.503495328297184
90,77.166,852,2203,1589,1589,2204,3553.0,27.719110121939845,38.50349532829719
91,70.137,944,2195,1667,1667,2189,3553.0,27.720271983414094,38.503495328297184
92,47.124,1054,2237,1725,1725,2232,3553.0,27.721433844888345,38.50349532829719
93,5.341,2218,2897,1971,1502,5000,3553.0,27.68752661670516,38.5026078067028
94,2.278,1626,2608,1003,1573,4582,3553.0,27.691012174282637,38.5026078067028
95,134.972,1522,2487,928,1469,4478,3553.0,27.692174026808466,38.5026078067028
96,163.757,1423,2469,822,1370,4379,3553.0,27.693335879334295,38.5026078067028
97,178.248,1340,2521,730,1287,4296,3553.0,27.694497731860125,38.502607806702805
98,176.049,1236,2455,608,1183,4192,3553.0,27.695659584385954,38.502607806702805
99,165.839,1110,2420,497,1057,4066,3553.0,27.69682143691177,38.5026078067028
100,180.133,1098,2522,388,1046,4054,3553.0,27.697983289437598,38.502607806702805
101,178.052,995,2435,287,943,3952,3553.0,27.69914514196343,38.502607806702805
102,77.755,860,2364,96,808,3817,3553.0,27.70030699448925,38.5026078067028
103,157.278,801,2451,87,748,3757,3553.0,27.701468847015086,38.502607806702805
104,205.266,732,2421,177,680,3678,3553.0,27.702630699540904,38.5026078067028
105,149.934,798,2487,298,746,3609,3553.0,27.703792552066737,38.502607806702805
106,166.86,584,2330,510,532,3410,3553.0,27.70495440459256,38.502607806702805
107,190.304,562,2315,548,548,3326,3553.0,27.70611625711838,38.5026078067028
108,182.647,483,2232,573,573,3215,3553.0,27.70727810964421,38.502607806702805
109,145.418,417,2166,607,607,3064,3553.0,27.708439962170036,38.5026078067028
110,144.162,381,2095,645,645,3013,3553.0,27.709601814695862,38.5026078067028
111,155.393,325,2057,777,777,2922,3553.0,27.710763667221688,38.5026078067028
112,164.582,345,1929,867,867,2792,3553.0,27.71192551974752,38.50260780670281
113,147.657,349,1883,980,980,2697,3553.0,27.713087372273343,38.5026078067028
114,158.809,463,1871,1080,1080,2578,3553.0,27.71424922479917,38.502607806702805
115,160.105,534,1906,1155,1155,2449,3553.0,27.71541107732499,38.5026078067028
116,95.545,681,1958,1261,1261,2303,3553.0,27.71657292985082,38.5026078067028
117,81.525,710,2076,1401,1401,2228,3553.0,27.717734782376656,38.502607806702805
118,94.092,860,2118,1587,1587,2126,3553.0,27.718896634902475,38.5026078067028
119,20.695,863,2053,1537,1537,2053,3553.0,27.7200584874283,38.5026078067028
120,5.891,1032,2216,1703,1703,2210,3553.0,27.721220339954126,38.5026078067028
121,10.824,2116,2794,1868,1400,5000,3553.0,27.687313380816455,38.50172028920952
122,1.997,1951,2629,1704,1235,5000,3553.0,27.688475224394253,38.50172028920953
123,11.899,1461,2404,930,1408,4417,3553.0,27.691960755127656,38.50172028920953
124,128.493,1410,2374,882,1358,4367,3553.0,27.693122598705454,38.50172028920952
125,186.102,1345,2475,771,1292,4301,3553.0,27.69428444228326,38.50172028920952
126,202.242,1183,2395,595,1131,4140,3553.0,27.69544628586107,38.50172028920953
127,160.694,1086,2337,501,1033,4042,3553.0,27.696608129438868,38.50172028920954
128,159.202,1001,2402,401,949,3958,3553.0,27.697769973016673,38.50172028920954
129,200.122,881,2320,297,828,3837,3553.0,27.698931816594474,38.50172028920952
130,99.747,797,2271,186,745,3754,3553.0,27.70009366017227,38.50172028920952
131,147.46,732,2345,225,679,3688,3553.0,27.70125550375008,38.50172028920954
132,176.245,671,2360,219,619,3628,3553.0,27.702417347327874,38.50172028920952
133,173.143,581,2327,275,528,3537,3553.0,27.70357919090568,38.50172028920953
134,210.214,512,2258,390,460,3437,3553.0,27.704741034483483,38.50172028920953
135,184.924,427,2178,380,380,3354,3553.0,27.705902878061288,38.50172028920954
136,171.219,393,2142,470,470,3234,3553.0,27.707064721639085,38.50172028920953
137,171.18,314,2063,451,451,3154,3553.0,27.70822656521689,38.50172028920954
138,131.477,314,2029,576,576,3053,3553.0,27.70938840879469,38.50172028920952
139,119.264,275,1954,663,663,2912,3553.0,27.710550252372492,38.50172028920953
140,167.567,310,1854,752,752,2812,3553.0,27.711712095950293,38.50172028920952
141,181.94,409,1754,852,852,2712,3553.0,27.712873939528095,38.50172028920952
142,163.6,492,1739,962,962,2606,3553.0,27.714035783105903,38.50172028920953
143,215.045,586,1801,1083,1083,2504,3553.0,27.715197626683697,38.50172028920952
144,135.876,670,1839,1210,1210,2415,3553.0,27.716359470261505,38.50172028920952
145,156.139,778,1965,1343,1343,2257,3553.0,27.717521313839306,38.50172028920953
146,142.787,857,1988,1429,1429,2172,3553.0,27.718683157417107,38.50172028920952
147,62.283,919,1991,1527,1527,2098,3553.0,27.719845000994916,38.50172028920953
148,18.984,2042,2721,1795,1326,5000,3553.0,27.687100154468403,38.500832775817216
149,14.129,1964,2642,1716,1248,5000,3553.0,27.68826198909859,38.500832775817216
150,5.923,1893,2571,1645,1177,5000,3553.0,27.689423823728767,38.500832775817216
151,27.882,1340,2284,856,1288,4297,3553.0,27.692909327619304,38.500832775817216
152,103.045,1273,2350,790,1221,4230,3553.0,27.694071162249486,38.500832775817216
153,93.817,1171,2367,688,1119,4128,3553.0,27.695232996879657,38.50083277581721
154,116.633,1037,2232,566,984,3993,3553.0,27.696394831509835,38.50083277581721
155,158.574,944,2267,495,892,3901,3553.0,27.697556666140013,38.50083277581721
156,182.568,831,2224,382,779,3788,3553.0,27.69871850077019,38.50083277581721
157,152.133,732,2174,283,680,3688,3553.0,27.699880335400373,38.50083277581721
158,154.922,644,2287,311,591,3600,3553.0,27.701042170030547,38.500832775817216
159,130.103,539,2227,326,486,3495,3553.0,27.702204004660732,38.500832775817216
160,168.823,460,2206,396,408,3417,3553.0,27.703365839290907,38.500832775817216
161,188.851,443,2190,391,391,3400,3553.0,27.704527673921085,38.50083277581721
162,177.227,356,2107,309,309,3290,3553.0,27.705689508551266,38.500832775817216
163,142.591,334,2109,396,396,3246,3553.0,27.706851343181444,38.500832775817216
164,161.99,236,2011,341,341,3148,3553.0,27.708013177811623,38.50083277581721
165,129.474,184,1923,461,461,3021,3553.0,27.709175012441804,38.50083277581721
166,152.487,173,1808,616,616,2932,3553.0,27.710336847071975,38.50083277581721
167,162.894,293,1737,736,736,2834,3553.0,27.71149868170215,38.50083277581721
168,176.088,432,1684,875,875,2743,3553.0,27.71266051633233,38.50083277581721
169,171.729,539,1654,982,982,2660,3553.0,27.713822350962513,38.50083277581721
170,157.042,643,1690,1085,1085,2557,3553.0,27.71498418559269,38.50083277581721
171,98.137,725,1739,1167,1167,2486,3553.0,27.716146020222872,38.500832775817216
172,125.037,822,1828,1265,1265,2409,3553.0,27.71730785485305,38.500832775817216
173,137.407,931,1870,1383,1383,2292,3553.0,27.71846968948323,38.500832775817216
174,74.889,981,1906,1489,1489,2181,3553.0,27.71963152411341,38.500832775817216
175,19.331,1916,2594,1671,1199,5000,3553.0,27.686886937660546,38.49994526652569
176,17.85,1834,2512,1586,1117,5000,3553.0,27.6880487633435,38.499945266525685
177,60.824,1761,2440,1514,1045,5000,3553.0,27.68921058902645,38.499945266525685
178,18.143,954,2127,614,902,3911,3553.0,27.696181543124183,38.49994526652569
179,140.47,946,2135,605,893,3902,3553.0,27.69734336880714,38.499945266525685
180,161.205,803,2149,463,751,3760,3553.0,27.698505194490092,38.499945266525685
181,128.1,695,2091,366,642,3651,3553.0,27.69966702017304,38.49994526652569
182,138.35,588,2140,453,536,3545,3553.0,27.700828845856,38.49994526652569
183,121.11,493,2148,431,441,3450,3553.0,27.701990671538965,38.49994526652569
184,102.967,425,2148,367,373,3381,3553.0,27.70315249722191,38.499945266525685
185,146.321,337,2083,285,285,3294,3553.0,27.704314322904864,38.499945266525685
186,149.738,272,2018,220,220,3209,3553.0,27.705476148587824,38.499945266525685
187,140.117,248,2006,246,246,3145,3553.0,27.706637974270777,38.499945266525685
188,139.881,185,1945,310,310,3087,3553.0,27.707799799953733,38.499945266525685
189,107.719,91,1868,407,407,3005,3553.0,27.70896162563669,38.499945266525685
190,111.528,96,1749,539,539,2876,3553.0,27.71012345131964,38.49994526652569
191,150.052,217,1661,659,659,2796,3553.0,27.7112852770026,38.499945266525685
192,168.156,367,1592,810,810,2714,3553.0,27.71244710268555,38.499945266525685
193,198.865,522,1563,965,965,2607,3553.0,27.7136089283685,38.49994526652569
194,131.242,576,1615,1019,1019,2551,3553.0,27.714770754051457,38.499945266525685
195,126.686,705,1694,1147,1147,2457,3553.0,27.71593257973442,38.499945266525685
196,103.477,782,1704,1224,1224,2465,3553.0,27.71709440541737,38.499945266525685
197,153.665,990,1849,1432,1432,2259,3553.0,27.71825623110033,38.499945266525685
198,158.024,989,1775,1432,1432,2186,3553.0,27.719418056783287,38.49994526652569
199,7.815,994,1759,1437,1437,2121,3553.0,27.72057988246624,38.499945266525685
200,75.527,2144,2822,1901,1427,5000,3553.0,27.680864646711665,38.499057761334775
201,31.812,2144,2822,1901,1427,5000,3553.0,27.6820264634478,38.499057761334775
202,33.147,2030,2708,1787,1313,5000,3553.0,27.68318828018394,38.49905776133478
203,8.865,2047,2725,1804,1330,5000,3553.0,27.684350096920067,38.499057761334775
204,17.871,1971,2649,1729,1255,5000,3553.0,27.6855119136562,38.499057761334775
205,22.718,1849,2527,1606,1132,5000,3553.0,27.686673730392332,38.49905776133478
206,17.534,1739,2417,1496,1022,5000,3553.0,27.68783554712847,38.499057761334775
207,43.446,1687,2365,1439,971,4951,3553.0,27.688997363864594,38.49905776133478
208,24.505,1152,2012,673,1176,4184,3553.0,27.69364463080913,38.49905776133479
209,54.625,1094,2047,604,1041,4050,3553.0,27.694806447545254,38.499057761334775
210,30.513,1094,2047,604,1041,4050,3553.0,27.695968264281387,38.499057761334775
211,128.218,957,1967,525,904,3913,3553.0,27.697130081017516,38.499057761334775
212,149.11,877,2048,599,824,3833,3553.0,27.698291897753652,38.49905776133478
213,126.411,718,2016,444,666,3675,3553.0,27.69945371448978,38.499057761334775
214,158.103,635,2023,562,582,3591,3553.0,27.70061553122591,38.499057761334775
215,117.779,548,2037,496,496,3505,3553.0,27.70177734796205,38.499057761334775
216,105.323,318,2044,266,266,3274,3553.0,27.702939164698183,38.49905776133478
217,171.297,258,2004,206,206,3214,3553.0,27.70410098143431,38.499057761334775
218,160.851,161,1907,108,108,3117,3553.0,27.70526279817044,38.499057761334775
219,140.588,142,1886,147,147,3068,3553.0,27.706424614906574,38.499057761334775
220,145.3,200,1859,287,287,3001,3553.0,27.70758643164271,38.499057761334775
221,146.164,121,1816,403,403,2958,3553.0,27.708748248378843,38.49905776133478
222,162.265,129,1734,551,551,2877,3553.0,27.709910065114975,38.49905776133478
223,166.978,196,1642,629,629,2781,3553.0,27.7110718818511,38.499057761334775
224,156.61,296,1545,738,738,2682,3553.0,27.712233698587237,38.499057761334775
225,152.801,432,1469,874,874,2589,3553.0,27.713395515323363,38.499057761334775
226,98.137,497,1495,939,939,2485,3553.0,27.7145573320595,38.499057761334775
227,154.725,616,1600,1059,1059,2373,3553.0,27.715719148795635,38.49905776133478
228,150.484,727,1618,1169,1169,2284,3553.0,27.716880965531765,38.49905776133478
229,114.905,835,1700,1278,1278,2187,3553.0,27.718042782267897,38.499057761334775
230,90.675,912,1697,1355,1355,2108,3553.0,27.719204599004033,38.49905776133478
231,149.62,1030,1740,1472,1472,2047,3553.0,27.720366415740155,38.499057761334775
232,1.296,1094,1760,1537,1537,1978,3553.0,27.72152823247629,38.49905776133479
233,2.238,1366,2041,1864,1864,1804,3553.0,27.722690049212428,38.49905776133478
234,8.168,1387,2015,1877,1877,1710,3553.0,27.72385186594855,38.499057761334775
235,0.0,1451,2079,1960,1960,1757,3553.0,27.725013682684686,38.49905776133479
236,0.0,1444,2072,1953,1953,1750,3553.0,27.726175499420826,38.49905776133478
237,0.196,1663,2434,2334,2334,1229,3553.0,27.72733731615695,38.49905776133478
238,2.395,1545,2173,2214,2214,969,3553.0,27.72849913289308,38.499057761334775
239,55.842,1641,2269,2309,2309,1064,3553.0,27.729660949629217,38.49905776133478
240,83.112,2021,2699,1779,1305,5000,3553.0,27.681813301504434,38.49817026024434
241,91.672,1937,2615,1694,1221,5000,3553.0,27.682975109294148,38.49817026024436
242,55.8,1950,2628,1707,1233,5000,3553.0,27.684136917083855,38.49817026024434
243,17.951,1775,2453,1532,1059,5000,3553.0,27.68529872487356,38.49817026024434
244,18.503,1752,2430,1509,1035,5000,3553.0,27.686460532663276,38.49817026024435
245,17.323,1661,2340,1419,945,4934,3553.0,27.687622340452986,38.49817026024435
246,118.094,1613,2291,1365,896,4876,3553.0,27.688784148242693,38.49817026024434
247,22.109,1390,2250,911,971,4423,3553.0,27.691107763822107,38.49817026024434
248,0.0,1320,2180,874,999,4389,3553.0,27.692269571611817,38.49817026024435
249,3.534,1137,1997,658,1167,4176,3553.0,27.693431379401535,38.49817026024435
250,151.073,1094,2047,604,1041,4050,3553.0,27.69459318719124,38.49817026024435
251,152.565,1065,2025,583,1012,4021,3553.0,27.695754994980945,38.49817026024434
252,130.731,979,1918,475,927,3935,3553.0,27.696916802770655,38.49817026024434
253,133.951,853,2024,618,800,3809,3553.0,27.698078610560376,38.49817026024435
254,111.371,778,1914,522,726,3734,3553.0,27.699240418350072,38.49817026024434
255,167.763,623,1928,549,570,3579,3553.0,27.70040222613979,38.49817026024436
256,147.068,502,1961,450,450,3458,3553.0,27.701564033929493,38.49817026024434
257,158.063,357,1908,305,305,3314,3553.0,27.702725841719207,38.49817026024435
258,192.386,191,1928,139,139,3147,3553.0,27.70388764950891,38.49817026024435
259,187.438,123,1844,71,71,3080,3553.0,27.705049457298625,38.49817026024435
260,148.285,28,1772,54,54,2982,3553.0,27.706211265088324,38.49817026024434
261,150.091,181,1755,233,233,2947,3553.0,27.707373072878042,38.49817026024435
262,148.403,211,1709,325,325,2869,3553.0,27.708534880667752,38.49817026024435
263,188.38,204,1664,459,459,2807,3553.0,27.70969668845746,38.49817026024435
264,198.119,299,1566,533,533,2708,3553.0,27.71085849624717,38.49817026024434
265,202.714,294,1570,717,717,2712,3553.0,27.712020304036876,38.49817026024434
266,144.728,455,1381,851,851,2523,3553.0,27.713182111826587,38.49817026024435
267,103.203,501,1311,890,890,2453,3553.0,27.71434391961629,38.49817026024435
268,136.229,630,1478,1041,1041,2319,3553.0,27.715505727406004,38.49817026024435
269,158.809,729,1458,1135,1135,2220,3553.0,27.71666753519571,38.49817026024434
270,178.17,873,1565,1286,1286,2105,3553.0,27.717829342985425,38.49817026024435
271,169.766,934,1618,1387,1387,2028,3553.0,27.718991150775132,38.49817026024435
272,92.639,988,1632,1441,1441,2019,3553.0,27.720152958564835,38.49817026024434
273,0.785,1080,1709,1532,1532,1949,3553.0,27.72131476635455,38.49817026024435
274,0.079,1319,1948,1771,1771,1733,3553.0,27.72247657414426,38.49817026024435
275,0.0,1319,1948,1771,1771,1733,3553.0,27.723638381933966,38.49817026024435
276,0.0,1344,1973,1854,1854,1650,3553.0,27.72480018972368,38.49817026024435
277,9.222,1358,1986,2027,2027,1156,3553.0,27.727123805303098,38.49817026024435
278,24.784,1499,2127,2168,2168,1047,3553.0,27.728285613092808,38.49817026024435
279,28.864,1585,2213,2253,2253,929,3553.0,27.729447420882508,38.49817026024434
280,135.61,1886,2564,1644,1170,5000,3553.0,27.6827619479418,38.49728276325421
281,51.402,1865,2544,1623,1149,5000,3553.0,27.68392374678549,38.49728276325421
282,31.174,1792,2470,1549,1075,5000,3553.0,27.68508554562918,38.49728276325422
283,17.329,1724,2403,1482,1008,4998,3553.0,27.686247344472864,38.49728276325422
284,17.81,1623,2301,1380,906,4895,3553.0,27.68740914331655,38.49728276325421
285,35.846,1509,2187,1264,792,4777,3553.0,27.688570942160236,38.49728276325421
286,14.373,1244,2104,904,960,4423,3553.0,27.69089453984761,38.49728276325421
287,0.0,1186,2045,943,907,4481,3553.0,27.692056338691295,38.49728276325422
288,158.888,992,1852,513,1023,4130,3553.0,27.69437993637867,38.49728276325421
