,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,49.271,1126,558,1133,462,334,10798.0,99.15741918724953,3.3340579281811893
1,103.487,938,272,1034,334,164,10798.0,99.15941682852069,3.3340579281811884
2,151.577,938,272,1034,334,164,10798.0,99.16041564915626,3.3340579281811893
3,115.478,899,254,994,350,108,10798.0,99.16141446979185,3.3340579281811906
4,24.885,1115,588,1103,492,303,10798.0,99.15637003821469,3.333248635332376
5,45.393,1120,573,1118,477,319,10798.0,99.15736885834329,3.333248635332376
6,97.659,982,414,1077,318,374,10798.0,99.15836767847189,3.3332486353323767
7,165.007,944,277,1039,296,148,10798.0,99.15936649860052,3.333248635332375
8,197.2,901,234,996,312,126,10798.0,99.16036531872913,3.3332486353323767
9,147.699,899,254,994,350,108,10798.0,99.16136413885773,3.3332486353323754
10,26.729,1079,643,1041,465,241,10798.0,99.15532090248291,3.3324393427386116
11,62.021,1019,583,1028,405,229,10798.0,99.1563197221047,3.3324393427386116
12,59.179,995,559,1042,381,243,10798.0,99.15731854172645,3.332439342738613
13,64.748,950,382,1046,286,342,10798.0,99.15831736134825,3.3324393427386116
14,153.882,863,295,958,199,228,10798.0,99.15931618097,3.3324393427386134
15,167.822,811,145,907,180,0,10798.0,99.16031500059177,3.3324393427386116
16,155.494,778,140,874,234,16,10798.0,99.16131382021355,3.3324393427386116
17,151.539,630,291,725,372,160,10798.0,99.16231263983532,3.3324393427386125
18,110.64,984,548,946,371,147,10798.0,99.15527059916883,3.3316300503998373
19,107.529,937,501,939,324,139,10798.0,99.15626941828391,3.3316300503998373
20,169.665,886,450,966,272,251,10798.0,99.15726823739895,3.3316300503998377
21,98.811,891,389,979,253,273,10798.0,99.158267056514,3.3316300503998373
22,156.416,836,268,931,172,228,10798.0,99.15926587562906,3.3316300503998364
23,133.758,723,104,818,105,24,10798.0,99.16026469474411,3.3316300503998373
24,202.961,601,82,697,178,82,10798.0,99.16126351385917,3.3316300503998377
25,151.424,594,275,689,340,199,10798.0,99.16226233297421,3.3316300503998377
26,118.627,581,440,676,505,392,10798.0,99.16326115208928,3.3316300503998373
27,130.763,644,504,740,569,456,10798.0,99.16425997120433,3.3316300503998377
28,145.433,544,510,597,682,410,10798.0,99.1652587903194,3.331630050399837
29,167.207,868,523,799,345,0,10798.0,99.15522030814381,3.3308207583159875
30,130.84,868,523,799,345,0,10798.0,99.1562191267523,3.330820758315988
31,136.024,795,359,875,182,154,10798.0,99.15721794536076,3.3308207583159892
32,161.716,659,223,755,46,29,10798.0,99.15821676396921,3.330820758315988
33,163.636,667,205,763,125,80,10798.0,99.15921558257766,3.330820758315989
34,130.34,663,101,759,5,101,10798.0,99.16021440118611,3.330820758315988
35,168.475,545,126,641,180,126,10798.0,99.1612132197946,3.3308207583159892
36,147.123,513,325,608,391,278,10798.0,99.16221203840304,3.330820758315988
37,134.471,489,355,585,420,307,10798.0,99.16321085701148,3.330820758315988
38,128.113,624,495,719,560,447,10798.0,99.16420967561994,3.3308207583159892
39,104.002,581,547,550,719,447,10798.0,99.16520849422841,3.3308207583159875
40,149.35,620,587,505,759,487,10798.0,99.16620731283685,3.330820758315989
41,173.314,729,293,809,116,100,10798.0,99.15716766561177,3.330011466487003
42,185.603,629,193,725,16,16,10798.0,99.15816648371376,3.3300114664870035
43,136.754,588,152,683,127,20,10798.0,99.15916530181573,3.3300114664870044
44,130.072,485,137,581,200,200,10798.0,99.16016411991772,3.3300114664870035
45,175.234,453,213,548,267,213,10798.0,99.16116293801971,3.330011466487003
46,185.564,398,268,493,322,241,10798.0,99.16216175612169,3.3300114664870035
47,144.277,299,265,394,437,165,10798.0,99.16316057422367,3.330011466487004
48,116.784,389,355,429,527,255,10798.0,99.16415939232566,3.330011466487003
49,88.03,500,467,385,639,367,10798.0,99.16515821042765,3.330011466487004
