,POP_2015,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,6.61,969,1458,519,986,7320.0,75.6491033325734,20.308744663718553
1,125.55,923,1429,473,957,7320.0,75.650141477522,20.308744663718556
2,162.53,823,1351,372,879,7320.0,75.65117962247061,20.308744663718556
3,112.539,0,750,0,651,7320.0,75.65325591236784,20.30874466371856
4,0.522,986,1415,537,943,7320.0,75.6488526226904,20.307915820759362
5,155.085,956,1384,506,912,7320.0,75.64989076419849,20.307915820759362
6,165.835,923,1352,473,879,7320.0,75.65092890570654,20.307915820759366
7,142.388,0,750,0,651,7320.0,75.6530051887227,20.307915820759362
8,80.952,883,1311,433,839,7320.0,75.64964006343303,20.307086979490485
9,163.574,749,1228,299,756,7320.0,75.65067820150074,20.30708697949048
10,165.661,534,1063,84,590,7320.0,75.65042750985286,20.306258139911847
11,175.923,401,1028,49,556,7320.0,75.65146564448038,20.306258139911844
12,108.052,248,875,0,402,7320.0,75.65250377910792,20.306258139911844
13,156.477,248,875,0,402,7320.0,75.65354191373544,20.306258139911844
14,50.338,737,1122,288,650,7320.0,75.64913869957503,20.305429302023366
15,171.958,616,1038,167,566,7320.0,75.65017683076253,20.305429302023366
16,193.944,488,942,38,469,7320.0,75.65121496195006,20.305429302023366
17,154.146,323,800,26,327,7320.0,75.65225309313759,20.305429302023366
18,163.574,373,749,76,277,7320.0,75.6532912243251,20.305429302023363
19,167.992,737,1122,288,650,7320.0,75.64888803648178,20.304600465824958
20,186.569,708,1093,258,620,7320.0,75.64992616422946,20.30460046582496
21,155.051,563,945,114,472,7320.0,75.65096429197716,20.30460046582496
22,132.473,373,749,76,277,7320.0,75.65200241972481,20.304600465824958
23,37.823,373,749,76,277,7320.0,75.65304054747249,20.30460046582496
24,136.613,804,1189,337,717,7320.0,75.64863738594528,20.303771631316547
25,136.195,865,1250,276,778,7320.0,75.64967551025327,20.30377163131654
26,125.689,559,563,91,91,7320.0,75.6517517588693,20.303771631316543
27,26.623,559,563,91,91,7320.0,75.65278988317729,20.303771631316543
28,55.404,651,472,0,0,7320.0,75.65382800748527,20.303771631316543
29,151.572,750,0,94,472,7320.0,75.65798050471727,20.303771631316543
30,152.65,559,563,91,91,7320.0,75.65150111057065,20.30294279849804
31,72.41,559,563,91,91,7320.0,75.65253923143915,20.302942798498044
32,121.634,651,472,0,0,7320.0,75.65357735230765,20.30294279849804
33,134.143,750,0,94,472,7320.0,75.65772983578162,20.302942798498037
34,135.813,971,221,0,693,7320.0,75.65876795665014,20.302942798498037
35,133.064,971,221,0,693,7320.0,75.65980607751865,20.30294279849804
36,146.284,837,841,225,369,7320.0,75.65125047482859,20.302113967369376
37,102.764,723,727,255,255,7320.0,75.65228859225775,20.302113967369376
38,143.744,833,83,11,555,7320.0,75.65747917940361,20.302113967369376
39,101.372,845,94,0,566,7320.0,75.65851729683278,20.302113967369376
40,133.134,971,221,0,693,7320.0,75.65955541426196,20.302113967369372
41,134.908,1062,1029,0,594,7320.0,75.64892362366267,20.30128513793046
42,146.11,923,927,139,455,7320.0,75.64996173765269,20.30128513793046
43,93.58,923,927,139,455,7320.0,75.65099985164272,20.301285137930464
44,89.266,851,726,149,383,7320.0,75.65203796563273,20.301285137930456
45,111.5,1122,456,0,653,7320.0,75.65411419361277,20.30128513793046
46,117.102,1122,456,0,653,7320.0,75.65515230760279,20.301285137930464
47,145.832,980,875,154,512,7320.0,75.6497111304617,20.30045631018121
48,128.716,980,875,154,512,7320.0,75.65074924101273,20.300456310181207
49,104.399,851,726,149,383,7320.0,75.65178735156377,20.300456310181207
50,72.923,1122,456,0,653,7320.0,75.65386357266584,20.300456310181207
51,40.799,1122,456,0,653,7320.0,75.65490168321689,20.300456310181207
52,66.932,1000,875,0,532,7320.0,75.6515367500505,20.29962748412154
53,115.914,1000,875,0,532,7320.0,75.65257485716273,20.29962748412154
54,126.072,1000,875,0,532,7320.0,75.6512861610926,20.298798659751387
55,139.326,1000,875,0,532,7320.0,75.65232426476618,20.298798659751384
56,46.913,1269,763,0,800,7320.0,75.65440047211337,20.298798659751387
57,102.59,1319,569,0,1041,7320.0,75.65959099048132,20.298798659751387
58,81.161,1269,763,0,800,7320.0,75.65414988539507,20.29796983707065
59,61.401,1319,569,0,1041,7320.0,75.65830228633558,20.297969837070653
60,97.755,1319,569,0,1041,7320.0,75.65934038657069,20.29796983707065
61,58.374,1541,791,0,1263,7320.0,75.65883921641733,20.296312196777134
62,28.839,1541,791,0,1263,7320.0,75.65858865017388,20.295483379164192
63,96.189,2035,1910,1034,1567,7320.0,75.64799335267277,20.291339316434364
64,129.099,2035,1910,1034,1567,7320.0,75.64774289268662,20.290510508954803
65,104.225,2035,1910,1034,1567,7320.0,75.64878096198335,20.290510508954803
