,POP_2015,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
247,61.856,819,1003,329,4252.0,30.69942545697835,3.1293148020544135
248,44.716,754,1075,409,4252.0,30.700424153296012,3.1293148020544144
249,46.129,644,1195,304,4252.0,30.70142284961368,3.1293148020544135
250,43.886,608,1234,264,4252.0,30.702421545931355,3.1293148020544144
251,49.63,345,1097,0,4252.0,30.703420242249024,3.129314802054414
252,54.803,279,1030,83,4252.0,30.70441893856669,3.129314802054414
253,51.238,311,1063,246,4252.0,30.70541763488436,3.1293148020544135
254,47.633,348,1100,282,4252.0,30.706416331202025,3.1293148020544144
255,35.861,446,1198,587,4252.0,30.7074150275197,3.1293148020544135
256,32.944,516,1268,656,4252.0,30.708413723837364,3.1293148020544144
257,20.9,597,1349,738,4252.0,30.709412420155036,3.1293148020544144
258,41.968,662,1476,864,4252.0,30.710411116472702,3.1293148020544144
259,44.794,730,1546,935,4252.0,30.71140981279037,3.1293148020544135
260,16.673,797,1538,187,4252.0,30.69441735605445,3.1285055717509413
261,46.233,793,1534,191,4252.0,30.695416051896462,3.1285055717509413
262,57.344,683,1341,310,4252.0,30.696414747738462,3.1285055717509413
263,42.733,699,1110,222,4252.0,30.697413443580462,3.1285055717509413
264,60.546,620,1031,335,4252.0,30.698412139422473,3.1285055717509413
265,41.268,705,1117,425,4252.0,30.699410835264473,3.1285055717509413
266,38.636,789,1191,510,4252.0,30.70040953110647,3.1285055717509413
267,44.729,796,1267,458,4252.0,30.701408226948477,3.128505571750941
268,48.541,533,1284,188,4252.0,30.702406922790487,3.1285055717509413
269,56.592,424,1176,154,4252.0,30.703405618632484,3.1285055717509413
270,34.837,384,1135,269,4252.0,30.70440431447449,3.128505571750941
271,43.433,382,1133,316,4252.0,30.705403010316495,3.128505571750942
272,36.73,417,1168,351,4252.0,30.706401706158502,3.1285055717509413
273,34.305,551,1303,490,4252.0,30.7074004020005,3.1285055717509413
274,53.792,625,1377,566,4252.0,30.70839909784251,3.1285055717509413
275,48.489,708,1488,678,4252.0,30.709397793684506,3.1285055717509413
276,38.195,738,1554,943,4252.0,30.710396489526502,3.128505571750942
277,36.094,739,1555,940,4252.0,30.711395185368513,3.1285055717509413
278,27.81,903,1851,794,4252.0,30.712393881210517,3.1285055717509413
279,11.72,808,1945,699,4252.0,30.71339257705252,3.1285055717509413
280,17.645,795,1536,189,4252.0,30.694402740519347,3.127696341686787
281,45.935,725,1466,259,4252.0,30.695401435885806,3.1276963416867876
282,44.937,671,1371,318,4252.0,30.696400131252272,3.127696341686787
283,27.836,544,1265,377,4252.0,30.697398826618727,3.127696341686787
284,51.419,445,1206,509,4252.0,30.698397521985203,3.1276963416867876
285,41.877,534,1287,596,4252.0,30.69939621735166,3.1276963416867876
286,13.004,796,1267,458,4252.0,30.700394912718117,3.127696341686787
287,39.219,721,1348,378,4252.0,30.70139360808458,3.1276963416867876
288,41.812,641,1393,296,4252.0,30.70239230345105,3.1276963416867876
289,48.411,535,1286,264,4252.0,30.703390998817508,3.127696341686787
290,49.124,473,1225,359,4252.0,30.70438969418397,3.1276963416867876
291,48.152,454,1206,388,4252.0,30.70538838955043,3.1276963416867876
292,50.991,523,1275,457,4252.0,30.70638708491689,3.127696341686788
293,57.889,625,1377,550,4252.0,30.707385780283353,3.1276963416867876
294,58.55,760,1512,666,4252.0,30.708384475649822,3.127696341686787
295,49.552,714,1523,714,4252.0,30.70938317101627,3.1276963416867876
296,41.397,807,1622,816,4252.0,30.710381866382736,3.1276963416867867
297,49.513,876,1692,805,4252.0,30.711380561749202,3.1276963416867876
298,41.28,828,1849,720,4252.0,30.712379257115657,3.1276963416867867
299,16.141,677,2077,568,4252.0,30.713377952482116,3.127696341686787
300,26.423,677,2077,568,4252.0,30.714376647848578,3.127696341686787
301,63.697,402,1407,519,4252.0,30.69638551856675,3.1268871118618913
302,36.133,519,1290,402,4252.0,30.6973842134578,3.1268871118618913
303,46.428,445,1206,509,4252.0,30.69838290834884,3.1268871118618913
304,36.769,507,1314,623,4252.0,30.69938160323989,3.1268871118618913
305,7.727,624,1484,699,4252.0,30.700380298130927,3.1268871118618913
306,60.132,500,1252,299,4252.0,30.70337638280406,3.1268871118618913
307,55.646,493,1245,428,4252.0,30.704375077695104,3.1268871118618917
