,POP_2015,active_living,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,31.431,1100,1030,0,2831,8994.0,83.4927610088458,20.71342329682189
1,117.021,1100,1030,0,2831,8994.0,83.49380085342861,20.71342329682189
2,84.046,1100,1030,0,2831,8994.0,83.49247795844036,20.712593619262226
3,139.276,1100,1030,0,2831,8994.0,83.49351779949797,20.712593619262226
4,124.868,844,774,256,2574,8994.0,83.49191189970108,20.710934269333336
5,162.946,844,774,256,2574,8994.0,83.49295173370882,20.710934269333336
6,21.312,1500,1176,482,2739,8994.0,83.49711106973974,20.710934269333336
7,112.004,1500,1176,482,2739,8994.0,83.49815090374749,20.710934269333336
8,75.942,1500,1176,482,2739,8994.0,83.4968280437818,20.710104596963937
9,129.414,1500,1176,482,2739,8994.0,83.49786787426486,20.710104596963934
10,81.473,1949,1625,931,3188,8994.0,83.50382382055747,20.70927492632445
11,101.799,1949,1625,931,3188,8994.0,83.50486364751602,20.709274926324454
12,191.462,598,618,294,2380,8994.0,83.4869036230285,20.70844525741481
13,60.762,473,403,284,2203,8994.0,83.49106291676544,20.70844525741481
14,55.959,578,298,179,2099,8994.0,83.49210274019967,20.70844525741481
15,214.917,527,547,223,2309,8994.0,83.48662067085785,20.707615590234923
16,79.415,527,547,223,2309,8994.0,83.48766049076794,20.707615590234916
17,0.086,462,444,298,2244,8994.0,83.48870031067801,20.70761559023492
18,35.248,345,298,180,2099,8994.0,83.4897401305881,20.707615590234923
19,125.769,448,383,264,2183,8994.0,83.49077995049818,20.707615590234923
20,80.658,558,273,154,2073,8994.0,83.49181977040828,20.707615590234916
21,94.08,669,382,183,2169,8994.0,83.49285959031837,20.707615590234923
22,124.868,762,474,90,2212,8994.0,83.49389941022845,20.707615590234923
23,198.366,852,560,0,2122,8994.0,83.49493923013853,20.707615590234923
24,128.127,1109,786,91,2348,8994.0,83.49597905004862,20.707615590234916
25,166.248,1109,786,91,2348,8994.0,83.49701886995871,20.70761559023492
26,95.066,1624,1852,0,3448,8994.0,83.47385993607485,20.706785924784704
27,139.233,1549,1777,0,3373,8994.0,83.47489975246096,20.706785924784704
28,170.579,462,444,298,2244,8994.0,83.48737754909428,20.706785924784704
29,56.817,462,444,298,2244,8994.0,83.4884173654804,20.706785924784704
30,45.968,296,259,140,2060,8994.0,83.4894571818665,20.706785924784704
31,118.265,320,279,160,2079,8994.0,83.49049699825262,20.706785924784704
32,149.267,496,188,70,1989,8994.0,83.49153681463874,20.706785924784704
33,175.081,619,315,201,2102,8994.0,83.49257663102485,20.706785924784704
34,182.714,714,410,112,2151,8994.0,83.49361644741097,20.706785924784704
35,145.408,834,539,20,2101,8994.0,83.49465626379707,20.706785924784704
36,109.903,1018,694,0,2257,8994.0,83.4956960801832,20.7067859247847
37,200.767,1109,786,91,2348,8994.0,83.49673589656929,20.706785924784704
38,105.744,1624,1852,0,3448,8994.0,83.47357705423134,20.705956261064085
39,77.357,1549,1777,0,3373,8994.0,83.47461686709366,20.705956261064077
40,135.117,391,467,0,2215,8994.0,83.48605480857908,20.70595626106408
41,103.471,391,467,0,2215,8994.0,83.4870946214414,20.705956261064077
42,33.404,316,336,130,2098,8994.0,83.4881344343037,20.70595626106408
43,40.308,242,226,194,2024,8994.0,83.48917424716602,20.70595626106408
44,159.859,242,226,194,2024,8994.0,83.49021406002835,20.705956261064077
45,162.946,416,96,22,1897,8994.0,83.49125387289064,20.70595626106408
46,170.708,528,206,135,1993,8994.0,83.49229368575295,20.705956261064085
47,153.77,644,323,160,2066,8994.0,83.49333349861527,20.705956261064085
48,182.929,775,453,22,2016,8994.0,83.4943733114776,20.705956261064085
49,148.624,947,623,71,2185,8994.0,83.4954131243399,20.705956261064085
50,152.955,922,599,95,2161,8994.0,83.4964529372022,20.70595626106408
51,53.215,577,805,15,2401,8994.0,83.48369227979283,20.705126599072965
52,76.285,506,735,86,2330,8994.0,83.48473208913153,20.705126599072965
53,80.058,314,543,76,2139,8994.0,83.48577189847023,20.705126599072965
54,142.535,314,543,76,2139,8994.0,83.48681170780888,20.705126599072965
55,88.72,0,323,280,1863,8994.0,83.48785151714756,20.705126599072965
56,102.313,151,171,285,1933,8994.0,83.48889132648628,20.705126599072965
57,108.445,151,171,285,1933,8994.0,83.48993113582495,20.705126599072962
58,106.901,323,0,118,1800,8994.0,83.49097094516364,20.70512659907297
59,179.798,415,92,205,1879,8994.0,83.49201075450233,20.705126599072965
60,166.42,521,197,278,1944,8994.0,83.49305056384101,20.705126599072965
61,152.226,690,366,109,1929,8994.0,83.49409037317967,20.705126599072962
62,117.493,836,512,181,2075,8994.0,83.49513018251838,20.70512659907297
