,POP_2015,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,114.402,1569,827,895,6533.0,70.80022772654603,21.978246576157076
1,12.94,1569,827,895,6533.0,70.80127314183481,21.978246576157076
2,0.371,1825,307,894,6533.0,70.79265270721928,21.977414169005176
3,19.174,1767,250,837,6533.0,70.79369811871123,21.977414169005176
4,16.675,1665,147,734,6533.0,70.79474353020322,21.977414169005176
5,69.2,1580,622,690,6533.0,70.79892517617107,21.977414169005176
6,135.952,1567,635,703,6533.0,70.79997058766305,21.977414169005176
7,74.767,1569,827,895,6533.0,70.80101599915501,21.977414169005176
8,11.084,1601,1241,1309,6533.0,70.8041522336309,21.977414169005172
9,3.736,2084,858,1342,6533.0,70.79239560726708,21.976581763710627
10,69.225,1764,246,833,6533.0,70.7934410149624,21.976581763710627
11,73.703,1695,177,764,6533.0,70.79448642265771,21.976581763710627
12,101.512,1739,221,808,6533.0,70.79553183035301,21.976581763710627
13,102.353,1453,64,522,6533.0,70.79657723804834,21.976581763710627
14,79.715,1514,314,583,6533.0,70.79762264574364,21.97658176371063
15,80.631,1523,524,592,6533.0,70.79866805343896,21.97658176371063
16,136.372,1567,635,703,6533.0,70.79971346113427,21.976581763710627
17,75.534,1366,741,810,6533.0,70.80075886882959,21.976581763710627
18,98.667,1366,741,810,6533.0,70.8018042765249,21.97658176371063
19,83.179,1644,1019,1087,6533.0,70.8028496842202,21.976581763710627
20,5.418,1600,1121,1189,6533.0,70.8038950919155,21.976581763710627
21,0.495,1541,1180,1248,6533.0,70.80494049961082,21.976581763710627
22,9.327,2184,1250,1630,6533.0,70.7910931157686,21.975749360273344
23,6.903,1919,401,988,6533.0,70.79213851966745,21.975749360273348
24,44.138,1759,317,829,6533.0,70.79318392356627,21.975749360273344
25,76.771,1665,151,734,6533.0,70.79422932746513,21.975749360273348
26,86.94,1517,247,587,6533.0,70.79527473136397,21.975749360273348
27,91.096,1402,127,471,6533.0,70.79632013526279,21.97574936027334
28,73.11,1449,249,518,6533.0,70.79736553916165,21.975749360273348
29,99.384,1449,450,518,6533.0,70.79841094306047,21.975749360273344
30,104.407,1400,589,657,6533.0,70.79945634695932,21.975749360273348
31,79.938,1357,700,768,6533.0,70.80050175085819,21.975749360273348
32,99.384,1366,741,810,6533.0,70.80154715475699,21.975749360273344
33,140.009,1559,935,1003,6533.0,70.80259255865583,21.975749360273344
34,1.88,1656,1032,1100,6533.0,70.80363796255467,21.975749360273344
35,0.074,1656,1032,1100,6533.0,70.80468336645352,21.975749360273348
36,7.299,1982,609,1196,6533.0,70.79083604431744,21.974916958693242
37,5.567,1995,592,1179,6533.0,70.79188144442001,21.974916958693242
38,8.808,1730,358,799,6533.0,70.79292684452254,21.974916958693242
39,29.838,1603,358,673,6533.0,70.7939722446251,21.974916958693242
40,117.52,1609,363,678,6533.0,70.79501764472765,21.97491695869324
41,88.127,1406,160,475,6533.0,70.79606304483019,21.974916958693242
42,39.016,1311,206,380,6533.0,70.79710844493275,21.97491695869324
43,97.232,1407,434,502,6533.0,70.79815384503529,21.974916958693242
44,118.583,1339,526,594,6533.0,70.79919924513786,21.974916958693242
45,109.009,1274,583,714,6533.0,70.8002446452404,21.974916958693242
46,59.997,1233,645,781,6533.0,70.80129004534295,21.974916958693242
47,24.716,1553,928,996,6533.0,70.80233544544552,21.974916958693246
48,0.074,1566,942,1010,6533.0,70.80338084554806,21.974916958693242
49,2.425,1656,1032,1100,6533.0,70.80442624565059,21.97491695869324
50,44.262,1904,875,1350,6533.0,70.78953358891151,21.97408455897024
51,51.362,1919,747,1334,6533.0,70.79057898521795,21.974084558970244
52,5.394,1853,738,1139,6533.0,70.7916243815244,21.974084558970244
53,88.696,1896,718,1032,6533.0,70.79266977783084,21.97408455897024
54,99.879,1817,572,887,6533.0,70.79371517413729,21.97408455897024
55,122.789,1737,491,806,6533.0,70.79476057044374,21.974084558970244
56,58.958,1656,411,725,6533.0,70.79580596675018,21.97408455897024
57,67.37,1255,255,302,6533.0,70.79685136305663,21.974084558970244
58,97.158,1254,354,422,6533.0,70.79789675936306,21.974084558970244
59,108.489,1267,471,591,6533.0,70.79894215566951,21.97408455897024
60,124.991,1203,474,647,6533.0,70.79998755197595,21.974084558970244
61,55.494,1145,596,769,6533.0,70.8010329482824,21.974084558970244
62,49.482,1185,646,819,6533.0,70.80207834458882,21.97408455897024
63,6.136,1222,691,863,6533.0,70.80312374089529,21.97408455897024
64,5.666,1806,872,1251,6533.0,70.78927654595924,21.973252161104256
65,102.774,1982,825,1412,6533.0,70.79032193846975,21.973252161104256
66,15.414,1843,752,1157,6533.0,70.79136733098026,21.973252161104256
67,99.83,1784,802,1148,6533.0,70.79241272349078,21.973252161104252
68,122.468,1790,694,1009,6533.0,70.79345811600132,21.973252161104252
69,99.681,1737,542,857,6533.0,70.79450350851182,21.973252161104252
70,36.369,1737,492,807,6533.0,70.79554890102234,21.973252161104252
71,82.511,1232,187,224,6533.0,70.79659429353285,21.973252161104256
72,108.464,1112,280,397,6533.0,70.79763968604338,21.973252161104252
73,118.559,1180,389,562,6533.0,70.7986850785539,21.973252161104256
74,97.9,1109,380,553,6533.0,70.79973047106441,21.97325216110425
75,86.222,1046,484,657,6533.0,70.80077586357493,21.973252161104252
76,136.991,1084,560,733,6533.0,70.80182125608543,21.973252161104256
77,30.58,1136,621,794,6533.0,70.80286664859595,21.973252161104252
78,49.333,1799,865,1245,6533.0,70.78901951535768,21.972419765095186
79,30.011,1652,893,1098,6533.0,70.79111029278724,21.972419765095186
80,93.595,1702,881,1147,6533.0,70.79215568150201,21.97241976509519
81,115.713,1706,740,1055,6533.0,70.7932010702168,21.972419765095186
82,81.868,1641,566,881,6533.0,70.79424645893157,21.97241976509519
83,34.368,1161,128,69,6533.0,70.79529184764633,21.972419765095186
84,73.58,1141,108,76,6533.0,70.79633723636111,21.972419765095186
85,76.301,1071,35,208,6533.0,70.7973826250759,21.97241976509519
86,111.507,1008,204,377,6533.0,70.79842801379067,21.972419765095186
87,103.937,1047,322,495,6533.0,70.79947340250544,21.972419765095186
88,71.427,982,428,601,6533.0,70.80051879122023,21.97241976509519
89,129.519,1000,501,674,6533.0,70.80156417993499,21.972419765095186
90,40.155,1047,548,721,6533.0,70.80260956864979,21.972419765095186
91,26.819,5000,5000,5000,6533.0,70.78980788202574,21.971587370942967
92,27.462,1601,850,1047,6533.0,70.79085326694496,21.971587370942967
93,99.186,1537,786,983,6533.0,70.79189865186417,21.97158737094297
94,105.273,1587,769,1018,6533.0,70.7929440367834,21.971587370942967
95,80.26,1688,643,958,6533.0,70.7939894217026,21.971587370942967
96,45.692,1120,154,27,6533.0,70.79503480662183,21.971587370942967
97,100.176,1081,110,43,6533.0,70.79608019154104,21.971587370942967
98,82.833,1002,84,186,6533.0,70.79712557646026,21.971587370942967
99,81.497,961,156,314,6533.0,70.79817096137947,21.971587370942967
100,125.833,1001,305,478,6533.0,70.79921634629869,21.971587370942963
101,95.327,895,412,584,6533.0,70.8002617312179,21.971587370942963
102,40.649,911,412,584,6533.0,70.80130711613711,21.971587370942967
103,4.354,1047,548,721,6533.0,70.80235250105633,21.971587370942967
104,92.902,5000,5000,5000,6533.0,70.78850549120538,21.97075497864751
105,98.147,5000,5000,5000,6533.0,70.7895508723292,21.970754978647506
106,23.677,5000,5000,5000,6533.0,70.79059625345306,21.970754978647506
107,26.126,1404,653,850,6533.0,70.7916416345769,21.970754978647506
108,102.873,1488,737,934,6533.0,70.79268701570074,21.97075497864751
109,80.111,1343,592,789,6533.0,70.79373239682455,21.97075497864751
110,65.786,1104,149,184,6533.0,70.79477777794841,21.97075497864751
111,117.445,998,33,149,6533.0,70.79582315907224,21.970754978647506
112,109.602,1006,79,191,6533.0,70.79686854019607,21.970754978647502
113,107.277,848,156,381,6533.0,70.79791392131993,21.970754978647506
114,106.262,823,192,365,6533.0,70.79895930244375,21.970754978647506
115,69.596,852,317,491,6533.0,70.80000468356758,21.97075497864751
116,26.646,839,426,600,6533.0,70.80105006469142,21.97075497864751
117,11.257,789,722,1666,6533.0,70.80418620806293,21.970754978647506
118,31.0,1256,790,2133,6533.0,70.80523158918677,21.970754978647506
119,51.808,1176,710,2053,6533.0,70.80627697031062,21.97075497864751
120,88.053,1151,685,2028,6533.0,70.80732235143445,21.970754978647502
121,17.517,1160,694,2037,6533.0,70.8083677325583,21.97075497864751
122,67.147,1198,542,2076,6533.0,70.80941311368213,21.97075497864751
123,0.0,1762,1010,1207,6533.0,70.78720312032526,21.969922588208714
124,24.914,1762,1010,1207,6533.0,70.7882484976539,21.969922588208718
125,72.194,1549,798,995,6533.0,70.78929387498253,21.96992258820871
126,19.273,1549,798,995,6533.0,70.79033925231118,21.969922588208718
127,52.179,1398,646,844,6533.0,70.79138462963982,21.969922588208714
128,86.791,1297,545,742,6533.0,70.79243000696846,21.96992258820871
129,60.69,1329,577,774,6533.0,70.7934753842971,21.969922588208718
130,125.016,1119,217,236,6533.0,70.79452076162573,21.969922588208714
131,127.169,1005,198,275,6533.0,70.79556613895437,21.96992258820871
132,110.666,852,33,296,6533.0,70.79661151628302,21.969922588208714
133,99.261,900,81,339,6533.0,70.79765689361167,21.969922588208714
134,99.335,775,201,498,6533.0,70.7987022709403,21.96992258820871
135,85.431,685,290,493,6533.0,70.79974764826895,21.96992258820871
136,7.843,629,254,549,6533.0,70.80079302559759,21.969922588208718
137,57.572,789,722,1666,6533.0,70.80392915758353,21.969922588208714
138,11.653,789,722,1666,6533.0,70.80497453491218,21.96992258820871
139,63.461,954,488,1831,6533.0,70.8060199122408,21.969922588208714
140,75.806,1025,559,1902,6533.0,70.80706528956944,21.969922588208714
141,25.607,1068,586,1945,6533.0,70.80811066689807,21.96992258820871
142,76.895,1183,504,2060,6533.0,70.80915604422673,21.969922588208714
143,110.839,1435,683,880,6533.0,70.79112763705258,21.96909019962651
144,74.025,1264,512,710,6533.0,70.79217301058621,21.969090199626507
145,45.202,1209,458,655,6533.0,70.79321838411984,21.96909019962651
146,102.205,1063,260,458,6533.0,70.79426375765348,21.96909019962651
147,89.315,981,178,375,6533.0,70.79530913118711,21.96909019962651
148,115.095,885,66,309,6533.0,70.79635450472071,21.969090199626507
149,131.374,704,115,397,6533.0,70.79739987825437,21.96909019962651
150,100.869,779,198,477,6533.0,70.798445251788,21.96909019962651
151,100.943,629,187,580,6533.0,70.79949062532162,21.96909019962651
152,21.599,585,209,593,6533.0,70.80053599885525,21.969090199626507
153,88.498,870,404,1747,6533.0,70.8057628665234,21.969090199626507
154,122.072,913,447,1790,6533.0,70.80680824005702,21.96909019962651
155,36.245,963,385,1840,6533.0,70.80785361359064,21.96909019962651
156,114.798,1168,467,2045,6533.0,70.80889898712428,21.969090199626507
157,123.16,1220,519,2097,6533.0,70.80994436065791,21.969090199626507
158,21.648,1467,715,913,6533.0,70.79087065681483,21.96825781290081
159,53.96,1100,384,660,6533.0,70.79296139629243,21.968257812900806
160,92.704,1061,335,540,6533.0,70.79400676603122,21.96825781290081
161,107.846,942,300,520,6533.0,70.79505213577004,21.968257812900806
162,87.781,862,230,451,6533.0,70.79609750550883,21.96825781290081
163,92.012,706,171,444,6533.0,70.79714287524763,21.968257812900806
164,104.926,651,149,519,6533.0,70.79818824498643,21.968257812900806
165,103.764,637,83,630,6533.0,70.79923361472522,21.968257812900806
166,66.157,505,124,702,6533.0,70.80027898446401,21.968257812900806
167,108.786,478,156,740,6533.0,70.8013243542028,21.968257812900806
168,37.878,606,539,1483,6533.0,70.80446046341922,21.96825781290081
169,69.695,740,274,1617,6533.0,70.805505833158,21.968257812900806
170,85.084,816,350,1693,6533.0,70.80655120289678,21.968257812900806
171,56.459,1057,291,1934,6533.0,70.8075965726356,21.968257812900806
172,56.855,1025,324,1902,6533.0,70.80864194237442,21.96825781290081
