,POP_2015,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,60.562,92,0,9182.0,85.51339565015866,23.6661277911654
1,68.502,92,0,9182.0,85.51444912757589,23.666127791165398
2,122.636,92,0,9182.0,85.51305656362393,23.66529144950016
3,77.644,30,62,9182.0,85.51411003686381,23.665291449500167
4,63.793,0,92,9182.0,85.5137709619019,23.66445510986875
5,33.103,0,2154,9182.0,85.51192093204526,23.646892447265373
6,50.174,0,2154,9182.0,85.51158218259667,23.646056152355584
7,60.671,255,2643,9182.0,85.51128070271893,23.642710993033244
8,33.155,255,2643,9182.0,85.51094202779196,23.641874708281424
9,10.367,0,2898,9182.0,85.51131807315902,23.64020214487167
10,38.248,0,2898,9182.0,85.51097944127136,23.639365866213552
11,7.483,0,3288,9182.0,85.51207030267341,23.636857042425184
12,91.877,0,3288,9182.0,85.51312363399855,23.63685704242518
13,12.81,0,3288,9182.0,85.51173172538606,23.63602077189076
14,30.712,45,3333,9182.0,85.51278505254062,23.63602077189076
15,50.096,75,3502,9182.0,85.5138383796952,23.636020771890763
16,18.396,75,3502,9182.0,85.51349980980159,23.635184503387027
17,83.355,0,3578,9182.0,85.51455313278579,23.63518450338703
18,96.762,0,3578,9182.0,85.51421457445642,23.634348236913908
19,37.1,293,3751,9182.0,85.51248419452524,23.632675710059146
20,6.795,293,3751,9182.0,85.51214568756625,23.63183944967732
21,130.679,0,3943,9182.0,85.5153056064801,23.63183944967732
22,79.231,309,3904,9182.0,85.51286049847485,23.63100319132575
23,122.943,0,3943,9182.0,85.51496710274529,23.631003191325753
24,102.392,130,4438,9182.0,85.519895104573,23.63016693500434
25,111.672,81,4428,9182.0,85.520948402539,23.630166935004343
26,134.068,130,4438,9182.0,85.51955661145757,23.629330680713007
27,153.798,77,4462,9182.0,85.52060990525456,23.629330680713007
28,207.947,0,4509,9182.0,85.52166319905153,23.629330680713007
29,55.686,0,4214,9182.0,85.51395168593382,23.628494428451653
30,217.036,0,4686,9182.0,85.51816484444645,23.628494428451653
31,188.438,0,4509,9182.0,85.52027142370277,23.628494428451653
32,157.567,0,4509,9182.0,85.52132471333091,23.62849442845165
33,215.318,0,4686,9182.0,85.5178263869641,23.627658178220194
34,89.847,20,4422,9182.0,85.51432810133977,23.62682193001854
35,170.758,16,4426,9182.0,85.51538138263085,23.626821930018544
36,37.965,29,4431,9182.0,85.51504296494704,23.625985683846604
37,156.015,191,4608,9182.0,85.51609624206989,23.625985683846597
38,17.778,258,4661,9182.0,85.51259801708356,23.625149439704288
39,15.134,263,4665,9182.0,85.51365129003834,23.62514943970429
40,89.896,196,4608,9182.0,85.51575783594792,23.625149439704288
41,112.01,226,4722,9182.0,85.51681110890273,23.625149439704288
42,108.075,211,4737,9182.0,85.51647271434251,23.624313197591515
43,136.063,197,4751,9182.0,85.51752598312945,23.624313197591512
44,142.991,0,4949,9182.0,85.51684923286125,23.62264071945422
45,109.793,0,4949,9182.0,85.51790249331304,23.622640719454218
46,184.724,59,5000,9182.0,85.52004721722362,23.620132017467576
47,189.602,29,5000,9182.0,85.51970889619825,23.61929578753014
48,224.74,0,5000,9182.0,85.5207621399821,23.619295787530145
49,169.372,0,5000,9182.0,85.51937059090012,23.618459559621627
50,243.639,0,5000,9182.0,85.5204238305175,23.61845955962163
51,95.992,85,5000,9182.0,85.52008553677986,23.61762333374193
52,159.673,62,5000,9182.0,85.5211387722309,23.617623333741925
53,158.121,0,5000,9182.0,85.52080049005363,23.61678710989096
54,110.125,0,5000,9182.0,85.52185372133857,23.616787109890957
