,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,45.177,1059,367,476,456,1130,11902.0,108.47335183950416,15.580646642601483
1,59.856,984,118,724,606,1145,11902.0,108.47539406564145,15.580646642601483
2,38.461,984,118,724,606,1145,11902.0,108.47641517871013,15.580646642601485
3,52.326,942,541,266,942,1100,11902.0,108.47845740484743,15.580646642601483
4,51.303,924,803,196,1075,1030,11902.0,108.47947851791608,15.58064664260148
5,37.071,850,955,346,1001,1180,11902.0,108.48049963098475,15.580646642601485
6,8.592,850,955,346,1001,1180,11902.0,108.48152074405338,15.580646642601485
7,39.904,1317,1170,644,446,376,11902.0,108.46491523921021,15.579826210045866
8,67.189,1299,1033,508,449,379,11902.0,108.4659363497587,15.579826210045862
9,66.913,1198,912,386,477,407,11902.0,108.46695746030723,15.579826210045866
10,74.64,1101,815,290,499,447,11902.0,108.46797857085572,15.579826210045864
11,39.156,1021,735,210,419,527,11902.0,108.46899968140423,15.579826210045862
12,57.298,1059,367,476,456,1130,11902.0,108.47308412359827,15.579826210045864
13,61.496,984,118,724,606,1145,11902.0,108.47512634469528,15.579826210045864
14,43.629,874,3,611,726,1033,11902.0,108.47614745524383,15.579826210045864
15,47.958,877,6,614,729,1036,11902.0,108.47716856579234,15.579826210045868
16,25.75,942,541,266,942,1100,11902.0,108.47818967634083,15.579826210045864
17,67.989,894,653,153,1044,988,11902.0,108.47921078688937,15.579826210045866
18,60.591,875,819,210,1026,1044,11902.0,108.48023189743785,15.579826210045862
19,41.347,744,977,369,895,1197,11902.0,108.48125300798638,15.579826210045866
20,5.221,700,988,379,851,1153,11902.0,108.48227411853489,15.579826210045866
21,22.969,1259,1207,703,387,317,11902.0,108.46464755940943,15.579005778741076
22,73.774,1236,1106,581,366,296,11902.0,108.46566866743797,15.579005778741074
23,60.184,1293,1049,523,422,352,11902.0,108.46668977546649,15.579005778741076
24,41.57,1195,939,414,393,323,11902.0,108.46771088349502,15.579005778741077
25,29.108,1031,745,220,429,517,11902.0,108.46873199152353,15.579005778741074
26,20.319,811,525,0,208,738,11902.0,108.46975309955205,15.57900577874108
27,37.385,811,525,0,208,738,11902.0,108.47077420758058,15.579005778741074
28,57.154,820,534,238,218,892,11902.0,108.47179531560909,15.579005778741076
29,32.86,856,161,595,477,1017,11902.0,108.47485863969465,15.579005778741074
30,32.873,741,129,479,594,901,11902.0,108.47587974772317,15.579005778741076
31,25.212,870,0,608,723,1030,11902.0,108.47690085575168,15.579005778741076
32,63.909,840,707,100,991,934,11902.0,108.47894307180871,15.579005778741077
33,71.229,787,774,166,938,1000,11902.0,108.47996417983725,15.57900577874108
34,67.451,776,873,265,927,1099,11902.0,108.48098528786576,15.579005778741076
35,25.75,623,1007,398,773,1075,11902.0,108.48200639589429,15.579005778741074
36,9.104,1204,1152,758,332,262,11902.0,108.46437989555237,15.578185348687049
37,35.824,1181,1129,636,310,240,11902.0,108.46540100106104,15.578185348687052
38,34.985,1236,1106,581,365,295,11902.0,108.46642210656972,15.578185348687049
39,39.773,1137,997,472,336,266,11902.0,108.46744321207841,15.578185348687049
40,42.003,972,937,507,303,233,11902.0,108.46846431758709,15.578185348687049
41,54.858,811,525,0,208,738,11902.0,108.46948542309578,15.578185348687049
42,31.849,811,525,0,208,738,11902.0,108.47050652860445,15.578185348687052
43,51.592,696,410,114,93,768,11902.0,108.47152763411313,15.578185348687049
44,61.194,729,443,333,126,897,11902.0,108.47254873962179,15.578185348687049
45,47.827,695,0,525,316,862,11902.0,108.47356984513047,15.578185348687049
46,56.537,695,0,525,316,862,11902.0,108.47459095063918,15.578185348687049
47,56.091,741,129,479,594,901,11902.0,108.47561205614784,15.578185348687049
48,46.004,636,234,373,636,795,11902.0,108.4766331616565,15.578185348687049
49,40.652,898,608,0,1004,834,11902.0,108.47867537267388,15.57818534868705
50,46.305,708,799,190,859,1024,11902.0,108.47969647818253,15.578185348687049
51,59.463,655,851,243,806,1056,11902.0,108.48071758369123,15.578185348687052
52,53.179,556,990,390,707,1009,11902.0,108.4817386891999,15.578185348687049
53,35.759,1020,968,658,150,79,11902.0,108.46615445361662,15.577364919883712
54,53.625,1038,993,577,230,160,11902.0,108.4671755566056,15.577364919883712
55,54.52,934,882,507,303,258,11902.0,108.46819665959458,15.57736491988371
56,50.188,896,861,431,378,308,11902.0,108.4692177625836,15.57736491988371
57,25.413,696,410,114,93,768,11902.0,108.47023886557255,15.577364919883708
58,29.384,625,339,186,22,793,11902.0,108.47125996856154,15.577364919883712
59,54.215,582,296,228,19,750,11902.0,108.47228107155053,15.577364919883712
60,58.072,474,220,534,474,642,11902.0,108.4753443805175,15.57736491988371
61,58.203,636,234,373,636,795,11902.0,108.47636548350646,15.57736491988371
62,66.913,770,374,233,770,655,11902.0,108.47738658649548,15.57736491988371
63,62.834,798,402,206,798,627,11902.0,108.47840768948444,15.577364919883712
64,48.076,686,719,523,820,879,11902.0,108.48044989546244,15.577364919883712
65,51.723,510,1027,437,660,962,11902.0,108.48147099845143,15.57736491988371
66,24.583,475,963,443,626,928,11902.0,108.48249210144037,15.577364919883712
67,38.54,941,889,738,70,0,11902.0,108.4658868166068,15.576544492330987
68,69.301,871,819,808,0,70,11902.0,108.4669079170762,15.576544492330983
69,61.829,861,809,647,163,233,11902.0,108.46792901754566,15.576544492330987
70,57.665,562,277,248,39,730,11902.0,108.47201341942346,15.576544492330985
71,21.093,490,204,320,112,658,11902.0,108.47303451989289,15.576544492330981
72,23.546,474,220,534,474,642,11902.0,108.47507672083178,15.576544492330981
73,46.148,474,220,534,474,642,11902.0,108.47609782130121,15.576544492330985
74,51.33,798,402,206,798,627,11902.0,108.4771189217707,15.576544492330983
75,27.705,866,470,274,853,695,11902.0,108.47814002224013,15.576544492330983
76,54.438,686,719,523,820,879,11902.0,108.480182223179,15.576544492330985
77,51.671,625,780,584,759,818,11902.0,108.48120332364846,15.576544492330985
78,54.006,482,923,457,633,935,11902.0,108.48222442411792,15.576544492330983
79,15.571,325,1080,573,476,778,11902.0,108.48324552458733,15.576544492330983
80,48.622,794,742,733,77,147,11902.0,108.46664029348997,15.575724066028807
81,34.317,789,737,728,81,151,11902.0,108.46766139144,15.575724066028805
82,27.954,668,634,427,385,455,11902.0,108.46868248939008,15.575724066028807
83,70.809,668,634,427,385,455,11902.0,108.46970358734013,15.575724066028803
84,81.08,595,572,499,335,528,11902.0,108.4707246852902,15.575724066028805
85,54.517,320,376,492,284,803,11902.0,108.47174578324025,15.575724066028805
86,24.36,270,424,540,270,438,11902.0,108.47378797914034,15.575724066028803
87,32.138,270,424,540,270,438,11902.0,108.4748090770904,15.575724066028805
88,37.779,719,653,457,670,729,11902.0,108.47889346889063,15.575724066028805
89,72.042,696,720,524,670,729,11902.0,108.47991456684068,15.575724066028807
90,56.721,696,805,609,688,748,11902.0,108.48093566479072,15.575724066028803
91,46.528,514,1026,761,530,590,11902.0,108.4819567627408,15.575724066028803
92,37.805,600,543,548,275,345,11902.0,108.46841487670814,15.574903640977093
93,39.93,576,521,540,321,392,11902.0,108.46943597213894,15.574903640977093
94,53.52,533,510,561,353,590,11902.0,108.47045706756975,15.574903640977094
95,32.978,462,440,631,423,661,11902.0,108.47147816300057,15.574903640977091
96,18.771,270,424,540,270,438,11902.0,108.47352035386223,15.574903640977094
97,41.531,379,532,625,379,330,11902.0,108.47454144929299,15.57490364097709
98,43.721,379,532,625,379,330,11902.0,108.47556254472383,15.574903640977094
99,67.989,652,720,524,603,662,11902.0,108.47964692644705,15.57490364097709
100,52.615,514,1026,761,530,590,11902.0,108.48168911730868,15.57490364097709
101,35.339,190,1181,985,341,506,11902.0,108.4827102127395,15.574903640977096
102,31.719,190,1181,985,341,506,11902.0,108.48373130817033,15.574903640977096
103,14.22,28,1377,870,179,726,11902.0,108.48475240360114,15.574903640977091
104,0.013,28,1377,870,179,726,11902.0,108.48577349903195,15.574903640977096
105,33.542,1379,1152,1360,1076,297,11902.0,108.46406290832205,15.574083217175774
106,50.306,1294,1068,1276,992,213,11902.0,108.46508400123375,15.574083217175778
107,23.205,1294,1068,1276,992,213,11902.0,108.46610509414546,15.574083217175776
108,46.371,576,497,567,321,392,11902.0,108.4681472799689,15.574083217175776
109,18.417,576,497,567,321,392,11902.0,108.46916837288066,15.57408321717578
110,46.883,368,333,728,368,573,11902.0,108.47018946579234,15.574083217175776
111,19.322,462,440,631,423,661,11902.0,108.47121055870409,15.574083217175778
112,14.967,0,471,610,0,553,11902.0,108.47223165161579,15.574083217175776
113,22.143,84,556,689,84,611,11902.0,108.47325274452753,15.57408321717578
114,27.757,445,598,569,445,264,11902.0,108.47529493035097,15.57408321717578
115,47.302,505,658,554,505,204,11902.0,108.4763160232627,15.574083217175776
116,42.213,463,909,713,413,473,11902.0,108.48142148782131,15.574083217175774
117,48.247,301,1070,874,335,395,11902.0,108.48244258073304,15.57408321717578
118,45.243,95,1277,994,245,602,11902.0,108.48346367364475,15.574083217175774
119,48.312,0,1372,898,150,697,11902.0,108.48448476655648,15.574083217175774
120,6.979,171,1491,1012,168,816,11902.0,108.4855058594682,15.57408321717578
121,2.23,171,1491,1012,168,816,11902.0,108.4865269523799,15.57408321717578
122,19.467,1364,1138,1346,1062,283,11902.0,108.46379533760098,15.573262794624785
123,40.809,1294,1068,1276,992,213,11902.0,108.46481642799377,15.573262794624783
124,60.499,1323,1097,1305,1021,242,11902.0,108.46583751838655,15.573262794624783
125,55.776,888,810,870,586,327,11902.0,108.46685860877933,15.573262794624783
126,60.827,785,706,767,483,295,11902.0,108.46787969917212,15.57326279462478
127,19.388,379,322,739,379,575,11902.0,108.46992187995768,15.573262794624787
128,5.168,275,196,763,275,693,11902.0,108.47094297035048,15.573262794624787
129,11.885,0,471,610,0,553,11902.0,108.47196406074325,15.573262794624783
130,51.041,0,471,610,0,553,11902.0,108.47298515113603,15.573262794624787
131,77.381,243,715,496,243,439,11902.0,108.47400624152881,15.573262794624787
132,61.128,243,715,496,243,439,11902.0,108.4750273319216,15.573262794624785
133,69.602,414,886,210,414,139,11902.0,108.47604842231436,15.573262794624783
134,49.624,553,862,350,553,0,11902.0,108.47706951270715,15.573262794624783
135,47.42,553,862,350,553,0,11902.0,108.47809060309996,15.573262794624785
136,54.504,685,1058,545,635,12,11902.0,108.47911169349271,15.573262794624783
137,9.458,625,1093,580,576,71,11902.0,108.4801327838855,15.573262794624787
138,47.211,343,1029,833,294,353,11902.0,108.48217496467105,15.57326279462478
139,43.288,262,1128,932,195,452,11902.0,108.48319605506384,15.573262794624785
140,65.825,175,1298,1055,25,622,11902.0,108.48421714545663,15.573262794624785
141,44.653,205,1451,1053,128,776,11902.0,108.4852382358494,15.573262794624787
142,31.351,194,1514,1035,191,839,11902.0,108.48625932624216,15.573262794624783
143,0.0,962,1971,1312,823,1296,11902.0,108.48830150702776,15.573262794624787
144,0.0,962,1971,1312,823,1296,11902.0,108.48932259742051,15.573262794624785
145,67.91,1167,940,1148,865,85,11902.0,108.46454887069541,15.572442373324046
146,58.02,1167,940,1148,865,85,11902.0,108.46556995856942,15.572442373324044
147,78.837,1142,915,1123,839,84,11902.0,108.46659104644343,15.572442373324042
148,62.453,900,822,1261,900,540,11902.0,108.46761213431738,15.572442373324042
149,47.63,887,809,1248,887,527,11902.0,108.4686332221914,15.572442373324046
150,14.401,329,172,817,329,747,11902.0,108.47067539793937,15.57244237332404
151,5.037,160,311,649,160,713,11902.0,108.47169648581335,15.572442373324046
152,55.173,149,322,640,149,702,11902.0,108.47271757368736,15.57244237332404
153,66.467,180,652,430,180,373,11902.0,108.47373866156134,15.572442373324044
154,42.599,299,771,311,299,254,11902.0,108.47475974943531,15.572442373324042
155,22.2,414,886,210,414,139,11902.0,108.47578083730932,15.57244237332404
156,44.589,872,1246,733,823,175,11902.0,108.47680192518331,15.572442373324042
157,55.567,872,1246,733,823,175,11902.0,108.47782301305729,15.57244237332404
158,62.48,697,1070,557,648,0,11902.0,108.4788441009313,15.572442373324046
159,37.097,409,1215,791,342,540,11902.0,108.48190736455325,15.572442373324044
160,79.231,377,1183,823,310,508,11902.0,108.48292845242725,15.572442373324044
161,47.342,223,1284,1082,72,608,11902.0,108.48394954030125,15.572442373324044
162,57.259,241,1385,1120,90,709,11902.0,108.48497062817523,15.57244237332404
163,29.2,369,1675,1211,352,1000,11902.0,108.48701280392321,15.572442373324044
164,2.86,962,1971,1312,823,1296,11902.0,108.4880338917972,15.572442373324044
165,0.0,962,1971,1312,823,1296,11902.0,108.48905497967121,15.572442373324044
166,3.686,1405,1178,1387,1103,329,11902.0,108.46326024398302,15.571621953273484
167,52.195,1405,1178,1387,1103,329,11902.0,108.46428132933835,15.571621953273484
168,29.214,1081,854,1062,779,0,11902.0,108.46530241469371,15.571621953273482
169,60.827,1024,798,1006,722,56,11902.0,108.46632350004906,15.571621953273484
170,51.369,854,775,1215,854,494,11902.0,108.4673445854044,15.571621953273484
171,31.067,860,782,1221,860,500,11902.0,108.46836567075975,15.571621953273482
172,9.915,471,0,960,471,854,11902.0,108.4693867561151,15.571621953273484
