,POP_2015,active_living,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,39.868,2243,1899,1929,1747,1161,8911.0,85.511431784147,26.603063554020267
1,7.706,2243,1899,1929,1747,1161,8911.0,85.51250109808669,26.60306355402027
2,141.067,2808,2316,2494,2080,1544,8911.0,85.517847667785,26.60306355402027
3,142.978,2808,2316,2494,2080,1544,8911.0,85.51891698172467,26.60306355402026
4,77.445,841,663,259,197,2543,8911.0,85.48858474415911,26.60221953752938
5,126.62,841,663,259,197,2543,8911.0,85.48965405320247,26.602219537529376
6,34.661,749,185,365,587,2258,8911.0,85.49286198033255,26.60221953752938
7,179.802,694,702,253,531,2203,8911.0,85.49393128937592,26.60221953752938
8,273.169,658,666,216,495,2166,8911.0,85.49500059841928,26.602219537529376
9,32.386,621,630,180,459,2130,8911.0,85.49606990746265,26.60221953752938
10,96.725,532,541,91,370,2041,8911.0,85.497139216506,26.602219537529376
11,8.407,1414,1069,1100,1154,940,8911.0,85.50034714363609,26.60221953752938
12,46.555,1414,1069,1100,1154,940,8911.0,85.50141645267945,26.60221953752938
13,57.509,1478,1133,1164,1218,1000,8911.0,85.50248576172282,26.602219537529383
14,89.608,1490,1145,1176,1230,954,8911.0,85.50355507076617,26.602219537529376
15,136.736,1513,1168,1199,1253,885,8911.0,85.50462437980953,26.602219537529376
16,72.858,1581,1237,1267,1322,910,8911.0,85.5056936888529,26.60221953752938
17,129.794,2243,1899,1929,1747,1161,8911.0,85.51104023406971,26.602219537529383
18,88.27,2243,1899,1929,1747,1161,8911.0,85.51210954311308,26.602219537529372
19,41.078,2426,2081,2112,1911,1344,8911.0,85.51317885215641,26.602219537529376
20,76.998,2444,2099,2130,1929,1361,8911.0,85.51424816119979,26.602219537529376
21,278.95,2645,2152,2331,1916,1381,8911.0,85.51638677928652,26.602219537529376
22,138.519,2686,2194,2372,1957,1422,8911.0,85.51745608832987,26.602219537529372
23,182.464,2808,2316,2494,2080,1544,8911.0,85.51852539737324,26.602219537529383
24,3.9,4055,3391,3686,3155,2894,8911.0,85.52707986972013,26.60221953752938
25,64.88,841,663,259,197,2543,8911.0,85.48819331434903,26.6013755234005
26,248.799,735,558,154,92,2438,8911.0,85.48926261849633,26.6013755234005
27,270.353,643,466,61,0,2346,8911.0,85.4903319226436,26.601375523400502
28,230.06,617,440,35,26,2319,8911.0,85.49140122679088,26.601375523400502
29,244.033,706,198,322,543,2215,8911.0,85.49247053093815,26.601375523400495
30,312.812,749,185,365,587,2258,8911.0,85.49353983508541,26.601375523400502
31,224.306,621,630,180,459,2130,8911.0,85.49460913923271,26.601375523400502
32,229.847,508,517,67,346,2017,8911.0,85.49567844337997,26.601375523400502
33,185.011,511,519,70,348,2020,8911.0,85.49674774752725,26.6013755234005
34,9.872,579,588,138,417,2088,8911.0,85.49781705167453,26.6013755234005
35,0.0,1414,1069,1100,1154,940,8911.0,85.49995565996909,26.601375523400502
36,25.411,1329,984,1015,1069,855,8911.0,85.50102496411635,26.6013755234005
37,87.761,1336,992,1022,1076,863,8911.0,85.50209426826363,26.6013755234005
38,59.93,1426,1082,1112,1167,891,8911.0,85.50316357241093,26.6013755234005
39,152.785,1421,1076,1107,1161,793,8911.0,85.50423287655819,26.6013755234005
40,128.966,1581,1237,1267,1322,910,8911.0,85.50530218070547,26.6013755234005
41,113.108,1685,1340,1371,1425,807,8911.0,85.50637148485275,26.601375523400502
42,122.47,1657,1313,1343,1397,775,8911.0,85.50744078900003,26.6013755234005
43,86.487,2105,1760,1791,1609,1023,8911.0,85.51064870144187,26.6013755234005
44,187.622,2105,1760,1791,1609,1023,8911.0,85.51171800558912,26.6013755234005
45,145.844,2468,2070,2154,1833,1298,8911.0,85.51278730973641,26.601375523400495
46,203.671,2485,2070,2171,1833,1298,8911.0,85.51385661388369,26.601375523400502
47,185.266,2436,1943,2122,1707,1172,8911.0,85.51492591803094,26.6013755234005
48,207.429,2482,1990,2168,1753,1218,8911.0,85.5159952221782,26.6013755234005
49,119.668,2701,2209,2387,1972,1437,8911.0,85.5170645263255,26.601375523400495
50,82.209,4040,3376,3671,3140,2879,8911.0,85.52668826365098,26.6013755234005
51,157.153,4025,3361,3656,3124,2864,8911.0,85.52775756779825,26.6013755234005
52,182.185,690,685,280,218,2564,8911.0,85.48887120123462,26.60053151163352
53,231.035,617,440,35,26,2319,8911.0,85.48994050048603,26.60053151163352
54,337.508,581,404,0,61,2284,8911.0,85.49100979973744,26.60053151163352
55,368.811,706,198,322,543,2215,8911.0,85.49207909898884,26.60053151163352
56,370.468,551,180,0,285,2060,8911.0,85.49314839824025,26.60053151163352
57,397.535,564,28,180,401,2073,8911.0,85.49421769749166,26.600531511633523
58,149.728,441,449,0,278,1949,8911.0,85.49635629599447,26.60053151163352
59,95.976,518,526,77,355,2027,8911.0,85.49742559524589,26.600531511633523
60,5.859,574,582,133,411,2083,8911.0,85.4984948944973,26.60053151163352
61,102.027,747,755,306,584,2255,8911.0,85.4995641937487,26.60053151163352
62,50.886,1306,962,992,1047,833,8911.0,85.50063349300011,26.600531511633523
63,80.755,1253,909,939,993,780,8911.0,85.5017027922515,26.60053151163352
64,248.635,1289,944,975,1029,754,8911.0,85.50277209150292,26.600531511633523
65,155.842,1284,940,970,1024,697,8911.0,85.50384139075435,26.60053151163352
66,38.977,1318,974,1004,1058,690,8911.0,85.50491069000576,26.60053151163352
67,24.965,1550,1205,1236,1290,668,8911.0,85.50597998925716,26.60053151163352
68,179.407,1690,1346,1377,1431,809,8911.0,85.50704928850857,26.600531511633523
69,55.981,1649,1305,1336,1390,768,8911.0,85.50811858775998,26.60053151163352
70,249.526,2150,1708,1836,1472,886,8911.0,85.51132648551419,26.60053151163352
71,240.928,2150,1708,1836,1472,886,8911.0,85.5123957847656,26.60053151163352
72,191.889,2190,1698,1876,1461,926,8911.0,85.513465084017,26.60053151163352
73,215.963,2379,1887,2065,1650,1115,8911.0,85.51453438326841,26.600531511633516
74,232.394,2391,1899,2077,1662,1127,8911.0,85.51560368251982,26.60053151163352
75,63.178,2605,2113,2291,1876,1341,8911.0,85.51667298177124,26.600531511633516
76,133.361,2579,2087,2265,1851,1315,8911.0,85.51774228102265,26.600531511633523
77,223.16,3108,2485,2780,2248,1844,8911.0,85.51881158027405,26.60053151163352
78,75.342,3108,2485,2780,2248,1844,8911.0,85.51988087952546,26.60053151163352
79,0.0,3150,2486,2781,2249,1941,8911.0,85.52095017877689,26.60053151163352
80,109.398,690,685,280,218,2564,8911.0,85.48847980141673,26.59968750222835
81,433.15,491,493,89,151,2373,8911.0,85.49061839012823,26.59968750222835
82,229.783,631,355,174,291,2235,8911.0,85.491687684484,26.599687502228345
83,363.017,551,180,0,285,2060,8911.0,85.49275697883976,26.599687502228342
84,404.031,467,96,83,305,1976,8911.0,85.49382627319554,26.599687502228345
85,384.224,316,248,0,153,1824,8911.0,85.49489556755127,26.59968750222835
86,281.37,278,286,0,115,1786,8911.0,85.49596486190704,26.59968750222835
87,111.516,574,582,133,411,2083,8911.0,85.4970341562628,26.59968750222835
88,32.99,992,693,678,732,993,8911.0,85.49810345061856,26.59968750222835
89,155.206,747,755,306,584,2255,8911.0,85.49917274497433,26.599687502228345
90,100.307,1256,912,942,997,783,8911.0,85.50131133368583,26.59968750222835
91,209.594,1116,772,802,857,643,8911.0,85.50238062804159,26.599687502228345
92,204.627,1199,854,885,939,616,8911.0,85.50344992239735,26.599687502228342
93,93.429,1318,974,1004,1058,690,8911.0,85.50451921675311,26.599687502228345
94,32.48,1486,1142,1172,1226,604,8911.0,85.50558851110887,26.59968750222835
95,193.481,1611,1266,1297,1351,729,8911.0,85.50665780546463,26.59968750222835
96,142.022,1668,1324,1354,1409,785,8911.0,85.50772709982039,26.59968750222835
97,253.793,1747,1403,1433,1488,734,8911.0,85.50879639417614,26.59968750222835
98,79.927,2150,1708,1836,1472,886,8911.0,85.51093498288766,26.59968750222835
99,213.798,2150,1708,1836,1472,886,8911.0,85.51200427724343,26.59968750222835
100,188.705,2190,1698,1876,1461,926,8911.0,85.51307357159921,26.59968750222835
101,256.914,2641,2036,2327,1800,1377,8911.0,85.51628145466647,26.59968750222835
102,149.665,2641,2036,2327,1800,1377,8911.0,85.51735074902223,26.599687502228345
103,14.584,3108,2485,2780,2248,1844,8911.0,85.51842004337799,26.599687502228353
104,125.973,3095,2431,2726,2194,1886,8911.0,85.51948933773373,26.599687502228345
105,14.903,3150,2486,2781,2249,1941,8911.0,85.5205586320895,26.59968750222835
106,15.907,3773,3109,3404,2873,2612,8911.0,85.52697439822407,26.599687502228345
107,165.412,4483,3819,4114,3582,3380,8911.0,85.53339016435861,26.59968750222835
108,221.95,281,573,300,361,2352,8911.0,85.4902269979627,26.59884349518489
109,180.235,631,355,174,291,2235,8911.0,85.49129628742301,26.598843495184894
110,261.245,628,288,107,393,2134,8911.0,85.49236557688334,26.59884349518489
111,433.837,615,306,125,411,2118,8911.0,85.49343486634369,26.598843495184898
112,109.86,162,401,0,0,1671,8911.0,85.49557344526431,26.59884349518489
113,62.159,162,401,0,0,1671,8911.0,85.49664273472465,26.598843495184894
114,123.044,937,638,623,678,939,8911.0,85.49771202418498,26.59884349518489
115,48.147,1080,741,767,821,795,8911.0,85.49878131364531,26.598843495184898
116,23.946,1052,708,738,792,762,8911.0,85.49985060310563,26.59884349518489
117,122.98,1015,670,701,755,725,8911.0,85.50091989256596,26.598843495184898
118,272.262,1018,673,704,758,544,8911.0,85.50198918202628,26.59884349518489
119,191.38,1121,776,807,861,575,8911.0,85.50305847148663,26.59884349518489
120,170.172,1150,806,836,891,522,8911.0,85.50412776094696,26.598843495184898
121,121.069,1341,996,1027,1081,459,8911.0,85.50519705040729,26.59884349518489
122,232.331,1638,1294,1324,1379,625,8911.0,85.5062663398676,26.598843495184894
123,188.323,1607,1263,1293,1348,594,8911.0,85.50733562932794,26.59884349518489
124,29.678,1685,1340,1371,1425,671,8911.0,85.50840491878826,26.59884349518489
125,209.276,1904,1558,1590,1322,640,8911.0,85.51054349770891,26.59884349518489
126,181.445,2032,1566,1719,1329,768,8911.0,85.51161278716924,26.59884349518489
127,258.124,2001,1462,1687,1225,737,8911.0,85.51268207662959,26.59884349518489
128,205.709,2160,1621,1846,1385,896,8911.0,85.5137513660899,26.598843495184894
129,124.954,2245,1706,1931,1469,981,8911.0,85.51482065555022,26.59884349518489
130,217.874,2625,1969,2264,1732,1361,8911.0,85.51588994501056,26.59884349518489
131,269.588,2625,1969,2264,1732,1361,8911.0,85.5169592344709,26.598843495184894
132,135.144,2754,2090,2385,1853,1510,8911.0,85.5180285239312,26.59884349518489
133,229.21,2825,2161,2456,1924,1616,8911.0,85.51909781339154,26.59884349518489
134,81.01,2910,2246,2541,2010,1702,8911.0,85.52016710285186,26.598843495184894
135,42.825,3773,3109,3404,2873,2612,8911.0,85.52658283961384,26.59884349518489
136,4.283,4483,3819,4114,3582,3380,8911.0,85.53299857637579,26.59884349518489
137,15.677,4483,3819,4114,3582,3380,8911.0,85.53406786583614,26.59884349518489
138,268.404,370,898,273,538,2441,8911.0,85.48769705410992,26.597999490503042
139,67.636,213,740,135,629,2284,8911.0,85.48876633867503,26.59799949050304
140,103.937,256,548,325,387,2327,8911.0,85.48983562324017,26.597999490503046
141,269.269,277,476,397,458,2255,8911.0,85.49090490780529,26.597999490503046
142,293.279,626,350,320,542,2129,8911.0,85.49197419237036,26.59799949050304
143,379.894,528,253,212,445,2032,8911.0,85.49304347693551,26.597999490503042
144,344.165,393,118,238,310,1897,8911.0,85.49411276150062,26.597999490503042
145,209.849,83,192,246,0,1592,8911.0,85.49518204606572,26.59799949050304
146,96.804,0,275,162,0,1508,8911.0,85.49625133063084,26.597999490503042
147,178.388,1080,741,767,821,795,8911.0,85.49838989976108,26.597999490503035
148,2.229,1037,693,723,778,747,8911.0,85.4994591843262,26.59799949050304
149,120.305,966,622,652,707,676,8911.0,85.5005284688913,26.59799949050304
150,145.143,929,585,615,670,456,8911.0,85.50159775345642,26.59799949050304
151,90.627,965,620,651,705,420,8911.0,85.50266703802156,26.59799949050304
152,64.961,1013,669,699,754,386,8911.0,85.50373632258666,26.59799949050304
153,296.655,1420,1076,1106,1161,442,8911.0,85.50587489171689,26.597999490503042
154,275.256,1476,1131,1162,1216,463,8911.0,85.506944176282,26.59799949050304
155,169.917,1566,1221,1252,1215,373,8911.0,85.50801346084712,26.59799949050304
156,185.966,1752,1407,1438,1330,488,8911.0,85.50908274541223,26.59799949050304
157,290.732,1801,1457,1487,1352,537,8911.0,85.51015202997733,26.59799949050304
158,24.137,2001,1462,1687,1225,737,8911.0,85.51122131454244,26.597999490503042
159,65.916,2060,1402,1697,1166,796,8911.0,85.51229059910759,26.59799949050304
160,203.544,2160,1621,1846,1385,896,8911.0,85.51335988367269,26.597999490503046
161,149.092,2245,1706,1931,1469,981,8911.0,85.5144291682378,26.597999490503042
162,210.804,2325,1780,2011,1543,1061,8911.0,85.51549845280292,26.597999490503046
163,153.04,2419,1763,2058,1526,1155,8911.0,85.51656773736804,26.59799949050304
164,175.649,2754,2090,2385,1853,1510,8911.0,85.51763702193314,26.59799949050304
165,181.317,2825,2161,2456,1924,1616,8911.0,85.51870630649826,26.597999490503042
166,57.637,2910,2246,2541,2010,1702,8911.0,85.51977559106338,26.59799949050304
167,251.628,370,898,273,538,2441,8911.0,85.48730570661978,26.5971554881827
168,259.334,265,810,133,678,2336,8911.0,85.4883749862899,26.597155488182697
169,178.77,222,775,100,664,2294,8911.0,85.48944426596002,26.5971554881827
170,268.441,252,501,365,542,2163,8911.0,85.49051354563014,26.5971554881827
171,382.505,606,331,301,523,2109,8911.0,85.49158282530027,26.597155488182697
172,378.365,532,257,336,449,2036,8911.0,85.49265210497036,26.5971554881827
173,336.777,275,29,309,192,1778,8911.0,85.49372138464051,26.597155488182697
174,313.468,141,134,263,58,1647,8911.0,85.49479066431061,26.597155488182697
175,191.953,30,258,134,30,1478,8911.0,85.49585994398075,26.5971554881827
176,103.428,140,140,0,0,1341,8911.0,85.49692922365087,26.5971554881827
177,90.499,764,437,450,505,754,8911.0,85.49906778299112,26.597155488182693
178,294.617,738,410,424,478,730,8911.0,85.50013706266121,26.5971554881827
179,64.197,782,437,468,522,552,8911.0,85.50120634233136,26.597155488182697
180,1.592,976,631,662,716,358,8911.0,85.50227562200148,26.597155488182693
181,26.812,981,636,667,721,353,8911.0,85.50334490167158,26.597155488182704
182,134.189,1121,777,807,862,212,8911.0,85.5044141813417,26.597155488182697
183,195.328,1199,855,885,940,221,8911.0,85.50548346101182,26.5971554881827
184,234.369,1566,1221,1252,1215,373,8911.0,85.50655274068194,26.597155488182697
185,227.236,1566,1221,1252,1215,373,8911.0,85.50762202035207,26.5971554881827
186,259.843,1752,1407,1438,1330,488,8911.0,85.50869130002218,26.5971554881827
187,185.903,1752,1407,1438,1330,488,8911.0,85.50976057969228,26.597155488182697
188,124.445,2060,1402,1697,1166,796,8911.0,85.51082985936242,26.5971554881827
189,100.88,2060,1402,1697,1166,796,8911.0,85.51189913903256,26.597155488182697
190,72.094,2372,1708,2003,1472,1132,8911.0,85.51403769837277,26.597155488182697
191,151.193,2413,1749,2044,1513,1155,8911.0,85.51510697804291,26.597155488182697
192,165.395,2494,1830,2125,1593,1249,8911.0,85.51617625771304,26.5971554881827
193,275.256,2582,1918,2213,1681,1338,8911.0,85.51724553738315,26.597155488182693
194,61.777,2679,2015,2310,1779,1576,8911.0,85.51831481705328,26.5971554881827
195,14.584,2679,2015,2310,1779,1576,8911.0,85.5193840967234,26.597155488182697
196,23.182,2929,2265,2560,2029,1826,8911.0,85.5204533763935,26.597155488182693
197,18.151,2929,2265,2560,2029,1826,8911.0,85.52152265606364,26.597155488182704
198,0.0,3552,2888,3183,2652,2449,8911.0,85.52579977474412,26.5971554881827
199,0.994,3552,2888,3183,2652,2449,8911.0,85.52686905441422,26.597155488182697
200,0.0,3828,3164,3459,2928,2725,8911.0,85.52900761375446,26.597155488182697
201,0.0,3828,3164,3459,2928,2725,8911.0,85.53007689342459,26.597155488182697
202,281.752,166,784,0,707,2237,8911.0,85.48798365134633,26.596311488223776
203,270.161,148,766,17,689,2220,8911.0,85.48905292612166,26.596311488223776
204,238.699,51,618,166,541,2093,8911.0,85.49012220089702,26.596311488223776
205,312.831,489,264,399,457,2043,8911.0,85.49119147567234,26.596311488223776
206,331.555,442,166,301,359,1945,8911.0,85.4922607504477,26.596311488223773
207,377.346,356,80,215,273,1859,8911.0,85.49333002522303,26.596311488223773
208,263.091,233,108,197,73,1631,8911.0,85.49439929999838,26.596311488223776
209,270.67,142,167,186,30,1528,8911.0,85.49546857477374,26.596311488223773
210,181.508,135,155,18,0,1359,8911.0,85.49653784954909,26.59631148822377
211,186.922,764,437,450,505,754,8911.0,85.49867639909975,26.596311488223776
212,202.589,716,388,402,456,752,8911.0,85.4997456738751,26.59631148822377
213,163.039,653,308,339,393,681,8911.0,85.50081494865044,26.596311488223773
214,97.059,749,251,380,439,802,8911.0,85.50188422342579,26.596311488223776
215,0.382,812,282,443,443,865,8911.0,85.50295349820112,26.596311488223776
216,32.608,1135,790,821,875,199,8911.0,85.50402277297647,26.596311488223773
217,104.256,1199,855,885,940,221,8911.0,85.50509204775182,26.596311488223776
218,215.135,1342,998,1028,921,78,8911.0,85.50616132252715,26.596311488223776
219,305.252,1490,1145,1176,1068,226,8911.0,85.50723059730252,26.596311488223773
220,316.461,1528,1183,1214,1106,264,8911.0,85.50829987207786,26.596311488223776
221,242.266,1943,1377,1629,1140,679,8911.0,85.50936914685322,26.596311488223773
222,293.088,1943,1377,1629,1140,679,8911.0,85.51043842162854,26.596311488223773
223,198.513,1904,1240,1535,1003,816,8911.0,85.51150769640387,26.596311488223773
224,111.58,2243,1579,1874,1342,1262,8911.0,85.51364624595456,26.596311488223776
225,82.347,2230,1565,1861,1329,1275,8911.0,85.51471552072991,26.596311488223776
226,41.333,2347,1683,1978,1447,1402,8911.0,85.5168540702806,26.596311488223773
227,26.366,2610,1946,2241,1709,1507,8911.0,85.5189926198313,26.596311488223773
228,16.941,2902,2238,2533,2002,1799,8911.0,85.52113116938197,26.59631148822377
229,0.0,3238,2574,2869,2337,2135,8911.0,85.52433899370801,26.596311488223776
230,0.0,3396,2731,3026,2495,2293,8911.0,85.52647754325871,26.596311488223776
231,0.0,3828,3164,3459,2928,2725,8911.0,85.52861609280937,26.596311488223776
232,0.0,3828,3164,3459,2928,2725,8911.0,85.52968536758473,26.596311488223773
233,3.365,4103,3439,3734,3202,3000,8911.0,85.53182391713541,26.59631148822377
234,0.0,4103,3439,3734,3202,3000,8911.0,85.53289319191076,26.596311488223773
235,284.618,436,821,341,745,2275,8911.0,85.48652306396288,26.59546749062616
236,321.811,436,821,341,745,2275,8911.0,85.48759233384368,26.595467490626163
237,228.573,259,644,163,567,2097,8911.0,85.48866160372447,26.595467490626163
238,244.813,51,669,114,592,2122,8911.0,85.48973087360524,26.595467490626167
239,205.327,0,618,166,541,2071,8911.0,85.49080014348603,26.595467490626163
240,232.012,406,212,83,347,1791,8911.0,85.49186941336683,26.595467490626163
241,328.116,406,212,126,361,1791,8911.0,85.4929386832476,26.595467490626167
242,364.227,257,51,135,152,1643,8911.0,85.49400795312839,26.595467490626163
