,POP_2015,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,109.365,185,488,8043.0,77.49477107984482,13.839935351380708
1,179.171,185,488,8043.0,77.49578717151009,13.839935351380708
2,146.441,185,488,8043.0,77.49460268640055,13.839117414905084
3,113.331,185,488,8043.0,77.49561877585788,13.839117414905086
4,134.783,398,326,8043.0,77.49765095477254,13.839117414905084
5,15.52,339,266,8043.0,77.49866704422988,13.839117414905083
6,190.621,331,786,8043.0,77.49138604218294,13.838299479528667
7,172.859,302,757,8043.0,77.49240212943246,13.838299479528667
8,178.653,0,355,8043.0,77.49443430393154,13.838299479528672
9,175.308,0,355,8043.0,77.49545039118108,13.838299479528668
10,157.167,339,266,8043.0,77.49748256568014,13.838299479528667
11,56.217,339,266,8043.0,77.49849865292968,13.838299479528668
12,141.164,302,757,8043.0,77.49121767731188,13.837481545251391
13,110.02,302,757,8043.0,77.49223376235379,13.837481545251393
14,136.128,0,454,8043.0,77.49426593243754,13.83748154525139
15,155.891,0,355,8043.0,77.49528201747944,13.837481545251391
16,73.772,196,123,8043.0,77.49731418756322,13.837481545251391
17,95.121,196,123,8043.0,77.49833027260512,13.837481545251391
18,156.201,426,881,8043.0,77.49104932341524,13.836663612073176
19,134.197,0,454,8043.0,77.4940975719184,13.83666361207318
20,114.297,0,454,8043.0,77.49511365475279,13.836663612073176
21,134.68,95,22,8043.0,77.4971458204216,13.836663612073178
22,99.087,0,72,8043.0,77.49816190325598,13.836663612073178
23,73.427,0,338,8043.0,77.50019406892477,13.836663612073181
24,149.062,388,831,8043.0,77.48986489986574,13.835845679993957
25,159.995,380,823,8043.0,77.4908809804928,13.835845679993959
26,134.887,236,693,8043.0,77.49189706111984,13.835845679993959
27,109.951,0,72,8043.0,77.496977464255,13.835845679993959
28,64.489,0,72,8043.0,77.49799354488204,13.835845679993957
29,167.789,25,341,8043.0,77.5000257061361,13.835845679993959
30,163.789,144,483,8043.0,77.50104178676314,13.835845679993959
31,170.273,144,483,8043.0,77.50205786739018,13.835845679993957
32,128.299,0,773,8043.0,77.48868049170468,13.835027749013664
33,122.367,388,831,8043.0,77.48969657012451,13.835027749013667
34,175.515,382,741,8043.0,77.49071264854433,13.835027749013665
35,168.859,218,688,8043.0,77.49172872696415,13.835027749013667
36,137.405,201,684,8043.0,77.49274480538399,13.835027749013665
37,153.028,0,482,8043.0,77.49376088380379,13.835027749013665
38,119.022,0,260,8043.0,77.49477696222363,13.835027749013669
39,86.339,0,260,8043.0,77.49579304064345,13.835027749013665
40,121.043,96,389,8043.0,77.49985735432271,13.835027749013665
41,156.96,134,516,8043.0,77.50087343274255,13.835027749013669
42,146.165,160,493,8043.0,77.50188951116237,13.835027749013665
43,207.521,382,734,8043.0,77.49054432756967,13.834209819132234
44,176.826,275,626,8043.0,77.4915604037824,13.834209819132234
45,98.846,0,482,8043.0,77.49359255620793,13.834209819132237
46,81.429,50,608,8043.0,77.5007050896972,13.834209819132235
47,175.618,112,664,8043.0,77.50172116590997,13.834209819132237
48,165.272,112,664,8043.0,77.50273724212272,13.834209819132234
49,168.548,213,559,8043.0,77.48935994356273,13.833391890349587
50,185.965,311,609,8043.0,77.49037601756858,13.833391890349585
51,103.743,259,510,8043.0,77.49139209157441,13.83339189034959
52,105.778,0,305,8043.0,77.49342423958606,13.833391890349587
53,94.707,0,305,8043.0,77.4944403135919,13.833391890349588
54,90.327,0,608,8043.0,77.50053675762686,13.833391890349588
55,177.722,112,664,8043.0,77.5015528316327,13.833391890349588
56,154.787,112,664,8043.0,77.50256890563853,13.833391890349588
57,137.094,273,500,8043.0,77.4891916467418,13.832573962665657
58,183.654,273,500,8043.0,77.49020771854086,13.832573962665656
