,POP_2015,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,12.772,4185,1377,1501,8412.0,78.60373868024251,11.607567292621896
1,7.512,3026,1268,2511,8412.0,78.61327706870189,11.604306538135333
2,52.76,3026,1268,2511,8412.0,78.61428764553412,11.604306538135331
3,63.347,3885,865,989,8412.0,78.60302948210943,11.603491351790964
4,61.029,3885,865,989,8412.0,78.60404005711835,11.603491351790964
5,28.932,3026,1268,2511,8412.0,78.61313523219873,11.603491351790964
6,14.689,3026,1268,2511,8412.0,78.61414580720766,11.603491351790964
7,44.958,3885,865,989,8412.0,78.60288767451736,11.60267616635737
8,104.895,3869,842,965,8412.0,78.60389824770313,11.60267616635737
9,54.855,4818,178,643,8412.0,78.59365073533871,11.601860981834482
10,20.87,4797,157,623,8412.0,78.59466130670143,11.601860981834486
11,17.319,3852,818,942,8412.0,78.60375644896585,11.601860981834482
12,52.314,5000,415,891,8412.0,78.59047725688878,11.60104579822224
13,116.107,4926,275,751,8412.0,78.59148782642859,11.601045798222238
14,127.564,4792,141,617,8412.0,78.59249839596842,11.60104579822224
15,98.119,4797,157,623,8412.0,78.59350896550822,11.601045798222238
16,57.019,4797,157,623,8412.0,78.59451953504802,11.60104579822224
17,29.757,4155,203,327,8412.0,78.60058295228691,11.601045798222238
18,25.432,3996,362,486,8412.0,78.60159352182671,11.601045798222238
19,66.98,3996,362,486,8412.0,78.60260409136652,11.601045798222238
20,43.42,3878,515,639,8412.0,78.60361466090633,11.601045798222238
21,45.404,3806,590,713,8412.0,78.60462523044616,11.60104579822224
22,29.355,3297,907,1577,8412.0,78.60866750860541,11.601045798222241
23,78.928,3255,865,1618,8412.0,78.60967807814522,11.601045798222238
24,23.426,3189,800,2042,8412.0,78.61068864768501,11.601045798222238
25,23.003,3177,843,2086,8412.0,78.61169921722484,11.601045798222238
26,25.477,3206,1335,3749,8412.0,78.62786832986183,11.60104579822224
27,48.814,4541,0,5000,8412.0,78.63999516433958,11.601045798222238
28,54.944,5000,415,891,8412.0,78.59033550320278,11.600230615520566
29,93.104,4926,275,751,8412.0,78.59134607091985,11.600230615520564
30,65.108,4792,141,617,8412.0,78.5923566386369,11.600230615520566
31,74.559,4729,78,555,8412.0,78.59336720635393,11.600230615520566
32,66.912,4640,0,465,8412.0,78.59437777407099,11.600230615520562
33,42.4,4531,36,356,8412.0,78.59538834178804,11.600230615520566
34,73.511,4398,0,223,8412.0,78.59639890950508,11.600230615520566
35,73.199,4387,0,0,8412.0,78.59740947722213,11.600230615520566
36,101.975,4315,77,77,8412.0,78.59842004493916,11.600230615520564
37,98.453,4148,188,311,8412.0,78.60044118037328,11.600230615520566
38,60.762,3991,367,490,8412.0,78.60145174809033,11.600230615520566
39,89.159,3931,363,563,8412.0,78.60246231580737,11.600230615520566
40,96.38,3814,515,681,8412.0,78.60347288352442,11.600230615520566
41,111.649,3798,634,804,8412.0,78.60448345124148,11.600230615520564
42,31.874,3862,698,868,8412.0,78.60549401895851,11.600230615520566
43,81.758,3372,982,1547,8412.0,78.60751515439259,11.600230615520564
44,69.878,3345,955,1618,8412.0,78.60852572210966,11.600230615520566
45,99.233,3231,842,1642,8412.0,78.60953628982669,11.600230615520564
46,90.674,3158,769,2011,8412.0,78.61054685754374,11.600230615520566
47,53.005,3076,772,2049,8412.0,78.6115574252608,11.600230615520566
48,11.256,2999,720,2093,8412.0,78.61256799297784,11.600230615520566
49,33.88,3206,1335,3749,8412.0,78.62772650873355,11.600230615520562
50,48.502,4541,0,5000,8412.0,78.63985332133811,11.600230615520566
51,84.812,4850,199,587,8412.0,78.59221489198133,11.599415433729398
52,131.331,4850,199,587,8412.0,78.59322545787573,11.599415433729398
53,119.695,4669,89,446,8412.0,78.59423602377016,11.5994154337294
54,75.049,4494,0,320,8412.0,78.59524658966457,11.5994154337294
55,53.562,4398,0,223,8412.0,78.59625715555899,11.5994154337294
56,89.315,4295,100,120,8412.0,78.5972677214534,11.5994154337294
