,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,87.542,3844,329,1979,329,1979,7668.0,76.14420355357441,15.366555973908094
1,136.673,3893,378,2028,378,2028,7668.0,76.14522401396984,15.366555973908095
2,111.785,3985,470,2119,470,2119,7668.0,76.14624447436523,15.366555973908099
3,113.588,3844,329,1979,329,1979,7668.0,76.14503888011947,15.365735865360152
4,99.036,3514,0,1649,0,1649,7668.0,76.14364819288431,15.364095651959975
5,84.998,3673,159,1808,159,1808,7668.0,76.14466864583696,15.364095651959977
6,131.393,3765,250,1900,250,1900,7668.0,76.14568909878957,15.364095651959973
7,136.834,3813,298,1948,298,1948,7668.0,76.14670955174222,15.364095651959975
8,124.438,3514,0,1649,0,1649,7668.0,76.1434630949323,15.363275547107595
9,138.347,3365,149,1500,0,1500,7668.0,76.14327800811894,15.362455443486926
10,153.222,3365,149,1500,0,1500,7668.0,76.14429845611049,15.36245544348693
11,133.292,3520,303,1655,154,1655,7668.0,76.14531890410204,15.362455443486928
12,143.37,3661,445,1796,295,1796,7668.0,76.14633935209356,15.362455443486928
13,101.161,3336,977,2156,815,2156,7668.0,76.14940069606814,15.362455443486926
14,123.891,3336,977,2156,815,2156,7668.0,76.14921560551124,15.361635341097893
15,126.821,3473,840,2191,691,2191,7668.0,76.14903052609338,15.360815239940424
16,104.928,3473,840,2191,691,2191,7668.0,76.15005096912442,15.360815239940424
17,59.821,2772,726,1592,0,1592,7668.0,76.15515318427957,15.360815239940424
18,51.739,2772,726,1592,0,1592,7668.0,76.1561736273106,15.360815239940424
19,78.623,3473,840,2191,691,2191,7668.0,76.14884545781439,15.359995140014448
20,89.345,3473,840,2191,691,2191,7668.0,76.14986589836539,15.359995140014448
21,128.624,2646,600,1466,125,1466,7668.0,76.1549681011204,15.359995140014446
22,95.719,2646,600,1466,125,1466,7668.0,76.1559885416714,15.359995140014448
23,85.771,2646,600,1466,125,1466,7668.0,76.15478302910073,15.359175041319892
24,76.788,2562,516,1382,516,1382,7668.0,76.15580346717186,15.359175041319892
