,POP_2015,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,26.748,3021,764,116,5000,3450,10877.0,101.1568101960112,12.734243906842067
1,10.619,2984,727,79,5000,3413,10877.0,101.15782343088453,12.734243906842064
2,16.914,3103,625,256,5000,3547,10877.0,101.15660896709453,12.733427393837639
3,19.78,2904,668,0,5000,3333,10877.0,101.15762219995226,12.733427393837639
4,16.234,2874,639,60,5000,3288,10877.0,101.15863543281,12.733427393837642
5,10.688,2844,953,374,5000,3243,10877.0,101.1596486656677,12.73342739383764
6,15.468,2862,970,392,5000,3261,10877.0,101.16066189852542,12.73342739383764
7,11.965,2808,1212,633,5000,3207,10877.0,101.16167513138315,12.73342739383764
8,9.086,2808,1212,633,5000,3207,10877.0,101.16268836424085,12.733427393837642
9,13.816,2692,1765,1186,5000,3091,10877.0,101.1647148299563,12.73342739383764
10,25.152,2360,2123,1712,5000,2759,10877.0,101.16978099424492,12.73342739383764
11,31.403,2360,2123,1712,5000,2759,10877.0,101.17079422710263,12.733427393837639
12,15.306,3084,606,237,5000,3529,10877.0,101.15640775219988,12.732610881838411
13,22.772,3065,588,219,5000,3510,10877.0,101.1574209830421,12.732610881838418
14,21.077,2809,673,94,5000,3238,10877.0,101.15843421388438,12.732610881838411
15,9.261,2716,824,245,5000,3115,10877.0,101.15944744472662,12.732610881838417
16,8.183,2844,953,374,5000,3243,10877.0,101.16046067556887,12.732610881838417
17,15.71,2713,1117,538,5000,3112,10877.0,101.16147390641115,12.732610881838417
18,21.133,2808,1212,633,5000,3207,10877.0,101.1624871372534,12.732610881838415
19,18.509,2660,1732,1153,5000,3059,10877.0,101.16451359893793,12.732610881838418
20,24.161,2743,1815,1236,5000,3142,10877.0,101.16552682978016,12.732610881838415
21,5.029,2779,1852,1273,5000,3178,10877.0,101.16654006062244,12.732610881838415
22,18.303,2264,2027,1616,5000,2663,10877.0,101.16957975314921,12.732610881838417
23,19.724,2264,2027,1616,5000,2663,10877.0,101.17059298399144,12.732610881838417
24,27.284,3615,1470,2104,5000,4138,10877.0,101.15114040719226,12.73179437084432
25,9.609,2803,325,342,5000,3311,10877.0,101.15620655132693,12.73179437084432
26,17.798,2956,478,189,5000,3397,10877.0,101.15721978015385,12.731794370844321
27,24.149,2908,541,245,5000,3337,10877.0,101.15823300898077,12.73179437084432
28,29.845,2716,824,245,5000,3115,10877.0,101.15924623780771,12.73179437084432
29,21.22,2633,816,271,5000,3062,10877.0,101.16025946663466,12.73179437084432
30,22.398,2671,1075,496,5000,3070,10877.0,101.16127269546158,12.73179437084432
31,6.519,2671,1139,560,5000,3070,10877.0,101.16228592428853,12.731794370844318
32,24.398,2581,1653,1074,5000,2980,10877.0,101.1643123819424,12.731794370844321
33,21.214,2564,1660,1081,5000,2963,10877.0,101.1653256107693,12.73179437084432
34,19.78,2692,1764,1185,5000,3091,10877.0,101.16633883959628,12.731794370844321
35,17.531,2335,1939,1360,5000,2734,10877.0,101.1673520684232,12.731794370844318
36,20.509,2312,1941,1362,5000,2711,10877.0,101.1683652972501,12.731794370844321
37,17.761,2264,2027,1616,5000,2663,10877.0,101.16937852607704,12.731794370844321
38,8.968,2264,2027,1616,5000,2663,10877.0,101.17039175490397,12.731794370844321
39,4.362,3615,1470,2104,5000,4138,10877.0,101.15093923041675,12.730977860855283
40,1.701,2748,271,396,5000,3257,10877.0,101.15600536447549,12.730977860855283
41,18.291,2803,325,342,5000,3311,10877.0,101.15701859128725,12.730977860855285
42,10.619,2845,604,308,5000,3274,10877.0,101.158031818099,12.73097786085529
43,9.242,2800,649,354,5000,3229,10877.0,101.15904504491074,12.730977860855287
44,11.822,2534,888,370,5000,2963,10877.0,101.16005827172246,12.730977860855287
45,31.97,2527,972,434,5000,2926,10877.0,101.16107149853421,12.730977860855285
46,10.351,2538,1213,634,5000,2937,10877.0,101.16208472534599,12.730977860855285
47,36.158,2612,1288,709,5000,3011,10877.0,101.16309795215774,12.730977860855285
48,19.787,2551,1392,813,5000,2950,10877.0,101.1641111789695,12.730977860855285
49,17.574,2435,1542,963,5000,2834,10877.0,101.16512440578123,12.730977860855283
50,19.425,2365,1578,999,5000,2764,10877.0,101.16613763259298,12.730977860855285
51,8.438,2371,1665,1086,5000,2770,10877.0,101.16715085940476,12.730977860855285
52,14.527,2216,1854,1275,5000,2615,10877.0,101.1681640862165,12.730977860855285
53,20.422,2139,1902,1468,5000,2538,10877.0,101.16917731302829,12.730977860855285
54,26.635,2221,1984,1573,5000,2620,10877.0,101.17019053984001,12.73097786085529
55,21.444,2703,225,442,5000,3211,10877.0,101.15580419164533,12.730161351871248
56,18.297,2703,225,442,5000,3211,10877.0,101.15681741644204,12.730161351871246
57,23.551,2433,786,471,5000,2862,10877.0,101.16087031562884,12.730161351871248
58,20.017,2432,1108,529,5000,2831,10877.0,101.16188354042558,12.730161351871246
59,11.648,2610,1285,706,5000,3009,10877.0,101.1628967652223,12.730161351871248
60,4.362,2623,1320,741,5000,3022,10877.0,101.163909990019,12.730161351871248
61,0.816,2401,1542,963,5000,2800,10877.0,101.16492321481572,12.730161351871248
62,7.048,2359,1607,1029,5000,2758,10877.0,101.16593643961241,12.730161351871248
63,15.949,2331,1724,1145,5000,2730,10877.0,101.1669496644091,12.730161351871246
64,3.054,2285,1751,1172,5000,2684,10877.0,101.16796288920582,12.730161351871248
65,14.901,2058,1821,1410,5000,2457,10877.0,101.16897611400253,12.730161351871246
66,21.787,2064,1827,1415,5000,2463,10877.0,101.16998933879923,12.730161351871244
67,0.0,3413,1281,2741,5000,3904,10877.0,101.14040469110917,12.72934484389213
68,0.162,3350,1205,2641,4955,3873,10877.0,101.14141791389093,12.729344843892134
69,0.0,3274,1129,2565,4878,3797,10877.0,101.14243113667277,12.72934484389213
70,1.028,3300,1154,2591,4941,3823,10877.0,101.14344435945453,12.729344843892134
71,0.866,3102,957,2393,5000,3625,10877.0,101.14547080501816,12.729344843892136
72,7.983,3121,976,1761,5000,3644,10877.0,101.14648402779996,12.72934484389213
73,13.985,3094,948,1733,5000,3617,10877.0,101.1474972505818,12.729344843892134
74,6.506,2643,165,502,5000,3151,10877.0,101.15560303283623,12.729344843892132
75,23.333,2643,165,502,5000,3151,10877.0,101.15661625561802,12.729344843892132
76,29.677,2231,1310,731,5000,2630,10877.0,101.16269559230885,12.729344843892134
77,11.105,2224,1316,737,5000,2623,10877.0,101.16370881509064,12.729344843892134
78,17.805,2183,1727,1148,5000,2582,10877.0,101.16573526065426,12.72934484389213
79,0.698,2449,2212,2171,5000,2788,10877.0,101.17080137456328,12.729344843892132
80,15.088,2135,1898,2062,5000,2504,10877.0,101.17181459734508,12.729344843892132
