,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,90.976,1988,1534,1864,1300,1555,8673.0,79.65816806509328,11.112097379341687
1,77.729,1988,1534,1864,1300,1555,8673.0,79.65917756556618,11.112097379341686
2,153.298,1493,348,1703,460,1245,8673.0,79.64793571534595,11.111282730832178
3,137.239,1493,348,1703,460,1245,8673.0,79.64894521407807,11.11128273083218
4,43.654,1988,1534,1864,1300,1555,8673.0,79.65904020139915,11.111282730832178
5,46.466,1686,208,1896,654,1439,8673.0,79.6447698900843,11.110468083192789
6,110.908,1632,150,1842,600,1385,8673.0,79.64577938707579,11.110468083192789
7,134.671,1554,0,1764,522,1306,8673.0,79.64678888406723,11.110468083192789
8,151.831,1350,205,1561,318,1103,8673.0,79.6477983810587,11.110468083192789
9,32.73,1350,205,1561,318,1103,8673.0,79.64880787805016,11.110468083192787
10,74.591,5000,5000,5000,5000,5000,8673.0,79.65385536300748,11.110468083192789
11,109.237,5000,5000,5000,5000,5000,8673.0,79.65486485999895,11.110468083192789
12,45.366,1668,1215,1545,980,1235,8673.0,79.65587435699042,11.110468083192789
13,68.762,1668,1215,1545,980,1235,8673.0,79.6568838539819,11.11046808319279
14,7.581,1990,512,2201,958,1743,8673.0,79.64261358124776,11.109653436423454
15,52.01,1686,208,1896,654,1439,8673.0,79.64463257174968,11.109653436423455
16,125.286,1632,185,1842,600,1385,8673.0,79.64564206700065,11.109653436423454
17,88.565,1518,35,1728,486,1270,8673.0,79.64665156225159,11.109653436423455
18,123.136,1350,205,1561,318,1103,8673.0,79.64766105750255,11.109653436423454
19,29.592,1350,205,1561,318,1103,8673.0,79.6486705527535,11.109653436423455
20,185.58,5000,5000,5000,5000,5000,8673.0,79.65371802900829,11.109653436423454
21,110.949,5000,5000,5000,5000,5000,8673.0,79.65472752425921,11.109653436423454
22,149.997,1543,1089,1419,855,1110,8673.0,79.6557370195102,11.109653436423455
23,98.476,1691,1238,1568,1055,1258,8673.0,79.65674651476114,11.109653436423454
24,92.28,1869,1415,1745,1233,1436,8673.0,79.6577560100121,11.109653436423455
