,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,218.372,5000,5000,4604,1829,5000,7697.0,77.29148747064612,19.207019198604943
1,1.531,5000,5000,4604,1829,5000,7697.0,77.29252118698436,19.207019198604943
2,11.356,5000,5000,4604,1829,5000,7697.0,77.29228078296013,19.206192534270333
3,127.034,4218,5000,3654,880,4677,7697.0,77.29425244326112,19.198752626519386
4,100.916,4218,5000,3654,880,4677,7697.0,77.29528612745504,19.198752626519383
5,165.988,4218,5000,3654,880,4677,7697.0,77.2940121507643,19.197925978018997
6,286.11,4218,5000,3654,880,4677,7697.0,77.29504583174472,19.197925978018997
7,188.502,3910,5000,3347,572,4370,7697.0,77.29456527763541,19.196272685767113
8,213.188,3910,5000,3347,572,4370,7697.0,77.29559895218928,19.196272685767116
9,249.772,3910,5000,3347,572,4370,7697.0,77.29432501923577,19.195446042015462
10,200.647,3910,5000,3347,572,4370,7697.0,77.29535869057663,19.19544604201546
11,125.256,3676,5000,2990,502,4138,7697.0,77.30132045016838,19.19461939984655
12,210.768,3563,5000,2877,615,4025,7697.0,77.30235411829636,19.194619399846555
13,221.828,3776,5000,3213,438,4236,7697.0,77.29487820466028,19.193792759260315
14,227.308,3493,5000,2930,257,3953,7697.0,77.2990128643215,19.19379275926032
15,246.612,3493,5000,2930,257,3953,7697.0,77.30004652923681,19.193792759260315
16,209.04,3676,5000,2990,502,4138,7697.0,77.30108019415212,19.193792759260315
17,191.118,3563,5000,2877,615,4025,7697.0,77.30211385906743,19.193792759260315
18,240.885,3467,5000,2781,711,3929,7697.0,77.30314752398273,19.193792759260315
19,207.115,4148,5000,2974,550,4607,7697.0,77.2884360101392,19.192966120256674
20,190.625,4148,5000,2974,550,4607,7697.0,77.28946967184197,19.19296612025667
21,136.266,4079,5000,2972,548,4539,7697.0,77.29050333354478,19.192966120256674
22,220.248,3776,5000,3213,438,4236,7697.0,77.29463798035593,19.19296612025667
23,284.234,3677,5000,3114,521,4137,7697.0,77.29567164205871,19.19296612025667
24,137.501,3550,5000,2987,212,4010,7697.0,77.2967053037615,19.192966120256674
25,180.898,3469,5000,2906,64,3929,7697.0,77.29773896546428,19.19296612025667
26,239.305,3493,5000,2930,257,3953,7697.0,77.29877262716708,19.192966120256674
27,201.24,3493,5000,2930,257,3953,7697.0,77.29980628886986,19.19296612025667
28,238.96,3563,5000,2885,671,4023,7697.0,77.30083995057265,19.192966120256674
29,186.379,3467,5000,2781,711,3929,7697.0,77.30187361227544,19.19296612025667
30,175.912,3378,5000,2691,773,3840,7697.0,77.30290727397824,19.192966120256674
31,167.765,3358,5000,2671,753,3820,7697.0,77.30394093568103,19.19296612025667
32,132.366,3372,5000,2686,767,3834,7697.0,77.3049745973838,19.19296612025667
33,180.01,3386,5000,2700,781,3848,7697.0,77.3060082590866,19.19296612025667
34,198.722,3554,5000,2857,337,4016,7697.0,77.3080755824922,19.192966120256674
35,195.957,3402,5000,2683,57,4188,7697.0,77.30910924419497,19.19296612025667
36,239.651,3512,5000,2794,167,4299,7697.0,77.31014290589776,19.19296612025667
37,207.608,4064,5000,2942,518,4524,7697.0,77.28922947603488,19.192139482835547
38,209.633,4049,5000,2912,488,4508,7697.0,77.29026313452529,19.192139482835547
39,214.027,4038,5000,3023,737,4498,7697.0,77.29233045150616,19.192139482835547
