,POP_2015,active_living,education,mobility,ID_HDC_G0,lng,lat
232,49.069,1850,1211,977,12362.0,119.70993646791824,30.238425306540627
233,65.743,2152,1471,1350,12362.0,119.71102884641802,30.238425306540634
234,79.969,3289,253,947,12362.0,119.72304500991581,30.238425306540627
235,73.876,3369,288,986,12362.0,119.72413738841557,30.238425306540634
236,49.151,3545,576,698,12362.0,119.72522976691538,30.238425306540627
237,79.207,3550,581,697,12362.0,119.72632214541517,30.238425306540623
238,118.077,4019,679,591,12362.0,119.72959928091456,30.238425306540627
239,63.05,4270,753,838,12362.0,119.73178403791417,30.238425306540634
240,7.235,4270,749,833,12362.0,119.73287641641396,30.238425306540623
241,11.152,4470,950,951,12362.0,119.73396879491375,30.238425306540627
242,8.759,4476,951,956,12362.0,119.73506117341356,30.238425306540627
243,41.073,1684,1577,2563,12362.0,119.68088725764785,30.23757023684323
244,86.416,1656,1549,2535,12362.0,119.68197963023887,30.237570236843236
245,56.686,1603,1497,2483,12362.0,119.68307200282986,30.237570236843233
246,11.506,1975,1371,2263,12362.0,119.68634912060291,30.237570236843236
247,70.367,1961,1351,2252,12362.0,119.68744149319393,30.23757023684324
248,86.524,955,848,1834,12362.0,119.68853386578493,30.23757023684323
249,59.814,955,848,1834,12362.0,119.68962623837595,30.23757023684324
250,38.543,911,1717,934,12362.0,119.69945759169507,30.23757023684323
251,12.539,976,1674,869,12362.0,119.70054996428607,30.237570236843236
252,18.442,1281,1902,1305,12362.0,119.70273470946812,30.23757023684324
253,20.536,1281,1902,1305,12362.0,119.70382708205912,30.237570236843233
254,24.263,1529,1748,1141,12362.0,119.70491945465012,30.23757023684324
255,25.052,1854,1423,1176,12362.0,119.70710419983217,30.23757023684324
256,101.784,1858,1418,1167,12362.0,119.70819657242318,30.237570236843236
257,127.842,2005,1557,1301,12362.0,119.70928894501415,30.237570236843233
258,134.125,2199,848,1202,12362.0,119.7125660627872,30.23757023684324
259,101.104,2199,848,1202,12362.0,119.71365843537822,30.237570236843233
260,122.837,3226,316,884,12362.0,119.72239741610632,30.237570236843233
261,24.372,3259,311,917,12362.0,119.72348978869732,30.23757023684324
262,45.397,3313,344,930,12362.0,119.72458216128832,30.23757023684323
263,121.123,3718,608,520,12362.0,119.72676690647037,30.23757023684323
264,73.523,3879,539,451,12362.0,119.7278592790614,30.23757023684324
265,51.735,3939,587,499,12362.0,119.72895165165241,30.23757023684324
266,95.446,3993,642,553,12362.0,119.73004402424343,30.237570236843233
267,52.089,4268,743,828,12362.0,119.73222876942545,30.23757023684323
268,20.264,4568,1000,1048,12362.0,119.73441351460747,30.237570236843233
269,7.752,4568,1000,1048,12362.0,119.73550588719847,30.237570236843233
270,102.328,1850,1577,2556,12362.0,119.68023991650799,30.236715169958956
271,85.6,1778,1551,2529,12362.0,119.68133228319047,30.236715169958956
272,67.239,1768,1495,2474,12362.0,119.68242464987294,30.236715169958952
273,93.406,1130,672,1664,12362.0,119.68897884996784,30.236715169958956
274,84.022,1130,672,1664,12362.0,119.69007121665032,30.236715169958956
275,24.127,1072,1578,773,12362.0,119.69990251679273,30.236715169958952
276,11.642,1090,1560,755,12362.0,119.70099488347522,30.236715169958956
277,78.935,1532,1744,1135,12362.0,119.70427198352267,30.236715169958956
278,74.556,1535,1739,1130,12362.0,119.70536435020517,30.236715169958963
279,147.236,2199,848,1202,12362.0,119.71301091698257,30.23671516995896
280,118.022,2408,638,992,12362.0,119.71519565034751,30.236715169958952
281,101.457,2475,571,991,12362.0,119.71628801703001,30.236715169958956
282,86.008,3163,379,821,12362.0,119.72174985044245,30.236715169958952
283,131.541,3163,379,821,12362.0,119.7228422171249,30.236715169958956
284,49.042,3712,603,515,12362.0,119.72611931717239,30.236715169958963
285,104.694,3716,597,509,12362.0,119.72721168385489,30.236715169958956
286,113.453,3879,527,439,12362.0,119.72830405053737,30.236715169958956
287,13.41,4760,795,1197,12362.0,119.73595061731476,30.23671516995896
288,0.653,4765,801,1202,12362.0,119.73704298399726,30.236715169958956
289,49.233,1850,1577,2556,12362.0,119.67959260350278,30.23586010588768
290,33.973,1836,1563,2542,12362.0,119.680684964277,30.23586010588768
291,73.06,1813,1443,2422,12362.0,119.68177732505123,30.23586010588768
292,37.673,1848,1398,2376,12362.0,119.68286968582544,30.235860105887678
293,25.46,1131,679,1658,12362.0,119.68833148969654,30.23586010588768
294,20.672,1162,647,1632,12362.0,119.68942385047075,30.23586010588768
295,100.179,1096,1554,749,12362.0,119.69925509743871,30.235860105887685
296,75.209,1096,1554,749,12362.0,119.7003474582129,30.23586010588768
297,126.59,2408,638,992,12362.0,119.71454814827774,30.235860105887678
298,87.286,2492,620,942,12362.0,119.71564050905194,30.23586010588768
299,122.266,2608,439,1042,12362.0,119.71673286982615,30.235860105887685
300,90.582,2608,439,1042,12362.0,119.71782523060037,30.23586010588768
301,55.512,2838,209,1129,12362.0,119.71891759137458,30.235860105887678
302,83.451,2838,209,1129,12362.0,119.7200099521488,30.235860105887685
303,83.696,3349,310,626,12362.0,119.72328703447145,30.235860105887678
304,30.927,3349,301,617,12362.0,119.72437939524566,30.235860105887685
305,62.425,4539,472,873,12362.0,119.73202592066518,30.23586010588768
306,103.062,4539,472,873,12362.0,119.7331182814394,30.235860105887685
307,91.964,4755,790,1192,12362.0,119.73530300298783,30.23586010588768
308,34.844,4765,801,1202,12362.0,119.73639536376203,30.23586010588768
309,16.402,1921,1470,2448,12362.0,119.68113002836355,30.235005044629286
310,36.856,1763,1311,2290,12362.0,119.68222238322979,30.23500504462929
311,10.418,1763,1311,2290,12362.0,119.683314738096,30.23500504462929
312,9.439,1286,524,1502,12362.0,119.688776512427,30.235005044629293
313,20.808,1293,514,1499,12362.0,119.68986886729319,30.23500504462929
314,112.446,2284,1035,528,12362.0,119.71171596461728,30.235005044629293
315,149.493,2508,669,893,12362.0,119.7149930292159,30.235005044629286
316,136.573,2628,565,795,12362.0,119.71608538408209,30.23500504462929
317,53.084,3057,265,1073,12362.0,119.71827009381451,30.235005044629297
318,101.021,2956,163,1027,12362.0,119.71936244868068,30.235005044629286
319,92.68,3015,32,952,12362.0,119.7204548035469,30.235005044629293
320,52.497,3047,0,919,12362.0,119.7215471584131,30.235005044629286
321,78.147,3349,301,617,12362.0,119.7226395132793,30.23500504462929
322,91.339,3349,301,617,12362.0,119.72373186814549,30.235005044629286
323,102.137,3944,204,115,12362.0,119.7281012876103,30.23500504462929
324,32.151,2427,953,1837,12362.0,119.68485215564263,30.234149986183667
325,96.643,2410,936,1828,12362.0,119.6859445046011,30.234149986183667
326,59.378,1299,511,1490,12362.0,119.68812920251797,30.23414998618367
327,56.794,1310,496,1481,12362.0,119.68922155147642,30.234149986183667
328,133.363,1972,1597,818,12362.0,119.70560678585312,30.23414998618367
329,121.64,1972,1597,818,12362.0,119.70669913481159,30.23414998618367
330,125.774,2224,1345,801,12362.0,119.70779148377004,30.234149986183667
331,128.549,2224,1345,801,12362.0,119.70888383272846,30.23414998618367
332,140.082,2360,967,445,12362.0,119.71106853064536,30.234149986183667
333,139.456,2366,959,453,12362.0,119.71216087960381,30.234149986183667
334,125.747,2628,565,795,12362.0,119.71543792647915,30.23414998618367
335,79.729,3078,167,970,12362.0,119.7187149733545,30.23414998618367
336,66.933,3029,32,919,12362.0,119.71980732231295,30.234149986183674
337,70.911,3047,0,919,12362.0,119.72089967127135,30.23414998618367
338,170.329,3618,437,349,12362.0,119.72526906710517,30.23414998618367
339,75.699,3794,262,174,12362.0,119.72636141606361,30.23414998618367
340,69.361,3932,164,76,12362.0,119.72745376502206,30.234149986183667
341,99.227,4007,48,39,12362.0,119.72854611398053,30.23414998618367
342,93.379,4055,0,87,12362.0,119.72963846293894,30.23414998618367
343,99.2,4269,29,428,12362.0,119.7307308118974,30.23414998618367
344,115.466,4269,29,428,12362.0,119.73182316085585,30.234149986183667
345,51.599,2526,786,1686,12362.0,119.68529723464063,30.233294930550713
346,71.319,2526,786,1686,12362.0,119.68638957769159,30.233294930550716
347,107.333,1512,1677,332,12362.0,119.70168238040485,30.233294930550716
348,113.208,1741,1853,561,12362.0,119.70277472345579,30.233294930550713
349,105.374,1741,1853,561,12362.0,119.70386706650675,30.23329493055072
350,120.987,1910,1659,756,12362.0,119.70495940955766,30.233294930550716
351,125.611,1972,1597,818,12362.0,119.70605175260863,30.233294930550716
352,162.196,2386,1343,639,12362.0,119.70932878176147,30.233294930550716
353,118.485,2444,1051,362,12362.0,119.71151346786336,30.233294930550716
354,82.172,2809,383,613,12362.0,119.7169751831181,30.233294930550716
355,95.065,2882,229,768,12362.0,119.71806752616907,30.233294930550716
356,73.006,3632,423,335,12362.0,119.72462158447472,30.23329493055072
357,93.624,3807,251,162,12362.0,119.72571392752566,30.233294930550716
358,94.168,3807,251,162,12362.0,119.72680627057662,30.233294930550713
359,105.347,4014,71,16,12362.0,119.72789861362757,30.233294930550713
360,134.615,4055,0,87,12362.0,119.72899095667852,30.233294930550716
361,79.615,4274,19,420,12362.0,119.73117564278041,30.233294930550713
362,65.634,4363,87,488,12362.0,119.73226798583136,30.233294930550716
363,112.827,4416,150,552,12362.0,119.7333603288823,30.233294930550716
364,73.468,2574,778,1664,12362.0,119.6846499928121,30.232439877730318
365,102.709,2526,786,1686,12362.0,119.68574232995581,30.23243987773031
366,91.72,1538,274,1251,12362.0,119.68901934138691,30.23243987773031
367,112.582,1537,270,1254,12362.0,119.69011167853061,30.232439877730318
368,127.706,1512,1677,332,12362.0,119.69994271282397,30.232439877730318
369,89.924,1512,1677,332,12362.0,119.70103504996766,30.23243987773031
370,92.753,1741,1853,561,12362.0,119.70321972425506,30.232439877730314
371,128.304,2152,1581,844,12362.0,119.70649673568619,30.23243987773031
372,123.843,2152,1581,844,12362.0,119.70758907282989,30.232439877730314
373,114.35,2386,1343,639,12362.0,119.70868140997356,30.23243987773031
374,107.441,2885,664,333,12362.0,119.7141430956921,30.23243987773031
375,104.259,2958,591,405,12362.0,119.71523543283583,30.232439877730318
376,123.598,2809,383,613,12362.0,119.71632776997954,30.23243987773031
377,129.12,3285,273,697,12362.0,119.72069711855433,30.232439877730318
378,66.342,3298,287,686,12362.0,119.72178945569806,30.23243987773031
379,128.331,3998,761,673,12362.0,119.72397412998545,30.232439877730314
380,126.808,3728,491,403,12362.0,119.72506646712915,30.23243987773031
381,141.714,3845,405,317,12362.0,119.72615880427286,30.232439877730318
382,116.717,4001,200,112,12362.0,119.72725114141657,30.23243987773031
383,117.179,4031,169,81,12362.0,119.72834347856026,30.23243987773031
384,109.699,4414,138,540,12362.0,119.73162048999137,30.232439877730318
385,90.305,4412,136,538,12362.0,119.73271282713509,30.23243987773031
386,65.825,4556,280,681,12362.0,119.73380516427878,30.232439877730314
387,37.999,4626,358,760,12362.0,119.73489750142251,30.23243987773031
388,6.854,2569,774,1659,12362.0,119.68291044787762,30.231584827722347
389,104.341,1655,157,1134,12362.0,119.68946443529795,30.231584827722347
390,117.397,1653,149,1141,12362.0,119.69055676653467,30.231584827722347
391,145.141,2152,1581,844,12362.0,119.70584940384872,30.231584827722347
392,118.621,2152,1581,844,12362.0,119.70694173508544,30.23158482772235
393,89.979,2683,867,129,12362.0,119.712403391269,30.23158482772235
394,127.08,2777,772,225,12362.0,119.71349572250575,30.231584827722347
395,124.306,2989,743,436,12362.0,119.71458805374246,30.231584827722344
396,131.323,3064,713,507,12362.0,119.71568038497918,30.231584827722347
