,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,79.113,2478,1438,2620,3160,3396,5346.0,39.645874494592434,-0.4290529112590303
1,68.336,1168,1412,1116,2899,4156,5346.0,39.65784803062462,-0.42905291125902983
2,75.527,2478,1438,2620,3160,3396,5346.0,39.64587708214931,-0.42986168787127965
3,79.131,1168,1412,1116,2899,4156,5346.0,39.657850618962975,-0.42986168787127915
4,377.943,2412,1112,2690,3020,3070,5346.0,39.63989290578138,-0.43067046451634566
5,79.584,2412,1112,2690,3020,3070,5346.0,39.6408907005811,-0.43067046451634566
6,92.642,1273,1450,1165,2816,3778,5346.0,39.654859827777145,-0.4306704645163457
7,44.175,488,1337,555,2824,4319,5346.0,39.660846596575446,-0.43067046451634666
8,80.96,1904,1470,1705,2791,3410,5346.0,39.64987345134391,-0.4314792411942938
9,83.768,1749,1355,1590,2692,3424,5346.0,39.650871246209,-0.43147924119429276
10,69.84,1566,1346,1458,2684,3547,5346.0,39.651869041074086,-0.4314792411942938
11,69.477,1493,1309,1386,2646,3591,5346.0,39.65286683593917,-0.4314792411942934
12,89.817,1446,1323,1338,2661,3605,5346.0,39.65386463080426,-0.4314792411942938
13,89.382,1292,1445,1184,2796,3759,5346.0,39.654862425669336,-0.43147924119429376
14,97.279,894,1138,842,2625,4027,5346.0,39.6578558102646,-0.4314792411942933
15,80.562,576,1216,434,2703,4198,5346.0,39.65985139999477,-0.4314792411942933
16,47.997,576,1216,434,2703,4198,5346.0,39.66084919485986,-0.4314792411942933
17,16.06,226,1350,578,2872,4373,5346.0,39.6648403743202,-0.43147924119429276
18,47.881,247,1341,599,2863,4371,5346.0,39.66583816918528,-0.4314792411942938
19,395.604,2110,984,2397,2789,2942,5346.0,39.64289148926922,-0.4322880179051818
20,366.445,2110,984,2397,2789,2942,5346.0,39.643889284199794,-0.4322880179051832
21,385.083,2124,1181,2267,2806,3138,5346.0,39.644887079130385,-0.43228801790518223
22,310.531,2111,1305,2106,2793,3192,5346.0,39.645884874060954,-0.43228801790518273
23,68.97,2078,1366,2025,2778,3252,5346.0,39.64688266899152,-0.43228801790518223
24,77.519,1948,1496,1895,2647,3248,5346.0,39.64788046392209,-0.43228801790518273
25,91.411,1906,1538,1853,2605,3205,5346.0,39.648878258852676,-0.4322880179051827
26,81.395,1904,1470,1705,2791,3410,5346.0,39.64987605378326,-0.43228801790518223
