,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,57.038,518,700,1305,1129,2225,1983,4402.0,32.292242674612915,2.7902675060628446
1,55.967,828,75,825,1291,2063,1605,4402.0,32.29623670595746,2.790267506062845
2,30.652,795,108,791,1258,2030,1571,4402.0,32.297235213793606,2.790267506062845
3,42.131,484,656,1271,1095,2191,1948,4402.0,32.29222896550921,2.7894583705940135
4,51.783,420,568,1207,1030,2126,1884,4402.0,32.29322747292145,2.7894583705940135
5,91.132,554,382,1283,1164,2261,2018,4402.0,32.29422598033369,2.789458370594014
6,125.686,637,278,1178,1247,2343,1958,4402.0,32.29522448774593,2.7894583705940135
7,91.179,904,0,900,1367,2138,1680,4402.0,32.29622299515817,2.789458370594014
8,38.268,809,115,805,1272,2044,1585,4402.0,32.2972215025704,2.789458370594013
9,88.359,724,204,721,1187,1959,1475,4402.0,32.298220009982636,2.789458370594014
10,63.09,625,362,808,1275,2046,1317,4402.0,32.299218517394884,2.789458370594013
11,40.078,218,582,790,1432,2203,910,4402.0,32.301215532219366,2.7894583705940135
12,39.422,392,663,1179,1002,2098,1856,4402.0,32.292215260397775,2.788649235338478
13,50.679,499,488,1286,1110,2206,1963,4402.0,32.29321376738624,2.788649235338478
14,61.773,424,490,1211,1035,2131,1888,4402.0,32.2942122743747,2.7886492353384784
15,96.985,627,288,1188,1237,2333,1968,4402.0,32.29521078136317,2.788649235338478
16,96.562,904,0,900,1367,2138,1680,4402.0,32.296209288351626,2.788649235338478
17,70.847,627,300,624,1090,1862,1409,4402.0,32.29720779534009,2.7886492353384784
18,84.997,627,276,624,1090,1862,1409,4402.0,32.29820630232855,2.788649235338478
19,55.309,588,400,770,1237,2009,1279,4402.0,32.299204809317025,2.788649235338478
20,90.874,218,582,790,1432,2203,910,4402.0,32.301201823293944,2.7886492353384784
21,63.799,292,563,1079,902,1998,1756,4402.0,32.292201559278574,2.7878401002961763
22,78.063,270,542,1057,880,1976,1734,4402.0,32.29320006584339,2.7878401002961777
23,53.217,292,599,830,942,2038,1615,4402.0,32.294198572408206,2.7878401002961763
24,45.719,293,479,676,943,1914,1461,4402.0,32.295197078973004,2.7878401002961777
25,80.461,790,124,1017,1401,2255,1797,4402.0,32.29619558553782,2.7878401002961763
26,63.63,513,313,509,976,1748,1295,4402.0,32.297194092102636,2.7878401002961772
27,54.91,574,363,559,1026,1798,1344,4402.0,32.29819259866744,2.787840100296177
28,61.82,515,472,697,1164,1936,1206,4402.0,32.29919110523226,2.787840100296177
29,85.068,0,364,571,1326,2027,691,4402.0,32.30118811836188,2.787840100296177
30,69.948,173,445,960,783,1879,1637,4402.0,32.2921878621516,2.787030965467048
31,92.637,137,408,923,747,1843,1601,4402.0,32.29318636829289,2.787030965467048
32,37.915,253,564,790,902,1998,1575,4402.0,32.29418487443417,2.7870309654670478
33,51.595,278,508,715,927,1942,1500,4402.0,32.29518338057545,2.7870309654670478
34,90.944,293,479,676,943,1914,1461,4402.0,32.29618188671674,2.787030965467049
35,84.645,511,261,458,925,1696,1243,4402.0,32.297180392858024,2.7870309654670478
36,65.605,364,0,494,961,1733,1056,4402.0,32.29817889899931,2.787030965467048
37,72.375,364,0,494,961,1733,1056,4402.0,32.2991774051406,2.787030965467049
38,19.486,0,364,571,1326,2027,691,4402.0,32.301174417423155,2.787030965467048
39,42.546,261,442,957,780,1876,1634,4402.0,32.29217416901685,2.7862218308510283
40,53.053,69,389,904,728,1824,1581,4402.0,32.29317267473473,2.786221830851028
41,49.268,42,353,865,691,1787,1545,4402.0,32.2941711804526,2.786221830851028
42,56.79,197,508,772,846,1942,1557,4402.0,32.29516968617048,2.7862218308510283
43,75.806,614,238,446,774,1685,1231,4402.0,32.29616819188836,2.7862218308510274
44,25.598,517,152,349,816,1587,1134,4402.0,32.297166697606244,2.7862218308510283
45,11.494,373,8,485,952,1724,1065,4402.0,32.29816520332411,2.786221830851028
46,42.945,364,0,494,961,1733,1056,4402.0,32.299163709042,2.786221830851027
47,38.572,261,442,957,780,1876,1634,4402.0,32.29216047987428,2.7854126964480543
48,62.712,111,291,806,630,1726,1484,4402.0,32.29315898516888,2.7854126964480552
49,87.442,39,350,865,688,1784,1542,4402.0,32.29415749046349,2.7854126964480552
50,47.082,553,102,473,624,1712,1259,4402.0,32.29515599575808,2.7854126964480552
51,27.337,588,137,508,659,1747,1294,4402.0,32.296154501052676,2.7854126964480552
52,96.327,641,376,288,755,1526,898,4402.0,32.298151511641855,2.7854126964480552
53,63.654,577,440,352,819,1590,834,4402.0,32.299150016936466,2.7854126964480557
54,55.337,858,399,894,717,1813,1419,4402.0,32.29214679472391,2.784603562258069
55,46.619,216,173,688,512,1608,1365,4402.0,32.293145299595345,2.784603562258068
56,35.423,228,161,676,500,1596,1353,4402.0,32.29414380446679,2.7846035622580687
57,36.129,465,14,491,536,1632,1276,4402.0,32.295142309338225,2.7846035622580683
58,52.16,636,198,338,602,1576,1123,4402.0,32.29614081420966,2.784603562258068
59,77.193,698,248,160,627,1399,946,4402.0,32.2971393190811,2.7846035622580687
60,64.5,669,348,260,727,1498,926,4402.0,32.29813782395254,2.784603562258068
61,28.466,609,408,320,787,1558,866,4402.0,32.29913632882398,2.784603562258068
62,40.45,858,399,894,717,1813,1419,4402.0,32.2921331135657,2.783794428281004
63,28.043,343,46,561,385,1481,1238,4402.0,32.294130122462505,2.783794428281005
64,64.759,638,213,353,587,1591,1138,4402.0,32.296127131359306,2.783794428281005
65,74.114,688,87,0,466,1238,785,4402.0,32.29712563580771,2.7837944282810043
66,73.778,688,87,0,466,1238,785,4402.0,32.298124140256114,2.7837944282810043
67,24.654,674,215,710,533,1629,1235,4402.0,32.29211943639963,2.782985294516802
68,71.747,459,0,494,318,1414,1162,4402.0,32.293117940425134,2.782985294516803
69,58.856,459,2,492,316,1412,1160,4402.0,32.29411644445062,2.782985294516802
70,56.461,688,87,0,466,1238,785,4402.0,32.29711195652709,2.782985294516803
71,65.801,688,87,0,466,1238,785,4402.0,32.29811046055258,2.782985294516803
72,1.147,1699,871,1874,1574,2621,1470,4402.0,32.282120727198674,2.7821761609653985
73,6.92,1606,816,1819,1519,2566,1415,4402.0,32.28311923080138,2.7821761609654
74,32.522,1420,646,1649,1349,2396,1245,4402.0,32.284117734404084,2.7821761609653985
75,43.455,1360,564,1567,1267,2314,1164,4402.0,32.28511623800679,2.7821761609654003
76,20.917,1171,471,1343,1149,2219,1070,4402.0,32.28611474160948,2.7821761609653985
77,21.135,1187,407,1359,1110,2156,1006,4402.0,32.2871132452122,2.7821761609653985
78,51.482,1070,442,1242,973,2019,869,4402.0,32.288111748814906,2.782176160965399
79,72.973,980,657,1152,975,2071,1178,4402.0,32.2891102524176,2.7821761609654
80,24.061,731,408,903,727,1823,1323,4402.0,32.29010875602031,2.7821761609654
81,11.684,731,408,903,727,1823,1323,4402.0,32.29110725962301,2.7821761609653985
82,19.968,779,319,805,628,1634,1095,4402.0,32.292105763225706,2.7821761609653994
83,57.117,459,0,494,318,1414,1162,4402.0,32.293104266828415,2.7821761609653985
84,60.833,531,121,373,196,1292,1050,4402.0,32.294102770431124,2.7821761609654
85,83.751,531,121,373,196,1292,1050,4402.0,32.295101274033826,2.7821761609653985
86,42.898,644,0,87,379,1150,697,4402.0,32.29709828123923,2.7821761609653985
87,66.051,644,0,87,379,1150,697,4402.0,32.298096784841924,2.7821761609653994
88,52.747,461,32,241,448,1131,514,4402.0,32.29909528844464,2.7821761609654
89,77.593,186,58,119,819,1335,0,4402.0,32.302090799252746,2.7821761609653985
90,77.945,186,58,119,819,1335,0,4402.0,32.30308930285545,2.7821761609653985
91,18.029,744,248,991,1306,1533,703,4402.0,32.30708331726626,2.7821761609653994
