,POP_2015,active_living,community_space,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
127,200.194,727,1953,713,159,6306.0,69.01458756218992,25.53135049142174
128,194.449,727,1953,713,159,6306.0,69.01565082181786,25.53135049142174
129,157.813,903,2080,840,0,6306.0,69.01671408144584,25.531350491421733
130,161.481,1017,2148,908,122,6306.0,69.01777734107382,25.531350491421737
131,155.25,1153,2191,951,285,6306.0,69.0188406007018,25.531350491421737
132,166.033,1234,2281,1040,216,6306.0,69.01990386032975,25.531350491421737
133,154.322,1376,2412,1172,277,6306.0,69.02096711995772,25.531350491421737
134,165.017,1451,2494,1254,308,6306.0,69.02203037958569,25.531350491421733
135,174.209,1553,2618,1378,169,6306.0,69.02309363921367,25.531350491421737
136,154.941,1731,2785,1548,54,6306.0,69.02415689884164,25.53135049142174
137,182.34,1788,2741,1507,123,6306.0,69.02522015846961,25.531350491421737
138,34.78,1569,2431,2111,411,6306.0,68.99621203533754,25.530509400680977
139,143.672,1569,2431,2111,411,6306.0,68.99727529034068,25.530509400680973
140,121.045,1306,2168,1848,865,6306.0,68.99940180034694,25.530509400680977
141,192.549,1306,2168,1848,865,6306.0,69.00046505535006,25.530509400680973
142,62.18,989,1851,1531,712,6306.0,69.0015283103532,25.530509400680977
143,77.028,989,1851,1531,712,6306.0,69.0025915653563,25.530509400680977
144,144.29,596,1429,989,205,6306.0,69.00684458536881,25.530509400680977
145,150.61,711,1498,994,152,6306.0,69.00790784037194,25.530509400680973
146,216.325,782,1446,912,171,6306.0,69.00897109537505,25.530509400680977
147,164.31,792,1563,941,61,6306.0,69.0100343503782,25.530509400680977
148,207.309,612,1748,822,176,6306.0,69.01109760538132,25.53050940068098
149,175.225,877,1804,564,308,6306.0,69.01428737039069,25.530509400680977
150,166.961,937,1864,624,313,6306.0,69.01535062539382,25.53050940068098
151,171.16,1060,1889,649,190,6306.0,69.01641388039694,25.530509400680977
152,157.239,1002,2021,780,98,6306.0,69.01747713540007,25.530509400680977
153,247.127,1220,2207,966,272,6306.0,69.01854039040322,25.530509400680977
154,150.124,1286,2178,938,206,6306.0,69.01960364540633,25.530509400680973
155,211.773,1352,2288,1048,118,6306.0,69.02066690040947,25.530509400680973
156,192.991,1473,2368,1128,180,6306.0,69.02173015541257,25.53050940068098
157,138.943,1569,2474,1234,190,6306.0,69.0227934104157,25.53050940068098
158,155.029,1808,2722,1488,143,6306.0,69.02385666541882,25.530509400680977
159,173.811,1788,2741,1507,123,6306.0,69.02491992042197,25.530509400680977
160,67.527,1241,2243,1923,939,6306.0,68.999101686842,25.529668312179105
161,101.246,1241,2243,1923,939,6306.0,69.00016493722048,25.52966831217911
162,103.942,512,1362,1042,224,6306.0,69.00654443949139,25.529668312179105
163,188.881,596,1429,989,205,6306.0,69.00760768986989,25.5296683121791
164,213.496,727,1378,824,196,6306.0,69.00867094024838,25.5296683121791
165,176.021,818,1435,803,118,6306.0,69.00973419062686,25.5296683121791
166,199.487,847,1514,588,334,6306.0,69.01079744100537,25.529668312179105
167,180.882,828,1641,441,301,6306.0,69.01292394176234,25.529668312179105
168,159.581,1002,1678,438,392,6306.0,69.01398719214082,25.5296683121791
169,203.818,1082,1743,503,355,6306.0,69.01505044251932,25.5296683121791
170,183.445,1036,1815,575,264,6306.0,69.01611369289779,25.5296683121791
171,183.445,1084,1960,720,180,6306.0,69.01717694327628,25.5296683121791
172,167.668,1157,1970,730,254,6306.0,69.01824019365479,25.5296683121791
173,164.398,1296,2068,827,176,6306.0,69.01930344403326,25.5296683121791
174,157.946,1426,2205,964,23,6306.0,69.02036669441176,25.52966831217911
175,135.982,1558,2299,1058,93,6306.0,69.02142994479024,25.5296683121791
176,148.4,1664,2407,1166,94,6306.0,69.02249319516874,25.52966831217911
177,123.475,1665,2443,1203,106,6306.0,69.02355644554723,25.529668312179105
178,153.703,1927,2528,1294,169,6306.0,69.02461969592574,25.529668312179105
179,57.407,1740,2786,2466,0,6306.0,68.99454860386672,25.52882722591602
180,80.21,1144,2189,1869,872,6306.0,68.99880158688298,25.528827225916025
181,88.651,1144,2189,1869,872,6306.0,68.99986483263702,25.52882722591602
182,50.91,775,1820,1501,503,6306.0,69.00305456989922,25.528827225916025
183,117.332,398,1373,1053,115,6306.0,69.0062443071614,25.528827225916025
184,167.624,496,1274,954,205,6306.0,69.00730755291546,25.52882722591603
185,149.196,698,1311,790,232,6306.0,69.00837079866953,25.528827225916025
186,204.569,768,1382,720,202,6306.0,69.00943404442359,25.528827225916025
187,172.751,847,1514,588,334,6306.0,69.01049729017763,25.52882722591603
188,207.354,835,1448,527,408,6306.0,69.01156053593171,25.528827225916025
189,165.238,878,1614,391,333,6306.0,69.01262378168576,25.52882722591602
190,191.93,924,1585,345,299,6306.0,69.01368702743983,25.528827225916025
191,181.059,1106,1608,368,322,6306.0,69.01475027319388,25.528827225916025
192,187.776,1188,1678,438,392,6306.0,69.01581351894795,25.528827225916025
193,193.875,1261,1810,570,249,6306.0,69.01687676470202,25.52882722591602
194,176.639,1221,1883,643,249,6306.0,69.01794001045607,25.52882722591603
195,148.71,1378,2016,776,154,6306.0,69.01900325621014,25.52882722591603
196,169.79,1491,2144,904,24,6306.0,69.02006650196418,25.528827225916025
197,169.966,1623,2254,1013,28,6306.0,69.02112974771823,25.52882722591602
198,146.588,1758,2366,1125,0,6306.0,69.0221929934723,25.52882722591602
199,127.541,1813,2414,1180,54,6306.0,69.02325623922637,25.52882722591603
200,101.953,1927,2528,1294,169,6306.0,69.02431948498042,25.528827225916025
201,183.136,1740,2786,2466,0,6306.0,68.99424853595009,25.527986141891635
202,29.212,775,1820,1501,503,6306.0,69.00275446498881,25.527986141891642
203,41.63,282,1317,997,9,6306.0,69.00594418837835,25.52798614189164
204,117.907,282,1311,991,9,6306.0,69.00700742950818,25.52798614189164
205,144.379,492,1108,788,208,6306.0,69.00807067063803,25.527986141891645
206,145.351,546,1151,735,261,6306.0,69.00913391176788,25.527986141891635
207,108.98,787,1400,504,440,6306.0,69.01126039402756,25.527986141891635
208,120.956,925,1538,385,339,6306.0,69.0123236351574,25.527986141891635
209,166.166,1047,1463,222,176,6306.0,69.01338687628724,25.52798614189164
210,146.588,1050,1465,224,178,6306.0,69.01445011741708,25.527986141891635
211,159.095,1228,1652,412,345,6306.0,69.01551335854691,25.527986141891645
212,190.118,1320,1744,504,276,6306.0,69.01657659967677,25.52798614189164
213,165.414,1340,1770,530,136,6306.0,69.01763984080661,25.527986141891635
214,160.951,1412,1876,636,182,6306.0,69.01870308193644,25.52798614189164
215,171.469,1506,1970,730,63,6306.0,69.01976632306629,25.527986141891635
216,182.517,1614,2080,840,53,6306.0,69.0208295641961,25.527986141891642
217,166.343,1716,2182,942,89,6306.0,69.02189280532596,25.527986141891635
218,209.121,1844,2297,1069,152,6306.0,69.0229560464558,25.52798614189163
219,70.046,1876,2329,1101,138,6306.0,69.02401928758565,25.52798614189164
220,117.465,1480,2525,2205,260,6306.0,68.99607495458932,25.52714506010586
221,0.0,165,1617,1439,457,6306.0,69.00139113711849,25.52714506010586
222,56.214,121,1572,1395,413,6306.0,69.00245437362429,25.52714506010586
223,27.576,293,1542,1293,303,6306.0,69.00351761013013,25.52714506010586
224,144.909,295,1348,1029,46,6306.0,69.00564408314179,25.52714506010586
225,171.557,361,1414,1095,112,6306.0,69.0067073196476,25.52714506010586
226,227.064,595,998,888,318,6306.0,69.00777055615346,25.52714506010586
227,116.36,644,1022,836,367,6306.0,69.00883379265929,25.52714506010586
228,132.712,693,1045,783,416,6306.0,69.0098970291651,25.52714506010586
229,213.85,1054,1455,215,169,6306.0,69.0130867386826,25.52714506010586
230,174.828,1181,1328,88,42,6306.0,69.01414997518842,25.52714506010586
231,151.803,1190,1506,266,79,6306.0,69.01521321169426,25.52714506010586
232,170.232,1368,1647,440,219,6306.0,69.01627644820009,25.52714506010586
233,188.395,1437,1721,561,72,6306.0,69.01733968470592,25.52714506010586
234,181.589,1518,1881,690,177,6306.0,69.01840292121176,25.52714506010586
235,154.189,1598,1800,646,231,6306.0,69.01946615771757,25.52714506010586
236,184.948,1874,2105,951,230,6306.0,69.02159263072923,25.52714506010586
237,231.837,1874,2105,951,230,6306.0,69.02265586723507,25.52714506010586
238,68.234,1986,2147,993,324,6306.0,69.0237191037409,25.52714506010586
239,113.488,138,1312,1217,328,6306.0,69.00428075956923,25.526303980558584
240,191.267,361,1414,1095,112,6306.0,69.00534399145126,25.526303980558584
241,161.26,361,1414,1095,112,6306.0,69.00640722333328,25.52630398055858
242,149.682,595,998,888,318,6306.0,69.00747045521531,25.526303980558584
243,132.402,656,992,836,379,6306.0,69.00853368709734,25.526303980558584
244,90.154,681,1017,812,403,6306.0,69.00959691897935,25.52630398055858
245,119.631,879,1232,970,602,6306.0,69.01066015086141,25.52630398055858
246,179.777,879,1215,1010,602,6306.0,69.01172338274341,25.52630398055858
247,243.68,1433,1317,163,120,6306.0,69.01278661462545,25.526303980558584
248,209.254,1202,1307,67,21,6306.0,69.01384984650747,25.526303980558584
249,174.032,1262,1437,197,0,6306.0,69.01491307838951,25.52630398055858
250,161.835,1298,1495,321,123,6306.0,69.01597631027153,25.526303980558584
251,173.369,1451,1603,449,98,6306.0,69.01703954215355,25.52630398055858
252,166.122,1505,1685,531,49,6306.0,69.01810277403558,25.526303980558577
253,175.623,1601,1758,604,189,6306.0,69.0191660059176,25.52630398055858
254,167.713,1749,1900,745,179,6306.0,69.02022923779964,25.526303980558584
255,143.848,1749,1900,745,179,6306.0,69.02129246968167,25.526303980558577
256,66.466,1948,2109,954,294,6306.0,69.02235570156368,25.526303980558584
257,101.997,1986,2147,993,324,6306.0,69.02341893344574,25.52630398055858
258,113.664,138,1312,1217,328,6306.0,69.00398068604784,25.52546290324972
259,124.624,803,790,694,526,6306.0,69.00717036782314,25.525462903249714
260,62.666,803,790,694,526,6306.0,69.00823359508158,25.525462903249714
261,57.672,879,1215,1010,602,6306.0,69.01036004959845,25.525462903249714
262,122.724,879,1215,1010,602,6306.0,69.01142327685689,25.525462903249714
263,219.816,1369,1253,99,56,6306.0,69.01248650411533,25.52546290324971
264,191.002,1304,1197,42,0,6306.0,69.01354973137376,25.525462903249714
265,178.319,1357,1366,212,48,6306.0,69.01461295863218,25.525462903249714
266,155.736,1379,1396,242,78,6306.0,69.01567618589063,25.525462903249714
267,168.42,1412,1522,367,179,6306.0,69.01673941314905,25.52546290324972
268,172.441,1522,1635,480,66,6306.0,69.0178026404075,25.525462903249714
269,93.247,1603,1717,562,148,6306.0,69.01886586766594,25.525462903249714
270,52.811,2181,2082,1187,518,6306.0,69.02311877669969,25.52546290324971
271,72.477,2181,2082,1187,518,6306.0,69.0241820039581,25.52546290324972
272,75.261,803,790,694,526,6306.0,69.0068702939765,25.52462182817916
273,88.032,844,749,654,567,6306.0,69.00793351661156,25.52462182817916
274,4.463,774,676,581,530,6306.0,69.0089967392466,25.52462182817916
275,82.243,1010,894,345,294,6306.0,69.0111231845167,25.52462182817916
276,114.681,1206,964,541,490,6306.0,69.01218640715176,25.52462182817916
277,90.198,1306,1032,641,590,6306.0,69.0132496297868,25.524621828179168
278,10.474,2181,2082,1187,518,6306.0,69.02281863350225,25.52462182817916
279,78.31,2181,2082,1187,518,6306.0,69.0238818561373,25.52462182817916
280,106.373,2326,2227,1333,664,6306.0,69.02494507877235,25.52462182817916
281,43.707,420,1030,935,610,6306.0,69.00444379765116,25.523780755346834
282,33.41,420,1030,935,610,6306.0,69.00550701566304,25.523780755346838
283,90.551,677,773,678,627,6306.0,69.0076334516868,25.523780755346838
284,83.215,832,619,639,588,6306.0,69.00869666969867,25.523780755346834
285,137.882,1073,831,408,357,6306.0,69.01082310572242,25.523780755346838
286,88.872,1206,964,541,490,6306.0,69.0118863237343,25.523780755346838
287,131.828,1306,1032,641,590,6306.0,69.01294954174617,25.523780755346838
288,152.289,1353,1079,688,632,6306.0,69.01401275975803,25.523780755346834
289,171.69,1661,1387,996,324,6306.0,69.01613919578179,25.523780755346838
290,85.69,1062,852,1235,1184,6306.0,69.00308054675122,25.52293968475263
291,97.004,1192,832,1105,1054,6306.0,69.00414376014012,25.522939684752632
292,145.793,1265,841,1095,1044,6306.0,69.00520697352903,25.522939684752636
293,103.191,866,584,655,604,6306.0,69.00839661369574,25.522939684752632
294,188.218,1466,1191,801,519,6306.0,69.01371268064028,25.522939684752636
295,170.143,1466,1191,801,519,6306.0,69.01477589402919,25.522939684752632
296,128.867,1661,1387,996,324,6306.0,69.0158391074181,25.522939684752636
297,160.818,1086,790,1294,1153,6306.0,69.00278052740666,25.52209861639647
298,172.397,1220,725,1222,1088,6306.0,69.00384373617278,25.52209861639647
299,193.212,1326,778,1160,1109,6306.0,69.00490694493892,25.522098616396466
300,86.0,1435,762,770,331,6306.0,69.01234940630198,25.522098616396466
301,199.399,1589,1314,924,507,6306.0,69.0134126150681,25.52209861639647
302,155.515,1589,1314,924,507,6306.0,69.01447582383426,25.52209861639647
303,188.13,1773,1403,1108,324,6306.0,69.01553903260042,25.522098616396466
304,163.072,1785,1381,1121,302,6306.0,69.01660224136656,25.52209861639647
305,140.313,1986,1595,1321,0,6306.0,69.01872865889885,25.52209861639647
306,168.42,2022,1568,1358,36,6306.0,69.01979186766499,25.522098616396466
307,139.252,1134,685,1427,1048,6306.0,69.0024805216051,25.521257550278232
308,208.679,1265,631,1336,994,6306.0,69.0035437257487,25.521257550278232
309,152.378,1321,607,1329,970,6306.0,69.00460692989228,25.521257550278236
310,120.559,1161,290,949,473,6306.0,69.00779654232308,25.521257550278232
311,153.438,1276,382,1065,357,6306.0,69.00885974646668,25.521257550278232
312,130.723,1438,765,773,329,6306.0,69.01204935889749,25.521257550278232
313,142.832,1589,1314,924,507,6306.0,69.01311256304108,25.521257550278232
314,131.386,1589,1314,924,507,6306.0,69.01417576718467,25.52125755027823
315,159.581,1773,1403,1108,324,6306.0,69.01523897132829,25.521257550278236
316,166.652,1830,1337,1165,257,6306.0,69.01630217547188,25.521257550278232
317,163.824,2022,1568,1358,36,6306.0,69.01842858375906,25.521257550278232
318,174.209,2135,1561,1470,149,6306.0,69.01949178790265,25.521257550278236
319,182.429,2135,1561,1470,149,6306.0,69.02055499204626,25.52125755027823
320,110.571,1206,592,1507,955,6306.0,69.00218052934613,25.520416486397835
321,158.167,1298,538,1472,901,6306.0,69.00324372886739,25.520416486397835
322,165.193,1360,510,1427,873,6306.0,69.00430692838866,25.520416486397835
323,58.998,1224,226,1013,438,6306.0,69.00749652695242,25.520416486397835
324,240.985,1286,305,1075,368,6306.0,69.00855972647368,25.520416486397835
325,133.242,1412,422,1128,222,6306.0,69.00962292599495,25.520416486397835
326,53.65,1490,476,1050,149,6306.0,69.01068612551619,25.520416486397835
327,172.927,1644,595,1012,92,6306.0,69.01174932503744,25.52041648639783
328,177.479,1694,645,1062,92,6306.0,69.0128125245587,25.520416486397835
329,82.774,1990,1169,1333,425,6306.0,69.01600212312249,25.520416486397835
330,211.773,1990,1169,1333,425,6306.0,69.01706532264375,25.52041648639783
331,176.728,2188,1388,1538,217,6306.0,69.01812852216499,25.520416486397835
332,99.037,2135,1561,1470,149,6306.0,69.01919172168624,25.52041648639783
333,111.587,2135,1561,1470,149,6306.0,69.02025492120751,25.520416486397835
334,71.504,1312,486,1486,849,6306.0,69.00294374552844,25.5195754247552
335,102.042,1386,412,1476,775,6306.0,69.00400694042756,25.5195754247552
336,37.166,1454,344,1441,707,6306.0,69.00507013532669,25.5195754247552
337,75.614,1309,141,1098,472,6306.0,69.00719652512493,25.519575424755196
338,187.157,1364,218,1152,385,6306.0,69.00825972002406,25.519575424755196
339,174.96,1430,374,1176,218,6306.0,69.0093229149232,25.519575424755196
340,175.402,1517,401,1135,124,6306.0,69.01038610982229,25.519575424755196
341,162.763,1556,466,1081,46,6306.0,69.01144930472142,25.519575424755196
342,198.692,1762,712,1129,41,6306.0,69.01251249962054,25.519575424755196
343,199.09,1787,738,1155,0,6306.0,69.01357569451967,25.519575424755192
344,127.32,1883,1063,1439,335,6306.0,69.01570208431792,25.519575424755196
345,178.451,1921,1100,1441,373,6306.0,69.01676527921705,25.51957542475519
346,157.106,2190,1370,1556,235,6306.0,69.01782847411617,25.519575424755196
347,140.313,1450,70,1239,431,6306.0,69.00689653684013,25.518734365350195
348,212.48,1431,60,1220,417,6306.0,69.00795972711734,25.5187343653502
349,166.343,1509,151,1358,354,6306.0,69.00902291739453,25.5187343653502
350,184.948,1467,264,1265,241,6306.0,69.01008610767175,25.518734365350195
351,147.56,1444,381,1205,124,6306.0,69.01114929794895,25.5187343653502
352,177.7,1604,541,1205,16,6306.0,69.01221248822613,25.518734365350195
353,195.024,1775,712,1343,20,6306.0,69.01327567850333,25.518734365350195
354,190.737,1782,719,1387,69,6306.0,69.01433886878054,25.51873436535019
355,180.484,1797,976,1491,249,6306.0,69.01540205905776,25.5187343653502
356,193.654,1898,1078,1497,350,6306.0,69.01646524933494,25.5187343653502
357,174.739,1978,1158,1545,386,6306.0,69.01752843961215,25.5187343653502
358,15.026,2016,1195,1606,384,6306.0,69.01859162988934,25.5187343653502
359,67.925,2047,1316,1728,348,6306.0,69.01965482016654,25.518734365350195
360,163.072,2385,1854,1839,518,6306.0,69.02178120072094,25.518734365350195
361,166.298,2385,1854,1839,518,6306.0,69.02284439099816,25.518734365350202
362,30.537,1579,127,1367,371,6306.0,69.00659656209757,25.51789330818275
363,185.611,1515,63,1304,299,6306.0,69.00765974775307,25.517893308182753
364,189.765,1509,151,1358,354,6306.0,69.00872293340855,25.51789330818275
365,200.371,1461,226,1357,300,6306.0,69.00978611906403,25.517893308182753
366,193.079,1418,358,1240,156,6306.0,69.01084930471951,25.51789330818275
367,177.523,1546,483,1305,161,6306.0,69.011912490375,25.517893308182753
368,168.95,1594,555,1347,190,6306.0,69.0129756760305,25.517893308182753
369,178.142,1736,673,1399,115,6306.0,69.01403886168599,25.51789330818275
370,181.545,1680,863,1548,247,6306.0,69.01510204734149,25.517893308182757
371,191.444,1755,934,1510,207,6306.0,69.01616523299695,25.51789330818275
372,187.157,1879,1099,1608,287,6306.0,69.01722841865245,25.517893308182746
