,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,205.701,5000,635,448,900,2529,2327,4821.0,36.77544620541287,-1.1852817605693768
1,34.445,5000,481,738,1029,2673,2471,4821.0,36.76746955903513,-1.1860905948359644
2,2.092,5000,481,738,1029,2673,2471,4821.0,36.76846746834477,-1.1860905948359646
3,153.849,5000,635,448,900,2529,2327,4821.0,36.77545283351225,-1.1860905948359637
4,1.221,5000,481,738,1029,2673,2471,4821.0,36.76747619021949,-1.1868994291931279
5,30.662,5000,481,738,1029,2673,2471,4821.0,36.76847409970911,-1.1868994291931279
6,24.573,5000,111,368,659,2303,2101,4821.0,36.77047655493684,-1.18770826364093
7,39.381,5000,111,368,659,2303,2101,4821.0,36.77147446460656,-1.1877082636409295
8,31.265,5000,1512,1325,1776,2151,1949,4821.0,36.782451470973456,-1.1877082636409295
9,69.839,5000,1512,1325,1776,2151,1949,4821.0,36.78344938064316,-1.1877082636409295
10,53.38,5000,2129,2586,2236,2132,1930,4821.0,36.7904347483312,-1.1877082636409295
11,69.996,5000,2129,2586,2236,2132,1930,4821.0,36.791432658000915,-1.1877082636409295
12,33.707,5000,916,1587,1878,3003,2955,4821.0,36.763497826759945,-1.1885170981794317
13,22.44,5000,902,1573,1865,2990,2941,4821.0,36.76449573660989,-1.1885170981794322
14,25.686,5000,111,368,659,2303,2101,4821.0,36.77048319570954,-1.1885170981794317
15,37.423,5000,55,312,603,2247,2045,4821.0,36.771481105559474,-1.1885170981794317
16,40.883,5000,0,256,547,2191,1989,4821.0,36.77247901540941,-1.1885170981794317
17,66.005,5000,187,0,451,2081,1878,4821.0,36.77347692525935,-1.1885170981794322
18,73.656,5000,1512,1325,1776,2151,1949,4821.0,36.78245811390883,-1.1885170981794317
19,38.452,5000,1604,1417,1869,2059,1856,4821.0,36.783456023758774,-1.1885170981794322
20,77.107,5000,1645,1458,1909,2018,1816,4821.0,36.78445393360871,-1.188517098179431
21,27.757,5000,2129,2586,2236,2132,1930,4821.0,36.79044139270836,-1.1885170981794317
22,77.908,5000,2021,2478,2129,2025,1823,4821.0,36.791439302558295,-1.1885170981794317
23,57.032,5000,1018,1689,1980,3105,3057,4821.0,36.76350447079441,-1.189325932808695
24,36.537,5000,758,1429,1720,2845,2797,4821.0,36.76450238082471,-1.1893259328086945
25,13.225,5000,0,671,962,2606,2404,4821.0,36.76849402094585,-1.1893259328086938
26,19.596,5000,95,576,867,2511,2309,4821.0,36.76949193097614,-1.1893259328086954
27,56.683,5000,144,400,692,2336,2133,4821.0,36.77048984100644,-1.1893259328086947
28,45.041,5000,144,400,692,2336,2133,4821.0,36.771487751036716,-1.1893259328086954
29,52.928,5000,61,194,485,2129,1927,4821.0,36.772485661067,-1.1893259328086947
30,55.691,5000,118,73,384,2028,1826,4821.0,36.77348357109729,-1.1893259328086938
31,0.0,5000,400,326,283,1876,1674,4821.0,36.777475211218444,-1.1893259328086947
32,175.572,5000,1645,1458,1909,2018,1816,4821.0,36.783462671400166,-1.1893259328086945
33,20.18,5000,1695,1520,1900,1956,1754,4821.0,36.78446058143045,-1.1893259328086958
34,60.297,5000,2257,2715,2365,2261,2059,4821.0,36.7884522215516,-1.189325932808695
35,110.768,5000,2257,2715,2365,2261,2059,4821.0,36.78945013158189,-1.1893259328086954
36,11.801,5000,1952,2410,2060,1956,1754,4821.0,36.79044804161217,-1.1893259328086947
37,83.138,5000,1995,2452,2103,1999,1797,4821.0,36.79144595164245,-1.1893259328086947
38,30.971,5000,726,1398,1689,2814,2765,4821.0,36.76450902956301,-1.190134767528782
39,15.116,5000,674,1345,1636,2761,2713,4821.0,36.76550693977377,-1.1901347675287812
40,12.246,5000,55,726,1017,2661,2459,4821.0,36.768500670406034,-1.190134767528782
41,21.38,5000,5,671,962,2606,2404,4821.0,36.769498580616784,-1.1901347675287814
42,53.236,5000,198,455,746,2390,2188,4821.0,36.77049649082755,-1.190134767528782
43,33.922,5000,259,515,806,2450,2248,4821.0,36.771494401038304,-1.190134767528781
44,38.737,5000,115,92,383,2027,1825,4821.0,36.77249231124906,-1.190134767528782
45,52.177,5000,38,152,300,1944,1742,4821.0,36.77349022145981,-1.1901347675287817
46,49.092,5000,142,68,268,1898,1695,4821.0,36.77448813167057,-1.190134767528781
47,3.769,5000,211,0,200,1829,1627,4821.0,36.77548604188132,-1.1901347675287821
48,67.241,5000,437,249,206,1836,1633,4821.0,36.77648395209208,-1.1901347675287814
49,102.729,5000,368,358,315,1844,1641,4821.0,36.777481862302835,-1.190134767528782
