,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,0.0,2309,1897,4002,150,3630,5000,509.0,-84.96709812480944,32.569834136286495
1,0.159,2309,1897,4002,150,3630,5000,509.0,-84.96598872720895,32.569834136286495
2,0.055,2374,1963,4068,88,3695,5000,509.0,-84.96769844975377,32.56897100262973
3,9.449,2266,1854,3959,107,3587,5000,509.0,-84.96658905880005,32.56897100262973
4,0.001,2216,1805,3910,74,3537,5000,509.0,-84.96547966784634,32.56897100262973
5,2.195,1761,1349,3454,1129,3082,4700,509.0,-84.95993271307773,32.56897100262973
6,0.543,1779,1367,3473,1148,3100,4719,509.0,-84.95882332212403,32.56897100262973
7,5.196,1868,1946,1951,1809,1757,3992,509.0,-84.97606447361557,32.56810787210735
8,9.895,1841,1919,1924,1782,1730,3965,509.0,-84.97495508930835,32.56810787210735
9,8.263,1866,1944,1949,1807,1755,3990,509.0,-84.97384570500112,32.56810787210735
10,10.027,1840,1918,1923,1781,1729,3964,509.0,-84.97273632069385,32.56810787210735
11,6.323,1552,1630,1634,1492,1441,3676,509.0,-84.96940816777217,32.56810787210735
12,0.009,1580,1658,1662,1520,1469,3704,509.0,-84.96829878346493,32.56810787210735
13,27.253,2374,1963,4068,88,3695,5000,509.0,-84.96718939915769,32.56810787210735
14,22.792,2286,1875,3980,0,3607,5000,509.0,-84.96608001485045,32.56810787210735
15,0.469,2065,1653,3758,223,3386,5000,509.0,-84.96497063054322,32.56810787210735
16,182.922,2068,1657,3762,222,3389,5000,509.0,-84.96386124623598,32.56810787210735
17,2.307,1698,1286,3392,1067,3019,4638,509.0,-84.95942370900701,32.56810787210735
18,0.22,1673,1261,3366,1042,2994,4612,509.0,-84.9583143246998,32.56810787210735
19,0.0,2154,1046,4301,1812,2624,4597,509.0,-84.9472204816274,32.56810787210735
20,4.224,2160,1052,4307,1818,2630,4603,509.0,-84.94611109732017,32.56810787210735
21,11.425,1840,1918,1923,1781,1729,3964,509.0,-84.97333663658699,32.56724474471925
22,7.912,1737,1815,1819,1677,1626,3861,509.0,-84.97222725892594,32.56724474471924
23,13.878,1565,1643,1647,1505,1453,3688,509.0,-84.97111788126487,32.56724474471924
24,16.073,1565,1643,1647,1505,1453,3688,509.0,-84.97000850360385,32.56724474471924
25,16.719,2396,1985,4090,110,3717,5000,509.0,-84.96668037062074,32.56724474471924
26,6.93,2448,2037,4142,162,3769,5000,509.0,-84.9655709929597,32.56724474471924
27,19.385,2061,1649,3754,225,3382,5000,509.0,-84.96446161529865,32.56724474471924
28,0.0,1867,1455,3561,419,3188,4807,509.0,-84.96335223763761,32.56724474471924
29,0.0,1869,1457,3562,422,3190,4808,509.0,-84.96224285997653,32.56724474471924
30,0.0,1763,1352,3457,527,3084,4703,509.0,-84.96113348231549,32.56724474471924
31,0.0,1950,404,3659,1969,2412,4031,509.0,-84.95003970570504,32.56724474471924
32,0.0,2079,533,3789,2098,2541,4160,509.0,-84.948930328044,32.56724474471924
33,0.0,2133,587,3843,2152,2595,4214,509.0,-84.94782095038295,32.56724474471924
34,1.507,2088,979,4235,1746,2558,4531,509.0,-84.9467115727219,32.56724474471924
35,2.694,1914,806,4061,1572,2384,4357,509.0,-84.94560219506087,32.56724474471924
36,14.264,1628,1706,1710,1568,1516,3752,509.0,-84.97282759023274,32.566381620465265
37,16.792,1457,1535,1539,1397,1345,3581,509.0,-84.97171821921758,32.56638162046527
38,15.285,1457,1535,1539,1397,1345,3581,509.0,-84.97060884820245,32.56638162046527
39,2.776,1273,1351,1356,1214,1162,3397,509.0,-84.9694994771873,32.56638162046527
40,24.431,2428,2016,4121,141,3748,5000,509.0,-84.9661713641419,32.56638162046527
41,16.085,2547,2135,4240,260,3868,5000,509.0,-84.96506199312674,32.56638162046527
