,POP_2015,community_space,education,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,121.046,5000,5000,844,5000,5000,8393.0,78.7143762295795,12.837949252730873
1,176.761,5000,5000,844,5000,5000,8393.0,78.71538972157708,12.837949252730875
2,14.079,5000,5000,844,5000,5000,8393.0,78.7142182977158,12.837132611506405
3,176.976,5000,5000,844,5000,5000,8393.0,78.71523178767993,12.837132611506403
4,15.753,5000,5000,835,5000,5000,8393.0,78.70804570209505,12.831416151321783
5,16.268,5000,5000,1522,5000,5000,8393.0,78.71412655649797,12.83141615132178
6,0.258,5000,5000,835,5000,5000,8393.0,78.70788786784624,12.830599518206958
7,0.043,5000,5000,973,5000,5000,8393.0,78.70890134154772,12.830599518206961
8,90.57,5000,5000,1377,5000,5000,8393.0,78.71295523635365,12.830599518206956
9,60.48,5000,5000,1457,5000,5000,8393.0,78.71396871005514,12.83059951820696
10,46.959,5000,5000,973,5000,5000,8393.0,78.70773004452751,12.829782886105528
11,103.404,5000,5000,973,5000,5000,8393.0,78.70874351619679,12.82978288610553
12,8.37,5000,5000,1457,5000,5000,8393.0,78.71381087454326,12.829782886105532
13,14.895,5000,5000,1284,5000,5000,8393.0,78.70928357129712,12.827332995880933
14,38.288,5000,5000,1419,5000,5000,8393.0,78.70912578763362,12.826516367832395
15,5.065,5000,5000,1419,5000,5000,8393.0,78.71013925117552,12.826516367832399
16,63.914,5000,5000,1439,5000,5000,8393.0,78.70896801489953,12.825699740796917
17,82.543,5000,5000,1531,5000,5000,8393.0,78.70998147640995,12.825699740796916
18,122.934,5000,5000,1531,5000,5000,8393.0,78.71099493792038,12.825699740796917
19,178.006,4932,5000,1508,5000,5000,8393.0,78.70881025309468,12.824883114774414
20,161.566,4915,5000,1558,5000,5000,8393.0,78.70982371257377,12.824883114774416
21,250.419,4997,5000,1572,5000,5000,8393.0,78.71083717205283,12.824883114774414
22,132.936,4810,5000,1630,5000,5000,8393.0,78.70966595966675,12.824066489764824
