,POP_2015,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,10.67,242,5000,5000,2072,5000,4647.0,35.64505623212776,-10.634860261705166
1,26.786,242,5000,5000,2072,5000,4647.0,35.646064735748745,-10.634860261705168
2,7.493,410,5000,5000,1693,5000,4647.0,35.65009875023271,-10.634860261705166
3,6.443,410,5000,5000,1693,5000,4647.0,35.6511072538537,-10.634860261705168
4,33.434,242,5000,5000,2072,5000,4647.0,35.64511495904687,-10.635674412624272
5,28.922,242,5000,5000,2072,5000,4647.0,35.64612346432942,-10.635674412624272
6,27.284,0,5000,5000,1829,5000,4647.0,35.64713196961196,-10.63567441262427
7,11.239,0,5000,5000,1829,5000,4647.0,35.648140474894525,-10.635674412624272
8,3.818,257,5000,5000,1726,5000,4647.0,35.64914898017707,-10.635674412624272
9,19.8,257,5000,5000,1726,5000,4647.0,35.65015748545962,-10.635674412624272
10,28.842,410,5000,5000,1693,5000,4647.0,35.651165990742165,-10.635674412624272
11,2.171,198,4991,4807,1422,5000,4647.0,35.65419150658982,-10.635674412624272
12,11.773,751,5000,5000,1856,5000,4647.0,35.65721702243745,-10.635674412624272
13,11.524,860,5000,5000,1966,5000,4647.0,35.65822552772,-10.63567441262427
14,22.755,860,5000,5000,1966,5000,4647.0,35.659234033002555,-10.635674412624272
15,12.29,1537,5000,5000,2716,5000,4647.0,35.64113966295512,-10.63648856437447
16,34.857,0,5000,5000,1829,5000,4647.0,35.64719070462056,-10.636488564374469
17,23.2,0,5000,5000,1829,5000,4647.0,35.648199211564815,-10.63648856437447
18,14.069,198,5000,5000,1695,5000,4647.0,35.649207718509054,-10.63648856437447
19,23.573,250,5000,5000,1708,5000,4647.0,35.650216225453285,-10.636488564374467
20,22.968,427,5000,4916,1532,5000,4647.0,35.65122473239753,-10.63648856437447
21,23.031,151,4944,4760,1375,5000,4647.0,35.654250253230266,-10.63648856437447
22,2.421,751,5000,5000,1856,5000,4647.0,35.65727577406298,-10.63648856437447
23,16.908,1496,5000,5000,2674,5000,4647.0,35.641198392759186,-10.637302716955823
24,35.427,205,5000,5000,1658,5000,4647.0,35.647249444395605,-10.637302716955823
25,25.371,280,5000,5000,1659,5000,4647.0,35.64825795300168,-10.637302716955825
26,24.018,235,5000,4977,1593,5000,4647.0,35.64926646160774,-10.637302716955823
27,40.17,339,5000,4874,1489,5000,4647.0,35.65027497021381,-10.637302716955823
28,43.988,395,5000,4832,1448,5000,4647.0,35.65128347881987,-10.637302716955821
29,27.64,339,4900,4716,1331,5000,4647.0,35.65229198742594,-10.637302716955823
30,32.837,28,4821,4637,1252,5000,4647.0,35.65330049603201,-10.637302716955823
31,16.232,14,4820,4636,1242,5000,4647.0,35.65430900463808,-10.637302716955825
32,10.999,427,5000,4948,1545,5000,4647.0,35.65632602185023,-10.637302716955825
33,6.754,524,5000,5000,1630,5000,4647.0,35.65733453045629,-10.637302716955825
34,30.132,685,5000,5000,1790,5000,4647.0,35.658343039062345,-10.637302716955823
35,29.456,685,5000,5000,1790,5000,4647.0,35.65935154766843,-10.637302716955823
36,14.416,1352,5000,5000,2530,5000,4647.0,35.64125712732895,-10.638116870368398
37,23.476,269,5000,4979,1594,5000,4647.0,35.64629967866911,-10.6381168703684
38,28.112,205,5000,5000,1658,5000,4647.0,35.647308188937146,-10.6381168703684
39,14.95,343,5000,4912,1528,5000,4647.0,35.64831669920518,-10.6381168703684
40,20.041,339,5000,4874,1489,5000,4647.0,35.649325209473204,-10.6381168703684
41,31.458,471,4984,4800,1415,5000,4647.0,35.65033371974123,-10.638116870368398
42,27.115,471,4984,4800,1415,5000,4647.0,35.651342230009256,-10.638116870368398
43,25.709,319,4880,4696,1311,5000,4647.0,35.652350740277285,-10.638116870368398
44,9.326,144,4705,4521,1136,4949,4647.0,35.65335925054533,-10.6381168703684
45,19.195,0,4819,4634,1231,5000,4647.0,35.65436776081335,-10.6381168703684
46,40.072,503,5000,5000,1608,5000,4647.0,35.656384781349416,-10.6381168703684
47,10.688,593,5000,4989,1616,5000,4647.0,35.65739329161745,-10.6381168703684
48,37.536,609,5000,5000,1714,5000,4647.0,35.658401801885475,-10.6381168703684
49,16.125,768,5000,5000,1695,5000,4647.0,35.659410312153504,-10.6381168703684
50,24.472,896,5000,5000,1568,5000,4647.0,35.66041882242155,-10.6381168703684
51,29.776,1352,5000,5000,2530,5000,4647.0,35.641315866664485,-10.638931024612262
52,45.572,269,5000,4979,1594,5000,4647.0,35.64635842631512,-10.638931024612264
53,45.189,269,5000,4979,1594,5000,4647.0,35.64736693824525,-10.638931024612262
54,20.067,445,4996,4812,1427,5000,4647.0,35.64837545017538,-10.638931024612264
55,34.724,523,4874,4690,1305,5000,4647.0,35.650392474035634,-10.638931024612264
56,30.088,487,4910,4725,1341,5000,4647.0,35.65140098596576,-10.638931024612264
57,0.214,144,4705,4521,1136,4949,4647.0,35.65341800982601,-10.638931024612264
58,2.091,144,4705,4521,1136,4949,4647.0,35.65442652175614,-10.638931024612264
59,17.807,645,4906,4722,1318,5000,4647.0,35.655435033686274,-10.638931024612264
60,22.817,717,4982,4798,1395,5000,4647.0,35.6564435456164,-10.638931024612264
61,30.657,715,5000,4897,1494,5000,4647.0,35.65745205754652,-10.638931024612265
62,34.27,820,5000,5000,1762,5000,4647.0,35.65946908140678,-10.638931024612262
63,33.398,899,5000,5000,1572,5000,4647.0,35.660477593336914,-10.638931024612264
64,38.737,513,4919,4735,1350,5000,4647.0,35.646417178727646,-10.639745179687482
65,35.24,591,4849,4665,1280,5000,4647.0,35.64742569232,-10.639745179687482
66,35.196,445,4996,4812,1427,5000,4647.0,35.64843420591237,-10.639745179687484
67,31.342,618,4779,4595,1211,5000,4647.0,35.64944271950473,-10.639745179687482
68,28.628,618,4779,4595,1211,5000,4647.0,35.65045123309708,-10.639745179687484
69,20.761,658,4812,4627,1224,5000,4647.0,35.655493801058874,-10.639745179687484
70,18.661,717,4982,4798,1395,5000,4647.0,35.656502314651235,-10.639745179687484
71,26.092,770,5000,4842,1439,5000,4647.0,35.65751082824359,-10.639745179687482
72,26.688,541,4936,4752,1367,5000,4647.0,35.645467420652004,-10.64055933559413
73,19.871,513,4919,4735,1350,5000,4647.0,35.64647593590673,-10.64055933559413
