,POP_2015,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
191,67.741,568,99,1534,9135.0,85.51593036124896,24.428891315320275
192,58.35,474,141,1617,9135.0,85.51698772562999,24.42889131532028
193,61.127,310,305,1542,9135.0,85.518045090011,24.428891315320275
194,83.38,167,448,1637,9135.0,85.51910245439201,24.42889131532028
195,74.683,84,444,1623,9135.0,85.52015981877304,24.428891315320275
196,43.695,958,24,1867,9135.0,85.51240592482189,24.42805308336241
197,62.188,955,188,1864,9135.0,85.51346328484615,24.428053083362407
198,59.912,857,281,1766,9135.0,85.51452064487046,24.42805308336241
199,80.95,615,0,1633,9135.0,85.51557800489476,24.428053083362407
200,52.257,695,79,1713,9135.0,85.51663536491905,24.428053083362407
201,78.308,549,215,1674,9135.0,85.51769272494334,24.428053083362407
202,84.999,363,310,1595,9135.0,85.51875008496765,24.428053083362407
203,44.312,502,384,1734,9135.0,85.51980744499194,24.42805308336241
204,58.582,1073,40,1982,9135.0,85.51099624202816,24.427214853520884
205,49.094,1053,20,1962,9135.0,85.51205359769594,24.42721485352088
206,48.574,1068,102,1977,9135.0,85.51311095336371,24.427214853520887
207,26.341,886,310,1794,9135.0,85.51416830903148,24.42721485352088
208,40.591,906,330,1815,9135.0,85.51522566469924,24.42721485352088
209,46.973,712,96,1730,9135.0,85.51628302036701,24.427214853520887
210,52.527,693,182,1815,9135.0,85.51734037603477,24.42721485352088
211,85.964,641,234,1867,9135.0,85.51839773170255,24.427214853520884
212,54.552,502,375,1734,9135.0,85.51945508737035,24.427214853520884
