,POP_2015,active_living,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,128.864,1018,2295,1210,1161,1179,6829.0,72.76801752682644,19.706616750409882
1,1.455,1018,2295,1210,1161,1179,6829.0,72.76905321569184,19.706616750409886
2,103.533,0,2642,1589,707,1558,6829.0,72.77837441548037,19.706616750409886
3,55.679,899,2175,1091,1042,1060,6829.0,72.76778451052219,19.705789114994175
4,55.177,1018,2295,1210,1161,1179,6829.0,72.76882019607112,19.705789114994175
5,16.954,105,2445,1232,1064,1201,6829.0,72.77503430936471,19.70578911499417
6,50.813,0,2642,1589,707,1558,6829.0,72.77814136601148,19.705789114994168
7,94.754,0,2642,1589,707,1558,6829.0,72.77917705156042,19.705789114994168
8,154.898,1266,2542,1458,958,1427,6829.0,72.7644444593947,19.704961481210205
9,78.853,1125,2401,1316,817,1285,6829.0,72.76548014162734,19.704961481210205
10,77.198,1125,2401,1316,817,1285,6829.0,72.76651582385996,19.70496148121021
11,98.918,0,2374,1127,1127,1096,6829.0,72.77376559948841,19.7049614812102
12,24.629,52,2410,1180,1095,1149,6829.0,72.77480128172105,19.704961481210205
13,38.925,105,2445,1232,1064,1201,6829.0,72.77583696395368,19.70496148121021
14,65.51,1125,2401,1316,817,1285,6829.0,72.76524715570434,19.704133849057907
15,78.803,1125,2401,1316,817,1285,6829.0,72.76628283462085,19.704133849057907
16,129.666,560,1836,752,752,720,6829.0,72.76938987137038,19.704133849057907
17,33.307,439,1935,687,687,656,6829.0,72.77042555028689,19.70413384905791
18,36.016,330,2044,797,797,766,6829.0,72.77146122920338,19.704133849057907
19,9.33,0,2374,1127,1127,1096,6829.0,72.77353258703644,19.704133849057907
20,0.803,0,2374,1127,1127,1096,6829.0,72.77456826595294,19.704133849057907
21,169.093,538,1858,730,730,699,6829.0,72.76915688405727,19.70330621853719
22,98.065,439,1935,687,687,656,6829.0,72.77019255965781,19.70330621853719
23,169.444,330,2044,797,797,766,6829.0,72.77122823525838,19.703306218537193
24,80.86,2008,2374,1275,500,1575,6829.0,72.76167420262485,19.702478589647985
25,257.527,564,1810,562,562,531,6829.0,72.76995958090298,19.702478589647985
26,89.237,564,1810,562,562,531,6829.0,72.77099525318776,19.702478589647985
27,167.538,2008,2374,1275,500,1575,6829.0,72.76144126226886,19.701650962390204
28,104.837,1877,2243,1145,369,1445,6829.0,72.762476931238,19.701650962390207
29,5.819,706,2126,1833,1254,1802,6829.0,72.77594062783699,19.701650962390204
30,0.0,706,2126,1833,1254,1802,6829.0,72.77697629680613,19.701650962390207
31,110.455,1877,2243,1145,369,1445,6829.0,72.76224399943882,19.700823336763776
32,0.0,565,1985,1692,1113,1661,6829.0,72.77570765293697,19.700823336763776
33,147.123,2153,2232,1133,358,1434,6829.0,72.75993975483492,19.69999571276861
34,117.828,1725,2091,992,217,1292,6829.0,72.76304674185019,19.699995712768615
35,8.277,2184,1887,788,111,1088,6829.0,72.76511806652704,19.699995712768615
36,98.767,2184,1887,788,111,1088,6829.0,72.76615372886548,19.699995712768615
37,203.554,952,1443,465,360,555,6829.0,72.76926071588075,19.699995712768615
38,159.964,1001,1395,416,311,506,6829.0,72.77029637821916,19.699995712768615
39,145.869,5000,5000,5000,5000,5000,6829.0,72.77133204055757,19.69999571276861
40,143.16,5000,5000,5000,5000,5000,6829.0,72.77236770289602,19.699995712768615
41,42.486,917,1866,1600,1221,1568,6829.0,72.77340336523443,19.699995712768615
42,12.54,823,1960,1693,1188,1662,6829.0,72.77443902757287,19.69999571276861
43,15.65,682,1920,1653,1047,1622,6829.0,72.77547468991129,19.699995712768615
44,0.502,656,1894,1627,1021,1596,6829.0,72.77651035224969,19.69999571276861
45,3.21,707,1935,1668,0,1637,6829.0,72.77858167692656,19.699995712768615
46,68.119,707,1935,1668,0,1637,6829.0,72.77961733926499,19.69999571276861
47,25.081,2153,2232,1133,358,1434,6829.0,72.75970685340987,19.699168090404637
48,108.95,1868,1947,848,73,1149,6829.0,72.7617781714565,19.699168090404637
49,74.489,1868,1947,848,73,1149,6829.0,72.76281383047981,19.699168090404637
50,127.409,2184,1887,788,111,1088,6829.0,72.76488514852646,19.699168090404637
51,259.935,2184,1887,788,111,1088,6829.0,72.76592080754976,19.699168090404637
52,202.35,1039,1357,378,273,468,6829.0,72.7690277846197,19.699168090404637
53,207.316,1077,1319,340,235,430,6829.0,72.77006344364301,19.699168090404633
54,166.485,5000,5000,5000,5000,5000,6829.0,72.77109910266631,19.699168090404637
55,84.622,5000,5000,5000,5000,5000,6829.0,72.77213476168964,19.699168090404637
56,129.767,823,1960,1693,1188,1662,6829.0,72.77420607973626,19.699168090404637
57,146.872,708,1946,1679,1073,1648,6829.0,72.77524173875956,19.699168090404637
58,3.762,707,1935,1668,0,1637,6829.0,72.77834871582954,19.699168090404637
59,73.637,707,1935,1668,0,1637,6829.0,72.77938437485282,19.699168090404637
60,107.646,1868,1947,848,73,1149,6829.0,72.76154527527271,19.698340469671763
61,143.16,1942,1874,775,0,1075,6829.0,72.76258093098109,19.698340469671763
62,111.057,1942,1874,775,0,1075,6829.0,72.76361658668945,19.698340469671763
63,92.798,2073,1775,676,0,976,6829.0,72.76465224239784,19.698340469671766
64,165.682,2073,1775,676,0,976,6829.0,72.76568789810622,19.698340469671766
65,224.621,1077,1319,340,235,430,6829.0,72.7687948652313,19.698340469671763
66,214.84,1077,1319,340,235,430,6829.0,72.76983052093968,19.698340469671763
67,104.084,1096,1278,31,31,0,6829.0,72.77190183235643,19.698340469671763
68,153.042,1126,1607,1340,961,1309,6829.0,72.77397314377319,19.698340469671763
69,121.089,1126,1607,1340,961,1309,6829.0,72.77500879948155,19.698340469671766
