,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,48.891,521,2510,776,781,1759,1818,141.0,-99.54413774499454,18.359680292374
1,41.911,521,2510,776,781,1759,1818,141.0,-99.54310724070875,18.359680292373998
2,87.039,521,2510,776,781,1759,1818,141.0,-99.54384344235727,18.358855211792214
3,72.219,521,2510,776,781,1759,1818,141.0,-99.54281294111816,18.35885521179221
4,7.574,476,2249,445,244,1498,1558,141.0,-99.53869093616184,18.35885521179221
5,8.092,476,2249,445,244,1498,1558,141.0,-99.53766043492276,18.35885521179221
6,119.909,273,2263,529,581,1512,1571,141.0,-99.54251865718811,18.358030132714084
7,82.576,273,2263,529,581,1512,1571,141.0,-99.54148815899556,18.358030132714088
8,62.374,476,2249,445,244,1498,1558,141.0,-99.5383966644179,18.358030132714088
9,42.486,431,2204,383,179,1453,1512,141.0,-99.53736616622531,18.358030132714084
10,10.73,599,2092,272,11,1341,1487,141.0,-99.5363356680328,18.358030132714088
11,63.458,203,1594,828,1176,1612,2435,141.0,-99.52293919152957,18.358030132714084
12,66.419,203,1594,828,1176,1612,2435,141.0,-99.52190869333701,18.358030132714084
13,17.917,734,1604,1131,1479,1621,2724,141.0,-99.51881719875935,18.35803013271409
14,19.546,734,1604,1131,1479,1621,2724,141.0,-99.5177867005668,18.358030132714084
15,8.99,872,1742,1269,1618,1760,2862,141.0,-99.51675620237424,18.358030132714088
16,91.416,373,2363,629,681,1612,1671,141.0,-99.54325488406438,18.357205055139556
17,99.173,359,2348,614,667,1597,1657,141.0,-99.54222438891819,18.35720505513955
18,57.615,212,2201,467,520,1450,1510,141.0,-99.54119389377202,18.35720505513955
19,77.433,280,2123,388,441,1372,1431,141.0,-99.54016339862584,18.35720505513955
20,78.473,294,2067,266,276,1316,1375,141.0,-99.5391329034796,18.357205055139552
21,78.455,329,2102,289,183,1351,1411,141.0,-99.53810240833343,18.357205055139552
22,87.869,454,2090,219,0,1339,1486,141.0,-99.53707191318725,18.357205055139552
23,47.976,593,2086,266,5,1335,1481,141.0,-99.53604141804104,18.357205055139556
24,4.433,744,1968,416,164,1358,1605,141.0,-99.53501092289486,18.357205055139552
25,9.745,877,2047,549,294,1432,1712,141.0,-99.53398042774866,18.35720505513955
26,6.81,886,2057,559,304,1432,1721,141.0,-99.53294993260248,18.357205055139556
27,5.121,1209,2161,515,665,1323,1862,141.0,-99.5319194374563,18.35720505513955
28,7.257,1209,2161,515,665,1323,1862,141.0,-99.53088894231011,18.35720505513955
29,10.6,1008,1978,319,942,1143,1683,141.0,-99.52985844716393,18.35720505513955
30,38.727,1008,1978,319,942,1143,1683,141.0,-99.52882795201774,18.357205055139556
31,23.944,0,5000,5000,5000,5000,5000,141.0,-99.52470597143295,18.357205055139556
32,23.646,50,5000,5000,5000,5000,5000,141.0,-99.52367547628675,18.357205055139552
33,13.154,195,1586,792,1140,1604,2399,141.0,-99.52264498114059,18.35720505513955
34,49.306,160,1551,795,1144,1569,2403,141.0,-99.52161448599439,18.357205055139552
35,24.784,722,1593,1120,1468,1610,2713,141.0,-99.52058399084821,18.357205055139556
36,17.026,722,1593,1120,1468,1610,2713,141.0,-99.519553495702,18.35720505513955
37,21.74,668,1538,1065,1414,1556,2658,141.0,-99.51852300055582,18.357205055139556
38,19.293,850,1721,1248,1596,1738,2841,141.0,-99.51749250540963,18.357205055139552
39,14.823,970,1840,1367,1716,1858,2960,141.0,-99.51646201026347,18.357205055139556
40,6.713,1024,1894,1421,1769,1912,3014,141.0,-99.51543151511727,18.35720505513955
41,62.966,37,2405,670,723,1653,1713,141.0,-99.54296062840797,18.356379979068517
42,78.764,72,2331,597,650,1580,1639,141.0,-99.54193013630795,18.356379979068517
43,48.373,280,2123,388,441,1372,1431,141.0,-99.54089964420798,18.356379979068517
44,65.809,271,2044,261,314,1293,1352,141.0,-99.53986915210801,18.356379979068517
45,84.582,255,2028,228,259,1277,1337,141.0,-99.53883866000803,18.35637997906852
46,76.765,245,2018,197,209,1267,1327,141.0,-99.53780816790804,18.35637997906852
47,81.24,416,2026,157,73,1275,1421,141.0,-99.53677767580803,18.35637997906852
48,72.382,561,1943,234,194,1287,1449,141.0,-99.53574718370805,18.356379979068517
49,80.183,767,1938,440,188,1328,1603,141.0,-99.5347166916081,18.35637997906852
50,51.043,854,2010,518,275,1350,1675,141.0,-99.53368619950808,18.356379979068517
51,2.571,952,2107,519,372,1253,1771,141.0,-99.53265570740807,18.356379979068517
52,8.961,1144,2096,450,601,1259,1798,141.0,-99.53162521530811,18.356379979068517
53,10.426,1209,2161,515,665,1323,1862,141.0,-99.53059472320814,18.35637997906852
54,7.408,981,1944,292,915,1108,1648,141.0,-99.52956423110815,18.356379979068517
55,12.366,997,1971,159,931,1152,1689,141.0,-99.52853373900817,18.35637997906852
