,POP_2015,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,173.032,2671,410,945,2393,8298.0,78.50034416693255,13.57252830799086
1,225.001,2671,410,945,2393,8298.0,78.5013595442589,13.57252830799086
2,129.584,2585,330,854,2302,8298.0,78.50017709545058,13.571710727221822
3,150.718,2852,731,987,1901,8298.0,78.50423859611195,13.571710727221822
4,54.289,2788,1320,787,1701,8298.0,78.50830009677331,13.571710727221822
5,113.133,2730,506,1014,2711,8298.0,78.4949331700046,13.5708931475291
6,147.765,2730,287,1014,2711,8298.0,78.49594854300906,13.570893147529096
7,163.457,2671,198,955,2648,8298.0,78.49696391601353,13.5708931475291
8,174.846,2669,173,953,2642,8298.0,78.497979289018,13.5708931475291
9,150.338,2526,271,795,2396,8298.0,78.50001003502695,13.5708931475291
10,222.301,2599,344,868,2357,8298.0,78.50102540803141,13.570893147529102
11,231.877,2852,731,987,1901,8298.0,78.50305615404035,13.5708931475291
12,218.083,2788,795,923,1837,8298.0,78.50407152704481,13.5708931475291
13,217.872,2652,931,787,1701,8298.0,78.50508690004929,13.5708931475291
14,153.164,2661,1007,711,1625,8298.0,78.50610227305377,13.570893147529102
15,97.062,2745,1211,754,1668,8298.0,78.50711764605822,13.570893147529098
16,49.438,2800,1299,804,1718,8298.0,78.5081330190627,13.570893147529098
17,45.979,2777,1468,708,1621,8298.0,78.50914839206716,13.570893147529098
18,147.849,2920,1588,851,1753,8298.0,78.51016376507162,13.570893147529098
19,116.845,2961,1920,908,1705,8298.0,78.51320988408504,13.5708931475291
20,62.388,2912,1898,892,1656,8298.0,78.51422525708952,13.5708931475291
21,27.292,2924,1910,904,1668,8298.0,78.51524063009398,13.570893147529098
22,87.065,2968,1954,948,1712,8298.0,78.51625600309843,13.570893147529098
23,150.676,3297,2283,1277,2041,8298.0,78.5182867491074,13.570893147529096
24,14.131,2720,495,1004,2701,8298.0,78.49476613144277,13.570075568912626
25,113.597,2655,386,939,2636,8298.0,78.4957815022865,13.570075568912623
26,213.57,2646,196,930,2623,8298.0,78.49679687313025,13.570075568912623
27,183.24,2574,78,858,2547,8298.0,78.49781224397398,13.570075568912626
28,157.616,2484,39,761,2445,8298.0,78.49882761481771,13.570075568912625
29,158.522,2397,160,669,2341,8298.0,78.49984298566145,13.570075568912626
30,173.876,2465,247,734,2320,8298.0,78.50085835650519,13.570075568912626
31,188.154,2606,381,875,2161,8298.0,78.50187372734895,13.570075568912626
32,228.755,2673,479,943,2170,8298.0,78.50288909819268,13.570075568912628
33,203.868,2708,882,889,1802,8298.0,78.5039044690364,13.570075568912623
34,202.391,2618,973,794,1708,8298.0,78.50491983988015,13.570075568912625
35,148.777,2571,1059,678,1591,8298.0,78.50593521072389,13.570075568912626
36,166.368,2607,1181,616,1529,8298.0,78.50695058156764,13.570075568912626
37,191.255,2598,1282,600,1513,8298.0,78.50796595241137,13.570075568912626
38,156.75,2731,1378,661,1575,8298.0,78.50898132325511,13.570075568912628
39,146.204,2821,1512,751,1661,8298.0,78.50999669409885,13.570075568912626
40,181.3,2870,1599,771,1614,8298.0,78.51101206494258,13.570075568912625
41,149.495,2889,1762,750,1633,8298.0,78.51202743578631,13.570075568912626
42,157.804,2909,1837,825,1653,8298.0,78.51304280663004,13.570075568912626
43,117.183,2869,1855,849,1613,8298.0,78.51405817747381,13.570075568912625
44,46.654,2860,1847,840,1604,8298.0,78.51507354831753,13.570075568912625
45,152.7,2928,1914,907,1671,8298.0,78.51608891916128,13.570075568912628
46,29.106,3297,2283,1277,2041,8298.0,78.51811966084874,13.570075568912623
47,13.203,2656,431,940,2637,8298.0,78.49459910393816,13.56925799137233
48,39.778,2578,446,863,2560,8298.0,78.49561447262131,13.56925799137233
49,187.796,2477,369,762,2459,8298.0,78.49662984130448,13.56925799137233
50,153.418,2705,208,989,2677,8298.0,78.49764520998761,13.56925799137233
51,19.235,2469,39,746,2430,8298.0,78.49866057867075,13.569257991372329
52,104.57,2346,161,623,2307,8298.0,78.49967594735391,13.56925799137233
53,151.097,2410,229,679,2363,8298.0,78.50069131603708,13.56925799137233
54,165.566,2673,479,943,2170,8298.0,78.50272205340336,13.569257991372329
55,218.378,2610,877,798,1712,8298.0,78.5037374220865,13.56925799137233
56,161.854,2662,937,840,1754,8298.0,78.50475279076967,13.569257991372332
57,88.921,2512,1072,688,1602,8298.0,78.50576815945281,13.56925799137233
58,119.925,2509,1201,555,1469,8298.0,78.50678352813597,13.56925799137233
59,154.725,2530,1341,539,1453,8298.0,78.50779889681912,13.56925799137233
60,172.737,2602,1397,555,1469,8298.0,78.50881426550227,13.569257991372329
61,189.61,2746,1504,664,1578,8298.0,78.50982963418541,13.56925799137233
62,187.796,2797,1588,706,1553,8298.0,78.51084500286855,13.56925799137233
63,153.375,2861,1721,742,1604,8298.0,78.5118603715517,13.56925799137233
64,151.435,2830,1817,735,1574,8298.0,78.51287574023486,13.56925799137233
65,136.334,2717,1703,697,1461,8298.0,78.51389110891803,13.56925799137233
66,66.353,2814,1800,794,1558,8298.0,78.51490647760114,13.56925799137233
67,75.928,2915,1901,895,1659,8298.0,78.51592184628431,13.569257991372329
68,0.042,2503,381,787,2484,8298.0,78.49544745401329,13.56844041490814
69,114.146,2406,378,690,2387,8298.0,78.49646282053601,13.568440414908142
70,150.633,2349,270,633,2330,8298.0,78.49747818705869,13.568440414908139
71,28.22,2275,297,559,2256,8298.0,78.4984935535814,13.568440414908142
72,40.411,2171,340,444,2128,8298.0,78.49950892010412,13.568440414908142
73,16.662,2455,591,724,1951,8298.0,78.50153965314952,13.56844041490814
74,212.473,2380,591,649,1877,8298.0,78.50255501967222,13.568440414908142
75,197.161,2529,781,771,1711,8298.0,78.50357038619491,13.568440414908142
76,153.628,2530,866,708,1622,8298.0,78.50458575271763,13.568440414908139
77,119.714,2432,1041,608,1521,8298.0,78.50560111924034,13.568440414908142
78,127.307,2327,1158,501,1415,8298.0,78.50661648576306,13.568440414908142
79,136.038,2431,1288,440,1354,8298.0,78.50763185228575,13.568440414908142
80,164.512,2533,1421,433,1347,8298.0,78.50864721880843,13.568440414908142
81,200.113,2594,1529,492,1385,8298.0,78.50966258533116,13.568440414908142
82,175.605,2673,1581,573,1416,8298.0,78.51067795185388,13.568440414908142
83,183.156,2708,1680,569,1451,8298.0,78.51169331837656,13.568440414908139
84,174.72,2780,1766,641,1524,8298.0,78.51270868489928,13.568440414908144
85,148.82,2702,1688,682,1446,8298.0,78.51372405142197,13.56844041490814
86,134.984,2643,1629,623,1387,8298.0,78.51473941794468,13.56844041490814
87,26.069,2832,1818,812,1576,8298.0,78.51575478446739,13.568440414908142
88,2.531,2832,1818,812,1576,8298.0,78.5167701509901,13.568440414908142
