,POP_2015,community_space,education,mobility,ID_HDC_G0,lng,lat
326,20.171,3815,3018,459,10796.0,116.29924740577498,39.40825692168267
327,15.683,3986,2718,49,10796.0,116.30276092512985,39.40825692168267
328,36.079,3953,2686,16,10796.0,116.30393209824814,39.408256921682664
329,93.647,4544,3265,760,10796.0,116.30885772307538,39.40736514301993
330,36.498,4544,3265,760,10796.0,116.31002888682667,39.407365143019916
331,6.414,4544,3265,760,10796.0,116.30792752432573,39.40647336862903
332,36.3,4544,3265,760,10796.0,116.30909867871044,39.40647336862903
333,18.118,4506,3227,269,10796.0,116.30513718014109,39.40379807108581
334,7.575,4508,3235,263,10796.0,116.30420714942662,39.402906313780655
335,5.723,4967,3688,729,10796.0,116.3088916171173,39.40290631378065
336,3.699,4982,3703,736,10796.0,116.31006273404003,39.40290631378066
337,4.652,5000,3915,948,10796.0,116.31240496788533,39.40290631378065
338,4.319,5000,3918,945,10796.0,116.31357608480803,39.40290631378065
339,4.52,4681,3414,87,10796.0,116.30444826827339,39.40201456074651
340,2.481,4695,3416,80,10796.0,116.30561937583163,39.40201456074651
341,7.537,5000,3918,945,10796.0,116.31147491362273,39.4020145607465
342,15.207,5000,3918,945,10796.0,116.31264602118094,39.40201456074651
343,8.453,4717,3449,52,10796.0,116.30351831219862,39.40112281198317
344,8.478,4750,3474,22,10796.0,116.30468941039281,39.401122811983164
345,9.535,4776,3496,0,10796.0,116.30586050858699,39.401122811983164
346,11.242,5000,4108,1135,10796.0,116.31171599955792,39.40112281198317
347,19.436,5000,4108,1135,10796.0,116.31288709775212,39.40112281198317
348,11.634,5000,4108,1135,10796.0,116.31195710876729,39.4002310674905
